@relation 'arff_arc.csv-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-9'

@attribute 0.328rfc... numeric
@attribute 0.458ic... numeric
@attribute 0.529mfa... numeric
@attribute 0.477ca... numeric
@attribute '0.6  avg_cc...' numeric
@attribute -0.685noc... numeric
@attribute 0.544noc... numeric
@attribute 0.551cam... numeric
@attribute class {buggy,clean}

@data
0.259905,0.116843,-1.560962,-0.288742,-0.583876,-0.625222,-0.668376,0.225663,clean
-0.295253,0.404426,-0.586112,-1.242953,-0.956895,-1.182179,-0.741139,-0.025317,clean
-3.497334,-1.463956,2.233938,1.012232,-0.799587,0.033399,-0.50487,0.631341,clean
0.552026,0.048877,-0.991812,-1.067641,-1.148346,-0.356063,-0.197901,-0.402313,clean
0.353443,1.134042,-0.470333,-1.566868,0.205629,-1.134733,-0.922,0.213285,clean
1.262464,3.968024,2.106431,2.82094,-1.33628,0.521415,1.356602,0.181572,clean
-3.497334,-1.463956,2.233938,1.012232,-0.799587,0.033399,-0.50487,0.631341,clean
-2.256021,-0.740804,-1.392528,-0.305811,-0.433539,0.272618,1.11361,-1.72758,clean
1.183836,3.542996,0.006227,-0.080846,0.948208,0.272614,0.359219,0.229238,clean
-0.21486,0.900665,-0.872698,-0.947518,0.114338,-1.147539,-1.03896,0.480716,clean
-2.256021,-0.740804,-1.392528,-0.305811,-0.433539,0.272618,1.11361,-1.72758,clean
-0.419638,2.990558,1.255496,0.952337,-0.37356,-0.531805,0.050186,0.130427,clean
-2.504589,-0.693674,-0.859163,-0.3665,0.673819,0.484475,0.397268,0.214699,clean
0.512416,3.212472,3.309482,1.953949,-1.130839,-0.455439,0.311098,-0.489441,clean
2.738276,1.646283,-1.325435,1.905972,-0.291546,1.033104,0.625519,0.726453,clean
1.199608,0.655993,-0.067034,-1.506485,1.073195,-0.477602,-0.514784,0.947539,clean
-3.509526,-1.304524,1.639573,0.887684,-0.717751,0.100822,-0.437118,0.629819,clean
0.27458,0.219847,-0.627789,-1.244521,-0.686372,-0.621746,-0.349083,-0.461341,clean
0.747484,2.934863,-0.76057,0.814269,0.49067,0.07951,0.515785,0.244997,clean
-1.836472,-0.337612,-0.336912,-0.887099,0.711847,0.436753,0.524466,-0.392233,clean
9.000616,-3.088319,0.410937,-0.776692,-2.764816,2.207195,0.350384,1.284056,clean
-2.823524,-1.37128,1.448835,0.995424,-0.766023,-0.234518,0.226536,0.257086,clean
-1.964447,1.166445,1.498384,1.743439,-0.489373,0.897895,1.239549,-0.36714,clean
0.684255,3.389518,3.58309,2.835426,-2.091065,-0.262321,0.923883,-1.245779,clean
2.480968,-0.375707,-0.730487,-1.073098,-0.974852,0.14014,-0.060873,-0.108436,clean
-0.979459,0.404319,-1.133929,-0.860511,-0.704971,-1.124278,-0.520355,0.067891,clean
4.657995,-1.230304,0.594085,-1.929822,-2.146353,0.571798,-0.02331,-1.434676,clean
-1.22691,0.53945,-1.241608,-0.649183,-0.559047,-1.34692,-1.007583,0.278693,clean
12.399904,-3.607794,3.198326,-2.524782,-1.778103,2.26878,0.53981,0.216203,clean
0.128888,-1.676746,-1.460793,0.629923,0.421616,1.123153,0.659452,0.73622,clean
-2.07685,-0.959569,-0.284371,-0.660352,0.353266,0.427838,0.455156,0.171795,clean
1.652386,2.117189,-1.197807,1.9468,0.548637,0.124033,-0.213188,-0.574304,clean
2.645867,1.832916,0.9723,-2.49,3.019346,-0.091689,-0.691115,-0.295947,clean
0.288131,3.358852,-0.411251,0.238263,0.668208,-0.047605,0.582336,0.30218,clean
1.442348,2.712832,-0.74713,0.573697,-0.250275,0.631505,0.945889,0.475805,clean
-2.201032,-0.800772,-0.849358,-0.357755,0.667672,0.497463,0.487587,-0.013943,clean
-2.780257,-0.7902,-0.608768,-0.449346,0.720253,0.461918,0.250881,0.651506,clean
-0.309632,0.248662,-0.364722,-1.178179,0.487083,-0.149057,0.052029,0.254985,clean
0.904179,2.177878,-1.170925,1.095459,-1.02831,0.267883,0.697217,-0.16171,clean
0.086456,-1.95358,-1.738102,1.644179,1.403563,0.527263,-0.493707,-1.485476,clean
0.938219,0.269704,-0.320714,-1.220463,0.08742,-0.799067,-0.488739,0.141785,clean
0.031714,0.559844,-0.625078,-0.982709,-0.482971,-2.367557,-0.282164,0.002712,clean
-2.481792,-1.008934,-0.682393,-0.133274,0.889774,0.427582,0.024258,0.394349,clean
0.058117,0.292551,0.617214,-0.584546,-0.983861,-0.979479,-0.734477,0.440419,clean
-2.733721,-0.8344,-0.640174,-0.352364,0.777529,0.443461,0.171063,0.563863,clean
-2.933034,-1.534762,2.397314,1.427294,-0.922585,0.032626,-0.501559,0.149309,clean
0.99715,0.282284,0.37612,-0.520001,-0.425911,-0.653028,-0.535547,0.479952,clean
-2.543898,-0.992808,-0.587636,-0.261935,0.870771,0.406142,0.099302,0.334424,clean
1.557811,2.602544,-0.175709,0.73898,1.10205,0.60368,0.621846,-0.312677,clean
2.855689,1.466383,-1.415116,3.033344,1.286545,0.080467,-1.008432,-1.399822,clean
-1.205379,-0.740911,-0.712454,-0.612976,0.625963,0.727968,0.860233,0.06897,clean
-0.092336,0.288914,-1.066596,-0.778185,-0.267252,-1.058928,-0.476145,-0.649537,clean
2.605211,1.847441,1.712757,1.179443,-0.81951,0.316917,0.370209,0.951731,clean
-1.535043,-1.007548,-1.052052,-0.048487,0.773762,0.49026,0.478698,-0.718641,clean
-0.457259,-0.140396,-1.646609,0.829938,0.383828,-1.541201,-2.327934,-0.529778,clean
-1.81033,-1.110566,-0.963817,0.024089,0.544295,0.803234,0.27942,1.403894,clean
5.528784,0.406354,-2.006969,3.316896,-0.968322,2.12622,0.059671,1.180256,clean
-1.423867,-1.219314,2.410576,0.531325,0.082179,0.433987,-0.176394,0.532446,clean
-2.857023,-1.192748,2.279905,0.776648,-0.306701,0.130811,-0.326073,0.232974,clean
-1.283418,0.513828,-1.188834,-0.775231,-0.527488,-1.048484,-0.741202,0.755113,clean
-0.924012,0.56408,-1.252787,-0.677715,-0.509628,-1.278947,-0.947356,0.30421,clean
-1.938776,-0.837155,-0.903157,-0.349677,0.634807,0.521041,0.603047,-0.235859,clean
0.642191,1.127098,0.085633,-1.741502,1.088256,-0.587875,-0.450515,-0.364167,clean
-2.209485,-0.785004,-1.423933,-0.208829,-0.376263,0.254161,1.033792,-1.815223,clean
-2.401557,-1.521345,3.041296,0.56922,-0.144803,0.020113,-0.62106,0.235876,clean
-1.017874,0.431595,-0.880894,-0.793299,0.492372,-0.603926,-0.550683,-0.100872,clean
-0.029303,2.34713,1.636975,0.937091,-1.173129,-0.678706,0.137409,-0.409266,clean
-0.778417,0.44207,-1.347824,-0.768424,-0.595581,-0.754289,-0.34773,0.758383,clean
-2.256021,-0.740804,-1.392528,-0.305811,-0.433539,0.272618,1.11361,-1.72758,clean
-2.302557,-0.696604,-1.361122,-0.402792,-0.490816,0.291075,1.193429,-1.639938,clean
0.733075,-0.14039,-1.784193,0.013973,-0.632665,-0.345199,-0.537215,0.581699,clean
-0.338115,0.648456,-0.873649,-1.172434,-0.541469,-1.133557,-0.486529,0.062151,clean
-0.418387,2.999617,1.269199,0.944661,-0.370403,-0.535407,0.041385,0.121282,clean
-3.497334,-1.463956,2.233938,1.012232,-0.799587,0.033399,-0.50487,0.631341,clean
-1.94585,-1.007725,-0.810269,-0.235966,0.653776,0.588029,0.416431,0.384486,clean
-2.933034,-1.534762,2.397314,1.427294,-0.922585,0.032626,-0.501559,0.149309,clean
-0.763744,2.484011,2.369545,1.373479,-0.220418,-0.596572,-0.431982,-0.021916,clean
0.901075,-0.146869,-1.690666,-0.196515,-0.909271,-0.123781,-0.527721,-0.003422,clean
-2.712213,-0.966669,-0.510153,-0.462133,0.249866,0.428228,0.342558,0.606259,clean
-0.097646,2.674922,1.352811,0.794699,-1.306563,-1.06008,-0.371317,-0.199803,clean
-2.767533,-0.984891,-0.650721,-0.453955,-0.578167,0.285881,0.192107,0.434732,clean
-3.113569,-1.647448,1.425545,1.641752,-0.256745,-0.053997,-1.087957,-0.087345,clean
-2.619222,-0.954095,-0.807767,0.03884,0.988653,0.379063,-0.152242,0.284191,clean
0.973739,-0.248249,-1.846523,0.13284,-0.669839,-0.245122,-0.524838,0.803331,clean
0.02706,0.155073,-1.661526,-0.277136,-0.53229,-0.585965,-0.417206,0.704527,clean
-0.201525,2.524722,0.880468,1.184746,-1.217631,-1.04117,-0.340001,-0.43383,clean
-1.264971,-1.19108,-1.209375,0.288926,0.731711,0.672658,0.294325,0.072113,clean
-2.256021,-0.740804,-1.392528,-0.305811,-0.433539,0.272618,1.11361,-1.72758,clean
-3.497334,-1.463956,2.233938,1.012232,-0.799587,0.033399,-0.50487,0.631341,clean
2.475839,-0.117802,-0.368018,-1.268348,-0.499395,-0.082765,-0.121979,0.512819,clean
1.563285,0.943812,0.342071,-2.009423,0.890289,-0.418565,-0.676685,0.091478,clean
2.617426,-1.281007,-0.472562,0.279495,0.800344,-3.502392,1.634208,-0.683636,clean
-0.123077,2.901691,1.524354,0.833668,-0.339793,-0.575917,0.020609,-0.0704,clean
0.920378,0.435026,-0.850948,-1.252948,-0.774824,-0.898222,-0.332513,-0.071447,clean
1.412704,0.541446,-0.128374,-1.619856,0.123659,-0.445201,-0.418333,-0.228834,clean
-0.807854,0.570389,-1.427016,-0.773888,-0.584761,-0.913214,-0.379824,0.247352,clean
-2.97957,-1.490562,2.428719,1.330312,-0.979862,0.051083,-0.421741,0.236952,clean
10.825869,-7.02749,1.359619,5.629109,3.316383,-9.652643,5.865466,1.670758,clean
-3.485856,-1.293849,1.67679,0.865897,-0.714958,0.093658,-0.449406,0.613796,clean
-1.365702,0.280395,-0.817254,-0.958343,-0.807938,-1.042677,-0.535263,0.247499,clean
-2.074488,-0.813847,-0.898437,-0.332656,0.636455,0.530137,0.532589,-0.015941,clean
-2.30176,-1.071226,-0.72779,-0.06997,0.849163,0.491546,0.040805,0.55387,clean
-0.039284,0.463423,-0.58119,-1.271577,-0.966194,-1.226143,-0.834937,0.205633,clean
-3.497334,-1.463956,2.233938,1.012232,-0.799587,0.033399,-0.50487,0.631341,clean
-1.620819,-0.917797,-1.051666,-0.195325,0.533301,0.670565,0.635249,0.162262,clean
-1.231283,0.418415,-1.08355,-0.909139,-0.778714,-1.081535,-0.48772,0.208649,clean
-2.835559,-1.29881,1.397309,0.974406,-0.81952,0.176093,-0.19433,0.108855,clean
-1.22691,0.53945,-1.241608,-0.649183,-0.559047,-1.34692,-1.007583,0.278693,clean
0.406021,0.001346,-1.63926,-0.120892,-0.601908,-0.597828,-0.721124,0.206163,clean
-2.302557,-0.696604,-1.361122,-0.402792,-0.490816,0.291075,1.193429,-1.639938,clean
0.034741,0.588463,0.851276,-1.672012,3.820959,0.803784,0.049889,-0.353497,buggy
10.388509,-2.998689,2.201743,-1.904322,-1.436226,1.809066,0.426399,0.561984,buggy
8.490931,-2.62797,1.604227,-1.615027,-1.33423,1.132759,0.328084,0.26735,buggy
3.108325,-0.777273,-0.198014,-1.221694,-0.917082,0.10454,-0.060079,-0.57253,buggy
-2.038844,-0.771605,-0.730933,-0.598418,0.25297,0.464889,0.78013,-0.36116,buggy
1.374726,2.612685,-0.550479,1.327688,1.362282,-0.278305,-0.344791,-0.904266,buggy
-2.038844,-0.771605,-0.730933,-0.598418,0.25297,0.464889,0.78013,-0.36116,buggy
-1.561612,-0.797159,-1.139885,-0.270541,0.505354,0.63486,0.792004,-0.29341,buggy
4.972636,-0.879783,1.212194,-2.103511,-0.74529,0.086632,0.119118,-0.47224,buggy
4.327536,-0.764313,0.815664,-1.971152,-1.047623,-0.222185,-0.065144,-0.67369,buggy
-2.07658,-1.477594,2.836023,0.560996,-0.015263,0.1362,-0.462526,0.233446,buggy
-0.541098,0.630445,-0.902916,-1.166665,0.014977,-0.662516,-0.348589,-0.117505,buggy
0.219132,-2.068093,3.127028,0.271651,-0.013965,0.23357,0.172969,-1.226714,buggy
5.968073,-1.683414,0.659284,-1.505087,-1.058068,0.820925,0.137611,-0.450349,buggy
-0.735316,-1.276521,-1.085465,-0.014913,0.565984,0.721521,0.774193,-0.405736,buggy
2.133835,1.619926,-1.454495,1.606199,-1.287775,0.781069,0.880209,0.910131,buggy
-2.557425,-0.893871,-0.683812,-0.293392,0.736938,0.505403,0.188317,0.719262,buggy
0.40726,-1.831045,-1.561953,0.903193,0.590863,1.058703,0.493617,0.246277,buggy
1.187027,2.559188,-0.883751,0.976982,-0.024129,0.308603,0.585001,0.302122,buggy
3.406214,-1.038201,-0.191117,-1.179192,-1.400706,0.123491,0.01269,-0.473528,buggy
6.109504,-1.332553,1.420035,-2.095931,-0.233584,0.747031,0.008293,-1.651502,buggy
0.656706,0.318497,-0.616594,-1.317938,-0.990264,-1.007779,-0.457433,-0.12664,buggy
4.416647,-0.651659,0.733243,-2.043095,-1.656995,-0.438239,-0.100214,0.032665,buggy
2.985428,-0.582731,0.19103,-1.589858,-0.5664,-0.097985,-0.062732,-1.265137,buggy
-1.154063,-1.047379,-1.11187,-0.138541,0.491456,0.728429,0.781089,-0.076759,buggy
-1.534959,-0.946743,-1.062617,-0.1572,0.608657,0.606494,0.621316,-0.239066,buggy
5.84677,2.111048,5.415823,-2.041854,6.038939,0.620424,-1.523627,1.000636,buggy
