@relation 'arff_velocity-1.4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-10'

@attribute 0.377wmc... numeric
@attribute '0.46 ic...' numeric
@attribute 0.409max_cc... numeric
@attribute -0.59lcom3... numeric
@attribute 0.516noc... numeric
@attribute 0.673amc... numeric
@attribute -0.441cam... numeric
@attribute -0.616noc... numeric
@attribute '0.44 cbm...' numeric
@attribute class {buggy,clean}

@data
2.963346,-0.812849,0.754325,0.66776,-0.602239,-0.623837,1.488985,0.703857,0.147396,buggy
-1.135631,-0.787598,0.177464,-0.766946,-0.679378,-0.027063,-0.252161,-0.33059,-0.437215,buggy
-0.489236,-1.215592,2.795613,-0.875661,0.479135,0.189259,1.120489,-0.07572,0.530376,buggy
-1.107,0.433433,-0.419546,-1.13566,-0.566003,0.714408,-0.025576,-0.240817,-0.131337,buggy
0.587856,-0.579058,0.617712,2.20299,0.464257,0.687602,-0.503032,0.183801,-0.23686,buggy
-0.720962,-0.182618,-0.237903,1.345171,-0.008394,-0.682937,-0.146419,0.578696,-0.771905,buggy
0.505691,0.395269,0.807893,1.430551,0.120936,-0.098414,0.116195,0.605239,-0.898961,buggy
-1.149387,-1.82619,1.212432,-0.370507,-0.47273,0.03239,0.063485,-0.575104,0.574152,buggy
0.68742,-0.674325,0.721674,2.092833,0.246965,0.347718,-0.432454,0.099301,0.143824,buggy
-0.967002,0.411665,-0.409823,-1.138358,-0.627719,0.651031,0.012241,-0.239338,-0.055816,buggy
-0.069454,1.990326,-1.999638,0.897436,0.892333,-0.735931,0.633128,1.693031,0.913237,buggy
-1.054927,-2.001485,0.778436,-0.459857,-0.436065,-0.09745,-0.022876,-0.331039,0.692514,buggy
-1.401119,0.177591,-0.467936,-1.064089,-0.559494,0.126083,-0.024503,-0.191357,0.221894,buggy
-1.909566,0.456784,-0.15996,-1.579435,0.281933,-0.000609,-0.889887,-0.35528,-0.717184,buggy
1.14189,1.741494,-0.650524,-0.12947,-0.52116,-0.192487,0.001062,-0.478891,0.153718,buggy
1.318208,-1.365134,0.785996,0.331075,-1.037372,-0.371423,0.24343,-0.663976,0.572695,buggy
-0.754753,-1.203789,0.878999,2.146511,0.357775,-0.838926,-0.246729,0.344074,0.166546,buggy
0.957556,-1.455248,-0.369104,1.674799,0.606195,-0.116436,0.420368,-0.099253,0.572372,buggy
1.713405,1.876197,-0.655111,0.618947,-1.190047,-0.321285,0.01955,0.145697,-0.603398,buggy
0.075147,-0.945201,1.005865,2.119099,0.410428,0.031036,-0.034493,0.048224,0.377694,buggy
-1.909668,-1.988268,1.039714,-0.762643,0.27115,-0.787775,-0.918679,-0.454388,0.277296,buggy
-0.967002,0.411665,-0.409823,-1.138358,-0.627719,0.651031,0.012241,-0.239338,-0.055816,buggy
-1.159543,1.293856,-0.711668,-1.298148,-0.657156,0.644315,0.233677,-0.306467,0.817973,buggy
-1.057652,0.279648,-0.524319,-1.114671,-0.643843,0.352188,-0.043814,-0.177115,0.133139,buggy
-0.205913,-3.032174,-1.881363,-2.534013,2.546992,-0.195155,-0.465368,2.459618,0.386533,buggy
0.455513,-0.723367,1.003273,2.066785,0.357405,0.047092,-0.350581,-0.056743,0.110438,buggy
1.011747,-0.774025,1.267406,1.648387,0.224151,-0.209144,0.180798,0.083432,0.465451,buggy
-0.576925,0.388762,-0.48258,0.510962,0.668223,0.276875,-0.096469,0.310834,0.30381,buggy
-0.510244,-1.001825,1.192932,1.96594,0.418988,-0.606273,-0.103619,0.29382,0.038404,buggy
-0.561469,-2.056814,0.533859,-0.451091,-0.681306,0.079649,0.354355,-0.197145,0.836007,buggy
0.769236,-3.390392,-3.210724,-2.064292,2.025842,1.980967,1.096658,3.415503,1.090742,buggy
-1.107,0.433433,-0.419546,-1.13566,-0.566003,0.714408,-0.025576,-0.240817,-0.131337,buggy
-1.072214,-1.868214,0.71582,-0.118378,-0.151627,-0.145326,-0.263084,-0.105932,0.505968,buggy
5.909815,-0.998132,-3.208038,0.52103,-3.194384,-0.320078,1.019795,-0.15626,-0.873506,buggy
-2.822227,0.039567,-0.253745,-1.337474,0.14014,-1.436655,-1.243912,-0.401474,-1.601809,buggy
-0.665198,-1.17767,0.825925,1.985966,0.465503,-0.237902,-0.021412,0.498765,0.128969,buggy
-2.287458,2.939456,-0.228955,-1.797942,0.094225,-0.160297,0.234715,-0.588689,1.357622,buggy
-0.961363,0.276211,0.277621,1.88365,0.544675,-0.929244,-0.421694,0.684609,-1.266749,buggy
-1.852979,-0.622256,-2.115151,-2.455515,1.681622,-0.958339,-0.979535,1.502568,-1.550589,buggy
-1.305542,-2.174386,0.612212,0.151721,-0.90162,0.859053,0.74305,-0.356388,1.081087,buggy
-0.282379,-1.347869,0.442196,1.749952,1.100144,-0.656899,-0.28216,-0.168491,0.357153,buggy
-1.146401,-2.102019,0.735161,-0.529642,-0.20201,-0.113486,0.077989,-0.174757,0.745654,buggy
-1.801234,-0.73799,0.147549,-0.775015,-0.543031,-0.364651,-0.436057,-0.422591,-0.63699,buggy
0.62501,-0.541796,1.647379,1.388165,0.00589,0.315451,0.401361,0.116099,-0.142467,buggy
-1.754716,-0.754302,0.214353,-1.072272,0.32628,-0.600903,-0.469759,-0.626283,-0.859196,buggy
-1.415502,-0.827771,-0.101546,-0.853243,-0.50827,-0.148108,-0.182657,-0.138452,-0.491282,buggy
-2.507898,0.503935,-0.01512,-1.222236,-0.090595,-0.822758,-0.551743,-0.581993,0.366191,buggy
-1.421285,-2.068277,0.859814,-0.600463,-0.03962,-0.353939,-0.244076,-0.277897,0.598758,buggy
-2.155716,0.220071,-0.003813,-1.073331,-0.298096,-0.443927,-0.349161,-0.496338,0.035946,buggy
-1.702683,-0.819615,-0.049615,-0.904026,-0.361712,-0.324425,-0.400586,-0.209555,-0.621988,buggy
2.225412,-1.667921,-1.195654,1.029059,0.895405,-0.100294,0.346201,0.416464,0.833658,buggy
-0.353491,0.923703,-0.575319,0.874567,-0.438597,-1.107839,-0.344763,0.150157,-0.259804,buggy
-1.295704,0.180718,-0.618326,-1.082218,-0.587614,0.243683,-0.05285,-0.106339,0.214926,buggy
-1.246988,0.506499,-0.73703,-1.13874,-0.652122,0.184982,0.094673,-0.131237,0.657699,buggy
0.664363,-0.719656,3.623225,-1.194567,0.723784,0.600429,2.016029,0.307161,0.580607,buggy
-0.355737,1.727455,-0.419526,0.817867,-0.083376,0.822038,-0.014149,0.298149,-0.988064,buggy
-0.813501,-1.275527,1.208126,-0.460097,-0.37455,1.858377,0.131592,-0.70747,-0.453952,buggy
0.012757,-0.900469,1.099011,2.348821,0.309078,-0.493286,0.141716,0.510004,0.093233,buggy
-1.194813,-2.202344,0.407341,-0.818345,0.294748,-0.097986,-0.149714,0.190556,0.6205,buggy
-1.081138,0.494447,-0.360875,-1.146553,-0.549017,0.878011,0.016753,-0.267759,-0.231799,buggy
-0.967002,0.411665,-0.409823,-1.138358,-0.627719,0.651031,0.012241,-0.239338,-0.055816,buggy
-1.203768,-1.51727,1.667205,-0.773749,0.077427,-0.275766,-0.506033,-0.637279,0.092826,buggy
-1.38968,-0.729527,0.003315,-0.752398,-0.692016,-0.068379,-0.209586,-0.286361,-0.522119,buggy
-1.388112,0.479983,-0.598946,-1.121593,-0.611616,0.029248,0.118237,-0.203963,0.68213,buggy
-1.081138,0.494447,-0.360875,-1.146553,-0.549017,0.878011,0.016753,-0.267759,-0.231799,buggy
-1.335884,-2.186817,0.467682,-0.893678,0.39776,-0.307267,-0.382209,0.122587,0.516124,buggy
0.237861,0.975063,0.273053,0.871308,-0.657125,-0.776066,0.617412,-0.037798,0.823778,buggy
-1.066178,-1.728455,0.824452,-0.406955,-0.436866,0.732805,-0.136466,-0.486983,0.238093,buggy
-1.702683,-0.819615,-0.049615,-0.904026,-0.361712,-0.324425,-0.400586,-0.209555,-0.621988,buggy
5.459707,0.26445,-3.001963,0.968096,-3.343796,-0.765931,0.897999,0.967205,-1.873628,buggy
-1.107,0.433433,-0.419546,-1.13566,-0.566003,0.714408,-0.025576,-0.240817,-0.131337,buggy
2.998092,-0.740714,0.444816,1.254935,-0.809336,-0.303767,-0.529408,-1.268186,0.757245,buggy
-1.519281,-0.773803,0.209609,-0.959218,-0.397341,-0.573896,-0.591593,-0.362544,-0.630828,buggy
-0.391031,-0.995941,1.25514,2.060608,0.509966,-0.34433,0.305035,0.505325,0.099015,buggy
-1.278555,-1.799528,1.098884,-0.55734,-0.177875,-0.020159,-0.320122,-0.474706,0.36535,buggy
-1.702683,-0.819615,-0.049615,-0.904026,-0.361712,-0.324425,-0.400586,-0.209555,-0.621988,buggy
0.83115,-0.493775,-0.419613,1.047975,0.543763,-0.899008,0.011992,0.436632,-0.264183,buggy
4.140931,0.584688,-0.32453,1.194092,-1.23813,-0.283004,-0.346273,0.131475,1.347102,buggy
-0.967002,0.411665,-0.409823,-1.138358,-0.627719,0.651031,0.012241,-0.239338,-0.055816,buggy
2.687912,-1.70565,-0.490337,-0.772346,-3.332882,-0.737417,1.180755,-0.937596,0.230477,buggy
-1.133031,-2.292837,0.279294,-0.047481,-0.626556,0.94458,0.790769,-0.016406,1.090358,buggy
1.622641,-0.674432,1.487122,1.18076,-0.552465,-0.191421,0.337458,0.064419,0.105362,buggy
-1.801234,-0.73799,0.147549,-0.775015,-0.543031,-0.364651,-0.436057,-0.422591,-0.63699,buggy
0.16519,-1.062233,0.529821,2.114149,0.206215,-0.218289,-0.451015,0.025657,0.421044,buggy
3.973759,-3.280386,-4.365414,-3.123836,0.378683,0.242831,1.554314,3.2431,0.402069,buggy
-1.28786,-1.996738,0.797987,-0.368578,-0.438185,0.033633,-0.108824,-0.412107,0.641237,buggy
1.691734,3.824564,-1.424343,0.093552,-0.251689,0.611009,-0.886173,0.190607,-0.604863,buggy
-0.93842,-1.867519,0.653171,-0.454117,-0.511466,0.27232,-0.202985,-0.364561,0.494852,buggy
-0.525242,-1.43716,0.460331,1.715663,0.354865,-0.417325,0.066749,0.586967,0.350382,buggy
-1.395187,0.487245,-0.586985,-1.124093,-0.602329,0.064524,0.132964,-0.205417,0.661679,buggy
-1.298935,0.151894,-0.450396,-1.064684,-0.602075,0.109977,0.048344,-0.184673,0.274461,buggy
1.383951,-0.431314,0.496193,2.049981,0.010523,0.852293,-0.618272,0.129666,-0.031074,buggy
-1.143246,0.560663,-0.203643,-1.040667,-0.708567,0.812617,-0.029689,-0.446336,-0.226547,buggy
-0.970829,-1.736832,1.368596,-0.569612,-0.103315,0.09282,0.225888,-0.210875,0.625344,buggy
-1.159543,1.293856,-0.711668,-1.298148,-0.657156,0.644315,0.233677,-0.306467,0.817973,buggy
4.248903,-0.933905,-1.632889,1.669224,-0.783536,-0.053973,-0.442871,1.082056,0.627751,buggy
-1.993363,-2.181619,0.500982,-0.794948,0.311772,-0.5852,-1.063549,-0.352465,0.186041,buggy
-1.421285,-2.068277,0.859814,-0.600463,-0.03962,-0.353939,-0.244076,-0.277897,0.598758,buggy
-0.906568,-2.102197,0.285375,-0.86944,0.058438,-0.169801,-0.379008,0.086303,0.500659,buggy
-0.720962,-0.182618,-0.237903,1.345171,-0.008394,-0.682937,-0.146419,0.578696,-0.771905,buggy
1.619568,-0.96865,0.328015,1.725362,1.360482,0.39131,-0.335544,0.256094,0.989476,buggy
0.174432,-0.332585,-2.857819,-0.386987,2.547586,-0.637302,0.238116,3.336973,-1.200042,buggy
1.90172,-0.238492,2.033734,1.452437,0.707315,0.494308,0.360788,-0.123362,0.548505,buggy
2.37907,-0.156322,1.501418,1.272758,0.613584,0.428011,-0.366914,-0.051855,0.281404,buggy
0.645417,0.151797,0.367934,1.239584,-0.121133,0.019257,0.053681,0.609002,-0.782182,buggy
7.465362,-3.127686,-7.313064,-0.434274,8.606645,-0.717149,3.677174,-6.329186,-0.351657,buggy
0.473778,0.940355,-1.734838,0.304976,1.13745,1.07796,-0.067364,1.792952,-0.802539,buggy
0.304962,1.583439,1.034646,1.169803,0.461658,-0.049668,0.505831,0.595076,-0.30382,buggy
-0.024475,1.296657,-0.367529,1.518799,0.364269,0.120311,-0.29883,0.240069,-0.255146,buggy
1.062454,-1.118216,0.199168,1.996138,0.19077,0.034749,-0.270168,-0.478994,0.830083,buggy
-0.557144,1.389591,0.207257,1.393127,0.861363,-0.060389,0.09133,-0.182318,0.301223,buggy
1.99704,-1.411871,-0.14023,0.728564,-0.451719,0.348859,-0.792225,-0.904219,1.223178,buggy
2.616199,-0.173127,0.979096,1.613718,0.645485,1.227785,-0.544215,-0.356232,0.439862,buggy
3.270384,-1.6478,-0.984672,-1.55023,-1.812064,0.216483,0.876201,0.425067,0.188918,buggy
-1.795686,-1.964709,0.987333,-0.776755,0.196815,-0.781611,-0.961891,-0.465938,0.261155,buggy
-0.955964,-0.31045,0.04524,0.78751,-0.304152,-0.523802,-0.152471,0.202157,-0.703378,buggy
-2.636816,-0.497338,-0.287111,-1.228993,0.658916,-1.389247,-0.910427,-1.006183,-1.436599,buggy
3.299935,0.892184,7.005506,-1.386657,2.237291,-0.760257,3.461163,1.527521,0.577523,buggy
0.030509,0.633576,-0.072101,1.4583,-0.05761,0.044657,-0.275946,0.519797,-1.400721,buggy
-1.875052,-2.011905,0.973235,-0.802573,0.326203,-0.770692,-0.909236,-0.386386,0.279125,buggy
-1.875052,-2.011905,0.973235,-0.802573,0.326203,-0.770692,-0.909236,-0.386386,0.279125,buggy
-2.548633,-0.17887,0.092293,-1.234399,0.108775,-0.773789,-1.168471,-0.562371,-1.621649,buggy
0.99187,-1.612121,-0.991832,1.433466,1.435269,0.058166,0.424514,-0.006445,0.383225,buggy
-0.988008,-0.668663,0.324741,0.354125,-0.396281,-0.431816,-0.14967,0.016713,-0.419166,buggy
-0.565608,-0.095334,-0.311503,1.347619,0.014884,-0.5149,-0.205941,0.652442,-0.853589,buggy
2.53484,-2.834441,-2.538036,-2.120811,-0.275549,-0.015191,1.271859,1.842162,0.588092,buggy
-1.875052,-2.011905,0.973235,-0.802573,0.326203,-0.770692,-0.909236,-0.386386,0.279125,buggy
-0.787597,1.319619,-0.135016,1.887781,0.272537,-0.179062,0.160605,0.510717,0.176759,buggy
2.055601,0.044371,1.380827,1.225734,0.472913,1.488451,-0.722834,-0.472621,-0.269393,buggy
-0.439822,-0.016734,-0.374401,1.296473,-0.094724,-0.336552,-0.312797,0.595977,-0.961751,buggy
1.651303,-0.633648,-0.092119,1.207949,0.052425,1.390714,-1.177711,-0.327269,-0.043419,buggy
-1.153147,-2.262376,0.359141,-0.018996,-0.67651,0.924581,0.768336,-0.083767,1.085341,buggy
7.6635,-0.282441,-1.984286,0.983569,-2.516209,-0.684894,-0.98797,-2.312958,0.28153,buggy
2.123713,-1.086387,0.21137,0.890352,-0.719055,0.38449,-0.554792,-0.571187,0.954336,buggy
-2.026059,-0.504073,-1.782757,-2.255865,1.406357,-1.043753,-1.026745,1.16256,-1.559735,buggy
0.582197,1.056328,-0.999033,1.027117,0.134719,0.524235,-0.796291,-0.108894,0.242577,buggy
0.549515,0.561386,-0.545888,1.386846,0.278801,0.755543,-0.893044,0.364903,-1.463361,buggy
3.016574,-0.627793,-0.538062,2.026856,-0.558014,0.110599,-0.588036,0.539933,0.311113,buggy
0.402313,0.13896,-0.535935,1.520573,0.044878,0.121949,-0.512909,0.388031,-0.735691,buggy
0.247527,0.160748,-0.150637,1.477219,0.054107,0.289446,-0.713573,0.082732,-0.850446,buggy
1.733166,0.0274,-0.245548,1.26299,-0.306289,0.429196,-0.309384,0.312754,-0.41873,buggy
2.534103,2.235782,0.092269,0.227016,0.304098,0.766836,0.257988,0.68586,0.095803,buggy
0.184846,1.949692,-0.848372,1.233002,0.129624,0.928398,-0.229501,0.70107,-0.691237,buggy
