@relation 'arff_camel-1.0-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-10'

@attribute 0.379rfc... numeric
@attribute -0.436mfa... numeric
@attribute -0.472cbo... numeric
@attribute 0.418ca... numeric
@attribute '0.47 moa...' numeric
@attribute -0.404dit... numeric
@attribute 0.768noc... numeric
@attribute 0.464moa... numeric
@attribute -0.636moa... numeric
@attribute class {buggy,clean}

@data
-1.173571,0.569782,0.876379,-0.440112,1.392006,-0.085892,0.216764,-1.027938,-0.591615,clean
1.075781,-1.701599,-1.169312,-0.207537,-0.605129,1.269142,0.671904,-0.669566,-0.399034,clean
-1.018983,0.191648,0.372785,-0.587554,0.39418,-1.034398,0.794721,-0.973901,-0.120006,clean
-0.59447,0.939537,-0.351712,-0.560592,1.520075,-0.393968,0.975523,-0.636005,-0.026748,clean
-2.991016,2.138914,0.372706,-0.364739,-0.829012,0.383653,0.536716,0.054912,-0.749513,clean
-1.882583,1.857285,0.31318,-0.512886,-0.502542,0.992433,0.068827,0.448362,0.513708,clean
-2.959524,2.089582,0.566328,-0.616167,-0.929708,0.395305,0.656602,0.019512,-0.77434,clean
-1.118184,-1.68553,0.09531,-0.613665,0.754508,-1.327197,-1.095425,0.497187,-0.820757,clean
-1.245577,-2.607541,-0.218737,-0.070161,0.206166,-0.496889,-0.152371,-0.403424,-0.649072,clean
-0.687307,-1.934407,-0.017699,0.237338,-0.631591,-0.32037,0.157001,-0.707669,-0.137518,clean
0.124453,-2.240344,-0.002231,0.66032,0.290237,0.025668,-0.677889,0.484985,0.36112,clean
-1.081685,0.297987,0.561988,-0.790778,1.295675,-0.093125,0.211148,-1.656908,0.399602,clean
2.155975,-1.375332,-1.265979,-0.118195,0.409536,1.515856,-0.175449,0.35781,-0.438867,clean
1.348277,-2.583823,0.451918,1.2882,0.02594,1.090965,0.489168,0.143854,-0.867977,clean
-0.666799,-2.407745,-0.453768,-0.034547,0.514111,0.110376,-0.357124,0.371679,-0.965811,clean
2.409126,-2.304911,-0.681196,0.852785,-1.217211,1.081421,0.108997,0.098139,1.003021,clean
-0.562055,2.621474,3.353637,2.176742,-0.890954,0.023037,0.704687,0.106528,-0.946675,clean
-3.066112,2.065609,0.605353,-0.559602,-0.891366,0.40408,0.651055,0.033791,-0.77616,clean
7.971189,1.031399,-2.459889,-3.469044,-3.356188,-0.516365,0.099246,0.104151,0.144626,clean
-0.221093,0.254273,0.037435,-0.749629,0.433789,0.385284,-0.717196,0.994667,-0.403925,clean
1.04861,-0.829122,-2.06912,0.787217,2.564532,-1.307827,3.899681,2.505622,-0.239492,clean
0.587977,-0.977508,1.238807,0.558984,0.598768,-1.194266,-1.112579,0.352646,0.340976,buggy
-1.607358,-2.215151,0.153067,-0.486606,0.295738,-2.165787,-1.109983,-0.175015,-0.442196,clean
-1.234514,-1.997728,0.035089,-0.591685,0.50885,-1.69153,-1.21633,0.54773,-0.914908,clean
2.24382,3.665194,7.720142,6.406444,-1.200151,-1.044569,1.238852,-0.035678,-2.344415,clean
0.89333,-1.081977,-0.795373,0.269466,-0.30596,1.014414,-0.437038,0.255823,1.203926,clean
0.133429,-1.517846,-0.319369,-0.041603,0.995888,0.665894,-0.029984,-0.132454,-0.659742,clean
2.228778,-0.738889,-0.275681,0.085897,0.193134,0.616889,0.171586,0.123438,0.348025,clean
0.526849,0.865668,-0.1105,-0.968271,1.718961,1.036583,-0.266571,-0.455695,0.595696,clean
0.731129,-2.012699,-0.85906,0.188757,-0.253811,0.02467,-0.557592,-0.193588,0.770204,clean
-2.587441,2.140865,0.239274,-0.474637,-0.79414,0.56557,0.487199,0.030789,-0.492427,clean
-1.617722,2.140342,0.344228,-0.03555,-0.313081,0.095197,1.456124,0.851571,0.428616,clean
-2.485055,0.56364,0.129164,-0.511729,-1.331852,-0.140612,-0.406839,0.998096,0.121631,clean
0.241099,-3.693164,-1.164255,0.748325,-1.783563,1.616506,1.798836,-1.570978,-0.751238,clean
-3.191569,-1.391334,-0.367725,-0.946463,-1.47675,-2.143055,-0.902284,0.632667,-0.254967,clean
2.431068,1.149439,0.417365,-0.316926,1.881956,1.012362,-0.73743,0.503315,0.582703,clean
0.359077,0.65318,0.009128,-1.399464,1.572771,0.692994,-0.071128,-0.394511,-0.388956,clean
-0.693308,2.043734,0.120418,-0.694616,-0.622056,1.206146,0.061907,0.299945,0.899312,clean
-1.384417,0.391402,0.378809,-0.816622,1.342387,-0.605917,0.954511,-1.471154,0.18568,clean
0.50599,4.365235,-5.435644,2.845465,-0.063234,-0.040051,-1.467782,-0.761139,0.30372,buggy
-3.365554,1.762374,0.147086,-1.265246,-0.827151,0.43506,0.34927,0.29953,-0.126934,clean
-1.485917,-1.030145,0.046218,-0.470037,0.566545,-1.189347,-0.489818,-1.00784,0.126215,clean
3.03789,1.083011,1.948057,1.238015,1.633711,0.133146,-0.72209,0.510098,-0.027035,clean
-0.358038,0.632872,0.741656,-0.412706,1.644877,0.297107,0.058894,-1.441724,0.944654,clean
1.39902,1.894356,2.923751,1.448941,0.213297,-0.145594,0.298816,-0.29715,-1.175598,clean
1.371233,0.939404,1.286945,-0.119693,1.070929,0.061804,-0.013548,-0.744761,-0.105369,clean
0.219994,0.747449,0.300801,-1.42193,0.663747,-0.051508,0.403885,-1.809,0.48709,clean
-1.325464,0.564969,0.332604,-0.758008,1.269124,-0.632019,1.279808,-1.202606,0.429176,clean
-1.816443,-2.161106,0.31051,-0.477669,-0.176974,-2.311426,-0.914205,-0.648504,0.110182,clean
18.781783,5.9928,-0.820559,-5.806441,-6.857661,-4.857533,0.515537,-1.966119,-3.866459,clean
0.855544,-1.593806,-0.413199,0.340142,-0.387211,0.146168,-0.169122,-0.522974,0.341857,buggy
-0.062085,-0.765801,0.62447,-0.175948,1.766003,-0.479006,-1.124927,1.046589,-0.801121,clean
-0.030193,0.377785,0.139054,-1.060479,1.586931,0.308802,-0.146824,-0.917786,0.267945,clean
-1.297113,1.961311,0.084832,-0.541831,-0.571215,1.066139,-0.020874,0.540049,0.543583,clean
-2.846223,2.141476,0.465433,-0.619404,-0.958034,0.368299,0.642093,-0.007297,-0.777206,clean
0.157935,-0.9117,1.648769,0.740897,0.034116,-1.61024,-0.496687,-0.722032,0.002489,clean
1.111933,0.908236,0.305488,-0.881206,1.492133,0.240647,0.210168,-0.249931,-0.56397,buggy
0.863828,-1.974393,0.265729,1.162438,0.164054,-0.110644,-0.778284,0.665546,0.12138,clean
-1.057558,-0.575548,0.493524,-0.881232,0.200641,-1.236638,-0.187633,-1.084603,0.211097,clean
6.386061,0.258345,-0.880117,-0.794828,-1.601156,0.119248,-0.492955,-0.044815,1.753686,clean
1.104967,0.862354,2.485706,1.087708,1.331423,-0.358517,-0.093894,-0.604762,-0.071165,clean
4.771341,1.922347,4.389237,2.939128,0.417142,-1.144492,-0.098679,-0.296429,-1.173666,clean
-3.050117,2.147531,0.421485,-0.395378,-0.857338,0.352215,0.590735,-0.00291,-0.787765,clean
-0.576822,0.029752,1.261028,-0.076555,1.99161,-0.191863,-0.451769,-0.604887,0.594965,clean
-0.039893,-2.225379,-0.324168,0.558916,0.331871,0.187313,-0.668182,0.45155,0.256245,clean
0.535127,-1.577432,-0.782351,-0.055192,0.860452,1.004844,-0.399658,0.520877,-0.416148,clean
-0.688079,0.434012,1.149095,-0.574895,1.096492,-0.326108,0.369191,-1.75245,0.218716,clean
-0.368217,0.348354,0.733579,-0.607101,1.959969,0.315304,-0.30277,-0.147706,-0.277669,clean
1.12295,0.571327,-0.373967,-1.734148,2.751431,1.026576,-0.488088,0.901878,-2.176922,clean
4.438735,1.712732,-1.920759,-1.190853,2.907822,-1.303255,2.506101,2.483466,-1.261638,buggy
-0.745146,0.334404,1.14751,-0.226184,1.365594,-0.169923,0.165345,-1.59523,0.464434,clean
-1.968632,-0.415316,-3.240052,0.628125,0.585723,-3.942562,2.281138,1.440627,1.068881,clean
1.132957,-1.319374,-0.73783,-0.29147,-0.532308,-0.091007,0.543047,-0.194507,1.023705,clean
0.097216,-1.454779,0.624617,0.558164,0.10824,-0.018186,0.392394,-1.248528,0.038831,clean
-3.176455,-0.984874,-0.516511,-0.883636,-1.080853,-2.172464,-0.101907,0.733127,-0.109361,clean
-3.001679,2.084299,0.495285,-0.474222,-0.851697,0.418229,0.576929,0.079379,-0.741776,clean
-3.14454,0.324473,-0.187149,-0.53974,-1.463524,-0.64784,-0.682575,1.298668,0.062994,clean
1.544868,-1.470409,-1.410751,-0.327547,-0.758205,1.21199,0.667429,-0.746158,-0.403059,clean
-2.980807,2.502527,-0.375277,0.316261,-0.709883,0.127467,0.329349,-0.161949,-0.838053,clean
4.199419,1.18282,0.010503,-1.565759,0.852845,0.319801,-0.586094,0.037415,0.348138,buggy
-0.237187,-1.827149,0.093998,0.036353,0.681333,0.301918,0.080474,-0.613261,-0.135782,clean
-1.511417,2.114344,1.747322,0.561836,-0.638629,0.558694,0.381917,0.221626,0.030704,clean
-3.071444,2.038301,0.666642,-0.614344,-0.902709,0.421368,0.671161,0.046025,-0.772291,clean
0.113269,-1.519273,0.389608,0.353325,0.714583,0.394629,-0.033522,0.196486,-0.832679,clean
-2.953696,2.330065,-0.05632,0.018452,-0.749613,0.262635,0.395969,-0.030725,-0.776591,clean
-0.391852,0.549379,1.376757,0.097151,1.445614,-0.20627,-0.12887,-0.591117,-0.204027,clean
0.059264,1.265949,0.024076,-0.203957,1.322762,0.961617,-0.39996,0.398877,-0.475183,clean
0.443267,0.802259,1.130219,-0.48993,0.629972,-0.387791,-0.020354,-1.02816,1.056896,clean
-2.345899,5.443107,-7.043309,6.25898,0.543453,-1.708229,-1.896184,-1.425378,-1.217584,buggy
2.954296,-0.342342,0.662686,0.632484,-0.660858,0.187193,0.138769,-0.570357,0.834198,clean
1.48255,-1.146788,-1.113693,-0.553132,-0.632808,0.827943,0.415958,-0.548659,-0.247558,clean
-0.440451,0.359587,1.131447,-0.194304,1.70411,0.048109,-0.06566,-0.896267,0.059462,clean
-2.272604,1.873872,0.371269,-0.789335,-0.638449,0.908421,0.331153,0.206457,0.190154,clean
-3.05418,-0.673528,-0.528488,-0.920602,-2.215884,-1.386018,-0.992731,1.394972,0.039774,clean
-2.931915,2.130297,0.323927,-0.3341,-0.800685,0.415091,0.482696,0.112733,-0.711261,clean
-0.417588,-2.05138,-0.584718,-0.093025,0.262519,0.002907,0.227981,-0.216921,-0.254468,clean
-2.331657,0.490127,0.466521,-0.088477,-1.453119,-0.546946,-0.572938,1.174257,0.236038,clean
-1.51476,-2.521683,-0.218826,-0.08296,-0.261635,-0.626619,0.056459,-0.931456,-0.167665,clean
1.21601,-0.531422,-2.337209,1.103869,1.846225,-1.932291,4.568416,2.091186,1.25121,clean
1.002432,0.712725,0.123048,-0.6487,2.327755,0.351539,0.285323,0.354506,-1.028761,clean
-1.51476,-2.521683,-0.218826,-0.08296,-0.261635,-0.626619,0.056459,-0.931456,-0.167665,clean
2.063468,-3.629734,-0.001565,1.938742,-1.388961,1.146758,0.552032,0.213258,-0.135374,clean
0.155377,0.681865,0.875773,-0.325276,0.899558,0.16043,-0.15974,-0.763153,1.052014,clean
-2.996348,2.111606,0.433995,-0.41948,-0.840354,0.400941,0.556822,0.067145,-0.745644,clean
0.137306,-1.811994,0.472646,0.778783,-0.476209,-0.249327,-0.043706,-0.465294,0.221695,clean
-2.029452,-0.904352,-0.627426,0.005651,-2.057354,0.589081,-0.096342,1.14171,0.114682,clean
2.816237,2.829032,2.512448,0.815642,-1.551151,-0.132391,-0.127065,0.744258,1.262435,clean
-0.46362,-2.364523,-0.451814,-0.038863,0.249977,-0.47466,0.187451,-0.347047,-0.499958,clean
-0.753114,2.244396,0.802153,0.393032,-0.641069,0.6548,-0.023394,0.453618,0.623858,clean
0.340791,-1.797727,0.055603,0.294309,1.096041,0.541972,-0.336556,0.271551,-0.321627,clean
-2.578541,-1.621869,-0.505299,-1.110192,-1.141261,-1.998832,-0.963056,0.297065,0.090873,clean
-0.421006,0.561813,0.238656,-0.851258,1.456827,0.559374,-0.039414,-0.765043,0.246117,clean
-1.105324,2.048483,0.847301,-0.394321,-0.671687,1.037202,0.353226,0.123245,0.471612,clean
-3.176455,-0.984874,-0.516511,-0.883636,-1.080853,-2.172464,-0.101907,0.733127,-0.109361,clean
-1.322942,-1.922039,0.120337,-0.471657,0.06963,-1.837527,-1.11063,0.142314,-0.288893,clean
0.470385,0.789767,0.2465,-0.398552,1.142956,-0.013534,0.491959,-0.760751,1.126848,clean
-0.924515,-1.214035,-0.349507,-0.577807,0.655184,-0.663124,-1.118671,0.362358,0.214225,clean
1.816273,-3.86233,-0.817427,1.736745,-2.409281,2.512513,2.362847,-1.68381,-0.757445,clean
-0.059116,-1.586959,-0.012184,0.145824,-0.464646,0.004084,0.216939,-0.750273,0.126293,clean
-2.600903,2.092973,0.251479,-0.414337,-0.698031,0.675492,0.45127,0.047731,-0.366298,clean
5.17737,1.67994,-0.103421,-2.009584,0.135585,-0.063018,-0.362111,-0.19401,-0.125383,clean
0.565355,2.206038,1.415392,0.95901,-0.543853,0.798885,-0.406105,1.008255,1.230667,clean
6.607952,2.630337,-0.180617,-2.897627,-2.111843,-0.7279,-0.076837,-0.814519,1.529067,clean
-2.17308,-1.645728,0.098486,-0.456607,-0.79823,-2.177414,-0.877583,-0.081502,-0.091394,clean
-1.528898,-2.195212,-0.396488,-0.455663,-0.326533,-0.33759,0.124601,-0.29518,-0.919964,clean
-0.926495,2.193802,1.045114,0.510547,-0.59713,0.666653,0.04227,0.432167,0.361955,clean
0.080505,0.522513,0.27868,-0.697459,2.785175,0.897186,-0.659046,0.527719,-0.447099,clean
-2.461492,1.486955,-0.362211,-1.245421,-0.102217,1.686242,0.01207,0.258546,1.282624,clean
-2.541967,1.860209,0.198847,-0.797556,-0.628664,0.81448,0.269094,0.263089,0.07993,clean
-0.838768,1.941452,0.076867,-0.822662,-0.552202,1.374906,0.072545,0.34075,0.909343,clean
0.068912,-2.213517,-0.181878,0.14893,0.339441,-0.023598,-0.453356,0.537456,-0.68542,clean
-0.529487,2.043793,0.402778,-0.78554,-0.708455,1.184452,0.162692,0.219975,1.059984,buggy
4.296313,1.054388,0.236143,0.382934,1.647295,0.723069,-1.390904,1.09974,0.527385,clean
-2.916872,2.308041,0.076013,-0.178236,-0.838967,0.256999,0.495749,-0.078358,-0.805287,clean
-0.214931,-1.745616,-0.079961,0.208351,0.716022,0.246543,0.01696,-0.645806,-0.141103,clean
1.973217,-1.595303,-0.894834,0.217396,0.498995,0.583467,-0.80291,0.744142,-0.161252,clean
2.656985,-0.680777,0.997768,0.819867,0.349045,0.229561,0.071692,-0.030568,-1.298717,clean
0.60165,2.509737,1.866603,1.196365,-0.844078,0.361566,-0.016846,0.478254,0.406298,clean
1.759718,-4.381607,-1.669934,1.502472,-2.327555,2.970717,2.497251,-1.995657,-0.69067,clean
0.315355,-1.529538,-0.348677,0.221904,0.940278,0.756221,-0.347637,0.457637,-0.431848,clean
1.212409,1.125033,-0.019961,-0.414404,1.639748,1.047394,-0.430415,-0.245589,0.77444,clean
4.170607,1.738558,4.791347,3.25978,0.576511,-0.997384,-0.444988,0.292581,-0.213265,clean
0.050949,-3.825984,-0.489815,2.203198,-1.767134,0.576384,2.426107,-0.469836,-0.876349,clean
1.372653,0.538217,-0.447284,-1.027091,2.66953,1.071125,-0.881043,1.000408,-1.078863,clean
-2.458465,1.461189,-0.297958,-1.299514,-0.115815,1.701672,0.031367,0.272789,1.289242,clean
-3.071444,2.038301,0.666642,-0.614344,-0.902709,0.421368,0.671161,0.046025,-0.772291,clean
-2.397059,1.505646,-0.472279,-1.160041,-0.062548,1.700392,-0.062056,0.304134,1.317008,clean
0.400239,0.69515,-0.060685,-0.264571,2.507648,-0.933756,1.904607,0.528793,-0.025022,clean
-3.066112,2.065609,0.605353,-0.559602,-0.891366,0.40408,0.651055,0.033791,-0.77616,clean
0.316921,-1.730191,-0.346563,0.09023,-0.352415,0.05964,-0.085955,-0.623642,0.648395,clean
-0.850793,-1.31385,-0.856339,0.074051,-2.66739,0.781852,0.080703,1.005689,0.171946,clean
-1.86405,1.229342,0.622069,-0.618914,0.186101,0.392368,0.237366,-0.592803,0.211757,clean
-2.169151,0.871844,0.451214,-0.317824,-1.217992,-0.043365,-0.318817,0.935581,0.236119,clean
-0.776563,0.927139,1.617993,1.15131,-1.380002,-0.40607,-0.433963,1.028538,0.119507,clean
-1.86405,1.229342,0.622069,-0.618914,0.186101,0.392368,0.237366,-0.592803,0.211757,clean
-2.679871,2.507198,-0.530393,0.319082,-0.624001,0.301814,0.254128,-0.18373,-0.585838,clean
2.779017,1.274084,2.872278,1.273497,0.464996,-0.685296,-0.129118,-0.745629,1.101038,clean
-3.066112,2.065609,0.605353,-0.559602,-0.891366,0.40408,0.651055,0.033791,-0.77616,clean
-2.641807,1.856207,0.287537,-0.85462,-0.696448,0.731564,0.319531,0.272956,-0.043333,clean
0.224189,0.9648,0.200391,0.406402,1.170903,-0.116727,-0.452285,-1.069447,1.423314,clean
-0.868623,-2.482297,-0.14803,0.07999,0.343338,-0.269978,-0.176857,-0.379761,-0.424735,clean
3.083206,0.820006,-1.74329,1.553481,2.388895,-1.603642,5.297825,2.124812,0.353401,clean
1.06954,-1.149893,-1.148931,0.095743,-0.053442,1.003728,-0.368932,-0.126789,1.046829,clean
-2.064101,2.834104,-1.647519,1.124211,-0.255561,0.436291,-0.23904,-0.255375,-0.142537,clean
-1.559525,-0.593846,-0.340811,0.253568,-2.031109,0.700961,0.060484,1.013657,0.068128,clean
0.401428,-1.091982,-0.549859,0.454883,0.493381,0.591463,-0.023367,-0.469175,-0.156688,clean
3.874712,1.34573,-1.047588,-1.768007,1.068909,0.040581,0.298206,0.463933,0.330341,clean
2.008061,-0.77347,-0.465482,0.060729,-0.474593,0.6324,-0.031674,-0.476189,0.715926,clean
1.424183,-2.179133,0.215377,1.209898,0.935884,0.232301,-1.145409,1.213368,0.147395,clean
-1.941875,0.961107,0.309848,0.072287,-0.907854,-0.625786,0.461499,1.463515,0.625024,clean
2.24434,-1.553886,1.846057,2.183588,-0.092792,-0.526764,-0.559353,0.473375,0.090111,clean
-1.019166,-1.301577,-0.376828,-0.059682,0.398022,0.793524,-0.199368,1.167598,-1.524161,clean
0.191121,0.593301,0.025898,-0.668777,1.530572,0.384511,-0.10409,-0.139407,0.682817,clean
-0.481364,-1.327748,-0.184333,-0.288538,0.322547,-1.012141,-1.302768,0.149082,1.126462,clean
-1.529424,-0.191945,-0.842283,0.635224,-1.76473,0.825459,-0.023276,0.909841,0.055631,clean
-1.013166,0.144718,0.533153,-0.831037,1.849346,0.130512,0.021527,-1.19197,-0.023986,clean
2.375089,-1.534543,0.97412,1.121928,-0.799543,-0.676744,-0.265486,0.140018,-0.566684,buggy
2.557823,-0.649106,-0.857927,-0.553859,-0.69009,0.690584,-0.137214,-0.308731,1.22797,clean
-0.739969,1.651112,-2.254006,0.812909,2.889088,-4.746485,7.66279,2.195165,1.631313,buggy
-1.285517,-2.654896,0.906042,0.976767,-1.198181,-1.64897,-0.185941,-0.27541,-0.343297,clean
-1.473561,0.284443,0.529208,-0.898657,1.255696,-0.179334,0.306424,-1.74218,0.182225,clean
-1.017768,-0.758337,0.356946,-0.892495,0.532781,-0.956638,-0.186551,-1.318581,0.367642,clean
1.826378,-1.451054,-1.025946,1.026651,-0.509246,0.275278,1.744148,-0.439122,0.679167,clean
-1.619241,-1.860854,0.307622,-0.506214,-0.42832,-2.007351,-0.852856,-0.400239,0.205606,clean
-0.563449,-3.213794,0.951912,1.458578,-0.912915,-1.860826,-0.445732,-0.468881,-0.391133,clean
-3.217061,-1.414641,-0.352028,-1.039205,-1.494406,-2.110696,-0.867283,0.626796,-0.27885,clean
0.570828,-1.247826,0.182873,0.706143,-0.079381,0.246966,-0.101294,-0.364934,0.664925,clean
-2.834121,-1.04817,-0.478761,-1.000065,-1.174857,-1.632256,-0.803178,0.487096,0.033486,clean
0.966685,-1.81558,-0.184232,0.453716,0.142185,0.286014,-0.562943,0.382001,0.351509,clean
4.601297,1.073913,-1.095436,-2.351018,2.068921,0.916618,-1.020169,1.274025,-1.569932,clean
-2.59024,2.147587,0.1289,-0.304854,-0.675346,0.640916,0.411057,0.023264,-0.374034,clean
0.424853,1.682155,3.731313,1.915327,-0.305274,-0.016585,-0.92642,1.746481,2.938492,clean
-2.077241,2.820635,-1.647252,1.127651,-0.285505,0.382849,-0.286531,-0.130653,-0.231674,clean
-1.159698,0.232859,0.639129,-0.765814,1.375227,-0.036924,0.188654,-1.663113,0.554636,clean
1.218226,0.881313,2.332006,0.516421,0.851099,-0.466948,0.348081,-1.618175,0.530705,clean
0.909204,-1.964375,0.450452,0.739134,0.085827,0.003896,-0.637643,0.538833,0.780868,clean
-0.743709,0.596026,0.350489,-0.806982,0.942264,0.11486,0.079242,-1.180486,0.425835,clean
0.845178,-1.529762,-0.921485,-0.016256,0.917097,1.075687,-0.508098,0.587662,-0.294999,clean
1.789588,-0.893401,-0.924658,0.115633,1.170236,1.145215,-0.47335,0.750714,-0.880969,clean
-2.742201,2.139371,0.486537,-0.733536,-1.01037,0.374926,0.667849,-0.009935,-0.773153,clean
-2.37945,1.924141,0.247086,-0.745528,-0.674152,0.807091,0.315733,0.224685,0.015679,clean
0.634514,-2.219689,0.062455,0.689347,0.45401,0.046764,-0.726296,0.375721,0.556914,clean
0.703551,-0.172891,0.831431,-0.323762,0.691472,-0.750185,-0.468318,0.021641,-1.26801,clean
-0.578913,-2.245095,-0.521022,0.063316,-0.138562,-0.1043,-0.224138,-0.564712,0.40907,clean
0.78539,-2.430571,1.605157,1.940365,0.087193,-0.8731,-0.820458,0.137968,1.314695,clean
-0.528402,0.560099,0.901525,-0.548668,1.06445,0.196287,0.232109,-1.420331,0.626337,clean
-1.307655,-1.633643,0.482269,-0.337058,-0.673303,-1.979022,-0.848092,-0.208541,0.177156,clean
0.515296,7.209051,-11.530295,8.593372,1.099241,-1.971216,-3.322987,-2.291406,-0.279561,clean
1.069813,-1.819312,-0.220286,0.489382,0.161259,0.311392,-0.624723,0.452194,0.413562,clean
3.700776,-0.821357,-0.117997,0.487715,1.398349,1.090963,-0.840532,1.626596,-1.546019,clean
-1.966892,1.246051,0.472137,-0.622044,0.567259,0.553022,0.053564,-0.041747,-0.286756,clean
2.904171,-0.673598,0.035461,0.031637,1.026567,1.094349,-0.499537,1.51934,-1.515567,clean
-0.862506,2.319495,0.931967,0.446387,-0.738415,0.577442,0.137031,0.384194,0.198983,clean
-0.266546,0.335434,0.936863,-0.442885,1.981907,0.245172,-0.366679,-0.066985,-0.157802,clean
-0.504877,-1.096721,-0.343476,-0.592638,0.786435,-0.470044,-1.05543,0.195294,0.351386,clean
2.431156,0.43763,-0.86695,-1.004755,0.34613,-0.680211,-0.877034,0.035411,-0.390573,clean
2.573215,-0.951853,-1.584911,-0.572294,-0.675716,0.781982,0.125717,-0.448561,0.027335,clean
-0.643014,0.078261,0.057496,-0.834064,0.688394,-0.033988,-0.218992,-0.925971,0.781895,clean
-0.96683,-0.014725,0.617832,-0.830425,2.308088,0.139853,-0.248579,-0.528701,-0.543172,clean
-0.905234,-0.799395,-0.214402,-0.671101,0.715666,-0.628658,-0.739586,-0.111518,-0.026404,clean
-1.735447,-1.8911,0.215369,-0.704687,0.434471,-1.869329,-0.838736,-0.33169,-0.600858,clean
-2.07243,-1.698083,0.155664,-0.489918,-0.750352,-2.067766,-0.895389,-0.057515,0.05394,clean
0.846166,-1.291349,-0.810064,0.312783,0.009936,0.638129,-0.313593,-0.326983,0.961163,clean
-0.306484,-1.023566,-2.334961,0.760888,2.008604,-2.109384,4.907257,1.604726,0.72048,clean
