@relation 'arff_tomcat-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R8,21-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-11'

@attribute 0.375rfc... numeric
@attribute -0.491ic... numeric
@attribute 0.432avg_cc... numeric
@attribute 0.478lcom3... numeric
@attribute -0.413ca... numeric
@attribute -0.688noc... numeric
@attribute 0.546amc... numeric
@attribute -0.532amc... numeric
@attribute 0.774moa... numeric
@attribute -0.788cam... numeric
@attribute class {buggy,clean}

@data
2.988761,3.012115,-2.859946,-4.737779,-5.210358,2.680601,3.472076,2.915801,-1.815605,-1.70525,clean
0.803859,-1.717144,-1.597767,-2.960086,-2.252368,1.37456,1.383267,1.556103,-0.929937,-0.802683,clean
-0.918535,0.974138,1.01261,0.131245,0.264632,-0.154351,0.023112,0.332992,0.108508,-0.658654,clean
-0.882275,-2.526281,-0.275133,-0.726513,0.266325,0.138241,-0.140733,0.257145,0.319961,0.30581,clean
-1.79892,1.33972,-0.589769,0.925263,0.124428,-0.87414,-0.230549,0.165426,0.335177,0.403359,clean
2.580924,1.048693,0.663748,-0.602787,0.914489,0.69851,-0.392934,-0.324995,1.44448,0.664759,clean
-1.023361,-0.785495,0.463249,-1.059692,0.553076,0.760128,-0.338369,-0.517412,-0.295207,-0.393375,clean
-1.198929,1.902564,-1.478267,0.209038,-1.281758,0.234344,0.64222,1.047103,-0.056544,-0.322912,clean
0.094041,-3.048195,0.609619,-0.551247,0.02327,-0.465963,0.914364,0.443109,0.256937,0.279417,clean
-0.956238,-4.780503,-0.261799,-1.145298,-0.012279,0.447099,-0.072829,0.053229,-0.119211,-0.308225,clean
-0.14407,-4.007442,-0.208444,-1.058297,0.272605,0.023956,-0.057766,0.482949,0.337222,0.681051,clean
-1.392284,-1.105729,0.079593,-1.433011,0.456093,1.121097,0.052553,-0.801622,-0.699026,-1.341335,clean
0.185567,0.779016,0.960659,-0.07954,0.453406,-0.02976,0.000995,0.045135,-0.647445,-1.60354,clean
-1.092556,-1.107768,0.469289,-1.486266,0.92582,0.679684,-0.172877,-0.540841,-0.737187,-0.309862,clean
-2.071131,-0.519544,-1.878525,-0.19324,-1.891824,-0.805914,-1.534443,-1.316885,-0.17573,0.278197,clean
-2.223112,-1.073668,-0.641627,-0.564101,0.466841,1.060997,-0.364319,-0.991598,-0.316674,-1.460966,clean
-0.981119,0.216975,0.108374,1.642316,-0.739331,0.050006,-0.751621,-0.130621,-0.384848,0.593843,clean
0.634986,-0.261772,0.735015,-1.052288,0.238655,-0.185833,-0.7258,0.078889,-0.996129,0.529628,clean
0.213724,0.734028,1.12923,-0.844965,0.948942,-0.010337,0.136088,0.068976,0.311994,0.215105,clean
0.87977,2.004348,-2.182992,0.27003,-0.352042,-0.223487,0.389843,1.211598,-0.821457,1.341302,clean
-1.77252,1.407523,-0.593666,0.994471,-0.039351,-0.382348,-0.017447,0.514847,0.249108,0.151166,clean
-0.756703,-2.364681,-0.091637,-0.980131,0.402642,0.326676,-0.287708,0.084001,0.098433,0.460185,clean
-2.424562,1.319593,-0.619133,1.438678,-0.058701,-0.209312,-0.052973,0.088633,0.410536,-1.079253,clean
4.124489,0.982658,1.837083,0.693851,-0.316387,0.169023,-0.182162,-0.161545,-0.607901,0.056562,clean
-2.511153,-1.781703,-1.90858,0.697611,-0.899617,0.877128,-1.775237,-0.995773,-0.522105,0.838994,clean
-1.156158,-0.816148,-0.260108,-0.946519,0.339775,0.948159,-0.453611,-0.507205,-0.15147,-0.170315,clean
-1.483026,1.337351,-0.569646,1.07079,0.379026,-0.595242,-0.162602,0.481534,0.177862,0.719059,clean
-0.943163,0.523581,0.723362,-1.04863,1.533247,-0.337512,0.305681,0.117605,-0.181175,-0.139456,clean
1.181075,-1.743668,-0.212607,-0.043009,0.069256,-0.253988,0.243639,0.723631,0.7729,0.838501,clean
-1.132491,-3.70487,-0.149786,-1.283617,0.177147,0.964982,-0.631724,-0.476018,-0.680978,-0.282911,clean
0.186458,1.447087,-0.146436,-0.143791,-0.325284,0.025259,0.292587,0.774339,-0.128286,0.33909,clean
3.36873,1.374687,-0.118688,-0.399164,0.189691,0.360055,-0.1996,0.490165,-0.136397,0.604289,clean
-2.798314,-0.769808,-1.881054,0.895163,-0.945508,1.163815,-0.824333,-0.620725,-0.196746,-0.537659,clean
-2.379801,-1.243815,-1.47044,0.840855,-0.901357,1.013035,-1.404961,-0.401139,-0.477377,0.577229,clean
0.284596,0.738476,2.214444,-0.481225,0.451371,-0.147063,-0.272882,0.331672,-0.020094,-0.599833,clean
-2.483998,-1.353807,-1.699494,0.892058,-0.56208,1.000995,-1.361434,-0.650929,-0.405293,0.719356,clean
-0.097995,0.66815,1.614068,-0.470621,0.695899,-0.189445,-0.140043,0.188674,-0.076267,-0.48496,clean
-0.721502,-4.16014,-0.229828,-0.588747,-0.318901,0.35356,0.513847,-0.177976,0.165721,-0.291159,clean
-0.628043,1.371059,-0.923821,1.285233,0.816915,-0.765182,-0.328229,0.432176,-0.184773,1.065176,clean
-1.94872,-1.348701,-1.156612,1.1419,-0.871717,0.0838,0.000057,0.139446,0.393218,0.349952,clean
-0.01376,-4.402034,0.214821,-0.275156,-0.103634,-0.487754,1.634276,0.177398,0.61966,-0.617073,clean
-1.47452,-1.543271,-0.372004,-1.443497,0.452334,0.244863,-0.958567,-1.250681,-0.653023,-0.303924,clean
0.383883,0.829983,1.68563,-0.449533,0.753677,-0.127549,-0.818628,0.449858,0.595668,-0.108755,clean
-0.682284,-2.007916,0.738241,-1.000965,0.31837,0.36042,1.41695,-0.882961,-0.195031,-0.19278,clean
-2.293991,-0.779259,-1.329693,0.863699,-0.780412,0.815588,-1.06773,-0.312028,-0.321914,0.443435,clean
-0.559818,-1.920212,0.028085,-0.965329,0.683782,0.087483,0.41454,-0.053172,-0.117441,-0.034745,clean
4.918435,0.01431,2.602988,1.230627,-0.817321,0.521847,-2.356993,0.029593,-0.497054,-0.109486,clean
-0.401761,-3.346185,-0.487651,-0.553651,0.128637,0.687714,-0.815039,-0.40381,-0.737539,0.503982,clean
2.361413,-3.494276,-0.669859,-0.082447,1.037757,-0.963897,0.546258,0.80621,0.233866,0.728862,clean
0.86476,1.27399,0.800034,-1.889661,-0.804621,0.710935,0.894047,0.804669,-0.194795,-0.588802,clean
-0.404191,0.665048,1.05379,-0.853175,0.914167,-0.245773,0.152826,0.350049,-0.459449,-0.645233,clean
0.89543,-0.538919,1.691142,-0.26766,-0.96734,0.806651,-0.84198,-0.023885,-0.764219,-0.281206,clean
-1.642135,1.938061,-1.608603,0.31194,-1.639652,0.518213,0.78071,0.877231,0.063341,-1.307143,clean
7.291547,1.764016,-1.414545,-0.623508,-0.071326,-0.050482,-1.076861,-1.436503,1.073703,0.547093,clean
1.535168,0.792203,4.406313,1.57756,-1.74093,-0.048612,1.369692,-1.352811,-0.932005,0.692532,clean
-0.320705,-2.838083,-0.366417,-0.104624,-0.770563,0.408069,0.947001,-0.306563,0.074284,0.329148,clean
-1.678981,1.012831,-0.178313,0.308165,0.745755,-0.075163,0.14833,-0.022538,0.530426,-0.625728,clean
-0.071134,0.829388,0.785912,-0.956487,0.555588,0.084012,0.278268,0.268866,-0.018271,-0.397307,clean
-0.390612,-3.442451,-0.32113,-0.747275,0.044657,0.679361,-0.786681,-0.315512,-0.736837,0.956423,clean
-0.56502,-0.544103,0.368691,-1.206092,-0.111352,0.818882,-0.23631,-0.040436,-0.939378,-1.003236,clean
-0.370088,0.762582,0.625802,-1.643456,0.918877,0.057227,0.501136,0.434954,-0.006309,-0.125744,clean
3.131348,3.173436,-4.056452,-3.06444,-3.47052,1.464079,2.448256,3.027205,-1.840458,0.827162,clean
-1.872521,-0.646045,-1.234527,0.82185,-0.782688,0.691228,-1.071982,-0.121319,-0.446333,0.784038,clean
-2.291641,-1.230355,-1.448255,0.845895,-1.018758,1.075693,-1.285636,-0.474535,-0.495303,0.607417,clean
-1.893129,1.615217,-1.29286,0.127038,-1.050923,-1.45825,-0.177724,-0.515224,0.518798,-0.403872,clean
-0.383277,0.887981,-0.116293,-2.121304,0.347917,-0.452621,0.721091,-0.121751,-0.34522,-0.719175,clean
0.180419,0.87491,0.554572,-1.03338,1.11279,0.376873,0.047706,-0.135199,1.174248,0.214269,clean
-0.616209,-2.100586,0.052784,-1.063995,0.700215,0.130809,0.387524,-0.104647,-0.115232,0.209823,clean
-2.604311,-2.822029,-1.848358,1.291503,-1.361062,0.930124,-1.122415,-0.332147,0.009806,-0.315887,clean
0.178382,-0.68274,0.220521,-0.279547,0.185357,0.97364,-0.457586,-0.836819,-0.469402,-0.738551,clean
-1.232816,1.238385,0.392994,0.969472,-0.417847,-0.346342,1.753744,-0.796425,0.015984,2.758368,clean
-0.578974,1.186985,-0.168344,-0.206084,0.616753,-0.268069,0.257772,0.533744,0.19222,0.951055,clean
-2.943352,-0.88701,-1.690698,1.104487,-0.65843,1.036044,-0.980159,-0.770491,-0.119958,-0.496516,clean
0.395423,-1.754419,0.285152,-1.070266,0.668317,0.268368,-0.263875,0.166868,0.794836,0.927633,clean
-2.61117,0.032781,-1.218546,1.229299,-0.552446,0.579935,-0.592521,-0.384264,0.073076,-0.780485,clean
-1.085379,0.40554,0.830717,-1.154406,1.141334,0.211965,1.012516,-0.584185,-0.160451,-1.250451,clean
-0.024629,0.822619,1.885969,0.092704,0.063561,-0.435509,0.038316,0.330094,-0.573978,-0.067357,clean
0.087363,0.149139,-0.710598,-0.285286,0.998728,-1.020432,-0.871121,-0.342351,-0.748957,1.277088,clean
-1.915153,-0.382888,-0.646477,0.685605,-0.55419,0.536868,-0.825534,-0.097475,-0.382561,0.027045,clean
4.906403,-0.79417,-0.767112,1.260077,0.723944,-0.20575,-0.775115,0.082794,-0.3285,1.047437,clean
-1.343209,-1.23467,0.193634,-1.15593,0.817847,0.6275,-0.619475,-0.443551,-0.707163,0.041051,clean
5.053494,1.109277,0.048906,0.680806,1.173844,0.08206,-1.348823,-0.000122,-0.324708,0.650606,clean
-0.032038,-2.108318,0.155123,-0.863429,0.643995,-0.002105,0.412604,0.0797,0.304124,0.037609,clean
-1.512325,1.491036,-0.647329,0.724237,-0.170976,-0.396064,0.072536,0.749814,0.159841,0.587133,clean
0.747101,0.828768,1.126145,-0.554699,0.638158,-0.136342,-0.120124,0.353233,-0.350336,-0.259118,clean
-0.420215,-0.626065,1.144714,-0.890294,0.7797,0.572346,-0.382818,-0.555766,-0.481527,-0.979678,clean
-2.291641,-1.230355,-1.448255,0.845895,-1.018758,1.075693,-1.285636,-0.474535,-0.495303,0.607417,clean
-2.536439,1.292085,-1.097046,1.105912,0.075368,-0.005172,0.341831,-0.158822,0.544418,-0.969537,clean
-2.903975,-1.76115,-1.962254,1.029374,-1.201923,1.57552,-1.356577,-1.07499,-0.506098,-0.166402,clean
-2.424562,1.319593,-0.619133,1.438678,-0.058701,-0.209312,-0.052973,0.088633,0.410536,-1.079253,clean
-2.122979,-0.756763,-1.162888,0.994463,-0.879828,0.821357,-0.928177,-0.454618,-0.391945,0.496677,clean
-0.466766,0.672108,0.969266,-0.947532,0.909269,0.268251,0.208126,-0.118229,0.488014,-0.97251,clean
-0.053284,0.456042,1.244574,-0.795628,1.001449,0.179413,1.093578,-0.866659,0.074629,0.144018,clean
-0.168412,1.021479,0.650632,-0.226728,0.161911,-0.375194,-0.010011,-0.026159,-0.093914,-0.771131,clean
0.029266,0.897529,0.18412,-0.446301,1.254675,-0.315405,0.035534,0.248327,-0.067935,0.555828,clean
-1.759265,1.351919,-0.445948,1.014363,0.158587,-0.529448,-0.105028,0.533714,0.247598,0.480915,clean
0.338504,0.515646,0.661188,-1.580723,1.686575,-0.971627,-0.147825,-0.447821,-0.102902,0.126467,clean
-1.130186,1.674189,-1.070687,0.513837,-0.535313,-0.17433,0.274311,0.891856,-0.004194,0.405922,clean
4.696342,1.121718,-0.116779,-0.293334,-0.574315,0.708009,1.068564,-0.172305,-0.806224,0.881969,clean
-0.320833,0.930764,0.668934,0.204134,0.523045,-0.363215,-0.001731,0.261873,-0.3332,-0.048062,clean
-1.479589,1.359159,-0.164545,1.216456,-0.362799,-0.275139,0.387368,0.074552,0.188258,0.445679,clean
-2.161917,1.316954,-0.478772,1.241332,0.066696,-0.383461,-0.091643,0.298128,0.357659,-0.302863,clean
0.283461,-1.835759,0.501221,-0.652961,0.386891,-0.242678,-0.420176,0.628947,-0.477914,0.528233,clean
-0.560561,-1.92006,0.026976,-0.966236,0.684685,0.087106,0.413073,-0.051491,-0.117172,-0.035246,clean
2.340279,1.947917,-1.86398,-4.353104,-2.800689,-4.322285,-0.938075,-2.881836,0.875182,0.243903,clean
0.775855,0.653703,3.47359,0.188101,-0.492083,-0.42926,-0.040266,0.257194,-0.983251,-0.378584,clean
-0.479891,0.716209,0.442203,-1.217581,0.948896,-1.518106,-0.248501,-0.492853,-0.149479,0.217368,clean
1.744841,2.718449,-3.600242,-7.707567,-6.315302,-8.498095,-1.508328,-5.064336,0.519195,-1.134122,clean
-1.440389,-1.191686,0.253112,-1.454839,0.86884,0.838626,-0.223837,-0.643267,-0.672749,-0.842789,clean
-0.101517,0.585212,0.598194,-1.240995,1.638,-0.654794,0.019666,-0.173314,0.010566,0.325271,clean
-2.473015,1.316828,-0.592007,1.425058,-0.081784,-0.204974,-0.044194,0.095591,0.429217,-1.088951,clean
-0.191222,0.85976,0.681538,-0.495662,0.908041,-0.298331,0.166298,0.257672,0.086749,0.788565,clean
-0.955992,-4.633814,-0.467215,-0.778524,-0.160909,0.406099,-0.173491,0.065587,-0.076271,-0.303812,clean
2.482992,1.661297,-0.445972,0.239606,1.309165,1.598803,-1.2109,-1.087109,4.604077,1.129859,clean
-1.250921,1.384154,0.214019,1.288983,-0.494799,-0.415134,0.047769,0.402282,0.073518,0.43415,clean
5.28469,-0.989495,-0.169419,-0.284711,-0.939705,1.809676,0.677694,-0.845653,2.826526,0.949906,clean
0.313849,0.776466,1.06678,-0.864985,0.498542,-0.183906,0.529582,0.297955,-0.511218,0.38554,clean
1.535912,-3.027249,0.53935,0.215474,-0.309365,0.222295,-2.14649,0.39925,-1.304324,0.414587,clean
6.618696,1.719953,-2.154778,-0.196878,1.182412,1.297744,-0.405962,-0.59516,0.781117,0.512467,clean
-0.2732,-1.625563,-0.003354,0.172759,0.149024,-0.420078,0.750269,0.162339,0.101966,0.81527,clean
-0.611719,1.925353,-1.66962,0.245335,-0.996449,0.101913,0.548198,1.080528,-0.265699,0.146105,clean
0.16467,-3.388945,1.221049,-0.085668,-1.081879,0.559382,-1.590058,0.21185,-1.086639,0.198879,clean
0.900637,0.539193,1.714227,-0.118924,0.747419,-0.094433,0.395014,-0.545918,-0.090358,0.449482,clean
-0.583996,0.806057,0.233368,-0.882209,1.110793,-0.076116,0.255797,0.156316,0.200736,0.048998,clean
1.198829,0.675295,2.527472,-0.308117,0.075175,-0.186663,-0.004193,0.198774,-0.371008,0.239099,clean
3.142181,0.729248,1.379741,-0.272134,-0.033295,0.223227,0.190445,0.018781,-0.562567,0.482833,clean
-2.430583,1.348934,-0.644483,1.36756,-0.161999,-0.167976,-0.001554,0.136087,0.40997,-1.100226,clean
1.847391,-5.360342,-0.954232,-0.00036,0.950215,-1.874608,1.177467,1.703324,0.54572,0.510478,clean
1.09597,-0.305784,0.006187,0.169379,1.044844,0.103324,-0.47491,-0.568193,-0.986719,0.762461,clean
-0.655587,0.089014,-0.661395,-0.036718,0.387339,-0.897589,-0.937467,-0.220921,-0.487276,1.420055,clean
-0.410069,2.242898,-1.873693,-0.644085,-2.000998,0.435789,1.051693,1.72789,-0.312852,0.488084,clean
-2.160859,1.316837,-0.47842,1.242028,0.066447,-0.383309,-0.091637,0.297618,0.35778,-0.303039,clean
-1.175654,-3.69714,-0.186706,-1.31902,0.206068,0.949487,-0.681582,-0.413242,-0.673464,-0.306392,clean
-2.949743,-2.216911,-2.103428,1.001364,-1.371554,1.800053,-1.651342,-1.182701,-0.666504,-0.024397,clean
1.397735,0.8118,2.37959,-0.317103,-0.584053,0.426783,0.659541,-0.401764,-0.074986,-0.210279,clean
-0.519601,0.676789,0.518625,-0.867053,1.171226,-0.214701,0.342962,0.137105,-0.33726,-0.305818,clean
-0.804957,0.951934,1.115718,0.069403,0.373763,-0.258203,-0.024127,0.409461,0.101119,-0.263142,clean
-1.600558,-0.349309,-0.375434,0.813215,-0.777364,0.662729,-0.482477,-0.401912,-0.499552,-0.206325,clean
-2.052368,1.392387,-0.603273,1.105671,-0.127517,-0.289244,0.008373,0.391337,0.31897,-0.329373,clean
-0.577395,1.143278,-0.206061,0.219005,0.90795,-0.679064,-0.025883,0.661223,-0.167647,1.318821,clean
-2.291641,-1.230355,-1.448255,0.845895,-1.018758,1.075693,-1.285636,-0.474535,-0.495303,0.607417,clean
-0.058861,0.723167,1.510181,-0.835302,0.680553,0.056833,0.007218,0.151488,0.27061,-0.484783,clean
4.718701,1.686073,0.979538,0.951343,-1.843906,0.032567,-0.233428,1.152951,-1.729206,0.268316,clean
-1.451909,1.345741,-0.436802,1.124016,-0.079693,-0.333533,0.245562,0.180408,0.244002,0.55208,clean
-0.894506,-4.55136,-0.57336,-0.594589,-0.200772,0.378238,-0.211692,0.057386,-0.074868,-0.301736,clean
2.551705,-0.970125,-0.602675,-0.258424,0.718327,0.205013,0.041043,0.208178,1.515467,1.001726,clean
-2.692507,1.263235,-1.047869,1.289637,0.183884,-0.094996,0.217525,-0.203047,0.614682,-0.91937,clean
0.078216,-1.53774,1.06285,-0.183887,0.302431,-0.322426,-0.034653,0.299183,-0.258461,-0.301086,clean
2.532754,2.451837,-1.551798,-3.02577,-3.080766,1.628461,1.892912,2.152619,-0.666304,-0.017252,clean
0.377534,0.521183,0.579678,-1.400681,1.95303,-0.203151,0.24124,0.06371,-0.226755,0.246995,clean
-0.891689,-2.752554,0.143853,-1.496776,0.366173,0.513057,0.111175,-0.102413,-0.427158,-0.081804,clean
0.343822,-3.909095,-0.312605,-0.326924,0.349708,-0.921345,0.961263,0.989778,1.007337,0.451544,clean
-2.111776,-2.321182,-1.534611,1.017948,-1.177949,0.542839,-0.735588,0.02657,0.068053,0.593299,clean
-1.668056,1.286042,-0.5361,0.408889,0.601657,-0.759395,0.0811,0.721006,0.408248,2.151065,clean
1.13992,1.310939,4.378795,1.798144,-2.055894,-0.999407,-1.925618,1.967279,-1.365916,-1.176842,clean
-2.009937,1.424493,-0.655749,1.048173,-0.207732,-0.252246,0.051014,0.431833,0.299723,-0.340648,clean
1.55456,0.103201,1.24194,0.677235,0.077432,0.02157,-1.920655,0.331997,-1.214686,-1.631937,clean
6.951981,1.078612,-4.311096,1.878326,4.975215,-0.957338,-0.414923,-1.561247,-2.894943,0.360574,clean
-2.424562,1.319593,-0.619133,1.438678,-0.058701,-0.209312,-0.052973,0.088633,0.410536,-1.079253,clean
-2.385353,-0.800334,-0.995185,0.17237,-0.114303,1.045947,-0.379477,-1.04598,-0.164252,-1.07974,clean
4.33954,1.097557,-0.3728,-1.024972,1.075914,0.383353,0.087296,0.253077,-0.944299,0.291222,clean
-0.670578,-2.432278,-0.256315,1.992101,-2.873193,0.474726,2.915592,-1.390411,0.523671,0.851531,clean
-0.542636,0.570493,0.655231,-1.215801,1.284583,-0.146106,0.539616,0.086299,-0.301915,-0.269022,clean
-2.473015,1.316828,-0.592007,1.425058,-0.081784,-0.204974,-0.044194,0.095591,0.429217,-1.088951,clean
-0.428418,-0.560343,-0.20662,-1.08375,-0.079224,0.697867,-0.372236,0.144422,-1.006825,0.116357,clean
-1.380384,0.854761,0.079744,-0.172827,0.879335,-0.241533,0.338133,0.069147,0.1009,-0.10065,clean
-1.23503,-0.951652,-0.12577,-0.754803,0.436903,0.846116,-0.365516,-0.665782,-0.591325,-0.647545,clean
-0.168467,0.753453,0.080061,-0.867979,1.331037,-0.71558,0.05671,-0.067918,-0.387035,0.08663,clean
1.401851,1.405224,-0.029926,-1.31899,-0.536063,0.423009,0.669423,0.977696,-0.624497,-0.165387,clean
-1.291091,0.996339,-0.053007,-0.138336,0.736407,0.696402,0.091436,-0.581163,1.550418,-1.641608,clean
0.204345,0.92778,0.327226,-1.066794,0.755613,0.007254,0.272554,0.401278,-0.172462,-0.033988,clean
-2.191265,0.095364,-1.166549,0.555159,-0.777998,-0.78899,-1.113116,-0.793581,0.076781,0.181267,clean
0.063211,-0.159544,0.518189,-1.117207,0.263215,0.5281,-0.252194,0.093425,-0.426272,0.143322,clean
-0.898197,0.541461,0.695693,-1.191047,1.483343,-0.045457,0.323785,-0.044797,0.205626,-0.507209,clean
-0.842479,0.488468,1.318329,-0.895067,1.022006,-0.117279,0.395014,-0.030406,-0.370473,-1.198838,clean
0.078107,0.997461,1.033829,0.501367,0.29233,-0.29769,0.196686,0.033044,0.009589,0.759355,clean
-0.480591,1.119438,-0.435841,0.487329,1.144977,-0.673335,-0.113658,0.442305,-0.282783,0.895322,clean
-1.033279,1.456815,-0.667783,-0.010667,-0.282008,0.169462,0.535957,0.487635,0.295863,-0.127605,clean
-2.604311,-2.822029,-1.848358,1.291503,-1.361062,0.930124,-1.122415,-0.332147,0.009806,-0.315887,clean
-2.697268,1.263762,-1.049454,1.286505,0.185003,-0.095682,0.217496,-0.200754,0.614139,-0.91858,clean
0.029868,0.708145,1.872602,-0.313196,0.459741,-0.154895,0.041997,0.105883,-0.338494,-0.866176,clean
5.640725,1.617302,-3.039125,-0.227781,1.510805,0.290032,0.423586,-0.058849,-1.796595,0.3844,clean
-0.121556,-0.866413,0.691852,-0.062359,-0.396124,1.157124,0.527699,-1.7059,-0.396906,0.461086,clean
-0.559818,-1.920212,0.028085,-0.965329,0.683782,0.087483,0.41454,-0.053172,-0.117441,-0.034745,clean
-1.482195,1.124376,-0.154083,0.423601,0.64698,-0.532081,0.022993,0.481479,0.132084,0.583448,clean
0.988677,0.720779,0.599211,-0.276041,1.362676,-0.500303,-0.30066,0.274406,-0.713219,0.26448,clean
-1.134712,0.543081,0.472285,-1.137702,1.37099,-0.121105,0.53282,-0.04093,-0.049023,-0.415909,clean
2.037907,0.904347,0.283102,-0.579256,0.636089,0.187722,0.369103,-0.042349,-0.35373,0.451204,clean
-1.157259,1.373035,-0.71052,1.082359,0.470253,-0.637918,-0.19032,0.514719,0.039357,0.880627,clean
-0.471068,0.971675,1.51018,-0.006416,0.044998,-0.178554,-0.072855,0.564089,-0.099546,-0.657316,clean
-2.69621,1.263645,-1.049102,1.287201,0.184754,-0.09553,0.217502,-0.201263,0.614259,-0.918756,clean
-0.022845,0.816364,0.410877,-1.024045,1.194582,0.267205,0.236993,-0.171362,0.828939,0.15091,clean
-1.47452,-1.543271,-0.372004,-1.443497,0.452334,0.244863,-0.958567,-1.250681,-0.653023,-0.303924,clean
-2.177313,1.308936,-0.699861,1.163374,0.097304,-0.280288,0.070938,0.149132,0.442461,-0.226113,clean
