@relation 'arff_poi-1.5-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-10'

@attribute 0.372rfc... numeric
@attribute -0.392ic... numeric
@attribute -0.428ca... numeric
@attribute 0.432cbo... numeric
@attribute 0.581dam... numeric
@attribute 0.467cam... numeric
@attribute 0.716cam... numeric
@attribute 0.694amc... numeric
@attribute 0.476moa... numeric
@attribute class {buggy,clean}

@data
-2.979441,2.06127,-1.207682,-0.891201,-1.752781,0.407492,1.860362,-0.861591,-0.270601,clean
-2.947041,-0.588927,-0.049052,0.539573,-1.859726,0.218421,0.062233,0.236543,-0.129147,clean
3.1459,-2.625885,-1.102596,-0.689709,0.123309,-0.08566,0.493725,0.112828,0.343499,clean
-0.141088,1.495339,-0.245072,-1.297616,1.633571,0.182538,-0.090115,-0.453861,0.644254,clean
-0.344435,1.104056,-0.334053,-1.409641,1.997471,0.642441,0.07879,-0.948797,-0.095063,clean
-2.317863,1.77034,-1.019102,-1.339847,-1.32353,-0.649474,0.322341,-0.396614,0.138426,clean
-0.520786,1.110961,-0.393736,-1.504105,1.698511,0.530814,0.073988,-0.833793,-0.053806,clean
-0.702341,-1.386739,0.680879,0.766686,0.222079,-0.374676,0.044586,-0.12093,-0.099812,clean
-2.484741,1.91145,-1.240679,-1.09354,-1.283063,-0.45842,0.654208,-0.122369,-0.342416,clean
-0.68019,-1.216184,0.789323,0.80614,-0.493052,-0.713869,0.057113,0.279584,-0.198461,clean
-2.919504,-0.529184,-0.153207,0.665892,-1.839938,0.213039,0.035802,0.198325,-0.076533,clean
-2.983651,2.10642,-1.371943,-0.75308,-1.698457,0.385842,1.832631,-0.884488,-0.175999,clean
-1.797982,2.321722,-0.25351,-1.348467,-1.202336,-0.142931,-0.118967,1.384743,-0.577815,clean
-0.462263,1.175242,-0.476663,-1.235768,1.953675,0.787341,0.33402,-1.074687,-0.050843,clean
-1.836179,1.435838,-0.276779,-1.273953,0.695791,0.584066,1.015066,-0.646283,-0.04359,clean
0.053518,-1.124315,0.543064,0.662974,0.369834,0.233929,0.331288,-0.299813,-0.456286,clean
-3.020746,1.971657,-1.05145,-1.080681,-1.782462,0.415565,1.900008,-0.804265,-0.349523,clean
0.515833,-0.064004,1.523646,1.476364,1.144185,1.170316,-0.653531,0.520925,0.109415,clean
-0.275725,1.954407,0.719586,-1.248192,1.877174,0.980392,0.277718,0.3634,-0.195769,clean
-1.018694,-1.3515,0.505835,0.809102,-0.383758,-0.36603,0.384271,-0.142399,-0.256244,clean
-1.078287,-0.180848,0.099551,0.249275,1.257667,1.641519,-1.380646,-0.279679,0.546049,clean
-2.180599,-0.162163,0.228186,0.677515,-1.185803,-0.022638,-0.048131,0.391274,0.291525,clean
0.163607,-0.196556,0.635196,0.08378,0.960944,0.035614,-0.3104,0.209218,0.556421,clean
-2.340253,1.342746,-0.906414,-2.073031,-0.445024,-1.851215,-2.097119,0.517968,0.294299,clean
2.236226,0.462827,1.167534,-0.984562,1.441484,-0.830762,0.635431,-0.176384,0.501774,clean
-0.858026,-1.392976,0.589971,0.822703,0.112939,-0.109612,0.416574,-0.261075,-0.243079,clean
-0.675003,-1.35341,0.726909,0.781911,0.214514,-0.38781,0.064876,-0.110088,-0.069702,clean
2.238747,0.593996,0.938059,-0.70098,1.426779,-0.726778,0.758532,-0.306938,0.554722,clean
0.65041,1.362641,0.217061,-1.38975,1.453815,-0.1758,-0.144894,-0.757266,0.840261,clean
0.827501,1.866004,-0.393077,-1.502007,-1.763039,-1.391984,-1.058768,0.328221,-0.128045,clean
-0.344435,1.104056,-0.334053,-1.409641,1.997471,0.642441,0.07879,-0.948797,-0.095063,clean
-2.355196,1.312959,-0.854255,-2.136039,-0.454575,-1.848679,-2.083651,0.536976,0.269026,clean
-2.564832,1.737738,-1.050646,-1.343857,-1.502636,-0.250543,0.975904,-0.536354,-0.058919,clean
-2.648913,1.84963,-5.64419,7.641867,-1.963992,2.880346,-1.690136,-1.652764,2.268641,clean
-2.889086,-1.145567,-0.088618,1.698277,-2.224398,1.061638,-0.711225,0.486378,-0.065335,clean
-2.2255,0.609789,-0.460927,-0.219859,-1.887888,0.328973,-0.925527,0.124063,0.053073,clean
-1.205734,1.658957,-0.288327,-0.904308,1.908996,0.990634,1.145771,-0.607641,-0.069909,clean
0.346687,-0.537463,0.264067,0.64312,1.406626,0.284887,-0.889866,0.219216,0.420605,clean
-0.844258,-1.363105,0.537893,0.885863,0.122833,-0.112303,0.403359,-0.280184,-0.216771,clean
-1.518014,-1.345606,0.524649,0.871656,-0.93592,-0.490124,0.434575,-0.0436,-0.268754,clean
-2.313653,1.725189,-0.85484,-1.477968,-1.377854,-0.627823,0.350072,-0.373718,0.043824,clean
-1.044149,1.376611,-0.416784,-1.453475,1.668914,0.619406,0.153287,-0.483984,0.496032,clean
0.708618,1.674599,0.060338,-1.192572,1.517945,0.321594,-0.623486,-0.400051,0.024024,clean
-2.284213,1.369565,-0.961426,-2.015344,-0.44748,-1.848325,-2.119441,0.502489,0.283373,clean
-0.864152,-1.389743,0.595274,0.824883,0.117564,-0.112153,0.414526,-0.261268,-0.242347,clean
-2.928578,2.225905,-1.580253,-0.50044,-1.658882,0.375077,1.77977,-0.960922,-0.07077,clean
2.052995,1.23302,-0.27212,-1.607776,0.899973,-0.139155,-0.707207,-0.151453,0.401554,clean
2.295682,1.932969,-0.202478,-0.771562,1.303055,0.465966,-0.967905,-0.176671,0.06484,clean
-1.504246,-1.315735,0.472572,0.934816,-0.926027,-0.492815,0.421359,-0.062709,-0.242447,clean
-3.375595,1.616054,-1.326786,-1.408425,-1.612872,0.643823,1.667139,-0.534088,-0.879705,clean
2.307495,2.112432,0.461243,-0.942415,-0.934464,-0.435132,0.465147,-0.063118,-0.036513,clean
-2.163924,1.695916,-1.127108,-1.33975,-1.341361,-0.675871,0.322763,-0.439707,0.150575,clean
-2.684917,1.88259,-1.084215,-1.18647,-1.458346,-0.231143,0.944713,-0.536979,-0.002748,clean
-1.284582,0.387549,1.46171,1.337527,-1.612429,0.619474,1.317767,1.796339,-0.307665,clean
-0.397777,-1.452835,0.605549,0.641061,0.52926,-0.310222,0.023211,-0.182337,-0.121798,clean
0.224629,2.029379,0.195002,-0.773578,2.124787,1.477329,0.257799,0.079409,-0.469303,clean
-1.050122,-1.343256,0.488959,0.806291,-0.483304,-0.417221,0.377658,-0.118603,-0.259497,clean
7.244219,-1.348559,-0.173354,0.646913,-1.541824,-0.285873,0.076256,-0.405584,-1.350003,clean
0.019202,2.309528,1.097999,-0.944051,1.564811,0.760959,0.646007,-0.240833,0.27048,clean
-1.518014,-1.345606,0.524649,0.871656,-0.93592,-0.490124,0.434575,-0.0436,-0.268754,clean
-0.37432,1.684868,-0.01395,-1.225345,1.679387,0.735354,0.417065,-0.089755,0.343673,clean
-2.363958,1.848511,-1.082753,-1.200616,-1.435345,-0.434296,0.618941,-0.533314,0.04558,clean
-0.236875,2.02063,0.723808,-0.921383,2.119183,0.92919,0.587954,-0.389624,0.270433,clean
-0.497173,-1.428419,0.559657,0.706556,0.409254,-0.06226,0.39424,-0.303042,-0.247997,clean
-0.858026,-1.392976,0.589971,0.822703,0.112939,-0.109612,0.416574,-0.261075,-0.243079,clean
-0.858026,-1.392976,0.589971,0.822703,0.112939,-0.109612,0.416574,-0.261075,-0.243079,clean
1.818431,2.658375,1.28605,-0.551801,1.567841,0.893508,-0.353005,-0.025783,-0.234436,clean
-1.975388,2.213187,-0.208356,-1.360157,-1.302094,-0.697462,0.201734,0.526416,0.274641,clean
0.590051,1.545716,-1.616745,-0.169284,1.938471,0.279431,-0.054662,-1.303272,0.868515,clean
-2.355196,1.312959,-0.854255,-2.136039,-0.454575,-1.848679,-2.083651,0.536976,0.269026,clean
1.408162,3.194611,1.354278,-0.351161,-0.678064,-0.06517,0.169696,0.403194,0.429332,clean
-0.886856,-0.57406,0.590451,0.176772,1.614273,0.722733,-0.235488,-0.192686,0.202614,clean
0.637127,-1.609095,0.384408,0.273639,0.662964,-0.236513,0.039636,-0.136921,-0.204871,clean
-0.610177,-0.533663,0.406635,0.505752,1.003517,0.763986,-0.441828,-0.407939,0.298708,clean
-2.025943,2.046658,-0.779794,-1.225524,-1.310241,-0.501949,-0.185032,0.033082,-0.286754,clean
1.315452,-1.75184,-0.101764,-0.043637,-0.356303,-0.646417,0.104735,0.265029,-0.11888,buggy
1.511107,-1.114076,0.491475,0.370436,-0.366871,-0.874388,-0.297461,-0.184468,-0.135539,buggy
-3.28991,-1.21662,-0.540621,1.295387,-2.611422,2.305605,-1.691527,0.48347,0.014514,buggy
-0.040105,1.512082,-0.426571,-1.519678,1.037078,1.32097,0.864597,0.306803,0.484791,buggy
-0.794485,-1.363011,0.670056,0.813675,0.077846,-0.079547,0.409079,-0.238025,-0.316286,buggy
0.232568,-1.130585,0.849804,0.819031,0.372464,0.156371,0.463427,0.134687,-0.586636,buggy
1.362438,-1.767148,0.11588,0.007189,0.647385,-0.064416,0.226325,0.201709,0.155271,buggy
-1.050122,-1.343256,0.488959,0.806291,-0.483304,-0.417221,0.377658,-0.118603,-0.259497,buggy
0.575706,-1.568128,0.444372,0.319151,0.710481,-0.027352,0.174388,0.113844,0.117825,buggy
-0.794485,-1.363011,0.670056,0.813675,0.077846,-0.079547,0.409079,-0.238025,-0.316286,buggy
-1.802826,1.664624,-1.014207,-1.438557,-1.202249,-1.107731,-0.37555,-0.295536,0.296091,buggy
-2.004538,-0.870221,-0.03832,1.02831,0.873583,2.772459,-0.963057,-0.197235,0.069189,buggy
3.574398,0.638305,-2.451051,-1.870167,0.577196,0.9366,-0.112649,1.200258,1.538565,buggy
13.379139,-7.672727,-8.029544,-4.570524,-4.337867,2.051035,3.397571,2.479202,3.585533,buggy
-0.858026,-1.392976,0.589971,0.822703,0.112939,-0.109612,0.416574,-0.261075,-0.243079,buggy
-1.048626,1.738134,-0.039804,-1.001686,1.967698,1.435595,0.910066,-0.296827,-0.258762,buggy
-0.808253,-1.392883,0.722134,0.750515,0.067952,-0.076856,0.422294,-0.218917,-0.342593,buggy
-0.675003,-1.35341,0.726909,0.781911,0.214514,-0.38781,0.064876,-0.110088,-0.069702,buggy
-0.675003,-1.35341,0.726909,0.781911,0.214514,-0.38781,0.064876,-0.110088,-0.069702,buggy
4.555751,-3.019299,-1.597887,-1.133526,0.016897,0.172763,0.827562,0.756499,1.084394,buggy
1.499549,-1.941909,-0.201265,-0.061757,0.512229,-0.205101,0.188373,-0.072165,0.060433,buggy
0.412893,-1.521904,0.425177,0.403484,0.548656,-0.104092,0.339075,-0.284478,-0.42286,buggy
0.357939,-1.515974,-0.014141,0.429966,-0.294208,-0.648488,0.269324,-0.222114,-0.358936,buggy
-0.702341,-1.386739,0.680879,0.766686,0.222079,-0.374676,0.044586,-0.12093,-0.099812,buggy
-1.490478,-1.285864,0.420495,0.997976,-0.916133,-0.495506,0.408144,-0.081818,-0.21614,buggy
-0.71582,-0.949864,0.113113,-0.000052,-0.033834,0.233376,-0.121817,0.558607,0.723602,buggy
-0.710068,-1.434621,0.736952,0.701678,0.283284,-0.332767,0.034213,-0.088645,-0.182247,buggy
-0.808253,-1.392883,0.722134,0.750515,0.067952,-0.076856,0.422294,-0.218917,-0.342593,buggy
-1.052151,-0.595951,-0.923989,0.039051,-2.515561,0.824202,-1.211962,0.040657,0.096016,buggy
0.164686,-1.469559,0.51124,0.494144,0.534951,-0.068749,0.342668,-0.280537,-0.401545,buggy
0.373057,-1.497721,0.408184,0.360445,0.23936,-0.335067,0.077053,0.103726,-0.055718,buggy
-0.919396,-1.306961,0.648712,0.783034,-0.511137,-0.808889,0.052598,0.061276,-0.076043,buggy
1.713183,-1.25285,0.632982,0.538447,0.315173,-0.764673,0.075494,-0.386827,0.239884,buggy
1.547479,-1.785492,0.07301,0.026314,0.538774,-0.227448,0.081251,-0.065512,-0.252765,buggy
-0.335359,2.942465,0.863164,-1.530156,-0.983619,0.236987,-0.687882,4.302026,-1.206674,buggy
-1.835032,1.735684,-1.623083,-0.98837,-1.262174,-0.807426,0.141671,-0.57626,0.384657,buggy
1.452429,-1.153857,0.774351,0.635086,0.32053,-0.777085,0.105017,-0.351271,0.337455,buggy
-0.83683,-1.393259,0.579403,0.743431,-0.100037,-0.536898,-0.005037,-0.069428,-0.14694,buggy
0.773673,-1.559695,0.238952,0.192478,-0.119354,-0.832878,-0.249801,0.120134,-0.253425,buggy
0.280769,-1.51701,0.403913,0.329476,0.041334,-0.357481,0.3108,-0.164807,-0.502791,buggy
1.486578,-1.882448,0.052137,-0.176204,0.642405,0.093851,0.385789,0.449207,0.45206,buggy
-0.411746,-1.392248,0.648366,0.69829,0.372028,-0.025901,0.378373,-0.267924,-0.344588,buggy
0.697796,-1.543628,0.426445,0.333552,0.634332,-0.225134,0.023249,-0.121126,-0.24511,buggy
-0.278785,-1.196069,0.568771,0.615031,0.456149,0.203313,0.390836,-0.212127,-0.276319,buggy
0.095396,0.887376,-0.971516,-1.771884,0.02372,-0.943885,-0.743569,-0.401077,0.206263,buggy
-0.672757,-1.35225,0.728292,0.782038,0.214379,-0.386514,0.064811,-0.106152,-0.071319,buggy
1.302601,-1.772821,0.191344,-0.00852,0.601994,-0.132009,0.176494,0.101327,-0.031238,buggy
-0.458407,-1.292978,0.750765,0.819359,0.16656,-0.289997,-0.020484,-0.020248,-0.29924,buggy
1.801425,-1.205147,0.547498,0.635039,0.382287,-0.875994,-0.121389,-0.38102,0.328534,buggy
0.465296,-1.576976,0.364889,0.34215,0.671117,-0.347318,-0.001765,-0.190514,-0.247935,buggy
1.568762,5.154788,-2.677205,3.922177,1.035874,0.971608,1.567764,1.927775,-3.12611,buggy
3.255891,-2.192257,-0.816987,-0.249623,0.253244,-0.33181,0.187345,0.092504,0.414517,buggy
-3.396479,-1.755999,-0.39113,1.748656,-2.901387,2.852113,-2.126153,0.678217,0.167505,buggy
-1.018694,-1.3515,0.505835,0.809102,-0.383758,-0.36603,0.384271,-0.142399,-0.256244,buggy
0.143467,-1.499199,0.427056,0.497356,0.584848,-0.065562,0.344294,-0.293214,-0.350985,buggy
-2.129739,-1.481364,0.255605,1.31989,0.522267,3.385252,-1.440978,-0.101536,0.283398,buggy
-0.903111,-1.278068,1.060397,1.24414,-0.536355,0.931163,-1.260179,1.267931,0.546184,buggy
-3.276142,-1.186749,-0.592698,1.358547,-2.601528,2.302914,-1.704742,0.464361,0.040821,buggy
-0.497173,-1.428419,0.559657,0.706556,0.409254,-0.06226,0.39424,-0.303042,-0.247997,buggy
0.464465,0.162763,0.986666,0.330437,0.621424,1.550295,0.901801,1.426933,0.517546,buggy
1.349384,-1.782051,0.034073,-0.094869,0.297737,-0.370362,0.039859,0.479094,0.362599,buggy
4.525188,-3.230194,-1.789287,-1.172705,-0.160182,-0.132498,0.485709,0.220126,0.521827,buggy
-0.858026,-1.392976,0.589971,0.822703,0.112939,-0.109612,0.416574,-0.261075,-0.243079,buggy
-0.808253,-1.392883,0.722134,0.750515,0.067952,-0.076856,0.422294,-0.218917,-0.342593,buggy
1.133493,6.522399,-11.175789,10.440402,4.630043,-3.209377,1.574691,3.112215,-1.478439,buggy
2.369584,-2.348184,-0.830428,-0.55105,0.449494,0.021377,0.420063,0.587741,1.113038,buggy
0.371817,-1.514591,0.197039,0.301392,-0.396609,-0.641058,0.289645,-0.076181,-0.488045,buggy
-0.331496,1.602055,0.186581,-1.670057,1.419919,-0.159903,-0.875153,0.249394,0.155131,buggy
-0.672757,-1.35225,0.728292,0.782038,0.214379,-0.386514,0.064811,-0.106152,-0.071319,buggy
-1.000349,-1.343162,0.621122,0.734103,-0.528291,-0.384465,0.383378,-0.076444,-0.359011,buggy
1.754349,-0.299411,0.542725,0.238664,0.941903,0.329645,-1.293323,-0.146582,-0.075324,buggy
-0.658989,-1.322379,0.676215,0.845198,0.224273,-0.389205,0.051595,-0.12526,-0.045012,buggy
0.02641,-0.326176,0.9416,0.049255,1.361288,-0.026203,-0.764883,0.418983,0.290272,buggy
-2.321788,1.372278,-0.958817,-2.010479,-0.436502,-1.853286,-2.111346,0.499263,0.316469,buggy
0.891251,-1.655567,0.302155,0.170485,0.710857,0.012988,0.238706,0.22237,0.239978,buggy
-0.497264,-1.043264,0.570134,0.838498,1.683129,1.204745,0.364597,-0.653715,0.121479,buggy
-0.858026,-1.392976,0.589971,0.822703,0.112939,-0.109612,0.416574,-0.261075,-0.243079,buggy
-3.28991,-1.21662,-0.540621,1.295387,-2.611422,2.305605,-1.691527,0.48347,0.014514,buggy
-0.672757,-1.35225,0.728292,0.782038,0.214379,-0.386514,0.064811,-0.106152,-0.071319,buggy
0.065121,-1.515671,0.408583,0.500102,0.569676,-0.110142,0.363781,-0.33781,-0.288262,buggy
-0.268123,1.605989,-0.104583,-1.432889,1.48133,0.639789,-0.235817,0.011613,0.122668,buggy
2.471302,3.663066,2.602215,-0.468058,1.558648,2.589078,0.97539,3.489329,-0.844265,buggy
-1.364908,-0.496181,-0.763742,0.163264,-2.464692,0.890918,-1.245186,0.09398,0.117108,buggy
2.18274,0.029484,-1.740149,-2.055757,-0.560441,-1.092296,-0.750265,-0.967288,-0.444156,buggy
-0.334692,-1.050487,0.778693,0.664806,-0.120854,-0.018621,0.39577,-0.001121,-0.289019,buggy
-1.515208,2.449949,-0.340907,-1.092515,-1.419657,0.038369,0.188959,1.099917,-0.639407,buggy
-0.035168,-1.276041,0.861764,0.721821,0.522713,-0.470867,-0.1658,-0.078914,0.006011,buggy
-2.241111,1.937,-1.157141,-0.835195,-0.816474,-0.265902,0.656723,-0.727868,0.236585,buggy
2.837191,-2.34132,-0.655005,-0.662435,-0.252736,-0.518194,0.145421,0.506957,0.171327,buggy
2.25209,-1.472075,0.596695,0.222475,0.331165,-1.009407,-0.172379,-0.322761,0.227976,buggy
0.130677,-1.297079,0.362409,0.522849,-0.826298,-0.640254,0.443007,0.159339,-0.329602,buggy
-2.07072,1.969504,-0.651777,-1.397659,-1.302188,-0.484405,-0.143569,0.190518,-0.340639,buggy
-0.564191,-1.559443,0.531832,0.550617,0.55489,0.017717,0.375829,-0.241653,-0.3512,buggy
-0.037249,-1.27701,0.860607,0.721736,0.52288,-0.471988,-0.165706,-0.082261,0.007539,buggy
1.185881,-1.541935,0.308678,0.230265,0.19436,-0.816911,-0.163397,-0.144734,-0.210532,buggy
3.364798,2.342248,-0.290068,-0.167298,1.132505,0.628642,-1.62158,-0.910325,-0.890559,buggy
0.11601,-1.293191,0.743081,0.674351,0.430134,-0.254252,0.010482,-0.04604,-0.339959,buggy
3.234395,-2.361024,-0.995923,-0.427233,-0.309749,-0.719368,-0.076322,0.071875,0.081523,buggy
0.126053,-1.239262,0.693471,0.740332,0.327014,-0.128822,0.413019,-0.155849,-0.262141,buggy
1.350333,-2.124081,1.172293,0.842399,0.663354,-1.35581,0.201236,-0.081261,0.019404,buggy
-1.791026,-1.075062,0.488579,0.513122,0.706312,1.028539,0.223501,-0.404462,-0.009187,buggy
-1.141796,-0.925087,0.373859,0.179698,0.616895,0.174483,-0.293326,-0.231813,0.192693,buggy
0.960863,-0.989541,0.545621,0.396696,0.285123,-0.33903,0.00411,-0.489903,0.299145,buggy
-0.68147,-1.085129,0.984224,1.148698,0.643972,0.229429,0.49894,-0.145227,-0.088807,buggy
0.641311,-1.534165,0.350867,0.417536,0.731371,-0.488799,-0.276833,-0.230499,-0.218581,buggy
2.670751,3.420444,1.949016,-0.565763,1.174159,0.853054,-1.005192,2.626515,-0.765037,buggy
-0.916801,-1.290908,1.189127,1.127036,-1.058155,0.695866,-1.298462,2.233435,0.504188,buggy
-0.023266,-0.948864,1.011058,0.53581,-0.392147,-1.137856,-0.249585,0.07516,0.224218,buggy
-3.307456,1.558708,-1.296843,-1.486195,-1.640644,0.643643,1.676989,-0.515092,-0.933713,buggy
0.150871,-1.43913,0.611075,0.542348,0.73246,-0.383179,-0.267416,-0.098654,-0.193316,buggy
1.786158,1.259639,-0.915336,-1.328176,0.487008,0.479215,-0.160608,-0.356746,0.031921,buggy
3.432803,3.645273,-7.013275,5.019278,2.065243,-0.580837,-2.214618,-2.828423,2.957287,buggy
13.313426,12.679865,10.573401,6.931829,-5.941913,-0.29905,1.277438,-1.290929,3.124423,buggy
-0.532763,2.036538,0.310534,-1.098138,1.134153,1.285528,0.942596,0.216021,-0.39209,buggy
-1.568189,-0.758495,0.148515,0.340628,-0.672297,-0.482691,-0.465164,0.147995,0.176723,buggy
0.551035,2.097955,1.329724,-1.342966,2.240681,0.172832,-0.520112,1.002098,0.586081,buggy
-0.621291,-0.616994,0.397294,0.250749,-0.266582,-0.556919,-0.531093,-0.043882,0.42954,buggy
-0.885016,2.0643,0.2739,-1.361747,-0.431737,-0.918466,-0.122828,0.515989,0.649674,buggy
-1.568189,-0.758495,0.148515,0.340628,-0.672297,-0.482691,-0.465164,0.147995,0.176723,buggy
-0.052016,-0.828877,1.150766,0.615905,-0.509862,-1.159445,-0.235689,0.171991,0.322362,buggy
-0.005026,-0.304239,0.98703,0.468627,0.116121,-0.240624,-0.313765,-0.063526,0.555292,buggy
-1.568189,-0.758495,0.148515,0.340628,-0.672297,-0.482691,-0.465164,0.147995,0.176723,buggy
4.537211,0.443728,-1.248522,-1.67267,0.272747,-0.332858,-1.309687,-1.236677,-0.635999,buggy
-1.987649,-0.654225,-0.020969,0.14651,-1.528701,-0.97849,-0.759888,0.338444,0.289766,buggy
-2.117182,-0.981668,0.283527,0.518531,-0.276413,0.509261,0.15379,-0.18158,-0.013905,buggy
-1.581957,-0.788366,0.200592,0.277468,-0.682191,-0.479999,-0.451949,0.167104,0.150416,buggy
5.260952,-1.686708,1.628484,0.810641,-0.334941,-1.063042,0.139847,0.691978,-1.503798,buggy
0.79244,2.449632,-0.772368,-0.052392,1.792966,0.077736,-1.153633,0.511885,0.347946,buggy
0.596095,2.246978,0.895279,-1.06838,1.370016,0.674506,-0.106513,0.341958,-0.209364,buggy
1.481864,-1.381033,-0.410864,-0.808678,0.699814,0.352709,-0.354985,0.834313,0.984564,buggy
2.296035,1.612832,0.1303,-1.295056,0.631041,0.449487,-0.398173,-0.868508,-0.972401,buggy
0.204921,1.7362,0.033816,-1.282427,1.039931,0.76732,0.503827,-0.158928,0.299701,buggy
-1.788671,-0.934971,0.454349,0.593842,0.291716,0.886789,0.176443,-0.191829,-0.079851,buggy
4.57562,2.498594,0.983709,-0.783249,-0.550193,-0.348753,-0.628994,0.175357,0.594394,buggy
0.506328,3.384834,0.958416,-0.610152,-1.679156,-1.214843,-0.147096,1.508363,0.945372,buggy
1.0305,-1.08786,0.039577,-0.383468,0.545161,-0.024423,-0.199399,-0.114469,-0.154967,buggy
2.767625,-1.643535,-0.122956,-0.021239,-0.068641,-0.942391,-0.294615,-0.642066,0.084889,buggy
0.460918,3.886669,-0.734371,1.172794,-1.732571,-1.509789,0.485355,0.400635,0.375603,buggy
3.146451,1.493206,-0.272873,-1.158146,0.462107,-0.101616,-1.142269,-0.720131,-0.462672,buggy
10.198907,1.386183,-1.532031,-0.881744,-2.079637,1.301289,-1.987244,-1.243207,-4.328038,buggy
14.090856,0.524639,-2.747632,-1.215972,-3.735537,1.444491,-1.866291,-2.041916,-3.782487,buggy
