@relation 'arff_xalan-2.4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-11'

@attribute 0.365rfc... numeric
@attribute 0.478ic... numeric
@attribute 0.444avg_cc... numeric
@attribute 0.585dam... numeric
@attribute 0.479ca... numeric
@attribute -0.48amc... numeric
@attribute -0.747noc... numeric
@attribute -0.482moa... numeric
@attribute 0.603cbm... numeric
@attribute -0.537moa... numeric
@attribute class {buggy,clean}

@data
-0.670712,1.369385,1.153947,-1.802425,0.509902,1.929657,0.035956,0.459331,-0.531074,-1.146521,clean
-1.146187,-0.462712,-0.027402,-0.162097,-0.529937,0.188358,-0.273483,0.474291,-0.543546,0.65284,clean
-1.604615,-1.949105,-0.343683,0.193763,0.006973,1.316828,0.799673,-0.585479,0.150562,1.311794,clean
0.434698,-1.478327,0.552571,1.226468,-0.249798,0.358561,0.543995,-0.215009,-0.286879,1.136204,clean
-2.838847,-2.266774,-0.339216,-0.805745,-0.157034,-0.1353,0.215107,-0.700162,0.415701,-0.428423,clean
0.394335,-1.571931,1.011202,1.246644,-0.217683,-0.98292,-0.034585,-0.171137,0.648655,0.813427,clean
-1.28716,1.229721,0.023277,0.944671,-0.59618,-1.29492,-0.586661,0.824401,-0.770483,-0.082944,clean
0.093581,1.965977,-0.041455,1.424517,-0.194889,-0.63583,0.524775,-0.296842,-0.256498,0.307689,clean
-0.765007,-1.634596,1.339515,1.252118,-0.17103,0.133233,-0.238914,0.305332,0.153886,-0.302763,clean
-1.931805,0.679703,-0.839522,-1.034293,-0.223813,0.299117,0.201822,-0.051986,-0.226571,0.118192,clean
0.580008,2.407586,1.417734,0.539521,0.478183,0.090553,0.1986,0.61181,-0.987232,-0.368547,clean
-1.131782,-1.803238,1.229119,-0.137932,0.24857,0.18087,-0.110217,0.193977,0.498659,-0.290732,clean
-2.242076,1.673289,-1.297925,-1.409586,-0.486592,0.119044,-0.074467,0.076399,0.096575,-0.452769,clean
-0.164572,-1.658543,0.966777,1.218149,-0.348978,0.167658,0.096434,-0.393509,0.27886,-0.325133,clean
-2.167104,-2.014493,0.442106,-0.204015,0.084217,-0.501538,0.012988,-0.422361,0.779724,-0.890239,clean
0.524753,-1.590634,0.688034,1.441417,-0.467938,0.453399,0.456914,-0.73562,-0.020463,-0.436383,clean
-0.10934,-0.396277,0.284302,2.32412,-0.420783,-0.488871,0.390064,-0.127918,-0.640333,0.382644,clean
0.365539,0.691316,-0.283999,2.066335,0.138876,0.712249,-1.123672,-0.255238,0.100714,0.002509,clean
1.421891,1.096588,-0.178172,0.961623,-0.417115,-1.381165,0.534184,0.024564,-1.831693,0.986934,clean
-2.105102,0.865126,-0.975216,-1.224943,-0.267668,-0.158737,0.057192,0.199239,-0.781675,-0.130037,clean
-1.440737,1.804366,-0.401565,1.159971,-0.748432,-0.594524,-0.448392,0.770246,-0.596724,-0.677694,clean
-0.921343,-0.247944,-0.249457,0.934549,-0.405812,-0.001436,-0.474007,0.206943,0.283616,0.086883,clean
-2.30678,0.760337,-1.009332,-1.259284,-0.23248,-0.394322,0.053677,0.177012,-0.873563,-0.24687,clean
-2.178332,1.224703,-1.07554,-1.452703,-0.300547,-0.300807,-0.033456,0.059408,-0.187037,-0.290966,clean
-3.092333,0.25027,-1.236677,-1.531506,-0.442156,-1.282812,-0.382052,0.401803,-1.077689,-0.918477,clean
-0.337344,1.54536,-0.271055,1.555662,-0.692808,0.142321,0.058282,0.12369,-0.168837,-0.168489,clean
2.015508,-1.857151,-1.129129,0.490526,1.86672,-0.243714,1.759499,0.485062,0.424409,1.156867,clean
0.246625,-1.777362,0.287636,2.157925,-0.345767,-0.376533,0.117654,0.062816,0.453731,-0.343836,clean
-1.039261,-1.517614,1.006572,2.178848,-0.443189,-0.65861,-0.111999,-0.373871,0.482603,-0.943472,clean
-2.814981,-0.800938,-0.838273,-1.151362,-0.112189,-0.875273,0.092425,-0.329874,-0.538256,-0.470741,clean
-0.699671,2.074968,-0.161418,0.641314,-0.320958,-1.771688,-0.228339,0.33571,-0.118753,0.137609,clean
3.733202,-1.724243,1.470039,0.424032,-1.407062,-0.524406,-0.139182,-0.941534,-0.087567,0.798866,clean
-0.335387,-0.182741,-3.823425,0.150183,5.816991,1.237264,-6.308688,-3.211681,-1.498924,0.851645,clean
-0.550961,-1.409694,1.634345,-0.035749,0.386178,-1.771116,-0.214778,-0.211901,1.468767,1.349057,clean
0.543941,0.000523,0.391717,1.286906,-1.247809,0.248674,-0.538231,0.629135,-0.356508,0.580633,clean
-0.02087,2.058302,-0.341967,1.538621,-0.366365,0.176568,0.421017,0.068891,-0.091663,0.29933,clean
-1.450383,-2.233593,-0.162973,-0.528328,-0.372688,1.129593,0.305998,-0.290633,0.049289,0.296517,clean
-1.895693,-1.901011,0.967247,-0.495257,0.20968,0.311037,0.037115,-0.196309,0.350044,-0.593077,clean
0.633395,-1.964059,-0.661758,1.103818,0.635067,0.673603,-1.319541,-0.796154,0.108812,0.959895,clean
-0.951809,-2.097717,-0.629352,-0.248963,0.645382,1.10171,0.994437,-0.041878,0.084512,0.576277,clean
0.993568,1.124894,-0.460213,1.523188,-0.107949,0.132077,1.00678,-0.127353,-0.710206,1.030412,clean
-2.559433,-2.140787,-0.059317,-0.911317,0.225964,0.109342,0.401847,-0.605145,0.24231,-0.681793,clean
-2.966932,-0.347754,-1.17604,-1.278425,-0.095676,-0.975724,-0.480332,-0.000922,-0.80792,-0.760392,clean
-0.236158,1.314312,0.896759,1.106262,-0.118159,0.495178,-0.148456,0.597453,-0.427146,-0.569649,clean
-3.01871,-0.336431,-1.047693,-1.321673,-0.311626,-1.02441,-0.223341,0.116327,-0.756287,-0.771841,clean
-1.598303,1.26979,-0.804023,-1.438964,-0.277026,-0.100497,0.084674,-0.035175,-0.124307,0.218505,clean
-0.000441,0.308085,0.463863,1.80597,-0.51784,0.144192,-0.499707,-0.152087,0.433177,-0.534795,clean
3.69127,4.093362,-0.114432,-0.310887,0.904871,-1.045678,1.352163,-0.777626,-1.051811,1.465945,clean
-1.097063,2.741308,-0.966055,-1.365021,-0.206912,1.239263,0.344475,-0.227668,0.896388,0.198654,clean
-1.890229,1.673309,-0.933742,-1.367902,-0.306247,0.032411,0.006981,0.050918,0.197847,0.157905,clean
-1.985267,0.196447,0.195781,-1.618419,0.199725,0.221994,-0.207143,0.356718,-0.360899,-1.004466,clean
-2.059261,-1.138665,0.008891,-0.807628,0.118091,0.461672,0.299571,-0.211832,-0.41201,-0.099386,clean
1.154841,-1.431669,2.053137,1.046905,-0.420629,0.905823,-0.209313,0.276372,-0.48249,0.273342,clean
-0.698866,0.087133,0.59473,2.016506,-0.790823,-0.231858,-0.586731,0.685594,0.127897,0.279041,clean
-2.260463,0.852341,-1.037043,-1.288627,-0.346997,-0.015825,-0.021488,-0.047268,-0.033804,-0.36063,clean
-2.840697,-2.266508,-0.340223,-0.804634,-0.15649,-0.13426,0.215808,-0.69953,0.415221,-0.429422,clean
-1.694496,-1.884411,-0.012542,0.073705,0.019969,1.054081,0.580259,-0.45859,0.356895,1.504899,clean
-2.559433,-2.140787,-0.059317,-0.911317,0.225964,0.109342,0.401847,-0.605145,0.24231,-0.681793,clean
-1.437139,0.11949,-0.064135,-1.074593,0.275927,0.971218,-0.050238,-0.236935,-0.155824,-0.102357,clean
-2.86056,-0.657968,-1.167874,-1.15984,0.117379,-0.879577,-0.340078,-0.05671,-0.608668,-0.69832,clean
-2.222518,-2.073636,0.011602,-0.593392,0.064253,0.669002,0.448976,-0.558715,0.151757,-0.12686,clean
-1.807187,-1.919486,0.410958,0.823918,-0.135408,-0.455244,-0.168473,0.179422,0.85693,-0.191287,clean
-1.023205,-2.402811,-1.698308,-0.371976,2.771978,0.03521,1.633582,0.958596,0.778567,-0.530474,clean
-1.992322,0.132722,-0.797429,-0.962406,-0.113726,0.118188,0.246553,-0.020728,-0.565446,0.058886,clean
4.938729,2.205308,1.073146,-0.616871,1.232544,-2.050742,2.499902,-2.406423,-1.455651,1.462449,clean
0.285744,0.444075,2.129428,1.289992,0.89075,0.257316,0.416391,0.550749,-1.513084,-0.70157,clean
-1.369822,0.327071,-0.106021,1.39748,-0.58113,-0.643931,-0.263148,0.650106,-1.263015,-0.286188,clean
-2.750039,-0.720506,-1.287931,-1.153184,0.286545,-0.9856,0.053949,0.329067,-0.435973,-0.77949,clean
-0.69864,0.159932,-2.07543,-0.476437,2.43848,0.811437,-1.926459,-1.407974,-0.596846,0.725511,clean
3.142389,3.270716,3.451201,-0.281351,1.817236,0.87906,0.949714,-0.081853,-0.903155,-1.313213,clean
-0.835568,0.042782,0.311733,2.191063,-0.87075,0.090451,-0.441035,0.628951,-0.069304,0.035214,clean
0.028712,-2.034631,0.039391,0.504895,-0.7509,0.623764,0.174015,-0.174622,0.346345,0.696657,clean
4.36001,-2.454631,-3.526939,2.010414,4.735326,-0.00257,0.73476,1.963556,0.154178,0.259033,clean
-1.494187,2.28341,-1.136855,-1.505983,-0.371179,0.110974,0.070712,0.133956,0.000709,0.25615,clean
1.069312,2.445133,1.649608,-2.425593,1.427898,1.180443,0.736157,0.200071,-0.586122,-0.004867,clean
-2.398511,-0.156217,-0.771118,-1.025631,-0.231701,-0.277232,-0.019202,0.192747,-0.961519,-0.189284,clean
0.850279,-2.322805,-0.973288,-0.709049,-0.87542,1.506891,0.679509,-0.045113,-0.599695,1.313458,clean
-0.383554,-0.174255,0.151559,0.871471,-0.565606,0.342629,-0.160267,0.254282,0.265811,-0.22851,clean
-1.551502,-0.58861,0.089328,1.639241,-0.112141,-0.6261,-0.894038,0.123246,-0.655005,-0.460079,clean
-0.267549,4.138992,-0.958989,1.192822,-0.480786,0.239618,-0.894333,0.740134,0.081152,-0.29355,clean
-1.22584,3.111412,-1.613615,-1.332193,-0.884306,1.900106,-0.231473,0.219476,1.726094,-0.190705,clean
-2.605154,0.62243,-0.987411,-1.42536,-0.429784,-0.03968,-0.205607,-0.016911,0.171168,-0.894399,clean
-2.00994,-2.267916,-0.783977,-0.781291,1.377066,-0.106444,0.924382,0.041931,0.497004,-0.791181,clean
-0.601059,2.861721,-0.171825,0.918934,-0.583856,-0.985167,-0.407606,1.061722,-1.218551,-0.833157,clean
-2.02513,0.13246,-0.788185,-0.954531,-0.174974,0.15623,0.235051,-0.057608,-0.593655,0.043618,clean
-0.429384,-1.652501,0.478317,1.792473,-0.18943,-0.189992,0.226425,-0.075727,0.108223,-0.37549,clean
-2.263843,0.8498,-1.048748,-1.282221,-0.351684,-0.002315,-0.015765,-0.051001,-0.04233,-0.370497,clean
-1.331658,-1.681392,0.908571,-0.778533,0.549056,1.245957,0.690712,-0.483841,-0.218562,0.016685,clean
1.201083,-1.95431,-0.186328,0.664509,0.241142,-0.165799,0.644756,-0.018895,0.507198,0.325401,clean
1.934916,-1.929073,0.048735,1.348312,-1.375188,-0.098296,0.281799,-0.974015,0.035102,-0.12335,clean
-2.68442,-2.184497,0.036779,-0.917893,0.054387,0.17122,0.248391,-0.597515,0.27605,-0.731736,clean
-1.947456,1.508861,-1.122833,-1.29578,-0.335368,0.089295,0.074454,0.159951,-0.343282,-0.069803,clean
-1.777812,0.335054,1.864344,-1.496622,0.352241,-4.042788,-1.781516,1.303568,1.237144,1.145005,clean
-2.557223,0.622122,-1.043418,-1.29467,-0.419135,-0.342462,-0.149007,0.267797,-0.819851,-0.550841,clean
0.329169,2.40043,1.06914,0.820932,0.385174,-0.121113,0.277474,0.5288,-0.937141,-0.328103,clean
-1.564504,0.192215,-0.437297,0.195899,-0.319471,-0.924192,-0.064492,0.268126,-0.639103,-0.210415,clean
-1.128514,-1.099915,-1.037885,-0.427758,0.989532,0.535619,0.631844,0.070853,-0.509955,0.47076,clean
1.149362,4.375166,0.117406,0.851147,-0.154373,-0.964,0.337369,-0.707013,1.817213,0.126776,clean
-1.387481,-1.657474,0.959197,-0.466979,0.565982,-0.166481,0.126113,-0.042864,1.142843,2.365613,clean
-0.247848,-1.48272,1.817642,-0.230276,0.748924,0.119323,0.330137,-0.51218,0.844863,-0.509127,clean
-1.597062,0.672711,-0.351099,-1.593884,0.064019,-0.979597,0.056392,0.004773,-0.49163,0.485174,clean
0.634347,3.706008,0.628637,0.494101,0.099016,-1.185703,0.11386,0.294249,-0.409027,-0.983856,clean
-1.900366,1.084012,-1.008886,-1.238321,0.057745,-0.1775,-0.101962,-0.112074,-0.39787,0.16081,clean
-1.992322,0.132722,-0.797429,-0.962406,-0.113726,0.118188,0.246553,-0.020728,-0.565446,0.058886,clean
-0.951333,0.143833,0.064182,0.192128,-0.356341,-0.663453,-0.120902,-0.323063,0.983158,-0.056686,clean
-0.581742,1.856435,-0.348259,1.632191,-0.592483,0.021575,0.121038,0.158284,-0.003062,0.19347,clean
-1.007445,1.171133,-0.38874,-1.334926,-0.136065,0.657423,0.238772,-0.098055,-0.067979,0.3461,clean
-0.687,-1.336783,2.574778,-0.131132,0.702559,-1.80974,-0.724244,0.397976,1.298508,1.479448,clean
-1.917849,1.531806,-0.894236,-1.525229,-0.226079,-0.217122,-0.006984,-0.08978,0.40571,0.027043,clean
0.215507,1.976613,-0.044982,1.079602,-0.196288,-0.194664,0.578321,-0.380952,-0.276705,0.289216,clean
5.059666,-0.786147,2.113124,-0.336429,-0.718391,-0.71742,0.273215,-1.500875,-0.621681,-0.647568,clean
-1.470116,-0.697742,-0.679833,-0.821458,-0.501108,0.490993,0.057197,0.201927,-0.87993,0.335121,clean
3.492325,1.342357,0.758329,-0.754663,0.052287,1.218962,-0.627277,0.095133,0.353226,-0.154391,clean
-1.833052,-1.942736,-0.29292,0.248252,-0.149378,1.432603,0.719356,-0.600891,0.114181,1.234176,clean
-0.796984,1.191715,-1.874062,-0.957543,1.682955,0.865719,-2.099772,-1.102519,-0.574559,0.367675,clean
0.675171,1.154994,-0.558803,1.253867,-1.212422,-0.251216,-0.022394,-0.674031,0.416026,-1.275887,clean
0.656464,1.722127,-0.322249,1.170357,-1.05923,0.094629,-0.012741,-0.080116,0.019833,-0.025576,clean
-1.909457,1.108556,-0.943164,-1.328008,-0.265112,-0.055128,0.101036,0.007401,-0.265725,-0.049002,clean
-1.231415,0.295906,-0.444238,1.468198,-0.199925,-0.730712,-0.456169,0.653167,-1.24067,-0.225888,clean
-0.005534,-1.378937,1.598693,1.271598,-0.034942,-0.759137,-0.022786,-0.405137,0.502854,-0.083898,clean
-0.77893,-0.289028,-0.238349,0.461668,-0.679368,-0.046534,0.004806,-0.22112,0.270784,-0.102849,clean
0.413822,1.878309,-0.274623,1.692995,-0.586371,-0.595949,0.359473,-0.113125,-0.532042,-0.031426,clean
-1.110559,0.879686,-0.126645,1.446811,-0.700527,-0.582893,-0.23642,0.113384,-0.19121,-0.568386,clean
1.53002,-2.477858,-2.282107,-0.632838,0.479834,1.54763,0.812117,1.581688,0.505627,0.619771,clean
-2.60949,-2.201832,-0.062039,-0.900162,0.211355,0.141795,0.319646,-0.509278,0.310781,-0.746652,clean
-1.512485,0.589639,-0.840391,-0.900704,-0.084457,0.447357,0.488497,-0.245432,-0.368225,0.481459,clean
-2.039228,2.265416,-1.133624,-1.619656,-0.467423,0.010097,-0.208632,0.133537,0.609133,-0.181276,clean
-0.800803,-1.693196,0.958678,-0.169889,0.22589,-0.388724,0.137608,-0.373829,0.886434,0.97765,clean
-0.652573,-0.317883,-0.574094,-0.383014,2.624474,-0.513944,-3.811497,-0.717052,-0.543349,1.084739,clean
0.785816,1.67898,0.242313,1.245855,0.010832,-0.735198,0.712555,-0.591643,-0.337928,0.060928,clean
-0.87332,-1.574544,0.82713,-1.111684,0.43616,-0.520001,0.527774,-0.775013,0.464268,1.62182,clean
0.91144,2.855226,0.100911,-2.028485,1.372467,0.919339,1.296652,-0.251337,0.038396,0.442444,clean
-1.826689,-2.103012,-0.763846,-0.232289,1.325537,0.951062,-1.0811,-1.289872,-0.107964,0.278202,clean
7.00884,1.552755,1.542186,-1.209841,-1.183543,-1.14059,0.22586,-2.119273,0.054248,-1.390947,clean
-2.796265,-2.268293,-0.3146,-0.80861,-0.170969,-0.159647,0.199959,-0.712091,0.417464,-0.414867,clean
2.016384,1.974751,1.652351,0.399775,0.788309,-0.526473,0.892033,-0.706741,-0.722675,-0.513129,clean
-0.817791,0.414761,0.984106,-1.418161,0.224868,1.173068,-0.117017,0.147099,0.781288,0.346221,clean
0.120481,1.721028,-0.171596,1.656647,-0.658725,-0.057234,0.2092,-0.008345,-0.242519,0.192231,clean
2.495431,-2.115982,0.25351,1.089491,-1.521183,0.638279,-0.110445,-0.014572,-0.340299,0.206052,clean
-2.640343,-2.256549,-0.305538,-0.834286,-0.098131,-0.417658,0.242561,-0.892434,0.633702,-0.634597,clean
-2.018467,0.136547,-0.768117,-0.965824,-0.167465,0.133135,0.225123,-0.051738,-0.579178,0.060619,clean
-0.372761,3.239524,-0.494086,-1.709559,0.369909,0.983929,0.722328,-0.422328,0.824929,0.511474,clean
0.020028,-1.269104,1.867605,0.131844,0.351186,-0.568041,0.121945,-0.243538,0.202773,0.677083,clean
2.244814,2.09627,1.321294,-1.02438,0.761742,0.37473,1.013164,-0.342857,-0.780318,1.193649,clean
-2.659444,-2.190275,0.003839,-0.911983,0.106709,0.161412,0.272143,-0.568103,0.287627,-0.736708,clean
2.252155,0.853373,-0.473847,0.906338,0.4144,-0.026374,0.3315,-0.555178,-0.706394,-0.247017,clean
-2.510545,-2.193219,-0.162351,-0.887145,0.378564,0.097145,0.428653,-0.460784,0.316337,-0.733818,clean
0.254701,-1.552908,2.490893,0.831926,-0.195939,-0.091081,-0.726468,0.519332,0.131416,-0.557457,clean
-2.406872,0.046622,-0.829454,-1.110854,-0.207255,-0.161284,0.052245,-0.022252,-0.467069,-0.331188,clean
0.92321,2.257046,0.03375,1.336165,-0.018245,-0.516109,0.759806,-0.549987,-0.018553,0.204957,clean
0.353111,1.476955,-0.542531,1.172229,0.132668,0.522186,-0.688067,0.146463,-0.899857,-0.293219,clean
0.274388,0.520074,0.852883,1.143842,-0.271159,0.162778,0.105826,0.082454,-0.874674,-0.191471,clean
1.99678,1.72489,-2.013503,0.924411,-0.153494,0.598451,-0.050182,-0.380297,1.403364,-0.580555,clean
2.751966,2.46466,1.862795,0.061527,0.923668,-0.223742,1.029434,-0.735219,-0.505101,0.029504,clean
-1.622004,-2.080732,-0.157,-0.270394,0.143357,1.189208,0.602951,-0.293536,0.119007,0.413795,clean
0.677693,2.83422,-1.00214,1.07481,0.075316,-0.237551,0.301656,-0.421447,-1.010835,0.508312,clean
-1.757823,0.347315,1.924549,-1.530498,0.374769,-4.112071,-1.8113,1.321175,1.280578,1.196008,clean
-0.32383,-1.676917,1.057145,1.644096,-0.074599,0.174341,-0.131976,0.544765,0.098395,-0.269184,clean
0.066403,0.445393,1.453703,0.978124,-0.167677,0.716505,-0.303725,0.357062,0.050258,-0.977653,clean
-2.789612,-2.248797,-0.270168,-0.853778,-0.060717,-0.263228,0.189686,-0.635054,0.502417,-0.347916,clean
2.269513,2.734767,0.909935,0.866394,0.229137,-0.527547,0.836262,-0.684768,0.063917,0.576151,clean
1.305712,-2.694072,-1.395289,0.000794,-0.339323,0.963959,0.327508,1.259786,0.149673,0.708864,clean
-2.509479,-2.152344,-0.125195,-0.899497,0.330609,0.089725,0.44935,-0.54632,0.265464,-0.691737,clean
2.18236,-2.244904,0.411679,0.936056,-1.803895,-0.128693,-0.465074,-0.377574,0.21808,0.203108,clean
3.126376,3.052297,-0.720433,0.077935,-1.212402,1.61978,-0.960101,-0.053698,1.245041,-0.292393,clean
-0.625128,-0.957272,-0.229943,0.704489,0.277354,-0.07489,0.037976,0.995701,0.09761,0.414602,clean
1.150587,3.484649,0.30613,0.775256,-0.259542,0.635843,0.364061,-0.137923,0.509298,0.062416,clean
-1.466837,0.48515,-0.14919,1.271118,-0.76325,-0.458149,-0.498152,0.627974,-0.522446,-0.689185,clean
1.476328,2.464863,-0.307205,1.074379,-0.417554,0.452719,-0.222137,0.303287,-0.090942,-0.422408,clean
2.884198,1.606323,-0.142846,0.664976,-0.371275,0.208807,0.81491,-0.715642,-0.023575,-0.405197,clean
-1.911249,-2.166123,-0.551606,-0.792689,0.292224,-1.069069,0.348007,-1.817113,0.969439,-1.277016,clean
-2.128606,-0.502243,-0.595783,-0.239464,-0.153369,-0.657833,-0.225865,0.523629,-0.349126,-0.156804,clean
-2.534559,-2.219168,-0.160856,-0.882432,0.368324,0.112369,0.390901,-0.42104,0.345512,-0.761569,clean
0.014246,2.061445,2.043715,0.625376,0.267221,0.384082,-0.573523,1.593218,-1.78388,-1.524412,clean
-0.867556,0.337934,-0.373697,1.256621,-0.638175,-0.019143,-0.228881,0.751209,-0.800998,-0.207819,clean
0.863346,-2.357391,-1.177682,0.302136,1.938617,-0.051334,1.053041,1.402758,0.924614,0.563166,clean
0.033812,0.744121,0.854885,1.355904,-0.580196,0.42982,-0.363534,0.269527,0.199282,-0.274692,clean
0.394059,-1.180651,2.064011,1.133127,0.110703,0.182783,0.11834,-0.06784,-0.252177,0.393357,clean
-0.86986,-2.248473,-0.730323,0.278185,0.910113,0.423624,0.681151,0.670723,0.601125,-0.002841,clean
-1.558747,-1.75862,0.602216,1.687762,-0.474114,-0.296274,-0.175885,0.03363,0.126009,-0.641021,clean
0.283949,1.492155,0.523998,1.445218,-0.066013,-0.27928,0.333564,0.010196,-0.492072,-0.068364,clean
-3.054377,-0.359993,-1.053352,-1.308299,-0.275945,-1.021033,-0.243151,0.163154,-0.715406,-0.809009,clean
-2.008349,0.193639,1.169973,-1.105915,0.092422,-3.243717,-1.438013,1.100491,0.736212,0.556769,clean
-0.885419,-0.096772,0.797134,-0.378253,-0.189556,-0.732196,-0.570969,0.478005,0.587827,0.993487,clean
2.167006,2.010862,-0.692929,0.985388,1.582359,-1.063288,1.340151,0.313476,0.450015,0.343177,clean
-1.757823,0.347315,1.924549,-1.530498,0.374769,-4.112071,-1.8113,1.321175,1.280578,1.196008,clean
0.64587,1.659925,-0.105424,1.132699,-0.481241,0.135797,0.326005,-0.011872,-0.392049,0.253781,clean
-2.158791,-1.961764,0.198927,0.90256,-0.323184,-0.699077,-0.231248,0.050195,0.958267,-0.084742,clean
0.194538,-1.531039,0.643604,2.187929,1.065461,-0.124971,0.460491,1.043092,0.30029,-0.231263,clean
-1.949539,0.731944,-0.976937,-1.212072,-0.346988,0.34705,0.019184,0.037069,0.055162,-0.272459,clean
-2.059261,-1.138665,0.008891,-0.807628,0.118091,0.461672,0.299571,-0.211832,-0.41201,-0.099386,clean
-3.015009,-0.62616,-0.91914,-1.220694,-0.312731,-0.875866,-0.172605,-0.061053,-0.61171,-0.699415,clean
-1.26717,-0.506542,-0.156394,0.950274,-0.487531,-0.695583,-0.287948,0.376291,0.048812,0.278805,clean
0.339087,0.936476,0.603609,1.402362,-0.283171,0.25956,0.245188,-0.254739,-0.19819,-0.427985,clean
-1.955808,-2.129511,-0.17497,-0.55331,0.225729,0.710483,0.535154,-0.374103,0.185032,-0.066274,clean
-0.93447,1.312254,-0.062485,1.324383,-0.74785,0.358747,-0.425267,0.68181,-0.073324,-0.456683,clean
-0.462721,3.094727,-0.36874,1.641999,-0.923312,0.248061,-0.350044,0.279824,1.164726,-0.497684,clean
-2.758375,-0.019519,-1.211657,-1.264759,-0.321055,-0.909306,-0.194684,0.347851,-0.951482,-0.555034,clean
3.624646,-1.704803,-0.089419,0.092341,-2.176682,-0.206417,-0.290961,-0.226237,-0.674219,1.11989,clean
-1.992322,0.132722,-0.797429,-0.962406,-0.113726,0.118188,0.246553,-0.020728,-0.565446,0.058886,clean
-0.461717,1.984579,-0.60257,1.075886,-0.885247,0.270228,-0.136541,0.648976,-0.684529,0.05555,clean
0.505684,2.126624,-0.116564,1.792237,-0.433529,-0.224571,0.459767,-0.171728,-0.045083,0.399027,clean
-1.634084,0.726469,-0.841362,-1.036729,-0.11654,0.346241,0.336359,-0.240665,0.013614,0.334455,clean
0.318622,1.628523,-0.443976,0.207181,-0.329769,-0.039979,0.554952,-0.303566,0.10736,1.021682,clean
-0.020478,1.234032,0.408709,0.871779,0.330791,-0.320073,0.48031,0.23707,-0.916539,0.119355,clean
0.325221,2.274137,-1.174265,0.233622,1.220989,1.098745,-1.830541,-0.364286,0.598913,-0.04356,clean
