@relation 'arff_redktor-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-9'

@attribute 0.344loc... numeric
@attribute 0.346amc... numeric
@attribute -0.555ca... numeric
@attribute -0.436dam... numeric
@attribute -0.501cbo... numeric
@attribute 0.606lcom... numeric
@attribute 0.463noc... numeric
@attribute -0.733noc... numeric
@attribute class {buggy,clean}

@data
-2.786771,1.384379,-0.353622,-0.646827,0.675632,0.011838,0.107675,-0.057908,clean
4.509683,1.145357,0.883601,1.563036,1.132529,-1.984579,1.031689,-0.560653,clean
1.043807,0.034992,1.408415,0.389278,-1.635442,0.897348,-0.086224,0.72277,clean
-2.875657,2.400504,-0.702504,-0.480426,1.343597,0.017975,-0.061186,-0.288697,clean
3.162352,0.602915,1.15457,-0.197748,0.780909,0.069374,-0.431324,-0.456319,clean
-1.779023,0.48687,-0.901407,0.747996,0.632222,-2.510945,1.016909,0.115453,clean
-0.941511,-1.505733,1.648126,0.667916,-0.657485,-0.262267,-0.373657,-0.430767,clean
-1.93532,-3.771232,0.05809,0.741486,0.642807,-0.570921,-0.760795,-0.733721,clean
-2.308979,2.313185,-0.189341,-0.567626,0.384781,0.202499,0.087431,-0.053405,clean
-3.385202,-2.668416,0.714152,0.163949,0.00664,0.051733,-0.809122,-1.210728,clean
-1.164836,-3.561287,-4.797538,0.974674,-4.132235,-1.1079,-2.74535,0.685383,clean
0.517719,-0.376004,1.276278,-0.128107,-1.217714,0.559133,0.176417,0.723394,clean
-0.790068,-1.419385,1.49506,-1.211337,0.047771,-0.379951,0.354016,0.362596,clean
-2.419644,-3.318954,0.133546,0.549318,0.211401,-0.347108,-0.84363,-0.858712,clean
1.568635,-0.642561,-2.73702,-0.533078,0.006621,-0.560264,-2.008466,-0.032316,clean
-1.500545,-3.958285,-0.534413,1.044251,0.647649,-0.147221,-0.641703,-0.442413,clean
2.923996,-0.411865,-3.655235,-1.09211,-2.650713,-0.070494,-2.157887,1.268897,clean
-2.786771,1.384379,-0.353622,-0.646827,0.675632,0.011838,0.107675,-0.057908,clean
-2.060857,1.971787,0.00324,-0.664718,0.615844,0.174237,-0.057292,0.010316,clean
0.198376,-0.610629,1.270441,-0.399629,-0.991728,0.50236,0.25345,0.767783,clean
0.494457,-0.362996,1.369156,-0.135706,-1.139715,0.572508,0.199347,0.687144,clean
2.369864,-0.411845,-1.648662,-0.131085,1.632601,-1.376698,0.025971,0.093298,clean
-3.126682,1.175981,0.034317,-0.88863,0.356663,-0.090646,0.962582,0.580037,clean
0.477633,-0.38569,1.324909,-0.574894,-0.612965,0.439335,0.08185,0.457876,clean
2.034598,0.226461,1.445449,0.282453,-0.718971,0.469306,0.019426,0.251546,clean
-2.918144,-4.306004,1.236198,0.86162,0.263095,-1.877572,-0.5775,-0.820525,clean
0.853019,-0.080249,1.224864,-0.971333,-0.132077,0.529473,-0.507732,0.083646,clean
0.330658,1.091473,-0.882364,0.138484,0.645053,-0.4568,1.076187,0.860717,clean
1.002939,-0.738325,0.72623,-0.045193,0.348828,-0.11102,-0.319377,-0.290554,clean
4.516825,-0.353034,-1.569638,-0.91978,1.759019,0.514694,-0.725834,-0.086985,clean
0.225873,-0.586978,1.327914,-0.607107,-0.627227,0.343062,0.308199,0.569747,clean
1.971529,0.251612,1.564957,0.536454,-1.002877,0.473432,0.129704,0.326013,clean
1.508443,-1.416871,-2.410504,-1.953263,-2.145847,0.66311,1.621314,-1.979242,clean
0.899716,-0.059516,1.335033,-0.196386,-0.99771,0.713457,-0.207978,0.473107,clean
4.376692,0.147568,-0.988778,-0.511084,1.159905,-0.107575,-0.697681,-0.275652,clean
1.910414,-0.592201,0.856835,0.922825,-0.01109,-0.081355,-0.431172,-0.288524,clean
-2.912406,-4.303699,1.236193,0.864246,0.263866,-1.880369,-0.57631,-0.823166,clean
-3.914763,1.408916,-0.206484,-0.48469,0.439463,-0.634434,1.496971,0.918396,clean
1.09168,0.040894,1.350801,-0.296949,-0.639944,0.611766,0.006111,0.289415,clean
0.125637,-0.836065,-0.522872,-2.229238,-1.175359,1.248218,1.785027,-1.53146,clean
-0.384245,0.908258,-0.664764,-0.22646,0.67531,-0.803401,0.920953,0.784449,clean
0.899249,-0.06492,1.250293,-0.262641,-0.983046,0.659197,-0.24147,0.450455,clean
1.30422,0.090289,1.215262,-0.633371,-0.280429,0.638808,-0.484144,0.114225,clean
3.165379,0.372597,0.808844,0.57509,0.358729,-0.710539,0.331088,-0.088657,clean
-0.148203,-0.877178,1.227948,-1.039448,-0.283219,0.185724,0.378684,0.572299,clean
2.708577,0.023247,0.951811,0.586655,-0.028887,-0.341702,0.403523,0.236239,clean
2.479539,0.033628,0.81065,0.276073,0.404685,-0.804048,0.512074,0.031958,clean
-0.323649,-4.911857,-1.819483,2.231188,2.018881,2.235238,0.426543,0.427822,clean
0.743068,-0.181104,1.325459,-0.53294,-0.600014,0.536379,-0.137871,0.346854,clean
-0.827868,-1.179125,1.761171,-1.089839,-0.271244,-0.335827,0.326491,0.369728,clean
-2.899017,-4.298319,1.23618,0.870374,0.265665,-1.886894,-0.573532,-0.829327,clean
-2.918144,-4.306004,1.236198,0.86162,0.263095,-1.877572,-0.5775,-0.820525,clean
0.006162,-1.080418,0.938263,-1.403324,0.291732,0.117007,0.439904,0.551792,clean
1.186093,-0.394554,1.378379,0.117819,-0.908796,0.322709,0.37191,0.660237,clean
1.00882,-0.0323,1.309547,-0.296312,-0.718146,0.647868,0.007215,0.377527,clean
1.348176,0.276095,1.279916,-0.654393,-0.340884,0.727589,-0.745612,0.00022,clean
0.452248,-1.296196,0.763692,0.039998,0.368326,-0.331403,-0.218066,-0.199562,clean
-3.016519,1.063808,0.101454,-0.686763,0.572667,-0.306654,0.879547,0.469274,clean
0.247038,-0.59041,1.236408,-0.60121,-0.706578,0.330308,0.273791,0.597544,clean
2.003521,0.234056,1.496209,0.378713,-0.86514,0.509442,-0.002456,0.298828,clean
0.516605,-0.37929,1.039848,-1.516429,-0.00989,-0.269158,-1.078414,-0.174155,clean
-3.228961,1.146345,-0.05932,-0.553965,0.447966,-0.072264,0.801031,0.315975,clean
-0.344996,-1.05038,1.221331,-1.284163,-0.063858,0.035006,0.362587,0.534273,clean
2.505506,-2.224224,-2.863115,1.26981,-1.514765,-0.23335,-1.237681,0.817458,clean
0.412806,0.066568,0.431581,-1.705654,1.62409,-0.099964,-0.612267,-0.204388,clean
-1.926347,-3.804188,0.152756,0.745221,0.73887,-0.605694,-0.735999,-0.756105,clean
-0.238734,0.857273,-0.751875,-0.193092,0.753172,-0.788049,0.945063,0.817713,clean
-2.87964,-4.314405,1.05319,0.871663,0.103879,-1.901215,-0.647109,-0.763172,clean
-2.566994,2.003135,-0.228723,-0.754647,0.544332,0.143908,0.265238,0.088208,clean
1.348176,0.276095,1.279916,-0.654393,-0.340884,0.727589,-0.745612,0.00022,clean
8.391996,3.442765,1.610816,4.548396,0.163076,-2.210395,1.753629,-1.585428,clean
1.831774,-0.444401,0.85267,0.206648,0.72941,-1.007413,0.215919,-0.249698,clean
-2.870325,-4.286791,1.236153,0.883506,0.26952,-1.900877,-0.567579,-0.842531,clean
1.017583,-0.069137,1.363155,0.07729,-1.077008,0.569467,0.355007,0.538769,clean
-2.268222,2.887629,-0.659445,-0.427101,1.406777,-0.065965,0.143586,-0.089406,clean
5.334803,-0.812046,-3.91127,-1.99002,-1.779163,1.386693,2.533438,-4.696126,clean
-0.287719,3.783903,-0.532846,-2.146966,1.767556,0.866296,-2.190744,-1.096326,clean
-0.93413,1.157106,-0.220254,-0.348581,0.783915,-0.509418,1.0783,0.640646,clean
0.896421,-0.100323,1.21941,-0.150582,-1.162306,0.737539,-0.23635,0.571792,clean
-0.724546,-4.649451,-1.362803,1.785605,1.974754,1.70247,0.29725,0.112345,clean
-0.425274,-1.105034,1.193296,-1.341003,-0.050324,0.027027,0.360121,0.557809,clean
3.169784,1.240756,1.033334,-2.086213,1.878991,0.620436,-2.674635,-1.423176,clean
-1.549318,-3.989654,-0.382115,1.002671,1.080545,0.105074,-0.409769,-0.500008,clean
-3.282944,2.12797,-0.372512,1.877788,-0.113963,0.416711,-0.153939,-0.685364,clean
-1.90852,-3.372884,-2.093274,0.658961,-1.316597,-0.243242,-1.397457,-0.200013,clean
-1.736693,0.480006,-1.084419,0.75979,0.473521,-2.536453,0.948094,0.171045,clean
0.711612,-0.240629,1.261784,-0.13462,-1.153853,0.746569,0.033909,0.693687,clean
3.497312,1.195782,1.493436,0.610432,-0.55908,0.767491,-0.740223,-0.297334,clean
0.570575,-0.304941,1.28852,-0.767456,-0.38592,0.43957,-0.106617,0.311165,clean
-1.360803,-1.32136,1.591991,-1.351908,-0.18139,-0.518947,1.042528,0.693172,clean
5.020089,-0.438312,-7.472405,-0.111753,-2.164634,-0.913161,-1.830771,1.82557,clean
1.412188,1.194236,-1.749415,0.231274,0.53289,-0.532966,0.592537,0.867158,clean
1.214258,1.401914,-2.625388,0.345516,-0.277907,-0.831118,0.362777,0.960977,clean
-2.952316,2.257815,-0.509627,-0.246201,0.664654,-0.105837,0.575709,0.39566,clean
7.976633,2.714092,1.419974,5.29949,-0.528584,-2.589822,2.71349,-0.719556,clean
-1.578914,1.840712,-0.285531,-1.488221,1.269877,0.348963,-0.041804,0.054877,clean
-1.719684,1.587984,-1.279941,-0.952551,-0.000011,-0.196833,-0.367041,0.420861,clean
0.276111,-1.964445,-3.604627,-3.35087,-5.185216,1.074455,3.608843,-5.324668,clean
2.143667,0.210826,0.455322,-0.743062,0.247476,-0.528978,-0.459211,-0.071831,clean
3.410247,0.389945,0.920421,0.300448,0.331545,0.000655,-0.003667,-0.074637,clean
-2.376509,1.972247,-1.052276,-0.701572,-0.169827,0.029124,-0.044432,0.338375,clean
1.438316,-0.239706,1.053434,-0.926264,0.370428,0.412639,0.132362,0.25963,clean
2.977878,-0.028083,-0.391396,-0.534691,-0.409835,0.07281,-0.9074,0.282337,clean
0.67821,-0.312942,1.344174,-0.147711,-0.944951,0.560656,0.413843,0.638162,clean
-1.80959,-1.505407,1.707342,-1.197903,-0.558872,-0.237378,0.663261,0.570138,clean
-2.958185,1.122118,-0.702619,-0.963857,-0.345387,-0.094343,0.958494,0.399299,clean
-1.810281,1.660576,-0.241998,-1.347371,1.083554,0.275559,0.240174,0.215303,clean
-1.550334,1.932349,-0.923477,-0.793786,0.475092,0.21464,0.144655,0.292925,clean
-2.032265,-3.273401,-1.430687,0.724217,-0.225504,0.668134,-0.705016,-0.367941,clean
3.021881,-0.075988,-0.123196,-0.44837,0.816501,-0.550778,-0.347612,-0.125851,clean
-1.948349,3.154625,-0.88669,-0.679188,1.635349,0.261474,-1.009604,-0.811544,clean
-0.701728,2.760469,-0.325803,-1.038768,1.677014,0.533834,-1.634133,-1.086277,clean
-2.158093,0.583117,-3.585078,-0.46602,-3.268293,-0.918575,0.28581,2.264371,clean
1.021589,-6.953309,-3.452427,4.413739,5.437557,7.370855,2.736381,1.848275,clean
2.363902,-0.540265,-2.518341,-1.013999,0.80635,-0.282195,-0.803525,0.575312,clean
1.470396,-0.199828,1.35153,-0.037637,-0.581441,0.326108,0.252855,0.431129,clean
0.006019,-0.601704,1.552644,-1.189025,-0.156589,-0.043594,-0.44068,0.115447,clean
0.555126,-0.314672,1.296147,-0.23739,-1.090659,0.650164,-0.008734,0.651616,clean
0.223967,-0.497644,1.42377,-1.183118,0.077177,0.249155,0.178656,0.250614,clean
4.379444,-0.256932,-2.839504,0.317763,2.12037,-1.531791,0.855131,0.493741,clean
2.799425,-0.258711,-0.549072,-1.108336,0.993004,0.44333,-0.464366,-0.022544,clean
0.708153,-0.237797,1.284401,-0.25114,-0.968572,0.664213,0.057693,0.596628,clean
0.887041,-0.592801,1.30298,-0.203529,-0.678242,0.220858,0.388409,0.656632,clean
-0.368001,1.162809,-0.811236,-0.189526,0.5569,-0.350513,1.022726,0.810771,clean
0.187884,-0.624028,1.277418,-0.463555,-0.896607,0.460446,0.274412,0.729679,clean
-0.731293,-1.391713,-0.019705,-2.45834,-1.707465,0.531423,1.772075,-2.553986,clean
-2.819568,1.581914,-0.012177,-0.651922,0.346674,0.145585,0.58211,0.342026,clean
-1.711717,-3.769688,-0.275379,0.979363,0.803816,0.12392,-0.491383,-0.552324,clean
2.615812,0.838794,1.089967,-1.936585,1.610398,0.481662,-2.040127,-1.081447,clean
-1.309848,3.260052,-0.313962,3.60142,-0.701198,0.901241,-1.065669,-1.140889,buggy
-1.804564,2.875174,-0.289213,3.660569,-0.967029,0.818053,-1.06583,-1.030198,buggy
-3.510747,1.792275,-0.504357,2.037356,-0.015237,0.332608,-0.261247,-0.802375,buggy
-1.393494,3.837711,0.141678,4.337444,-1.600633,1.334645,-1.451259,-1.461502,buggy
-1.632937,2.235783,-0.719556,-1.072107,0.561121,0.142388,-0.553453,-0.069477,buggy
2.252961,-0.187965,0.805872,0.080288,0.853496,-0.920546,0.290197,-0.224778,buggy
-3.402215,1.953954,-0.53733,1.777172,-0.149331,0.365422,-0.11866,-0.567886,buggy
0.731157,-0.239145,1.302178,-0.357684,-0.72248,0.554993,0.211838,0.487317,buggy
-3.438551,2.166679,-0.465126,1.687981,-0.071326,0.435935,0.033244,-0.509652,buggy
0.790928,-0.825348,0.907144,-0.659875,0.58749,-0.314787,-0.101639,-0.094063,buggy
-1.789424,2.920117,-0.381784,2.941147,-0.235799,0.639406,-0.803189,-1.079419,buggy
6.569162,1.922513,-0.114311,-0.985765,2.918553,0.7039,-2.231375,-1.657781,buggy
-3.247117,1.012965,-0.291221,-0.409373,0.339762,-0.137238,0.651377,0.260113,buggy
-3.247117,1.012965,-0.291221,-0.409373,0.339762,-0.137238,0.651377,0.260113,buggy
-2.821279,2.471065,-0.26861,2.994352,-0.73532,0.704101,-0.629829,-0.967331,buggy
-3.513558,1.871546,-0.472821,1.648988,0.043727,0.321887,-0.047882,-0.598999,buggy
-3.528477,1.917418,-0.451923,1.36203,0.115631,0.300348,0.096961,-0.476447,buggy
-2.744441,1.377515,-0.536634,-0.635033,0.51693,-0.013669,0.038859,-0.002315,buggy
-3.084352,1.169117,-0.148695,-0.876835,0.197961,-0.116154,0.893767,0.63563,buggy
1.518312,-0.23574,-1.381628,-1.280668,1.184859,-0.025282,-0.644063,0.226722,buggy
1.795948,-0.248056,1.037894,-0.094195,-0.001253,-0.025951,0.072811,0.208909,buggy
-3.058203,1.958226,-0.330973,1.967483,-0.025198,0.137703,-0.237115,-0.680925,buggy
-3.5695,1.760059,-0.511395,1.859923,0.08171,0.290585,-0.189389,-0.764148,buggy
4.791609,-0.52822,-4.454511,0.313603,0.881455,-1.229499,0.207782,1.116817,buggy
0.198376,-0.610629,1.270441,-0.399629,-0.991728,0.50236,0.25345,0.767783,buggy
1.590073,-0.244,-1.124739,-1.045378,1.237331,-0.620973,-0.484448,0.198163,buggy
5.243254,1.365872,0.126968,-0.818261,2.456019,0.164477,-1.347163,-1.211815,buggy
