@relation 'arff_xerces-1.2-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-10'

@attribute 0.357rfc... numeric
@attribute -0.516mfa... numeric
@attribute '0.46 lcom3...' numeric
@attribute -0.618ca... numeric
@attribute -0.548avg_cc... numeric
@attribute -0.512amc... numeric
@attribute -0.421npm... numeric
@attribute 0.448cbm... numeric
@attribute -0.753noc... numeric
@attribute class {buggy,clean}

@data
1.789173,-3.209545,-0.462628,0.207886,0.793703,0.981959,0.206769,-0.068103,0.083247,clean
-1.863164,1.233636,0.094671,-0.120286,-0.236365,0.166536,0.395395,0.367251,-0.221426,clean
1.212343,1.747017,-1.307438,0.608699,-0.941793,1.197247,-0.543873,-0.531367,-0.32232,clean
-0.707051,-2.49378,0.927372,0.678649,-0.606897,-0.182202,0.188443,0.382402,-0.069098,clean
-2.5637,1.10507,0.274421,-0.358618,0.077717,-0.758462,1.110405,0.362256,0.239061,clean
-1.811727,1.182607,0.184355,-0.35972,-0.305226,-0.172978,0.698717,0.297345,0.111645,clean
-2.26754,-1.307777,0.836947,0.106239,0.007991,-1.978273,0.426975,-1.181393,0.224963,clean
0.811825,-2.617537,-0.430989,0.424043,0.019521,0.730084,-0.246262,-0.385259,-0.179838,clean
0.100785,1.691769,1.967361,0.451097,-0.403,0.815207,-1.002988,0.687029,0.313826,clean
5.209302,-0.38752,1.244623,0.927647,0.98916,0.757153,0.541909,-0.023864,-0.01125,clean
2.965135,1.956923,1.013773,1.325782,1.808399,1.805198,-1.427219,-0.18277,-0.283005,clean
-0.210593,1.445742,-2.085702,0.277285,-0.901966,-1.097136,-0.734346,0.94133,-0.092371,clean
-0.746523,-2.354685,0.929468,0.651351,-0.572501,-0.257046,0.114876,0.237032,-0.075826,clean
-0.436816,1.528088,1.223528,0.329547,-0.186294,0.915224,-0.825842,0.694028,-0.138048,clean
-1.241343,1.370503,0.662978,0.073783,-0.264447,0.426453,-0.1109,0.503383,-0.082013,clean
0.5106,-1.595146,-0.87136,-0.887017,0.819697,0.57949,0.186434,-0.447038,-0.036257,clean
0.697864,-0.347293,2.481022,1.023446,-0.62841,-0.111247,-1.880551,-0.674745,0.185641,clean
1.639888,-2.402106,-1.328556,-4.735305,0.406561,-2.238385,-0.582845,0.178832,3.389603,clean
3.092453,1.906836,-2.384014,0.831411,-1.4633,0.684664,-0.138458,-1.033193,-0.592866,clean
-1.657963,1.148375,0.14577,-0.172194,0.582058,0.762837,-0.178222,0.671364,-0.730183,clean
-1.626179,-1.133013,0.717609,0.40422,-0.152908,-0.990499,-0.451449,-1.066651,-0.300664,clean
-2.560771,-1.251328,0.800572,0.064547,-0.093281,-1.84693,0.077882,-1.125947,-0.056106,clean
-2.111819,1.202703,0.044897,-0.21284,-0.328863,-0.1569,0.716851,0.281708,-0.038833,clean
7.782569,-2.76287,0.784874,-6.254969,0.29481,-0.01117,0.087172,-0.234193,4.955942,clean
-0.706463,0.737281,-0.059301,-3.422499,-0.213703,-0.273803,0.541483,0.193618,1.882034,clean
-2.531214,1.11646,0.259018,-0.344784,0.071792,-0.799533,1.110563,0.383361,0.229686,clean
-1.835114,1.264699,0.314318,-0.125323,-0.348654,-0.056142,0.491818,0.34642,0.046094,clean
-1.670815,1.2144,0.32179,-0.315604,-0.315841,-0.122892,0.586108,0.329067,0.155088,clean
-0.894059,1.448977,0.979341,0.177324,-0.284105,0.562174,-0.373426,0.56599,-0.006876,clean
-0.598803,1.283119,-1.236429,-0.145586,-0.756033,0.269936,0.045725,-0.057365,-0.007992,clean
1.327476,1.222569,-0.920907,-0.214044,1.232801,1.703309,-1.137888,-0.330991,0.018891,clean
-1.74811,-0.867046,-0.974028,0.410268,0.466112,-1.879951,-0.427745,-0.864854,0.452601,clean
-0.436033,0.953016,-2.190554,-0.115691,1.774859,0.087814,-0.536484,0.116681,0.256476,clean
-0.276482,1.10251,-1.000055,0.352146,1.620343,1.455615,-0.511138,-0.376227,-0.054787,clean
-1.689082,1.298083,0.457202,-0.080491,-0.360709,-0.006645,0.379024,0.376875,0.091497,clean
-1.947519,1.152403,0.05237,-0.40312,-0.29605,-0.223651,0.81114,0.264354,0.070162,clean
-1.781664,-1.146754,0.730927,0.343412,-0.235971,-1.245951,-0.224076,-1.125699,-0.126586,clean
-2.411022,1.167586,0.000925,-0.325484,-0.44941,-0.565635,1.114051,0.176165,0.202277,clean
-0.713091,1.452598,0.875104,0.256651,-0.134568,0.971579,-0.702132,0.653241,-0.328356,clean
-1.509551,1.264579,-0.073257,0.036005,0.026746,0.099217,-0.053516,0.712918,-0.46705,clean
2.077312,-0.389122,-1.375874,-5.23994,0.243562,0.757762,-0.066164,0.203956,3.637562,clean
14.660947,3.568426,-5.348913,1.440637,-13.956422,-0.360847,2.128922,-4.74905,-0.42955,clean
-2.139903,1.088719,0.020043,-0.557647,-0.385627,-0.683421,1.301301,0.147904,0.325821,clean
-1.947519,1.152403,0.05237,-0.40312,-0.29605,-0.223651,0.81114,0.264354,0.070162,clean
-0.143665,-0.651189,1.558677,0.821169,-0.516306,-0.265518,-1.427297,-0.820099,-0.187728,clean
0.335456,-1.052926,-1.548581,0.17374,1.444752,0.990636,0.362521,-0.460183,-0.021075,clean
-1.138382,-2.34392,0.682451,0.524963,-0.496587,-0.529038,0.31191,-0.008455,-0.125891,clean
2.51535,1.552688,-0.856924,0.127521,0.473535,1.267563,-1.339353,-0.192187,0.512107,clean
0.759765,-4.931601,-1.446735,0.858538,-0.1085,1.053018,1.532862,1.141793,-0.022227,clean
-1.768154,-1.144822,0.729945,0.347901,-0.235934,-1.253619,-0.226485,-1.120817,-0.128239,clean
-0.820529,1.468133,1.06325,0.197207,-0.298729,0.568643,-0.415058,0.574587,0.031596,clean
0.107118,1.327585,-1.462457,-0.047481,-0.639501,0.87139,-0.338164,-0.232842,-0.003361,clean
-2.111819,1.202703,0.044897,-0.21284,-0.328863,-0.1569,0.716851,0.281708,-0.038833,clean
-0.648898,1.509468,1.233379,0.245618,-0.317982,0.615202,-0.528776,0.598702,0.0868,clean
-0.87801,-2.556912,0.796164,0.631382,-0.588124,-0.268479,0.315097,0.333933,-0.098764,clean
0.052509,1.151285,-2.189471,-0.642656,-0.4606,0.274009,0.013744,-0.371896,0.523961,clean
1.736327,0.886975,-0.44935,0.583896,0.554731,-0.633191,-0.528202,0.199027,-0.378234,clean
-2.590306,-1.222501,0.809098,0.230243,-0.0848,-1.816167,0.154856,-1.155472,0.1806,clean
1.136622,1.935626,2.889207,0.73292,-0.475678,1.184274,-1.678247,0.798047,0.500886,clean
-0.503878,1.535794,1.31558,0.292495,-0.297546,0.732375,-0.669473,0.632039,0.051003,clean
-0.194736,-2.306083,1.370055,0.815127,-0.661058,0.023309,-0.159007,0.513996,0.059484,clean
0.038408,-0.524434,2.194253,0.838963,-0.456003,-0.443798,-1.491624,-0.702513,0.231335,clean
1.241857,0.395914,-1.508457,0.568413,1.918573,-0.366199,-0.629949,-0.315289,-0.257173,clean
-1.976026,1.232906,0.176883,-0.169439,-0.338039,-0.106227,0.604427,0.314698,0.00265,clean
0.394272,0.23468,-0.842901,-4.573091,1.311135,0.635814,-0.526511,-0.389877,-1.958716,clean
1.434474,0.993478,0.203052,-1.673736,0.565425,0.189369,0.242961,0.106191,-1.371441,clean
-0.065823,1.174302,-0.605045,0.415767,1.569749,1.494783,-0.700282,-0.290202,0.057715,clean
-0.707051,-2.49378,0.927372,0.678649,-0.606897,-0.182202,0.188443,0.382402,-0.069098,clean
0.235439,0.934965,-1.67979,-0.001827,1.811591,1.308103,-0.207659,-0.753905,0.4048,clean
-0.694772,1.465753,0.973449,0.256486,-0.152618,0.844162,-0.655358,0.658522,-0.219464,clean
1.446626,1.384993,-3.906144,0.043702,-1.693946,1.62424,-0.092879,-1.83945,-0.332528,clean
-0.608501,-0.236333,-1.199268,0.376359,1.858456,0.342069,-0.060901,-1.362515,-0.159953,clean
-1.835114,1.264699,0.314318,-0.125323,-0.348654,-0.056142,0.491818,0.34642,0.046094,clean
-0.082816,-0.658263,-0.727645,0.453869,-0.202741,0.359818,-0.004911,-0.098082,-0.115138,clean
-1.551144,1.119807,0.157415,-0.214076,0.613027,0.711801,-0.085262,0.660456,-0.715633,clean
-2.111819,1.202703,0.044897,-0.21284,-0.328863,-0.1569,0.716851,0.281708,-0.038833,clean
0.94005,1.441741,-2.161869,-0.622496,-2.022251,0.834068,0.053118,-0.793352,0.08961,clean
6.795686,2.266937,1.814681,0.071011,1.803678,-2.171922,2.060151,0.093672,-0.523164,clean
-1.49135,0.819882,-0.065837,-2.699853,-0.419909,-0.817059,1.135333,0.073039,1.713396,clean
-1.558593,-1.077673,0.820517,0.411665,-0.273969,-1.064857,-0.42218,-1.070504,-0.157368,clean
-1.291556,1.268395,0.444696,-0.179559,-0.203301,0.309782,0.132256,0.448094,-0.060625,clean
-0.785994,-2.215591,0.931565,0.624053,-0.538105,-0.331891,0.041308,0.091663,-0.082554,clean
9.773795,-2.24001,2.649776,0.380691,-0.570617,0.9268,-0.228167,1.244653,2.099736,clean
-1.768154,-1.144822,0.729945,0.347901,-0.235934,-1.253619,-0.226485,-1.120817,-0.128239,clean
-0.086733,1.614897,1.572549,0.424191,-0.25207,1.040964,-1.054418,0.720429,-0.024795,clean
-0.87801,-2.556912,0.796164,0.631382,-0.588124,-0.268479,0.315097,0.333933,-0.098764,clean
-0.53808,-2.43128,1.067704,0.724366,-0.624632,-0.107684,0.06936,0.4284,-0.031125,clean
-1.23374,-1.582893,0.567696,0.28142,-0.245167,-0.642173,0.056638,-0.101314,-0.119182,clean
-0.318071,1.266965,-3.006796,0.158916,-0.923594,0.51399,0.05148,-0.857468,0.220056,clean
10.720918,3.301325,1.822515,2.352105,2.269988,-3.479237,1.144528,0.75973,-1.204994,clean
-0.705375,1.531782,1.428935,0.203532,-0.463269,0.277994,-0.301621,0.532978,0.405081,clean
0.780318,0.57196,-1.500685,-1.39309,2.019372,0.47627,0.230685,-0.315224,-0.28999,clean
-0.87801,-2.556912,0.796164,0.631382,-0.588124,-0.268479,0.315097,0.333933,-0.098764,clean
-1.96682,1.224476,0.10355,-0.160825,-0.29174,-0.003765,0.546976,0.327885,-0.105375,clean
-0.407122,1.261458,-0.716435,0.310435,0.462185,0.901004,-0.543984,0.07262,0.052146,clean
0.233084,-3.345256,-1.235564,0.535124,0.533544,0.61741,1.090025,0.45075,-0.007991,clean
-0.87801,-2.556912,0.796164,0.631382,-0.588124,-0.268479,0.315097,0.333933,-0.098764,clean
-0.585171,1.120588,-1.409431,0.033434,0.973707,0.546026,0.043619,-0.118121,-0.305602,clean
0.039428,0.984665,-2.283009,-0.128342,1.523551,0.787017,-0.110473,-0.674914,0.298866,clean
1.344529,0.411684,-1.881119,0.635191,1.927653,-0.754127,-0.810838,-0.09125,-0.210592,clean
-0.99545,1.452674,1.078233,0.128797,-0.392175,0.28126,-0.159264,0.508158,0.227433,clean
-1.551144,1.119807,0.157415,-0.214076,0.613027,0.711801,-0.085262,0.660456,-0.715633,clean
-2.590306,-1.222501,0.809098,0.230243,-0.0848,-1.816167,0.154856,-1.155472,0.1806,clean
0.90116,-5.237055,-1.902776,0.934595,-0.720475,1.34912,1.625573,1.172507,-0.090857,clean
1.832988,0.809365,-2.596335,-0.39855,-3.275777,1.151164,-0.218055,-0.098836,0.314373,clean
-1.74811,-0.867046,-0.974028,0.410268,0.466112,-1.879951,-0.427745,-0.864854,0.452601,clean
-2.111819,1.202703,0.044897,-0.21284,-0.328863,-0.1569,0.716851,0.281708,-0.038833,clean
-1.302137,-1.363081,-0.760793,-0.089501,0.803926,-0.687908,-0.585666,-1.741028,0.522928,clean
-2.359218,1.01299,0.217495,-0.961946,0.086963,-0.845292,1.161499,0.323914,0.595964,clean
-0.20277,1.121118,-1.248983,-1.193155,-0.710775,0.237592,0.088713,-0.163345,0.654813,clean
0.088824,1.690712,1.968386,0.446419,-0.409389,0.795556,-0.985498,0.682486,0.327217,clean
-0.746523,-2.354685,0.929468,0.651351,-0.572501,-0.257046,0.114876,0.237032,-0.075826,clean
-1.811727,1.182607,0.184355,-0.35972,-0.305226,-0.172978,0.698717,0.297345,0.111645,clean
1.142354,1.091071,-2.407092,0.305202,2.251754,-0.653956,-0.338712,0.333404,-0.067769,clean
-0.87801,-2.556912,0.796164,0.631382,-0.588124,-0.268479,0.315097,0.333933,-0.098764,clean
0.11209,-3.340931,-1.141303,0.57811,0.680322,0.611233,0.996659,0.528193,-0.01889,clean
-2.411022,1.167586,0.000925,-0.325484,-0.44941,-0.565635,1.114051,0.176165,0.202277,clean
-1.811727,1.182607,0.184355,-0.35972,-0.305226,-0.172978,0.698717,0.297345,0.111645,clean
-0.989867,-3.284815,0.082008,0.546919,-0.213661,-0.03783,0.64229,0.400954,0.034984,clean
0.171135,0.856868,-1.27942,-1.40775,1.791706,0.543408,0.515164,-0.717294,-0.708005,clean
-0.33445,-0.711587,1.422924,0.764571,-0.519139,-0.471467,-1.204164,-0.871234,-0.165364,clean
-2.111819,1.202703,0.044897,-0.21284,-0.328863,-0.1569,0.716851,0.281708,-0.038833,clean
-0.807536,1.0328,0.238494,-1.077691,-0.033794,0.156908,0.450484,0.372414,0.283432,clean
2.958761,-1.691691,-2.258929,1.17179,-5.412078,1.216181,0.348045,0.419816,-0.675333,clean
-1.363297,-1.013362,0.938248,0.468797,-0.296947,-0.962885,-0.568918,-1.016085,-0.145796,clean
0.891952,0.322739,-0.864715,0.290511,1.478839,0.567861,-0.038374,-1.000092,-0.305265,clean
-1.724184,-1.168486,0.726755,0.195014,-0.234127,-1.261665,-0.222746,-1.132144,-0.032141,clean
-1.159028,-2.028123,0.667244,0.576361,-0.384221,-0.409445,-0.135036,-0.234678,-0.314838,clean
-1.524783,1.247784,0.464674,-0.270772,-0.327895,-0.073395,0.473314,0.359522,0.200492,clean
0.584258,1.069175,-1.48742,-0.101803,1.60197,1.117221,-0.061116,-0.563615,-0.023363,clean
-1.040908,-0.938809,1.069293,0.573075,-0.246154,-0.66355,-0.879439,-0.922608,-0.265526,clean
-0.707051,-2.49378,0.927372,0.678649,-0.606897,-0.182202,0.188443,0.382402,-0.069098,clean
-0.717826,1.438558,1.260829,-0.035875,-0.409763,0.165274,-0.093428,0.492777,0.456911,clean
-1.455855,1.318694,0.437224,0.010721,-0.236115,0.376532,0.037966,0.465447,-0.169619,clean
1.339643,-0.659898,0.878501,0.730712,-0.272285,-0.152531,-1.27037,-1.25203,0.031163,clean
-1.012383,1.402256,0.727685,0.15574,-0.191863,0.697283,-0.387126,0.574219,-0.225249,clean
-0.425919,1.045699,0.45621,-1.131304,-0.005869,0.233626,0.313761,0.418407,0.389251,clean
0.781845,-1.601422,1.960256,1.048919,-0.734862,0.379847,-1.118613,0.204343,-0.007112,clean
-0.474421,-1.933434,-0.270785,0.023159,-0.153937,-0.906413,1.170567,1.235062,-0.092828,clean
-1.373631,1.282758,0.613007,-0.225224,-0.34139,-0.024486,0.360336,0.388708,0.247855,clean
0.8751,-2.928534,-1.878033,0.620543,-0.435822,0.442177,0.935512,-0.100223,-0.099878,clean
1.111507,1.915345,2.773184,0.738082,-0.41536,1.300094,-1.742099,0.823095,0.371672,clean
0.507223,1.7759,2.256157,0.571851,-0.38516,1.058959,-1.33394,0.754488,0.2904,clean
-1.551144,1.119807,0.157415,-0.214076,0.613027,0.711801,-0.085262,0.660456,-0.715633,clean
-1.600121,-1.129359,0.718098,0.412568,-0.152759,-1.002591,-0.454013,-1.059281,-0.304152,clean
0.692981,0.961728,-1.679644,0.067481,2.217947,0.291541,0.157513,-0.315005,0.104073,clean
-1.947519,1.152403,0.05237,-0.40312,-0.29605,-0.223651,0.81114,0.264354,0.070162,clean
6.520728,2.264117,1.335242,0.762971,-0.107672,1.203173,-1.613765,-0.376947,-0.381806,clean
1.477617,1.583444,-1.546337,0.699794,-0.332457,1.482419,-0.82183,-0.693061,-0.290879,clean
0.90692,-0.979465,-0.354827,0.694016,0.888083,0.255031,-1.056035,-1.984025,-0.023724,clean
-0.87801,-2.556912,0.796164,0.631382,-0.588124,-0.268479,0.315097,0.333933,-0.098764,clean
-1.947519,1.152403,0.05237,-0.40312,-0.29605,-0.223651,0.81114,0.264354,0.070162,clean
-0.184167,-2.23338,-0.727681,0.157758,0.303906,0.604542,0.032003,-0.259645,-0.056267,clean
-2.111819,1.202703,0.044897,-0.21284,-0.328863,-0.1569,0.716851,0.281708,-0.038833,clean
-0.98704,1.428388,0.89857,0.149512,-0.280916,0.521497,-0.301524,0.549204,-0.021648,clean
0.72523,0.770345,-1.300002,-1.717496,1.881447,0.548212,0.204359,-0.629085,-1.096489,clean
-0.617023,-2.153091,1.071897,0.66977,-0.555841,-0.257374,-0.077775,0.137661,-0.044581,clean
4.82877,-3.74122,1.912893,-15.838361,-1.343154,-0.839847,-3.401072,0.270443,-7.451117,clean
-2.111819,1.202703,0.044897,-0.21284,-0.328863,-0.1569,0.716851,0.281708,-0.038833,clean
-0.843331,-0.845921,1.355947,0.51234,-0.355332,-0.732552,-0.941683,-0.889265,0.028428,clean
2.256921,1.475114,-1.137736,-0.097745,0.281234,0.865761,0.028619,-0.701248,-0.045556,clean
-0.309152,1.369371,-1.874756,0.082285,-0.77402,-0.112557,-0.666368,0.385396,0.043271,clean
-0.962014,-0.29123,-0.039251,-0.151344,0.145536,-1.637805,0.298657,-0.013491,-0.065652,clean
-1.705543,1.27615,0.303219,-0.07465,-0.279435,0.156734,0.302341,0.395627,-0.098971,clean
-1.670815,1.2144,0.32179,-0.315604,-0.315841,-0.122892,0.586108,0.329067,0.155088,clean
-1.859565,1.252726,0.240924,-0.129228,-0.318248,-0.004476,0.479934,0.348432,-0.028096,clean
1.291699,0.364492,-1.31278,0.471299,2.092585,-0.081781,-0.250307,-0.620052,-0.380091,clean
-1.558593,-1.077673,0.820517,0.411665,-0.273969,-1.064857,-0.42218,-1.070504,-0.157368,clean
-1.138382,-2.34392,0.682451,0.524963,-0.496587,-0.529038,0.31191,-0.008455,-0.125891,clean
4.421365,2.328158,-8.174217,1.065267,-2.020494,-7.944249,-5.725559,5.91005,0.480581,clean
-0.956953,-2.278723,0.800356,0.576786,-0.519333,-0.418169,0.167962,0.043194,-0.112221,clean
0.662431,-3.377055,-0.752172,0.370456,0.335111,1.21868,-0.120703,0.033299,0.017173,clean
0.48063,-3.269828,-1.564803,0.754493,-0.359844,0.984994,0.966991,0.385213,-0.146561,clean
-0.539616,1.428139,1.060734,0.052533,-0.203619,0.693482,-0.491297,0.60152,0.010032,clean
-1.148432,1.390233,0.739339,0.102532,-0.264543,0.473764,-0.188176,0.522553,-0.072932,clean
0.07797,-0.46847,-5.630999,1.606129,0.32453,-8.036673,-4.703232,3.677751,0.798529,clean
-1.974226,1.061361,0.343447,-1.093738,0.277414,-1.052269,1.483872,0.219707,0.573085,clean
-1.138382,-2.34392,0.682451,0.524963,-0.496587,-0.529038,0.31191,-0.008455,-0.125891,clean
-2.111819,1.202703,0.044897,-0.21284,-0.328863,-0.1569,0.716851,0.281708,-0.038833,clean
-0.53808,-2.43128,1.067704,0.724366,-0.624632,-0.107684,0.06936,0.4284,-0.031125,clean
-1.085858,1.384243,0.649659,0.134592,-0.181384,0.681905,-0.338272,0.562432,-0.256091,clean
-0.055457,1.63231,1.670381,0.425297,-0.296572,0.962264,-1.021481,0.707358,0.074445,clean
0.368956,-1.153327,-1.859342,0.286001,1.906485,0.729893,0.417461,-0.646637,-0.079902,clean
-1.811727,1.182607,0.184355,-0.35972,-0.305226,-0.172978,0.698717,0.297345,0.111645,clean
-0.266214,-3.742544,-0.918983,0.634907,0.588843,0.473045,0.867381,0.200371,0.035215,clean
-1.206264,-0.955072,1.070437,0.51213,-0.315811,-0.870235,-0.694753,-0.973947,-0.114418,clean
2.363736,-1.092678,3.512135,1.433681,-0.924369,0.719596,-1.935058,0.406741,0.504625,clean
1.01359,-2.09878,2.22896,1.167518,-0.701044,0.688685,-0.917225,0.916289,0.119376,clean
-1.138382,-2.34392,0.682451,0.524963,-0.496587,-0.529038,0.31191,-0.008455,-0.125891,clean
1.899996,-1.583984,0.449868,1.182048,1.089625,0.959765,-1.173531,-1.08337,0.012001,clean
-0.191235,1.5124,1.406441,0.15007,-0.243564,0.78601,-0.718918,0.648483,0.1224,clean
