@relation 'data/M_multi_metrics_ML.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R62-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-21'

@attribute 0.194WCHU_rfc... numeric
@attribute -0.26ck_oo_lcom... numeric
@attribute 0.318ck_oo_numberOfMethodsInherited... numeric
@attribute -0.289LDHH_numberOfAttributes... numeric
@attribute -0.311LDHH_fanIn... numeric
@attribute -0.36LDHH_numberOfPublicAttributes... numeric
@attribute -0.516LDHH_noc... numeric
@attribute 0.426CvsLogEntropy... numeric
@attribute 0.343LDHH_dit... numeric
@attribute -0.346ck_oo_dit... numeric
@attribute 0.387LDHH_numberOfPrivateAttributes... numeric
@attribute 0.434numberOfCriticalBugsFoundUntil:... numeric
@attribute 0.434ck_oo_numberOfAttributesInherited... numeric
@attribute 0.425LDHH_numberOfMethodsInherited... numeric
@attribute -0.337ck_oo_numberOfLinesOfCode... numeric
@attribute -0.374LDHH_numberOfPrivateMethods... numeric
@attribute 0.353LDHH_numberOfPrivateMethods... numeric
@attribute 0.426CvsWEntropy... numeric
@attribute 0.494ck_oo_noc... numeric
@attribute 0.419ck_oo_noc... numeric
@attribute class {buggy,clean}

@data
-1.629668,3.005762,3.544548,-1.643847,-0.922182,-1.265117,0.25483,0.500008,-0.031127,-0.737057,0.001777,-0.379571,-0.294376,-2.343594,1.916888,-1.567672,0.760398,0.895787,-0.217737,0.461114,clean
-2.891929,-0.472375,-1.020494,-0.221221,0.013342,0.725168,0.294999,-0.893216,0.484885,0.771469,-0.155122,-0.189934,0.162846,-0.095884,-0.328129,0.143654,0.00945,0.008579,0.198637,-0.140931,clean
-2.074669,0.181167,-0.074561,0.788081,-1.171008,-0.554972,-1.883799,0.005497,-0.234558,-0.109288,0.463752,-0.16752,0.201434,-0.46169,0.365853,-0.205605,0.212667,-0.399094,-0.614205,-0.634845,clean
4.98637,0.38915,1.921964,-4.03586,0.797095,-1.477223,1.202149,-4.664547,-1.074798,-0.757,3.156762,-5.885504,1.676737,-1.172985,0.812693,1.962191,1.158664,0.659473,0.552394,1.594594,clean
-1.858841,-0.273592,-0.033843,-0.655181,-0.175003,0.97859,0.53658,-0.96114,0.388039,-1.25484,-0.710296,-0.598589,0.332774,-1.237641,0.212059,0.132571,-0.500487,0.242181,0.123785,-0.918505,buggy
-2.705745,-0.691065,-0.078577,-0.462652,-0.475612,0.333795,0.295378,-1.103256,-0.290571,0.670543,-0.119514,0.072276,-0.779141,0.505464,-0.441325,0.001918,0.052539,0.030181,0.319464,0.193064,clean
-1.849636,0.606842,-1.156942,0.777573,0.605331,0.46165,-0.217315,0.771757,0.124737,0.493432,-0.195662,-0.184975,0.621192,-0.378796,-0.260139,0.12111,-0.061659,-0.037759,-0.019057,0.114822,clean
-0.780953,0.165226,0.324154,1.149689,0.61162,-0.161865,-0.004279,1.239051,-0.194138,-0.345125,-0.317564,0.387734,-0.768433,0.419627,-0.031425,0.415752,0.641753,-0.190554,0.145438,0.322752,clean
-3.230932,-0.890966,-1.006657,-0.701811,-0.086409,0.952623,0.32415,-1.161738,0.607012,0.69418,-0.300671,-0.34215,0.059717,0.171698,-0.250578,0.074356,0.012575,0.004496,-0.138492,0.054796,clean
-2.312382,-1.397858,0.027239,-0.528794,-0.133013,1.037525,0.605212,-1.299202,0.757827,-0.274288,-0.499365,-0.01975,0.397272,-0.379029,0.535256,0.037235,-0.927512,-0.147621,0.044009,-0.682975,clean
-2.020841,-1.815686,0.819271,-0.113097,-0.339236,0.588942,0.361436,-0.652266,-0.120594,0.797224,0.04069,0.176905,-0.875304,0.564368,0.042759,0.337823,0.175295,-0.381399,0.394209,-0.361493,clean
-2.578474,-0.114254,2.026857,-1.649866,-0.968598,0.2544,0.765779,-1.415276,-0.69748,-1.870999,0.692756,-0.195885,-0.247784,-0.050336,0.578071,-0.166667,-0.000956,0.330966,0.189455,-0.908459,clean
-0.177077,-0.605766,3.644588,-1.521108,-0.407983,0.240228,0.50845,-1.588964,-1.559259,-0.752051,0.650315,-1.499014,-0.532431,1.269504,0.215416,-0.131286,0.335701,-1.463714,-0.354212,1.917473,clean
-2.785495,-1.178171,-0.728731,-0.379121,-0.651893,0.650723,0.696498,-1.080737,0.602437,0.498815,-0.241582,-0.202041,-0.059517,-0.070044,-0.210373,0.224985,0.158005,-0.152342,-0.100573,0.093265,clean
-2.347467,1.038242,0.460487,0.168919,0.061597,-0.081532,0.000235,0.653405,-0.924221,-0.035312,0.602459,0.033083,-0.22633,0.125765,0.342279,-0.585206,-0.095221,-0.046966,-0.143945,0.074842,clean
5.752875,0.63215,-2.132501,1.820003,-1.288827,-1.126805,2.108976,-0.804629,-0.445108,1.043633,0.507018,-0.854887,1.274463,0.716643,1.144005,-1.101545,0.627362,-1.136194,-0.904897,0.25692,clean
9.581655,2.517627,-1.322573,0.711491,4.333201,1.68581,-0.814381,-2.228178,-1.306173,0.434246,0.475434,-0.476723,1.100495,0.667098,0.79869,-0.80409,-0.929974,-1.063618,-0.548557,0.556857,clean
-2.43861,0.123138,0.430839,-0.61027,-1.052167,-0.040558,0.589368,-0.967936,-0.574696,-0.692675,0.292794,0.107837,-0.837588,0.750117,-0.267325,-0.644593,-0.051971,0.255649,0.107655,-0.779306,clean
-1.130405,-3.023488,0.130783,0.564877,-2.112137,-0.516876,1.412827,-0.40389,0.82835,0.492072,0.124092,0.80546,-0.703586,-0.067259,-0.161256,0.673099,2.055462,-0.668467,-0.494603,0.222493,buggy
6.194687,-1.49604,1.151871,1.592114,3.356883,1.739911,0.454012,-3.012357,0.821033,-1.934901,-3.397036,-0.470588,-0.648439,1.104024,-1.025012,-0.937259,-1.036223,0.676444,-1.081394,-0.257345,clean
-0.549666,0.834832,-0.926661,1.672446,1.456906,-0.008135,-0.384487,1.309943,0.379119,0.105318,-0.318347,0.036159,0.537488,-0.302855,-0.045468,0.511941,0.30653,0.20534,0.408258,-0.231339,clean
-1.67867,-0.046235,-0.381562,0.289614,0.294238,0.239157,-0.11257,0.771577,0.183182,0.526134,1.004332,-0.241898,-0.061396,-0.175937,-0.347756,-0.131052,-0.423805,-0.182703,-0.012596,0.175363,clean
-0.909308,2.774759,3.199947,-0.687894,0.157477,-1.21233,-0.063743,0.689936,-0.600236,0.06877,0.11054,-0.542601,1.206438,2.059421,-1.87849,1.446006,0.206505,-1.01221,0.184561,1.576008,clean
-0.176922,-0.991504,-1.325944,3.016057,-3.732397,-2.854793,-1.054109,0.212445,1.308087,-0.334936,0.012724,0.530861,0.563113,0.089563,-0.256108,-0.593648,0.161332,0.156206,0.813244,1.3925,clean
2.129662,2.126987,0.383672,-0.741017,0.073883,-0.817446,0.223381,0.178311,-0.270134,2.261687,1.992089,-1.953559,-1.744377,-0.801287,1.85383,-0.278869,-0.69285,1.12489,-0.184004,0.648346,clean
1.344206,-1.458147,-0.20242,0.056526,1.775344,-1.446407,0.176521,1.106034,-0.529819,-1.534445,-2.381857,-0.211073,-0.821594,-0.204094,-1.071494,0.011996,-0.694403,-0.427382,-0.481762,0.467061,clean
-0.055,0.978354,-0.666381,0.477336,1.434449,-0.206634,-0.24458,0.705059,0.354975,0.17741,1.302876,-1.010376,-0.28781,0.888886,0.167512,-0.501711,-0.056319,0.203688,0.118617,0.085211,clean
-1.796437,1.380191,0.08004,0.475394,0.485816,-0.036069,-0.122378,0.687022,-0.729387,-0.242689,0.404866,-0.054488,0.177448,-0.152376,0.231203,-0.517961,-0.186612,0.161106,0.029803,-0.27914,clean
-2.450048,-0.131535,-0.776964,0.634474,0.28584,0.360448,-0.38245,0.64279,0.240546,0.801175,0.179916,-0.009938,0.656194,-0.192108,-0.108644,-0.086794,-0.131175,-0.045952,0.210973,0.338172,clean
-2.142081,1.12239,-0.119904,0.303374,0.326456,0.102239,-0.177027,0.775316,-0.419323,-0.217545,0.530627,-0.169131,0.654759,-0.440382,0.260817,-0.364424,0.021526,0.131762,-0.154916,-0.02098,clean
1.314489,1.213462,-1.908128,1.003638,1.345704,0.316365,-0.210994,1.559044,0.931225,-1.09375,-0.508805,-0.376081,-0.946782,-1.166518,-1.477998,1.048985,0.104783,-0.11036,0.075318,0.341216,clean
-3.265047,-0.896264,-1.038438,-0.742482,-0.102909,0.831584,0.335977,-1.148644,0.517169,0.77599,-0.26094,-0.254524,-0.014908,0.075624,-0.283626,0.22004,0.106602,-0.044299,-0.073519,0.08523,clean
-2.136204,-0.563473,3.037321,-1.930231,-0.837204,0.261173,0.74902,-1.932163,0.616638,-2.703821,0.691529,-0.497019,2.92987,-2.428632,1.071527,1.392223,0.669431,0.665217,0.282633,0.742776,buggy
-3.147489,-0.991629,-0.740788,-0.662384,-0.216898,0.95325,0.391134,-1.122163,0.586012,0.517249,-0.179944,-0.332722,0.036893,0.118882,-0.089832,0.086571,0.017851,-0.066561,-0.105811,0.168573,buggy
2.076147,2.565562,1.907767,1.428109,0.831276,-0.717135,0.334591,0.623707,-2.611986,-0.826564,-0.611337,0.612193,-1.798549,0.55303,0.738929,0.32626,-1.051764,0.054236,0.511438,-0.440509,clean
-1.805743,-0.288226,0.447763,0.814195,0.326339,-0.129592,-0.171611,1.075311,-0.38018,0.877376,0.733818,0.500479,-0.287213,0.487135,0.365745,0.244642,0.344192,-0.360446,0.453916,-0.029057,clean
3.188916,3.184508,-0.250828,0.611628,1.587257,-0.688677,0.03453,0.381596,0.768609,0.951537,-0.623759,-1.495664,-1.738549,-1.664187,0.874553,0.029786,-0.207683,1.528011,0.374923,-0.159839,buggy
-0.94795,4.650824,7.638836,-3.061679,-2.188676,-2.725193,0.768267,0.323757,-1.41255,-1.023542,0.79416,-0.372627,-0.927781,-0.585455,1.031628,-1.047136,1.074078,-1.726512,-0.613125,2.26067,clean
-1.565295,0.939937,-0.068178,1.101411,0.837142,-0.131198,-0.131899,0.601765,-0.377703,0.476966,0.19984,0.31932,0.1981,0.353508,-0.319802,-0.506524,-0.085614,0.497419,0.433618,-0.213409,clean
-2.2497,-0.294709,0.287708,-0.276783,-0.038135,0.404395,0.317898,-0.671568,-0.468327,0.523866,-0.139791,0.166209,-1.274512,0.786071,-0.299571,0.212156,0.243935,-0.094161,0.220149,0.114829,clean
-3.286226,-0.860513,-1.01977,-0.702333,-0.15704,0.910063,0.343158,-1.147344,0.526474,0.781986,-0.240339,-0.268158,-0.01607,0.048221,-0.31009,0.194813,0.081838,-0.057678,-0.062835,0.083864,clean
-1.663259,0.028897,-0.847599,0.843889,0.651364,0.343481,-0.174754,0.975623,0.456587,0.335878,-0.093417,-0.0316,0.552404,-0.146653,-0.045519,0.18063,-0.012616,-0.040674,0.003464,0.122746,buggy
-2.010696,0.039782,-0.203338,0.647785,-0.127557,-0.210239,0.20321,0.667934,-0.00925,0.404584,0.448745,0.051203,0.279179,0.15031,0.112032,0.054994,0.418029,-0.124347,-0.268172,0.342289,clean
-2.125926,-4.918314,-4.169926,-7.312482,4.235545,-8.017069,-0.487756,0.156034,-1.976889,0.155783,-1.218655,-0.096715,0.47305,-0.89797,-0.537273,-0.29958,-0.490572,-0.214847,0.438495,-0.409632,buggy
0.360333,1.851315,-0.245903,1.693719,1.87415,-1.268524,-0.048246,0.149934,0.217757,0.41353,1.326469,0.427361,-0.53334,0.924869,-0.469961,-0.430121,1.125075,1.405101,0.786927,-0.549838,clean
-1.147636,-1.282157,-1.431307,-1.680215,-0.644542,1.267161,0.285034,-0.786554,0.575287,1.324194,1.305802,-0.317722,-0.421296,-0.201848,-0.234296,0.751362,-0.351851,0.380795,0.168114,0.101096,clean
-1.69224,0.382704,-0.510406,1.125775,0.13001,-0.453373,0.183344,0.881868,0.040576,0.541186,0.448502,0.186473,0.242097,0.255625,0.067805,-0.078876,0.415601,-0.024841,-0.058692,0.082654,clean
-1.713633,2.020253,1.626022,0.109716,0.037525,-0.547697,0.114316,0.639639,-1.530987,-1.257028,0.915514,-0.013278,-0.018191,-0.467591,0.782354,-0.763117,-0.015944,0.259356,0.052947,-0.054324,clean
-2.055769,-0.078044,-0.177416,0.68873,-0.100111,-0.07212,0.127685,0.732866,-0.155638,0.558337,0.452848,0.169858,0.150393,0.087182,0.07224,-0.065192,0.251292,-0.254482,-0.10466,0.22942,clean
-0.188514,0.307949,2.139573,0.674489,0.557971,-0.484984,0.232126,-0.24592,-1.070295,-0.938835,1.293159,1.88743,-0.116833,-1.018431,1.122213,-0.398029,0.500642,-1.031316,-0.582392,0.111224,clean
-3.071231,-1.014479,-0.76986,-0.432517,-0.222443,0.964566,0.333997,-1.068053,0.414555,0.932491,-0.196396,-0.147299,-0.037603,-0.19515,-0.426517,0.247501,0.103057,-0.137162,0.23529,-0.066297,clean
0.383483,1.019646,0.100392,1.416801,1.348799,0.10016,-0.086492,1.267899,0.740889,-2.215647,-1.421864,-0.442952,0.853707,-0.999077,-0.122311,0.636101,0.628785,0.741199,0.101715,0.0155,clean
2.162877,-4.190196,2.519402,0.151709,-0.612949,1.79236,0.102846,0.500642,-0.661327,-0.288165,-0.958626,0.037423,-0.267933,-1.362106,0.666064,1.745772,0.111023,-0.240934,0.665311,-0.537501,clean
0.447252,0.67683,-0.972697,1.85573,1.543081,0.258882,-0.168406,1.277401,0.58201,-0.831954,-1.61549,-0.222162,0.007927,-0.317311,-0.507509,0.711023,0.364178,0.256413,0.080219,0.036044,clean
-0.887226,1.266443,0.887616,0.594942,0.92186,-0.249336,0.061914,-0.287548,-0.919439,-0.139736,0.75702,1.713217,-0.197896,-0.109813,0.556117,-0.518872,-0.327937,-0.945711,-0.518815,0.238032,clean
1.09864,1.78573,-1.390679,0.479344,1.263377,-0.31955,-0.101975,1.058943,0.66233,-0.133449,1.930256,-0.949436,-0.221251,0.181651,-0.436894,-0.92316,-0.922093,0.099217,0.778578,-0.317156,clean
-0.766412,0.359523,1.237466,0.728757,0.639214,-0.068805,0.0883,-0.230783,-0.784318,0.078308,0.827874,1.561202,0.529956,-0.74341,0.610595,-0.318581,-0.768933,-1.053222,-0.103571,-0.078078,clean
-2.930575,-1.004113,-0.81775,-0.448005,-0.125769,0.948183,0.404509,-1.149628,0.609604,0.710968,-0.323208,-0.207165,0.020852,-0.051472,-0.256898,0.245259,-0.137754,-0.079489,0.181622,-0.158031,buggy
1.279053,0.007079,-1.676114,0.605683,-0.516202,1.129398,0.338959,1.360424,-0.251533,-0.345075,-1.760012,-0.688409,0.284101,-0.101896,-0.200734,0.186563,0.637155,-0.651113,-0.307636,0.573795,clean
-1.680029,0.715111,1.439382,-2.049929,-1.142521,-0.201916,0.750884,-1.046004,-0.058774,-2.320164,1.850734,-0.50117,-0.115216,-0.663093,-0.303891,-0.185254,0.182128,0.652154,-0.129177,-0.602194,clean
0.585753,-6.633319,2.953101,0.30073,1.341783,1.565637,-0.006087,0.921043,2.925938,-1.864944,-1.452932,-1.049886,0.88282,2.655589,2.393539,-0.281382,-2.281742,0.917536,-1.328462,-0.035448,buggy
0.958954,0.02566,-0.960091,1.472669,-1.985153,-0.716796,1.238263,0.663312,-1.184182,1.530816,0.177502,-0.445535,0.558485,-0.265023,-0.035872,0.331292,0.161626,0.54187,-0.551065,0.23865,clean
7.593925,-2.209175,0.201598,-0.956012,-1.944132,2.302479,0.085625,1.719754,-2.530477,-0.13034,-1.690729,0.968365,-0.530643,-1.182466,0.740841,2.79866,-1.126359,0.574936,-0.020529,0.277875,clean
-2.303436,0.392781,1.817533,-1.166459,-1.154224,-0.058881,0.833228,-1.133846,-0.921918,-1.823677,0.672003,-0.18031,-0.098573,-0.347107,0.20587,-0.377788,0.179913,0.396425,0.076262,-0.921883,clean
0.927271,-1.31216,-0.134358,1.931933,0.622322,0.134408,0.014762,2.149378,0.927575,-0.921383,-1.45814,-0.003969,-0.273689,-0.003105,-0.099313,0.933207,0.813587,-0.304109,-0.443343,0.287252,clean
1.42033,-2.100745,-1.290516,-2.040069,-1.26617,1.978392,0.413021,0.197127,0.574062,-0.03475,0.136539,0.517763,-1.197489,-0.603422,-0.385711,1.82584,-0.242109,0.21573,0.181382,0.219693,clean
-2.937057,-0.140277,0.614103,-1.174628,-0.702093,0.48764,0.604794,-1.279094,-0.620745,-0.503126,0.343298,0.013154,-0.940325,0.766313,-0.120328,-0.475013,-0.207236,0.088354,0.122059,-0.981486,clean
-1.762279,0.320751,0.040597,-1.086696,-0.646127,0.770074,0.620959,-1.406786,-1.141196,0.360951,-0.178501,-0.340507,-0.964298,0.344906,0.117065,0.137158,-0.173536,0.450357,-0.033585,-0.231736,clean
-1.111718,1.412462,1.557638,-0.018537,-0.275966,-0.28422,0.305691,0.420256,-1.845943,-1.118763,0.344926,0.995605,-1.40004,1.794022,-0.398122,-1.002878,-1.275898,-0.076312,0.222649,-1.882464,buggy
-1.88188,-0.15867,0.489892,0.879112,0.099814,0.131818,-0.196062,1.13589,-0.726765,0.915067,0.462497,0.331764,-0.089792,-0.050727,-0.012886,0.056974,-0.194367,-0.476749,0.521319,-0.195517,clean
-1.776803,1.009727,-0.179669,-0.609752,0.348829,-0.042527,-0.248227,0.846353,0.521354,-0.523609,1.928838,-0.459202,0.515863,-0.903262,-0.335842,-0.199792,-0.156518,0.365971,-0.082834,0.197267,clean
-1.358906,-2.851358,0.759535,0.218443,-0.355699,1.03493,0.77807,-0.785324,0.982208,-0.128349,-0.823491,0.084513,0.578695,-0.255638,0.592357,0.270955,-1.812664,-0.460638,0.606954,-0.637501,buggy
16.19008,12.451814,11.210096,-5.883657,4.656869,-4.564032,0.014298,-6.928757,6.522785,1.486087,-0.613807,4.271818,5.726504,-0.598272,-1.433596,1.729817,2.000519,1.938902,-0.545143,1.394198,clean
-2.415327,0.937398,-0.798365,0.60129,0.541405,0.209139,-0.204472,0.750838,0.058361,0.199646,0.327532,-0.182873,0.883448,-0.65567,0.130702,-0.355955,0.082193,0.189019,-0.018626,-0.290232,clean
-2.545805,1.203106,0.379417,-0.054125,-0.20936,-0.142891,0.083826,0.565044,-1.167221,-0.143119,0.676813,0.223197,-0.573989,1.36918,-0.29291,-0.872302,-0.512994,0.028576,-0.148571,-0.352789,clean
-3.274711,-0.949991,-1.051013,-0.797366,-0.076274,0.761107,0.328055,-1.127542,0.500365,0.772376,-0.279972,-0.249752,-0.013011,0.103158,-0.257492,0.240917,0.125347,-0.03881,-0.106712,0.112888,clean
-3.22146,-0.839095,-0.986069,-0.60093,-0.267232,1.000571,0.41712,-1.15028,0.556466,0.705239,-0.331007,-0.32524,0.060586,-0.054119,-0.354857,0.130271,-0.1791,-0.064329,0.029008,-0.006353,clean
-1.847787,0.150794,3.917464,-1.651638,-1.018908,-0.242152,0.751563,-1.363171,-1.554357,-1.324966,0.611804,-0.390296,-0.480571,0.493053,-0.398877,0.393388,0.563907,-0.90912,-0.46581,2.544881,clean
-2.852669,-1.32503,-0.53762,-0.621633,0.001775,0.941127,0.338545,-1.043011,0.751513,0.34788,-0.293408,-0.374753,0.103357,0.342201,0.109054,0.056661,-0.089416,0.028587,-0.196723,0.106409,buggy
-2.373059,0.727841,-0.297466,0.462464,0.221361,0.121271,-0.030059,0.681741,-0.407781,0.44851,0.20459,-0.002158,0.105849,0.409145,-0.10117,-0.4256,-0.450081,-0.002709,-0.06559,0.135645,clean
-0.599063,-3.51741,1.565983,0.081109,-0.214445,1.151273,0.45691,-0.118838,0.684687,-0.825531,-1.075378,0.012514,-0.663487,-0.712076,0.305245,0.979113,-0.063555,-0.52934,0.330717,-0.546768,clean
-2.109566,0.760378,0.698521,-0.827836,0.178141,0.016978,0.269163,-1.025341,0.666446,1.619329,-1.01583,0.12999,-1.959423,0.079415,0.61644,-0.898373,0.279051,0.462446,0.394068,0.215661,clean
-1.556044,-2.164008,-0.323827,-0.661017,-0.042498,1.603184,0.164515,-0.519753,1.032551,-0.096971,-0.80021,-0.147044,0.220691,0.378614,0.261062,0.317119,-0.735629,-0.092206,-0.068219,-0.218128,buggy
-2.695272,-3.034696,-2.628866,-4.119494,2.211787,-3.847857,-0.091725,-0.507738,-0.823915,0.461593,-0.895143,-0.138399,0.276079,-0.310316,-0.287875,0.052966,-0.105798,-0.10264,0.121983,-0.141724,clean
5.439601,1.034218,-1.344026,1.307282,3.942059,0.302588,-0.596873,-0.483254,1.926523,-0.544502,1.658255,0.372493,0.22098,-0.58035,-0.714502,-0.375141,-0.913718,-0.226808,0.077314,-0.152078,buggy
-1.326451,-1.240646,-0.039378,0.025821,-0.307393,0.833183,0.467305,-0.41594,0.149012,-0.082237,-0.840443,-0.047541,-0.552939,-0.015785,-0.612334,0.259962,-0.185836,-0.208758,-0.065167,0.039864,buggy
-0.736362,1.064989,-1.446519,2.268417,0.281632,-1.095905,0.594946,0.596288,0.529879,0.590227,-0.003797,0.253159,0.708163,-0.324555,-0.527189,-0.095143,0.980598,0.49507,0.235361,-0.400745,clean
-3.267554,-0.507327,-0.360248,-0.931344,-0.42669,0.883028,0.476649,-1.38464,0.127116,0.057011,0.07894,-0.323566,-0.009159,-0.642358,0.007697,-0.077163,0.263699,-0.050852,-0.051574,-0.087741,clean
-3.102909,-0.562857,-0.270768,-0.901477,-0.282675,0.563701,0.438123,-1.044508,-0.028938,0.472881,-0.073923,-0.125777,-0.737421,0.863816,-0.092434,0.00244,-0.098024,-0.058314,-0.183945,0.194665,clean
-3.081033,-1.267973,-1.208048,-1.151301,0.407462,0.046055,0.268381,-1.153117,0.412868,0.726231,-0.468031,-0.105785,-0.002267,0.35101,-0.014441,0.463646,0.345637,0.079024,-0.21748,0.121805,clean
9.712224,1.258205,-2.158833,-1.301139,0.891183,1.857732,-0.416767,0.550428,-1.850802,1.248708,2.27677,-5.043467,0.214659,1.36583,1.386171,-1.07777,0.030489,-0.968,0.931411,0.291975,clean
5.570278,2.367878,1.998406,-0.476073,1.64922,-0.476625,-0.436264,0.78216,1.443236,1.333261,-0.439651,-2.485953,0.120261,-0.718047,1.399319,-0.327375,-0.173882,0.742645,0.471502,-0.786245,buggy
0.056515,0.080826,-1.679788,3.247127,-5.09619,-3.337898,-8.975135,-2.055492,0.536376,-0.330375,-0.153761,-0.879918,-0.004872,-0.141063,0.171503,0.442412,0.978181,-1.150655,-3.538997,-2.335398,clean
-0.317639,1.766488,-0.712986,0.99317,0.654963,-0.177798,-0.06845,-0.21762,-0.835549,0.899855,0.356083,1.327829,0.598617,0.21275,0.313784,-0.275353,-0.901016,-0.300243,-0.438245,0.510771,clean
2.294153,1.925686,-1.893941,1.175749,2.742906,-0.062871,-0.247782,-0.357461,1.554953,-0.333397,1.200214,1.398351,0.231184,-1.06798,-0.849005,0.051092,-1.096375,-0.505908,-0.245584,-0.15806,buggy
-3.117698,-0.978506,-0.741561,-0.651797,-0.195101,0.94529,0.394995,-1.154961,0.592242,0.516856,-0.178611,-0.320074,0.037659,0.121,-0.087797,0.089474,0.017913,-0.056788,-0.090276,0.138802,buggy
-2.003614,1.402038,0.606517,0.039911,0.106636,-0.249791,0.012028,0.486837,-0.375235,-0.675177,0.442664,-0.260372,1.085628,-0.344806,-0.014436,0.364103,0.40423,0.287162,-0.076969,1.083582,clean
2.837849,-5.092887,5.317959,2.626412,0.904367,-0.648175,-0.307952,1.567474,-0.750023,0.7688,1.701735,3.099615,-0.889492,-0.767079,1.126524,1.081173,1.4418,-1.719954,0.35087,-0.29401,clean
5.714636,8.001732,12.871199,-7.212002,-1.315089,-3.827917,-0.490329,1.179855,4.831049,1.575478,-2.179161,-2.514486,5.257824,-0.010966,0.60695,3.286186,0.268746,0.892481,-0.521416,1.868968,clean
-2.05767,-2.411084,1.210804,-0.209722,-0.274841,0.460659,0.201444,-0.391927,-0.125818,1.178827,0.609224,0.612056,-1.280341,0.624923,0.456831,1.013292,0.751355,-0.748266,0.772464,-0.306256,clean
3.505552,-4.617737,4.097216,0.429677,0.611057,-0.152158,0.458452,-0.309984,1.539773,0.005213,0.827366,-1.16357,-0.363571,0.166287,0.205812,2.918666,0.429396,-0.700398,1.472273,-0.492217,clean
