@relation 'data/M_multi_metrics_JDT.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R62-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-19'

@attribute 0.189WCHU_numberOfLinesOfCode... numeric
@attribute -0.348LDHH_numberOfAttributesInherited... numeric
@attribute -0.288ck_oo_fanIn... numeric
@attribute -0.383ck_oo_lcom... numeric
@attribute 0.302ck_oo_numberOfAttributes... numeric
@attribute -0.272numberOfCriticalBugsFoundUntil:... numeric
@attribute 0.342ck_oo_numberOfPublicAttributes... numeric
@attribute -0.538WCHU_noc... numeric
@attribute -0.319CvsLogEntropy... numeric
@attribute 0.376LDHH_numberOfPrivateAttributes... numeric
@attribute 0.297ck_oo_numberOfPrivateMethods... numeric
@attribute 0.389LDHH_fanOut... numeric
@attribute -0.308LDHH_dit... numeric
@attribute -0.603ck_oo_noc... numeric
@attribute 0.541LDHH_dit... numeric
@attribute -0.321LDHH_dit... numeric
@attribute 0.473WCHU_lcom... numeric
@attribute -0.326WCHU_numberOfAttributes... numeric
@attribute class {buggy,clean}

@data
-2.576424,1.98761,-0.26482,-0.499826,0.143286,-0.372414,-0.494567,-0.124603,0.498111,0.013079,0.020444,-0.307703,-0.396494,0.039014,-0.139773,-0.035009,-0.264435,-0.065696,clean
8.231315,0.968538,1.005966,2.636545,-0.873292,-2.701691,0.081205,0.491541,-0.280081,1.609524,0.591608,2.408896,0.06463,-0.818244,0.19769,-0.27993,-0.842587,0.673996,buggy
-1.864518,-2.598681,1.69625,-1.043515,2.170698,-0.380669,-1.12764,-1.659096,-1.489033,-0.494371,-1.409024,-0.140142,-0.315982,0.087973,-0.555649,0.205583,0.179683,0.382239,clean
-0.21574,1.590368,-1.146793,1.406901,-0.991824,0.224435,0.141989,1.03166,-0.062417,-1.737605,-1.521813,-0.150254,0.354129,0.531215,0.098418,0.574491,-0.055426,-0.201738,clean
6.285092,4.079052,3.254951,-1.274181,-1.680619,-0.723262,-2.317906,0.255609,-2.027512,3.14209,2.607589,-3.018339,-3.025224,-0.154966,-1.465655,-0.186825,0.600412,-0.05686,clean
-3.223297,2.127822,-0.100768,-0.516387,0.315275,-0.149507,-0.559615,-0.274571,0.762458,-0.359207,-0.274211,-0.010684,0.056467,0.27233,0.101486,-0.147292,-0.134028,-0.057396,clean
-0.176742,0.201822,-0.555725,1.889221,-1.549104,-0.875187,0.882375,0.257211,0.527626,-0.207207,-0.055689,0.6139,-0.11389,-0.25896,0.492121,-0.171399,0.03433,0.26234,clean
-2.8406,1.950009,-0.106142,-0.658673,0.097481,-0.290645,-0.556482,-0.363052,0.603615,0.051152,0.06129,0.587382,-0.010726,0.279175,0.325189,0.175881,0.114681,0.073958,clean
-2.677194,2.021232,-0.002071,-0.75855,-0.123846,0.036938,-0.412544,0.029723,0.11429,0.644927,0.319606,-0.372526,-0.592332,0.099294,-0.438619,0.079511,-0.146759,0.064823,clean
-1.256043,-6.583964,0.269846,0.432581,-1.786921,2.241073,3.232513,-0.298496,0.643807,1.504074,2.057285,-2.269149,-0.391021,-1.405575,2.643297,-0.326841,-0.765722,-0.724778,buggy
4.987565,-4.240159,0.346135,2.184367,1.459561,-3.047939,-1.012271,0.511272,-0.618768,-0.864822,-0.303004,0.65053,0.03733,-2.011922,-0.955332,-0.014723,0.350697,0.788889,clean
-1.537393,0.432811,-0.282929,0.614013,-1.286164,-0.613798,1.341073,0.781243,-0.823928,-0.034565,0.044502,-0.411422,0.541832,0.226484,-0.136803,-0.078468,0.344557,-0.041499,buggy
-0.813289,0.545926,2.161362,-0.020804,-1.878163,3.461227,-0.454084,0.537241,-0.799885,5.586828,-1.106025,3.061067,3.867551,-1.492169,-0.550476,-1.671898,-0.740639,0.38975,clean
0.708068,1.001224,-0.500853,1.898952,0.317539,1.889839,1.188247,0.783478,0.426791,-1.337152,-0.195095,1.55907,0.660505,0.410053,0.423157,-0.130777,-0.296475,0.461329,clean
-2.576534,0.993473,0.208626,-0.940595,0.401902,-0.328844,-0.798419,-0.086418,-0.076045,0.049943,0.159225,-0.102534,0.009259,-0.111431,-0.579738,0.570496,-0.049929,-0.044642,clean
3.150598,-0.274663,0.46992,0.477955,0.387492,3.364205,-1.498741,-1.071613,0.323698,-0.549162,-2.353172,-0.161454,-2.146278,-1.30949,-0.928318,-0.387328,-0.543928,-0.988186,buggy
17.048766,-3.206068,-10.3238,1.22689,4.638605,4.079097,-4.334323,2.63186,1.284789,-3.467329,-1.001428,-3.29628,2.444305,1.924176,0.143948,1.543847,-0.125343,-1.56019,buggy
2.894488,0.981904,-1.524069,-2.133556,1.298197,-0.089913,0.787488,-2.159989,0.869768,-0.527879,-0.20247,-1.283003,-0.337691,-0.228071,-0.660297,-1.062509,-0.684519,-0.40818,clean
-1.791579,0.04909,-0.713178,0.954764,-0.924896,0.126816,1.261139,0.883829,-0.781216,0.229858,0.65649,-0.007136,0.849296,0.477012,-0.025763,-0.306092,0.316859,0.086399,clean
-0.281926,1.321035,-1.380748,2.099631,0.029527,-1.143434,0.47239,1.153744,-0.690385,-0.585116,0.296581,-0.01505,-0.130724,0.352001,0.011119,-0.548827,0.587343,-0.32143,clean
-1.976188,-2.09085,0.2047,-0.512452,-1.783474,1.79223,1.447134,-1.155821,1.788936,1.42454,1.565108,0.758999,0.892852,-0.373054,0.412649,0.064191,0.609538,0.057573,clean
-0.739941,1.474343,-0.642405,1.10668,-0.881968,-0.726604,0.685928,0.905126,-0.294792,-1.189592,-0.665849,-0.526982,-0.390546,-0.065875,-0.262267,-0.008365,0.276611,-0.115689,buggy
-3.146256,1.423176,-0.089458,-0.456625,-0.095366,0.154558,-0.200754,-0.415531,0.964687,-0.052393,0.04955,-0.141894,0.110522,0.130595,0.213732,-0.28852,-0.080463,-0.111744,clean
-0.740055,1.409079,-0.59814,-0.099932,0.347569,-1.594108,-0.663429,-0.87734,1.052854,0.059235,0.284807,-0.038942,-0.416256,-0.986714,0.060318,0.071272,-0.359662,0.208081,clean
-2.939525,1.909915,-0.316407,-0.854087,0.082165,-0.192251,-0.202192,-0.254801,0.685792,-0.212114,-0.233532,0.021818,-0.033696,0.126926,0.096015,-0.283466,-0.295254,-0.223886,clean
-1.615637,-3.004349,2.004128,-1.36436,1.629761,0.168003,-0.715836,0.485711,-0.246587,-0.238347,0.015345,1.255149,-0.067832,0.152938,-0.224608,0.343516,0.31649,0.181463,clean
2.626051,-1.581002,0.930063,0.962479,-0.692931,1.263665,-2.426267,2.554419,-1.790184,-0.738412,-3.413529,0.74179,-2.800312,1.108547,5.718902,-2.270951,-0.293695,0.623599,clean
-0.503077,0.600389,-1.049444,0.603089,-0.968076,0.059945,1.195259,1.30009,-1.138319,0.543501,0.511721,-0.35027,-0.321886,0.271178,-0.673372,0.261323,0.368701,0.124327,clean
1.280246,-1.832145,-1.599057,0.691882,3.163476,1.069835,-1.542714,-1.5798,-0.436679,-0.777226,0.673997,0.497156,-1.351206,0.368457,-0.040375,-1.090618,-0.905212,0.387199,clean
0.209538,-5.242751,1.105716,-0.210365,-0.701319,-0.90197,0.976572,1.098397,-1.176291,0.345511,0.976409,1.060307,-0.072813,-0.255284,0.150127,0.344747,0.119865,0.200696,buggy
1.407586,-2.234088,2.207572,-1.008644,1.197707,-1.714098,-1.783283,0.888204,-0.772915,1.085027,0.357409,-0.287485,-2.078068,-0.430168,-1.970967,0.320825,-0.260143,0.126306,buggy
-2.522212,-0.358851,0.189337,-0.455436,-0.601228,0.576157,0.279498,-0.599386,1.264434,0.429452,0.772037,0.16615,0.353211,-0.20638,-0.064676,-0.288777,0.035635,-0.121077,clean
-2.408363,0.376603,-0.225715,-0.757417,-0.608229,0.251038,0.536863,-0.513438,0.813574,0.797766,0.903559,1.119428,0.658192,-0.198398,-0.272553,-0.414942,0.424218,0.278765,clean
-1.248865,-3.747095,1.298344,-0.057875,-0.019512,-0.514856,0.077651,1.359759,-1.217716,-0.737471,-0.246064,-0.011858,0.126094,0.14539,-0.238951,0.125063,-0.167672,-0.258991,clean
9.509614,1.270701,2.487308,0.502387,2.098725,-2.928417,-0.542218,-1.455405,1.631335,1.156479,-0.800294,-1.139569,2.227099,1.446404,0.010088,0.343105,0.182303,-2.448905,buggy
-0.09354,1.83312,-1.012724,0.430011,0.707491,0.626187,-1.068285,-2.281554,-1.16612,0.640257,-0.556644,-0.547943,-0.931095,-0.439074,-0.887267,-0.301826,-0.391693,-0.023602,clean
-3.057429,0.652658,0.009341,-0.666193,-0.368528,0.533992,0.107163,-0.508214,0.699405,0.928144,0.578288,1.120855,0.98993,0.349846,0.046866,-0.20291,0.896634,0.362643,clean
-1.361465,1.666066,-1.278025,-1.7424,0.944186,-0.690165,0.397441,-0.68942,-0.476544,0.341431,0.683807,0.258305,0.361094,-1.270855,0.790747,0.550193,-0.380232,-0.475717,clean
-2.610755,2.245102,0.203037,-0.414306,0.066409,0.165728,-0.710822,0.020497,0.274113,0.520949,-0.165448,-0.528332,-0.681521,-0.047969,-0.313222,-0.220002,-0.161784,-0.004087,clean
-3.060607,1.936712,-0.292604,-0.549426,0.275678,-0.190801,-0.488852,-0.437196,0.642161,-0.300038,-0.261928,-0.197232,0.085257,-0.092727,0.253685,-0.117673,-0.120375,-0.115599,clean
-2.977853,1.149036,-0.295461,-0.347692,0.152591,0.393649,-0.344478,-0.27673,0.888961,0.046655,0.327452,0.141539,0.335809,0.371362,0.137557,-0.354364,0.078666,-0.055408,clean
3.782147,-5.68803,-1.745088,2.456353,0.162478,7.076702,1.024841,1.432684,1.294959,0.993699,1.737919,-1.587707,-0.194931,0.194096,1.939208,-1.038479,-2.063353,0.814204,clean
-1.150903,-4.526314,1.480655,0.079634,-0.36366,-0.226288,0.035277,1.281736,-1.053946,-0.570358,-0.126778,0.263992,0.5975,0.115103,-0.530361,-0.162133,0.071417,-0.211503,clean
-2.319129,-0.835461,-0.269846,-0.498333,1.908965,0.491629,-1.340725,-1.112012,-0.891103,-0.630129,-0.558851,0.177206,-1.088406,0.5504,0.613039,-0.508349,-0.588992,0.14676,clean
-2.594329,2.032419,-0.34717,-0.540877,0.264698,-0.164431,-0.578914,-0.123947,0.551069,-0.026337,0.151841,-0.24017,-0.341187,0.144892,-0.132543,-0.16066,-0.291162,-0.078496,clean
5.647092,-4.608988,1.391898,1.853144,1.935022,-2.128072,0.712884,-1.481086,-1.009522,-1.463634,-0.824324,-0.09001,0.176284,-1.593346,-1.331511,-0.935584,-1.366799,1.690979,buggy
6.749318,2.88513,-3.009091,-10.401843,-3.310495,-1.307341,5.283962,2.113967,-5.472867,2.707256,1.667437,1.863681,-1.586978,-1.350633,-0.528682,-1.091465,-2.5414,-1.321215,buggy
-2.319622,-3.064854,1.423004,-1.673334,0.984818,0.298966,-1.338825,0.639106,-0.222669,-0.363216,-0.26915,0.57334,-0.28547,0.281435,-0.653833,0.37001,0.418505,0.00719,clean
-2.34214,1.772585,-0.696176,-0.642516,0.447169,-0.444057,-0.523964,-0.790199,0.635003,-0.030643,-0.715188,-0.561709,0.234306,-0.514748,0.438403,0.237171,0.194705,0.22473,clean
-2.933884,-3.91806,1.706842,-1.561771,0.552512,0.727857,-0.650078,0.3651,-0.044333,0.192503,0.152439,0.364294,0.241329,0.383776,-0.110599,0.101066,0.383703,-0.216693,clean
-1.063027,-4.424889,1.416928,-1.451524,0.426839,0.045445,-0.649563,0.202818,0.254375,-0.000938,1.133749,1.046233,-0.584779,-0.589112,-0.44426,0.204713,-0.226766,-0.083839,clean
-1.885259,2.053166,-0.068776,-0.791222,-0.085493,-0.717978,-0.622808,-0.366957,0.416014,-0.396866,0.902531,0.181636,-0.479453,-0.048007,0.375552,0.220758,-0.365376,0.013387,clean
-3.067673,0.691084,0.077291,-0.692091,-0.434167,0.494265,0.123379,-0.511946,0.70448,0.889549,0.53178,1.15893,0.900425,0.343198,0.034007,-0.174571,0.856678,0.359618,clean
-2.888665,0.124842,0.293391,-0.984371,0.165159,0.089266,-0.426983,-0.282964,0.720237,-0.133207,0.273551,-0.036911,0.104804,0.00287,-0.278324,0.400903,-0.280753,-0.284037,buggy
6.91199,2.167028,1.51179,0.133578,-3.002123,-1.162657,-1.489611,0.213842,-1.605702,-1.786077,2.28044,-2.087611,-0.495864,-0.147983,-0.023562,-1.10733,1.463299,-0.231128,buggy
-2.241901,0.084185,-0.161,0.741847,-1.336381,-0.139187,1.441644,0.693497,-0.667629,0.092989,0.163679,-0.226185,0.910889,0.257165,0.010902,-0.309453,0.415961,0.003327,clean
-1.367068,0.64757,-0.678382,1.063971,-0.114157,0.121796,1.185484,1.112089,-1.013921,0.122549,0.664243,-0.160031,0.692373,0.437237,-0.262143,-0.406068,0.415644,0.200918,clean
-3.049901,1.763323,-0.162997,-0.636754,0.134094,-0.094916,-0.323845,-0.272795,0.739134,-0.169675,-0.117765,0.025267,0.05125,0.173367,0.12112,-0.185802,-0.141881,-0.167194,clean
-1.526488,1.589643,-0.109699,-0.531524,0.48059,-0.097322,0.081774,-0.516379,1.039491,-0.276941,-0.107618,-0.155499,-0.254168,-0.418616,-0.013747,-0.020823,-0.110836,0.089223,clean
-2.618337,-2.75702,2.312967,-1.624039,1.815792,0.376193,-1.033708,0.599131,-0.411598,-0.522746,-0.422768,0.690621,0.312043,0.504045,-0.604075,0.165328,0.371862,0.130868,clean
1.625091,-3.973793,0.788532,0.640798,0.724349,-3.147843,-0.825795,0.639578,-0.974738,-0.057953,-0.768022,-0.177235,0.276772,-0.643225,-0.678839,0.141725,0.300288,0.608851,clean
-1.541187,-1.779744,0.798182,0.426568,-1.047093,-0.270687,0.401782,0.652861,-0.532976,-0.345607,-0.143488,0.174899,2.174349,0.31758,-1.235563,0.296266,-0.194512,-0.250649,clean
3.849075,-4.717527,-3.391038,1.718499,2.585641,1.290764,-1.724265,1.870916,-1.051448,-1.179171,1.226561,0.150953,0.830195,0.362889,-0.004845,0.338857,0.131232,0.193724,clean
-2.984551,-1.85745,1.186567,-1.274294,0.799078,0.272802,-1.114989,0.345764,0.098981,-0.290187,-0.382041,-0.159377,-0.615521,0.342174,0.435463,-0.095267,-0.186807,-0.249258,clean
2.678683,-5.298609,2.705266,0.824748,-0.205943,-1.560166,0.940223,0.246522,-0.361539,1.316555,-0.745588,-1.178741,1.373961,-0.144879,0.001905,-0.396141,-0.289348,0.939638,buggy
-1.177045,1.91198,0.133651,0.02889,-0.62858,-0.32882,-0.913467,-0.223275,0.683277,-0.895897,-0.069023,-0.194668,0.38965,0.252786,0.095143,-0.162358,-0.494381,-0.333007,clean
3.437922,-0.660116,0.514829,2.383295,-1.551293,-2.213228,-0.058325,0.750928,-0.149183,0.400791,-0.434077,0.641345,-0.474158,-1.001164,-0.817635,0.421705,-0.204942,-0.228701,buggy
-2.06029,-1.366839,0.269056,-0.476896,-0.550024,0.571607,0.687132,-0.722305,1.222315,0.533348,0.932939,-0.595468,0.051085,-0.645687,0.272302,0.247586,-0.21472,-0.678573,buggy
2.379108,1.602587,-2.484303,1.769401,-0.635835,1.87049,-1.085433,0.992554,-0.055931,-2.5821,-0.455745,0.576297,0.527778,1.228055,0.749986,1.190693,0.218807,0.024995,clean
1.579692,-6.96618,0.355147,0.881389,-2.834647,1.170846,3.002988,-0.267902,2.027143,1.398159,0.916204,-2.751971,-0.682288,-0.772045,1.559433,-0.828557,-0.824798,-0.561499,clean
-3.159416,2.180267,-0.099359,-0.58328,0.31311,-0.233279,-0.590636,-0.283596,0.745087,-0.373001,-0.242657,0.047522,-0.006609,0.256184,0.130077,-0.068353,-0.186853,-0.066633,clean
-2.843645,1.514045,-0.462554,-0.279817,0.550656,-0.21705,-0.550139,-1.409518,0.167899,0.037442,-0.333329,-0.309217,0.651114,-1.37024,1.139779,0.515897,0.61016,0.202707,clean
-3.076837,1.957613,-0.207864,-0.527537,0.281305,-0.194683,-0.483795,-0.472185,0.683515,-0.292442,-0.241279,-0.169083,0.065542,-0.073208,0.267957,-0.056191,-0.109169,-0.091745,clean
-1.462946,2.754562,0.270152,-1.011711,0.066745,0.100079,-1.094803,0.201826,-0.787138,1.352453,0.303036,-0.712497,-0.992774,-0.554748,-0.462909,0.140098,-0.440925,0.22538,clean
-1.824942,0.189693,0.485882,-0.740564,0.603977,0.061541,-0.194361,-0.248276,1.12466,-0.016374,-0.590501,-0.541371,-0.275865,0.244447,0.273489,-0.517507,-0.125603,0.216224,clean
21.315408,3.898072,5.962197,0.471908,-4.678667,-4.68428,-3.881962,-1.869802,-0.432149,4.703231,-0.114677,-2.379594,1.95491,4.155319,2.945908,2.049667,0.361379,4.397632,buggy
-0.686128,2.483488,0.230175,0.094898,-1.376357,0.013119,0.404973,1.915053,-2.898034,2.57485,0.64252,-1.247728,-1.798183,-0.34576,-1.553663,0.542965,-0.27287,0.507752,clean
-2.600158,-3.180133,1.554616,-1.499307,1.004829,0.156287,-1.249677,0.609239,-0.33348,-0.194366,-0.010881,0.619445,-0.25579,0.247702,-0.50038,0.317935,0.286916,-0.066422,clean
3.326896,1.169167,-0.975137,0.617473,-1.422921,-2.566921,0.376585,0.088702,0.333065,-0.927295,0.498164,0.81347,-1.088756,-0.69011,0.098567,0.364336,0.045815,-0.030527,clean
2.245273,-3.076153,1.284491,0.984891,1.404853,-1.915349,-0.414935,1.343737,-0.493023,-0.781268,-0.574596,1.143285,-0.663768,-0.011177,-0.81587,0.377105,-0.157306,0.512029,buggy
4.81831,0.400803,-1.228865,2.790154,2.243122,-1.560096,0.785513,-4.485675,-3.840702,-0.827774,-1.265076,-0.955066,0.031396,-2.383343,-0.457491,0.102859,0.994532,-1.612011,buggy
0.981959,0.427068,-0.853714,1.408935,-1.519247,0.249549,0.487319,-0.116085,-0.060159,-1.307083,0.158973,0.419939,0.42571,-1.392037,0.88532,0.546582,0.004593,-0.537785,clean
-2.017179,1.833814,-1.140698,-0.379153,1.015359,0.04089,-0.612939,-0.063674,0.675842,-0.092501,0.702975,0.059002,0.059934,0.431373,0.230113,-0.20361,-0.415233,0.015506,clean
0.333574,1.033063,-0.307026,1.757249,-1.145931,-1.359737,0.049517,0.94852,-0.869409,-0.280534,0.669507,1.754985,-1.074702,-0.614595,-0.143912,0.702177,-0.136523,0.359552,clean
0.063648,0.344116,-0.943247,0.515726,-1.051859,-0.161441,1.442977,1.103549,-1.287392,0.899912,1.032471,0.261589,-0.010589,0.412009,-0.290481,0.41755,0.643075,0.082809,clean
-2.339739,-1.691482,-0.357328,-0.432748,1.665999,1.207614,-1.342916,0.73077,-0.147427,0.051911,-0.044097,0.888773,-1.033228,1.092036,3.108749,-2.215126,0.065085,0.45686,clean
2.550254,3.38028,3.177191,3.060616,4.649907,-0.752926,5.052918,1.700612,-0.798826,3.140254,-1.617773,-0.94453,-1.497455,-0.251279,-0.32822,0.996735,3.569838,-7.472282,buggy
-1.527962,0.805371,-0.962131,0.566944,-0.408621,-0.383768,1.310137,1.110899,-1.099411,0.077114,0.227642,-0.254262,0.573112,0.29761,-0.148375,-0.264423,0.200479,-0.326135,clean
-2.738133,1.20022,-0.430392,-0.388729,0.099244,0.146224,-0.162604,-0.882761,0.652488,-0.100116,0.201631,-0.069062,0.119917,-1.021057,0.554742,0.016856,-0.062655,-0.004695,clean
1.975583,-1.053275,-2.731786,1.671075,-1.136184,0.967619,1.418049,-3.472643,-1.682198,-0.325589,-0.933924,0.457253,-0.415632,-1.107857,1.008233,1.369888,0.623095,0.075013,clean
-1.770212,0.385744,-0.457883,1.179132,-0.871633,-0.554022,1.05447,-1.485176,-0.916209,0.214616,-0.769177,-0.357035,0.219031,0.299691,0.300685,-0.328062,0.218611,0.493508,clean
-0.180899,2.086381,0.536657,0.433655,1.262768,-0.05379,-0.588749,-0.934857,1.511178,0.459588,-0.714117,0.2425,-0.50899,-0.444156,0.197008,-0.514545,0.821772,0.861156,clean
-2.30264,-2.833071,1.270162,-1.845095,1.218135,-0.284253,-1.336096,0.692374,-0.527893,-0.391115,-0.123396,0.990383,-0.343939,0.169946,-0.519762,0.472181,0.044801,-0.097429,buggy
-1.057392,1.685818,0.078677,-0.229821,0.22803,-2.182682,-0.818199,-0.795665,1.547615,0.775421,-1.040763,-0.913803,0.253794,0.979876,0.02565,-0.33012,0.217482,0.821747,clean
-0.785849,0.48231,-0.126934,-1.416557,-0.384466,-0.349513,0.805003,-0.486876,0.58191,2.439501,0.558756,1.095111,0.710593,-0.28047,-0.225572,-0.54806,0.0309,0.432497,clean
-2.648012,1.827763,-0.822777,-0.058599,0.685778,0.094464,-0.677397,-0.034131,0.735641,-0.298621,0.206479,-0.149506,0.018149,0.379784,0.081671,-0.392186,-0.105152,-0.096688,clean
-2.973795,1.997658,-0.041754,-0.598572,0.318675,-0.290203,-0.532028,-0.339556,0.708693,-0.185054,-0.227684,0.506257,-0.073538,0.310383,0.294444,0.264786,0.025328,0.021621,clean
0.739322,-4.232542,1.719074,-1.788,0.958549,-1.997283,-0.537225,-0.345882,1.111958,1.274267,-0.562846,-0.618063,0.174018,0.796925,-0.516542,0.286507,-0.145212,0.592809,clean
-0.086869,0.19962,1.817741,0.424695,-2.145245,3.488708,-0.265881,0.674542,-0.837507,5.567388,-0.683116,4.029269,3.737409,-1.974018,-0.651241,-1.798193,-0.813463,0.502525,clean
-2.957252,2.078854,0.101881,-0.377387,0.506378,-0.018282,-0.37909,-0.446753,0.688528,-0.158747,-0.354987,-0.160661,0.004811,-0.162399,0.191693,-0.199683,0.161098,-0.548007,clean
-2.523759,-2.892476,0.915443,-1.603315,-0.448988,1.325024,0.33379,-0.382297,0.930693,0.53819,0.84016,0.087378,1.001047,0.055137,-0.917855,0.860337,0.37862,-0.358878,clean
-0.824855,1.864503,-0.836642,-0.410666,0.366201,1.083164,-0.321921,0.02313,1.359677,-1.051979,-1.178407,-0.801368,-0.235932,0.44295,-0.244105,0.29425,0.195932,-0.12648,buggy
-1.833732,2.283806,0.42793,-0.479985,0.034937,0.737439,-0.845475,-0.244156,0.772608,-0.382004,-0.215978,-0.233411,-0.316413,-0.018441,-0.005067,-0.3652,-0.035321,0.202885,clean
-1.565544,-2.735212,0.90943,0.8731,0.148874,-0.180763,-0.581978,2.091643,-1.532515,-0.837843,-2.072074,0.831239,-2.779223,0.875215,5.616571,-3.50064,0.076985,0.509565,buggy
-2.852507,2.003966,-0.281233,-0.761667,0.331109,-0.24889,-0.196679,-0.228672,0.668162,-0.22909,-0.119296,0.02603,-0.129926,0.108001,0.177971,-0.003698,-0.408993,-0.145398,clean
