@relation 'PC1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-7'

@attribute '0.26 total_Op...' numeric
@attribute -0.495lOComment... numeric
@attribute '0.77 L...' numeric
@attribute -0.54ev(g)... numeric
@attribute 0.601I... numeric
@attribute -0.612lOBlank... numeric
@attribute class {buggy,clean}

@data
-0.883848,-0.004372,-0.202226,-0.111032,0.285354,-0.185017,buggy
-0.31063,-0.324689,-0.587591,0.112154,-0.058985,-0.231948,buggy
-1.212092,0.082511,0.255841,-0.245472,0.249403,-0.085246,buggy
0.052676,-0.034085,-0.594416,-0.487731,0.261947,-0.382725,buggy
-0.621067,-0.296695,0.152689,-0.228403,0.566707,-0.378664,buggy
-1.366431,0.042252,0.261484,-0.149136,0.248054,-0.201164,buggy
0.378918,-0.897748,-0.107212,0.229491,-0.477547,0.937283,buggy
-0.15854,-0.212246,-0.284175,-0.135891,0.59725,-0.212935,buggy
-1.342444,-0.177884,0.182709,0.108642,0.318823,-0.233859,buggy
1.339947,-1.282227,0.117798,0.157339,-0.271166,1.163683,buggy
-0.020453,-1.463498,0.010115,0.332872,-0.781584,-0.995347,buggy
3.635021,-5.66023,0.898792,2.338147,-3.843349,-0.825265,buggy
9.554979,-1.80185,0.478606,-0.285049,-1.289594,1.067196,buggy
2.829732,-1.641915,0.424124,0.488658,1.775227,-0.338174,buggy
10.942874,-4.364055,2.158232,-0.939559,3.038115,-0.311564,buggy
2.085345,-0.221554,-1.025882,-0.336902,-0.058784,0.076777,buggy
-1.123498,-0.001941,-0.53892,0.282297,-0.206568,0.044263,buggy
-1.254675,-0.659253,1.405763,0.04292,0.261716,0.146684,buggy
11.193615,-1.332933,1.616745,3.774337,3.142636,-1.680324,buggy
-0.013006,-0.051476,-0.74158,-0.182706,0.280434,-0.124257,buggy
5.663227,-3.004296,0.023384,0.442883,-1.307653,-2.177879,buggy
2.93625,-1.781755,0.59903,0.934511,0.012239,2.414848,buggy
-2.299346,0.60323,1.182648,-0.207877,-0.284127,-0.041271,buggy
10.423877,-2.43239,0.31513,0.260724,0.347967,-3.051758,buggy
-1.577431,0.066451,0.010784,0.047857,0.064406,-0.345476,buggy
5.798276,-1.515196,-0.347777,0.124756,0.510593,-1.422385,buggy
-1.577431,0.066451,0.010784,0.047857,0.064406,-0.345476,buggy
0.468637,-0.396917,-0.471986,-0.292115,-0.164888,0.370289,buggy
12.253893,-2.145837,0.792553,1.768219,0.991008,-2.942592,buggy
5.109175,-0.540399,-0.293555,-0.159189,0.429962,1.791542,buggy
8.501481,-1.636486,-0.310749,-1.350031,0.145829,-1.277799,buggy
0.524052,-0.536988,-0.974516,0.207028,-0.314741,-0.248173,buggy
0.839286,-0.323604,-0.574335,-0.086654,0.370199,-0.235246,buggy
9.573013,-1.046355,1.112859,2.587426,4.03657,-0.24152,buggy
-0.341392,-0.785826,-0.232188,0.524954,0.301664,-0.48761,buggy
-2.394301,0.743429,2.221789,-0.416736,-0.335791,0.046946,buggy
-0.338621,-0.255782,-0.604305,0.097193,-0.031215,-0.151533,buggy
0.62694,-0.225952,-0.613466,-0.201308,0.365744,-0.10735,buggy
-2.409083,0.750405,2.218872,-0.412453,-0.335838,0.049406,buggy
-1.068058,0.014613,0.048682,-0.188693,0.263475,-0.196166,buggy
-2.409083,0.750405,2.218872,-0.412453,-0.335838,0.049406,buggy
-2.394301,0.743429,2.221789,-0.416736,-0.335791,0.046946,buggy
-0.145833,-0.23947,-0.264107,-0.151951,0.637529,-0.199034,buggy
-2.409083,0.750405,2.218872,-0.412453,-0.335838,0.049406,buggy
-2.409083,0.750405,2.218872,-0.412453,-0.335838,0.049406,buggy
1.638951,-0.462558,-0.043751,-1.135126,1.08138,0.027815,buggy
-0.663874,-0.435735,-0.248166,0.271726,-0.188363,0.16174,buggy
-0.345831,-0.425162,-0.306274,0.286556,-0.123872,0.565069,buggy
-2.049698,0.412476,0.480998,-0.05584,-0.104244,-0.073243,buggy
-0.10951,-0.764126,-0.122076,0.683355,-0.43021,0.651158,buggy
-0.602922,-0.473077,-0.218163,0.326215,-0.128609,0.032081,buggy
-2.394301,0.743429,2.221789,-0.416736,-0.335791,0.046946,buggy
0.351213,-0.302649,-1.023039,0.054528,-0.117933,-0.904327,buggy
-2.394301,0.743429,2.221789,-0.416736,-0.335791,0.046946,buggy
-1.786586,-0.045614,1.109035,-0.016628,-0.301413,0.097539,clean
-0.151986,-0.389594,-0.376356,-0.160792,0.144824,-0.827998,clean
-1.998894,0.17625,0.66152,0.065246,-0.698744,0.156659,clean
7.65312,-2.442869,0.012593,-0.575568,0.477883,-1.673772,clean
-0.527247,0.25647,-0.697807,-0.040498,0.22412,0.325069,clean
-2.462455,0.391888,-0.355412,0.03304,-0.070241,0.06695,clean
-1.239119,0.378721,-0.539136,-0.012634,-0.097479,0.047674,clean
-2.462455,0.391888,-0.355412,0.03304,-0.070241,0.06695,clean
3.271605,-0.347007,-1.258673,1.696199,-0.2327,1.436219,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-1.695855,-0.228775,0.931063,0.032153,0.004004,-0.338759,clean
-1.7984,0.211429,0.841288,-0.156407,0.105511,0.057076,clean
-1.340675,-0.698583,0.486131,0.245132,-0.199115,-0.896186,clean
-1.695855,-0.228775,0.931063,0.032153,0.004004,-0.338759,clean
-1.7984,0.211429,0.841288,-0.156407,0.105511,0.057076,clean
-0.649871,-1.307113,0.429458,0.354872,0.180708,-1.201289,clean
-1.186139,-0.011139,-0.054638,0.043869,0.235522,-0.149681,clean
-0.413765,-0.421072,-0.243069,-0.02235,-0.387715,-0.265261,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-0.991208,-0.44555,0.256876,0.076821,0.26756,-0.410242,clean
-2.315842,0.560135,1.646171,-0.255989,-0.35079,-0.08066,clean
-2.272772,0.469429,1.667504,-0.245969,-0.381869,-0.210865,clean
-1.556339,-0.195187,0.27607,0.225816,-0.16593,-0.154053,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-1.894924,0.462836,0.085764,-0.057857,-0.122104,0.072583,clean
-2.462455,0.391888,-0.355412,0.03304,-0.070241,0.06695,clean
-2.385553,0.733498,2.633306,-0.490058,-0.259068,0.06521,clean
-1.22557,0.116843,-0.220691,0.02261,0.183986,-0.123214,clean
-0.744699,0.503485,-0.894595,0.145063,-0.095957,0.214124,clean
1.34715,-0.903154,-0.306988,-0.510079,0.209761,-0.748743,clean
2.482141,-1.541599,-0.607515,-0.321368,-1.033149,-0.507909,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
1.704844,-0.532206,-0.921437,-0.205702,-0.448961,0.130059,clean
-2.288419,0.689287,2.200306,-0.49158,-0.462335,-0.191011,clean
3.652844,-1.955292,-0.431631,0.110133,-1.414235,0.625797,clean
-0.359722,-0.53707,-0.273331,0.22605,0.279256,-0.506686,clean
-0.951606,-0.67715,0.473982,0.030584,-0.035109,-0.519169,clean
-1.412416,0.291862,-0.593225,0.107723,-0.092952,-0.068638,clean
-1.199785,-0.90083,0.258132,0.398158,-0.323068,-1.059546,clean
-0.951606,-0.67715,0.473982,0.030584,-0.035109,-0.519169,clean
-1.412416,0.291862,-0.593225,0.107723,-0.092952,-0.068638,clean
-1.350319,-0.742786,0.411245,0.248734,-0.299495,-1.130124,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
2.680542,-1.520788,-0.544584,0.051496,0.408651,-1.296714,clean
0.998141,-1.223604,-0.016578,-0.200286,-1.124786,0.903546,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-1.882796,0.348281,0.217344,0.007479,-0.021516,-0.013539,clean
-2.085471,0.193337,1.187081,-0.053764,-0.494619,-0.12876,clean
-1.46048,-0.074167,0.67285,-0.161584,0.096736,-0.262372,clean
-2.202319,0.534468,0.996053,-0.164073,-0.139516,0.055409,clean
0.802312,-0.015131,-0.336238,-0.466719,0.791145,0.636317,clean
-2.423568,0.742558,2.217659,-0.408829,-0.339241,0.004537,clean
-1.703012,0.354321,0.110943,-0.076479,0.02784,0.111975,clean
-1.426769,0.29737,-0.414603,0.094363,0.081002,0.071069,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
3.232272,-0.727631,-0.492424,-1.318738,0.367928,-0.830428,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-1.722219,-0.212086,0.90899,0.032501,-0.079366,-0.422719,clean
-0.557497,0.076043,-0.557716,0.156308,-0.030203,-0.215618,clean
-1.412803,-0.680894,0.400244,0.293343,-0.307414,-0.911803,clean
-1.722219,-0.212086,0.90899,0.032501,-0.079366,-0.422719,clean
-2.229874,0.54918,0.924359,-0.151876,-0.233274,-0.040197,clean
-1.199785,-0.90083,0.258132,0.398158,-0.323068,-1.059546,clean
1.209235,-0.681274,-0.376899,-0.595881,0.268564,-0.592379,clean
0.006342,-0.433135,-0.129047,-0.566931,0.040308,-0.262224,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
3.452562,-0.876147,-1.018381,-0.03192,0.401438,-1.396441,clean
-0.811735,-0.835831,0.298188,0.443093,-0.875185,0.379865,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-1.353694,0.392881,-0.444063,0.049399,0.057009,0.172196,clean
17.989914,3.75121,-0.349552,-4.347725,0.42556,3.951087,clean
11.980315,4.659404,-2.336677,-12.854627,-3.535182,2.641642,clean
0.624162,0.517108,-1.585263,-0.510031,-0.866094,0.21847,clean
0.720382,0.554694,-1.193705,-0.386141,0.029445,0.263482,clean
1.447562,-1.272107,0.106446,0.243057,1.002512,-0.431667,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-2.466518,0.802494,2.176722,-0.406251,-0.488086,-0.063537,clean
-1.722219,-0.212086,0.90899,0.032501,-0.079366,-0.422719,clean
-1.735902,-0.156725,0.455736,0.145421,-0.221157,-0.45881,clean
-1.088205,-0.661825,0.219785,0.275239,0.053447,-0.745591,clean
-1.722219,-0.212086,0.90899,0.032501,-0.079366,-0.422719,clean
-1.735902,-0.156725,0.455736,0.145421,-0.221157,-0.45881,clean
-1.412803,-0.680894,0.400244,0.293343,-0.307414,-0.911803,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-1.88287,0.350236,0.118626,0.059896,0.042749,0.015373,clean
-2.705008,1.08094,3.078882,-0.558346,-0.76435,-0.067756,clean
-0.500193,-0.106828,-0.157611,0.065669,0.500505,-0.048191,clean
-1.232544,0.309908,-0.437722,0.221903,0.153578,0.062309,clean
-2.679856,1.055424,3.094437,-0.563717,-0.71527,-0.048064,clean
-2.607227,0.902279,2.127785,-0.371115,-0.571457,-0.035458,clean
0.567372,0.337357,-1.123707,-0.144109,0.186062,0.283238,clean
-0.123983,-0.006944,-0.851335,-0.004185,0.093178,-0.31417,clean
3.292294,-3.177604,0.912761,0.528444,1.448696,-1.870892,clean
19.715401,-8.712292,3.366239,5.754961,-7.39431,0.984531,clean
-1.218595,-0.549281,0.281432,0.183345,-0.186542,-0.627923,clean
-1.528927,-0.324782,0.549777,0.126399,0.044371,-0.437366,clean
-0.838903,-0.951682,0.019718,0.486457,-0.127329,-0.984655,clean
-1.218595,-0.549281,0.281432,0.183345,-0.186542,-0.627923,clean
-1.528927,-0.324782,0.549777,0.126399,0.044371,-0.437366,clean
-1.130429,-0.675595,0.192087,0.268493,-0.059481,-0.934889,clean
-0.209775,-0.197436,0.072344,-0.002876,1.19674,0.468797,clean
0.319687,-0.560085,0.121689,0.377337,0.978558,0.42393,clean
-2.315842,0.560135,1.646171,-0.255989,-0.35079,-0.08066,clean
-2.162441,0.250579,1.309795,-0.002513,-0.66346,0.196407,clean
2.73947,-1.09432,-0.328511,0.529569,0.729872,0.111618,clean
-2.457751,0.904863,2.119511,-0.497144,-0.632246,-0.049964,clean
-2.607227,0.902279,2.127785,-0.371115,-0.571457,-0.035458,clean
-1.263816,0.255808,-0.277545,-0.000772,0.071494,0.06258,clean
0.253192,-0.600027,-0.034266,0.530408,1.055399,-0.141791,clean
-2.146989,0.469117,0.474619,-0.05931,-0.211003,-0.101089,clean
-1.263594,0.177117,-0.24438,0.078369,-0.106869,0.207981,clean
6.112205,-1.308246,-0.590258,1.090525,-1.374018,-0.732796,clean
0.10493,-1.086295,-0.025141,0.021361,0.018789,-0.86511,clean
-1.258943,-0.921278,1.308871,0.141853,0.043057,-0.497991,clean
-1.014325,-0.795529,0.122744,0.377567,-0.093674,-0.928089,clean
0.10493,-1.086295,-0.025141,0.021361,0.018789,-0.86511,clean
-1.252109,-0.936337,1.236742,0.154673,-0.025173,-0.624621,clean
-0.838903,-0.951682,0.019718,0.486457,-0.127329,-0.984655,clean
0.580433,0.071062,-0.944602,-0.798613,-0.193131,-0.368424,clean
-0.249336,-0.007617,-0.566387,0.084142,0.219468,0.201398,clean
0.557019,-0.198332,-0.400236,-0.618993,0.345793,0.088809,clean
0.724775,-0.150702,-0.80784,0.046609,0.281095,-0.271966,clean
-1.891545,0.077337,1.080107,0.016644,-0.284965,0.351406,clean
-1.754631,0.350217,0.04543,-0.00731,0.00854,0.084899,clean
1.575163,0.222528,-0.880543,-0.650495,0.497679,0.593851,clean
2.088782,-0.131903,-1.069609,0.270559,0.286035,0.68422,clean
-0.080565,0.347713,-1.27743,0.020369,-0.453834,0.133381,clean
-2.255252,0.550898,1.334163,-0.220861,-0.057988,0.131561,clean
0.200366,-0.369705,0.011753,-0.56231,0.290937,-0.148361,clean
1.580681,-0.77302,-0.71585,0.241474,0.184846,-0.786189,clean
-0.557016,-0.366624,0.135147,-0.008944,-0.250596,0.653457,clean
0.787855,-1.009457,-0.160083,0.545546,-0.810228,1.788973,clean
0.108684,-1.335279,-0.158447,0.842195,-0.267219,-0.590523,clean
-1.525165,-0.47567,0.77601,0.119562,-0.056853,-0.59431,clean
-2.148411,0.364966,0.919403,-0.051557,-0.405501,0.051093,clean
-1.143947,-0.9037,0.28122,0.364632,-0.21138,-0.997161,clean
-1.525165,-0.47567,0.77601,0.119562,-0.056853,-0.59431,clean
-2.148411,0.364966,0.919403,-0.051557,-0.405501,0.051093,clean
-1.014325,-0.795529,0.122744,0.377567,-0.093674,-0.928089,clean
0.367855,-0.923234,-0.093182,0.482621,0.785903,-0.451054,clean
-0.389413,-0.101938,-0.147194,0.033536,0.678729,0.170283,clean
-1.660088,0.048068,0.21175,0.159473,-0.072965,0.064992,clean
-1.569025,0.13878,0.266793,-0.022929,0.135807,0.05891,clean
-1.072303,0.299182,-0.263961,-0.067821,0.198994,0.283313,clean
-1.688066,0.144091,0.903933,-0.110086,0.645775,0.386101,clean
-0.080565,0.347713,-1.27743,0.020369,-0.453834,0.133381,clean
-1.06194,0.352335,-0.585048,-0.129617,-0.000893,0.040481,clean
0.461248,-0.083941,-0.829011,-0.371711,-0.227389,0.148474,clean
-0.451959,-0.867179,-0.00542,0.396865,0.384389,-1.114108,clean
-0.617425,-0.078556,-0.829615,0.433809,-0.494027,0.070675,clean
0.108413,-1.127158,0.556632,0.091394,0.932605,-0.138965,clean
0.061091,-0.586666,-0.064406,-0.048184,-0.826068,1.346543,clean
-0.357399,0.021709,-0.860081,0.589894,-0.488587,0.429197,clean
-1.722219,-0.212086,0.90899,0.032501,-0.079366,-0.422719,clean
-2.02743,0.247238,0.503268,0.11251,-0.470799,0.255533,clean
-1.466618,-0.517773,0.359342,0.238577,-0.23072,-0.770135,clean
-1.722219,-0.212086,0.90899,0.032501,-0.079366,-0.422719,clean
-2.02743,0.247238,0.503268,0.11251,-0.470799,0.255533,clean
-1.491198,-0.497753,0.336953,0.21861,-0.264295,-0.902927,clean
0.240737,-0.318827,0.0225,-0.636655,0.349343,-0.091911,clean
0.480069,-0.639524,-0.445213,0.023318,0.203731,-0.739329,clean
3.301652,-1.862186,-0.703243,1.294779,-0.517947,-1.293911,clean
-2.046377,0.523427,1.230734,-0.345761,-0.18303,0.011353,clean
-2.067933,0.543666,0.329276,-0.124893,-0.231583,0.050777,clean
-2.126028,0.443208,0.241689,0.034563,-0.204052,-0.028862,clean
-1.416615,0.157015,0.313341,-0.09201,0.469165,0.264218,clean
-1.200809,0.51665,-1.034824,0.409046,-0.161388,0.072433,clean
-0.0531,0.732813,-1.436903,-0.118279,-0.307626,0.107379,clean
-1.438941,-0.14454,0.822814,-0.121086,-0.714785,0.289443,clean
-0.360314,-0.57767,-0.342722,0.20145,-0.722604,0.183829,clean
-2.246452,0.510188,1.202958,-0.194575,-0.267555,-0.096345,clean
-2.246452,0.510188,1.202958,-0.194575,-0.267555,-0.096345,clean
-1.143947,-0.9037,0.28122,0.364632,-0.21138,-0.997161,clean
0.183439,-0.072503,-0.798854,-0.308959,-0.24081,0.158168,clean
-1.391016,0.110494,-0.034576,-0.155013,-0.11891,-0.156026,clean
-2.223277,0.406821,1.329214,-0.062021,-0.526577,0.377779,clean
3.162916,-2.076414,-0.54603,1.214626,-0.60107,-1.37727,clean
-1.109485,0.146107,-0.346218,0.131539,0.068297,0.351933,clean
0.591321,0.597654,-1.206216,-0.282563,0.055891,0.300872,clean
-2.284165,0.650653,1.157919,-0.246011,-0.277524,0.076001,clean
3.33505,-1.168601,-0.685538,-1.052874,0.558756,-1.542171,clean
4.87247,-2.485747,0.932718,0.113467,0.494013,2.656778,clean
2.58389,-1.185003,0.019037,-0.991265,0.91532,-0.438011,clean
3.692383,-2.030789,1.100752,1.16257,2.062232,1.794648,clean
1.317414,-1.170441,-0.482462,0.021436,-0.447856,-0.274688,clean
-2.08966,0.28364,0.777255,0.048269,-0.490966,0.267564,clean
-2.08966,0.28364,0.777255,0.048269,-0.490966,0.267564,clean
-1.466618,-0.517773,0.359342,0.238577,-0.23072,-0.770135,clean
-1.296829,-0.10308,-0.411363,0.334332,-0.05119,-0.479639,clean
7.653443,-0.256745,-1.631382,-1.765901,-0.168166,-0.80416,clean
-0.00039,-0.144614,-0.693013,0.095914,0.445592,-0.244145,clean
0.332011,0.829523,-1.552645,0.546409,-0.111609,0.334735,clean
-0.268991,0.128781,-0.270183,-0.146638,0.639549,0.447308,clean
-1.17837,0.194146,-0.261036,0.10304,0.277403,0.08571,clean
-2.25034,0.60844,0.698585,-0.142868,-0.25919,0.065992,clean
-2.462455,0.391888,-0.355412,0.03304,-0.070241,0.06695,clean
-1.375623,0.390434,-0.176465,-0.415118,-0.110796,-0.010601,clean
0.338667,0.050862,-0.447911,-1.176112,-0.059646,-0.218747,clean
-0.680985,0.18741,-0.506065,-0.445503,-0.034441,0.086234,clean
1.972403,-2.480621,0.619706,0.523568,1.408987,-2.125232,clean
2.166149,-2.477588,0.523188,0.707438,1.129489,-2.042276,clean
2.688582,-4.41365,2.021151,0.309554,1.357262,-1.113999,clean
-2.122839,0.461929,0.679462,-0.101546,-0.110538,-0.004972,clean
-2.027246,0.479601,0.761809,-0.191309,-0.184428,0.02601,clean
-1.73619,0.096686,0.646213,-0.071592,-0.268814,-0.003908,clean
0.989006,-0.879531,-0.359161,0.30249,0.207972,0.051338,clean
-2.254616,0.564036,0.729598,-0.104353,-0.236399,0.008235,clean
0.249075,0.257456,-0.665432,-0.086357,0.539733,0.49279,clean
-1.651978,0.31232,0.245884,-0.102294,0.102966,0.109146,clean
-2.25034,0.60844,0.698585,-0.142868,-0.25919,0.065992,clean
6.035578,1.164952,-1.897522,-2.553779,-0.632328,0.320253,clean
2.21054,-0.201283,-0.983349,0.349762,0.722005,-0.325446,clean
1.989042,-0.763663,-0.800168,1.247113,-0.085409,-0.440104,clean
-1.340519,-0.131456,0.992241,-0.115988,0.917784,0.37122,clean
-1.936381,0.369657,0.214372,-0.028281,-0.159906,-0.066035,clean
-0.581489,0.129817,-0.428393,-0.412092,0.013317,0.097864,clean
0.13435,-0.418133,-0.499847,0.206962,0.175596,-0.306419,clean
0.13435,-0.418133,-0.499847,0.206962,0.175596,-0.306419,clean
-1.190228,-0.196775,-0.140619,0.118533,-0.097164,-0.337261,clean
-2.071659,0.418954,2.411742,-0.4677,0.201343,0.180129,clean
1.730185,-1.469609,-0.681743,0.551721,-0.698826,-1.261091,clean
-2.103664,0.434754,0.916613,-0.132656,0.037285,0.100285,clean
-1.050802,0.0714,-0.280896,0.324123,0.510077,0.097561,clean
1.132393,-0.390958,-0.808415,0.141796,0.225679,-0.569603,clean
-0.585748,-0.003164,-0.667737,-0.194865,-0.315993,-0.482206,clean
-0.489258,0.491221,-0.79296,-0.559704,-0.172012,0.183375,clean
-2.25034,0.60844,0.698585,-0.142868,-0.25919,0.065992,clean
1.667722,0.236662,-0.964653,-0.267948,0.156422,0.502746,clean
2.320425,-0.502732,-0.639327,-0.085001,0.959067,-0.361952,clean
-0.992497,-0.103908,-0.065119,0.047562,-0.085593,0.406043,clean
-0.122789,-0.014882,-0.809815,-0.215076,-0.322619,0.145362,clean
-1.64668,-0.170686,1.276231,0.004746,0.082396,0.451587,clean
-1.182986,-1.007614,1.240845,0.251962,-0.076948,-0.228689,clean
-0.391152,-0.251747,-0.3798,-0.058921,-0.029068,-0.413654,clean
2.422543,-2.317,-0.092886,0.592331,-2.604027,1.664315,clean
-2.264335,0.563726,1.20303,-0.19663,-0.117105,0.09893,clean
-2.313419,0.616038,1.172823,-0.200565,-0.255407,0.0274,clean
-1.606361,0.468016,-0.79049,0.485932,-0.13241,-0.09771,clean
-2.25034,0.60844,0.698585,-0.142868,-0.25919,0.065992,clean
0.171084,0.327718,-1.042136,-0.180477,-0.740892,0.681134,clean
2.8702,-0.563496,-0.537895,-0.03915,1.056339,-0.351451,clean
1.300847,-0.718878,-0.882317,0.422653,0.035364,-0.773513,clean
-2.163882,0.472181,0.948085,-0.16266,-0.160978,-0.099,clean
-2.285933,0.604343,0.898444,-0.138908,-0.293953,-0.014166,clean
-1.683015,0.283634,0.127478,-0.049949,-0.001503,-0.021677,clean
2.184461,-0.094281,-1.05316,0.428659,0.634152,-0.304345,clean
-1.536174,0.34372,0.316146,-0.345063,-0.139097,-0.016163,clean
-1.733954,0.202691,0.792969,-0.204427,-0.080319,-0.065135,clean
-2.206711,0.526669,0.459549,-0.040862,-0.20448,0.00341,clean
8.49115,-1.735058,0.864527,1.211646,1.346095,-0.519489,clean
-1.905149,0.44701,0.276327,-0.112987,-0.112453,0.034078,clean
-0.738724,0.067208,-0.23547,-0.273189,0.276092,0.115948,clean
-2.284165,0.650653,1.157919,-0.246011,-0.277524,0.076001,clean
-1.583875,0.364874,0.180153,-0.20904,0.007172,0.117829,clean
6.624792,-0.158753,-0.452804,0.418609,1.623365,-0.391799,clean
-1.965008,0.300751,2.499019,-0.479405,0.503927,0.361637,clean
-1.05778,-0.185598,-0.176118,0.204882,-0.277326,0.107225,clean
-2.146989,0.469117,0.474619,-0.05931,-0.211003,-0.101089,clean
-1.380523,0.104317,-0.158762,-0.133256,-0.191318,-0.249208,clean
3.46676,-0.334213,-0.831411,0.042025,1.057968,-0.268562,clean
-2.081285,0.337415,0.827961,-0.08208,-0.097778,-0.070107,clean
-1.227752,0.12131,-0.309554,0.057747,-0.237924,0.000962,clean
2.281287,-3.187654,0.507684,1.668103,-1.290083,0.214051,clean
-2.412352,0.727795,1.584482,-0.28155,-0.401108,-0.011293,clean
-0.935813,0.308322,-0.780533,0.182164,0.108096,0.074734,clean
-1.645147,0.430492,0.350738,-0.434389,-0.178628,0.029741,clean
-1.662175,0.374575,-0.300278,0.068866,-0.081767,-0.036139,clean
0.087162,0.264876,-1.137435,0.032796,0.029643,-0.155711,clean
11.07261,-2.97963,0.240193,-1.049213,-0.97476,-2.13534,clean
-1.49841,0.117374,0.085119,-0.026628,0.081053,-0.113162,clean
-2.464016,0.723298,2.208471,-0.322847,-0.66177,0.097693,clean
1.605873,-1.877562,0.441012,0.921205,1.297461,-0.558734,clean
-2.285933,0.604343,0.898444,-0.138908,-0.293953,-0.014166,clean
