@relation 'pc4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-12'

@attribute 0.237LOC_TOTAL... numeric
@attribute -0.294CONDITION_COUNT... numeric
@attribute 0.327PERCENT_COMMENTS... numeric
@attribute -0.367CYCLOMATIC_DENSITY... numeric
@attribute -0.47DESIGN_DENSITY... numeric
@attribute -0.607MAINTENANCE_SEVERITY... numeric
@attribute 0.433HALSTEAD_CONTENT... numeric
@attribute 0.351PERCENT_COMMENTS... numeric
@attribute -0.792PARAMETER_COUNT... numeric
@attribute 0.453HALSTEAD_LEVEL... numeric
@attribute -0.385LOC_CODE_AND_COMMENT... numeric
@attribute class {buggy,clean}

@data
-1.853126,0.15699,0.274094,-0.005812,-0.297648,0.969657,-0.183405,-1.236417,0.428158,0.040004,-0.127805,clean
-1.523823,0.065242,0.127198,0.146614,-1.329356,1.224794,-0.142675,-1.198632,0.224912,0.418419,-0.168587,clean
-1.660061,1.399785,0.281208,0.138168,-0.401024,-0.61508,-0.336968,-0.460823,-0.430591,-0.888297,0.129882,clean
-1.894247,-0.265119,0.012673,-0.254351,1.80638,0.321179,0.498794,-0.135974,-1.488209,0.002905,-0.317402,clean
-1.585529,1.205835,0.6022,0.610274,-0.097162,-0.825502,0.100894,-0.108542,-1.010816,-0.524066,-0.431273,clean
-1.97833,-0.170515,-0.095254,-0.461725,0.094056,1.02522,-0.191236,-0.839202,0.686658,-0.048156,-0.230187,clean
-0.867125,-0.210911,0.558893,0.05368,0.535746,1.56139,0.430387,-1.064472,0.706536,0.352133,0.008969,clean
-3.729739,-0.040555,-2.228594,-2.74891,-1.409699,-0.907608,-1.533752,0.703678,0.636019,0.365876,0.767525,clean
-1.579446,0.013556,-1.096313,0.036417,-0.019025,1.403625,-0.336304,0.293374,0.469009,-0.126471,0.068678,clean
-3.243707,0.088414,-1.167248,-1.102239,-0.132779,-0.592923,-0.252457,0.458818,-0.888434,-1.294207,-1.113638,clean
-1.559523,0.143884,-0.870406,0.258035,0.169867,1.352976,-0.383111,0.139103,0.410311,-0.131222,0.284793,clean
3.322661,1.223738,-0.726901,1.04696,2.828901,-1.392718,0.11894,1.475886,-1.260634,1.516558,0.097941,clean
-2.599279,1.047626,-0.153807,-0.052361,-0.720374,-0.281076,-0.533227,-1.025778,0.102665,-0.376313,0.58085,clean
0.445999,0.393347,0.382424,1.214083,-0.005895,1.527924,0.179484,-0.893051,0.010915,-0.698716,-0.428177,clean
0.611591,0.320979,1.015796,1.238533,-1.262468,1.489348,0.481462,-0.168635,0.713801,-0.175877,-0.536073,clean
-2.457696,0.307204,-0.461384,-0.327457,0.210272,0.583886,-0.355413,0.023202,0.129218,0.56767,1.070055,clean
-0.559759,-0.925029,1.370316,0.097698,-1.037898,0.898055,-0.157982,0.066628,0.549901,0.737812,-1.166904,clean
-0.852597,-0.077851,-1.601345,0.330924,-0.227683,1.709475,-0.361541,0.336336,0.554697,-0.244035,-0.249503,clean
-3.102226,-1.266286,-3.525387,-3.340082,0.812523,0.430821,-1.142842,3.33064,2.263269,-0.445561,0.571016,clean
-2.876286,-0.632374,-2.203888,-1.091764,1.12514,-2.591529,1.563988,0.388632,0.834552,-0.965579,-1.463498,clean
-0.416832,-0.131638,-1.445321,0.925631,2.435676,-2.888692,1.678449,-0.33666,0.788977,-0.303339,0.069773,clean
-0.671495,-0.927619,0.483258,0.084737,2.329439,0.936976,0.360445,-0.363245,-0.652105,-0.08013,0.21872,clean
1.687387,1.462889,1.631579,-0.526991,1.00003,1.173488,1.008041,-0.065101,0.477017,0.201938,1.384545,clean
-2.654053,0.902168,-0.239565,-0.075897,-0.133175,-0.473784,-0.417683,-0.707955,-0.450457,-0.714018,0.20071,clean
0.939025,0.099192,-1.57322,1.264371,-1.064404,-0.131753,-0.017992,0.620015,0.84927,0.612111,-0.565994,clean
1.427908,-0.478289,-0.058472,0.747583,-1.152714,0.614902,1.277772,-0.907291,0.891717,-0.136675,0.000187,clean
-3.48957,0.852008,-0.007951,-1.154645,-2.747628,-1.443106,-1.338824,-0.655479,-0.748667,2.146728,1.080156,clean
15.584341,-0.435106,-12.114453,4.082566,1.235738,-1.193305,-2.304739,0.794571,-1.353941,3.2375,0.369989,clean
2.695464,2.02684,2.116143,0.098479,-0.935478,0.070734,0.064052,0.823908,0.626861,-0.661478,0.305863,buggy
-1.523602,-0.39429,-0.335077,-0.073164,0.685311,-2.001703,1.883998,-2.272178,1.58831,-0.294936,-1.267515,clean
-1.871572,0.155863,-0.72038,-0.021804,0.198786,1.156771,-0.291979,0.162412,0.360041,0.020434,0.429961,clean
-1.258751,0.228121,1.255005,0.561398,-2.064996,0.53569,0.126815,-0.579079,0.324372,0.709387,-0.596079,buggy
-3.2058,1.047688,0.367146,-0.753385,-2.681151,-1.685562,-1.074486,-0.632421,-1.486899,1.959578,0.946129,clean
-2.244062,0.506216,-0.398362,0.138487,-0.466819,0.456479,-0.354139,-0.128665,-0.40654,-0.192567,-0.25837,clean
-2.41226,0.281547,-1.603623,-0.440992,-0.334143,-2.256905,1.066523,-1.170578,1.833678,-0.349737,-0.505669,clean
-3.702141,0.928832,-0.778258,-1.58434,-2.208381,-1.140459,-1.418127,-1.105573,-0.697628,1.579151,1.536258,clean
-2.845635,-0.476256,-1.15253,-0.926372,0.928029,0.341636,0.041938,1.307174,-0.891486,-0.533347,-0.57496,clean
-2.921088,-0.547645,-1.32701,-1.217335,0.791136,0.543506,-0.176255,1.419801,-0.005589,-0.453265,-0.351912,clean
-3.423878,0.779003,-0.694388,-1.055801,-1.635075,-1.058868,-0.994293,-0.859819,-1.088425,0.730555,0.764241,clean
-3.106274,0.742798,-0.65283,-0.607787,-0.777807,-0.643951,-0.620003,-0.63249,-0.605925,-0.17967,0.204952,clean
-1.816772,-0.261459,0.623392,-0.115454,1.431558,0.051104,0.606135,0.290449,-1.527644,0.787176,-0.701232,clean
0.353357,-0.36906,2.587719,0.018396,-0.894592,0.414831,-0.212562,1.096439,0.737097,2.563914,-2.8478,buggy
6.752472,-2.687591,1.497385,0.29144,-0.404401,0.434203,-0.358066,-0.882781,0.546533,0.02149,-0.305895,buggy
-2.997651,0.483024,-0.858349,-0.675923,-0.367016,-0.493856,-0.561745,-0.258013,-0.28764,-0.663518,-0.148955,clean
-1.276335,0.348574,0.422687,0.412887,-0.019807,0.878401,0.088348,-1.214129,-0.157344,-0.498829,-0.442017,clean
9.990472,1.231412,-0.791079,2.921602,0.963883,-2.49868,0.52727,3.946802,-2.245184,-1.280233,3.860056,clean
-1.835031,1.537047,-0.074546,-0.097674,0.288662,-0.778044,-0.377743,-0.510292,-1.148392,-1.073292,-0.219174,clean
-0.88982,-0.539705,1.135558,0.030688,0.534018,0.924528,-0.087403,-0.026615,0.640487,0.622697,-0.253359,clean
-1.57792,0.113994,0.901153,0.107513,-0.203529,0.695418,-0.167012,-0.563943,0.575157,0.458174,-0.569564,clean
7.206632,0.969778,0.798685,0.742977,-1.071211,0.686132,0.77808,-1.200731,-0.421436,-1.566932,-1.204839,buggy
-2.388328,0.952339,0.371455,-0.000813,-0.686205,-0.518326,-0.439088,-0.343675,0.236238,-0.132828,0.301642,clean
-0.544884,-0.649653,-0.070541,0.29539,1.618877,-3.268351,2.661046,-0.867361,-1.286248,-0.344497,-2.310144,clean
-1.196597,0.133322,0.888236,0.194552,0.982463,0.630433,0.419876,-0.403777,-0.185438,0.27464,0.404725,clean
4.026949,-1.091557,3.862638,1.191124,-0.567198,-0.133051,0.82326,2.407982,-0.173843,-1.027018,1.534433,clean
-2.682729,1.075277,-0.130276,-0.411229,-0.686804,-0.398824,-0.591488,-0.728418,0.116777,-0.443277,0.553012,clean
-2.806502,-0.635202,-2.19683,-0.961898,0.984503,-2.539252,1.614953,0.317526,0.82851,-0.990869,-1.572333,clean
-2.695099,0.894215,-0.037572,-0.091165,-0.968917,-0.953532,-0.197293,-0.356723,-1.346992,-0.094003,-0.261303,clean
-2.874591,0.97294,-0.000882,-0.325143,-1.145872,-0.863513,-0.502378,-0.544745,-0.764256,0.409041,0.145001,clean
4.412067,1.665762,2.721384,-0.383521,-1.337799,0.194518,0.029102,1.612373,0.579863,0.023391,-0.511864,buggy
-2.746822,0.895119,-0.330406,-0.25553,-0.694193,-0.282926,-0.56837,-0.858887,0.177602,-0.34377,0.455694,clean
0.064594,-2.784622,-0.039962,-2.011143,1.3407,1.343437,0.122461,0.798912,0.484715,1.212691,0.350086,clean
0.634958,0.164605,-2.227908,0.351068,0.819681,0.392208,0.125503,0.496344,0.78041,0.109432,1.190769,clean
-3.542678,0.767194,-0.678898,-1.269631,-1.702227,-0.919887,-1.239746,-0.891319,-0.40205,0.933364,1.119372,clean
-3.510501,0.850105,-0.052135,-1.179085,-2.725755,-1.430811,-1.340365,-0.664662,-0.747253,2.16686,1.062753,clean
2.098785,-1.81403,1.360678,-0.158156,0.785986,1.099236,-0.412115,-0.011495,0.497557,0.468159,-0.028304,clean
1.9426,0.760793,-0.836334,0.939764,1.151873,0.609248,-0.025279,0.902453,0.677752,0.83739,0.77752,clean
-2.74235,0.882881,0.280754,-0.180416,-1.297543,-0.951632,-0.435365,-0.073955,-0.609047,0.592134,-0.494825,clean
-1.536884,-0.222741,1.078177,0.14746,0.926368,0.404827,0.327158,0.016711,-0.166766,0.664181,0.266243,clean
-1.960268,0.038505,-0.05385,-0.311664,0.248604,0.828865,0.020975,-0.908255,-0.088754,-0.117529,-0.418534,clean
-2.385031,0.136807,-0.636461,-0.392998,0.913297,0.462615,-0.167116,0.475663,-0.289505,0.039352,0.642455,clean
-2.361317,1.102937,-0.074862,0.080276,-0.403018,-0.459906,-0.317363,-0.788643,-0.48333,-0.817574,0.244467,clean
-2.90245,-0.206308,-1.252634,-0.853765,-0.297585,0.605182,-0.435231,0.689853,-0.188903,-0.956391,-1.135472,clean
-1.353519,-0.152733,-0.773032,0.326098,1.681605,0.942058,0.274937,0.885356,-0.877386,-0.056185,0.46874,clean
-2.360939,0.979706,0.912039,-0.038185,-2.043499,-1.0228,-0.394609,0.267131,-0.021366,0.730654,0.07351,clean
-2.088831,-0.258698,0.249337,-0.510343,0.856638,0.821296,-0.000949,-0.485412,0.461198,0.683608,0.662121,clean
-2.08474,0.025644,-1.186063,-0.174725,0.652099,-2.30814,1.347302,-0.548711,1.999285,-0.089206,-0.180152,clean
-1.80797,1.29892,0.377123,0.119854,-1.546066,-0.475983,-0.125448,-0.315155,0.074012,-0.038952,0.146307,clean
7.832036,-1.612901,1.551366,0.798608,-3.070796,1.118242,0.657084,-0.939541,0.695731,-1.339255,-0.966627,buggy
-1.931493,0.112112,0.283306,0.022524,-0.156736,0.718718,-0.051905,-1.106912,-0.260513,-0.085999,-0.358708,clean
-1.809933,-0.077878,0.582179,-0.135832,0.906019,0.822557,0.030764,-0.65513,0.414449,0.490737,0.777974,clean
-2.425971,1.090298,-0.381775,0.264647,0.462647,-1.20957,0.394663,-0.44087,-3.289187,-1.316872,-0.884491,clean
0.192207,1.041206,-0.330326,0.342776,2.237526,1.133528,0.006285,0.275898,-0.316316,-0.062058,1.272492,clean
-2.50611,0.143287,-1.245165,-0.698133,-0.911863,0.919046,-0.802296,0.125712,0.289172,0.110996,0.031795,clean
2.708185,-0.72874,2.304962,0.13005,1.003109,0.864766,0.413244,0.527448,-0.054377,1.166596,-0.719931,buggy
1.21673,1.573313,1.938377,0.432153,0.138824,0.388531,-0.359527,-0.235658,0.806617,-0.309498,-0.269796,clean
1.797486,0.700739,1.804419,1.496162,-1.04082,1.281576,0.308683,0.29542,1.038003,0.166833,-1.18751,buggy
3.350637,-0.253326,-1.567477,1.650206,0.047994,-0.333446,0.424272,2.062238,0.73739,1.517159,0.89844,clean
-1.027569,0.11549,0.678676,0.672088,2.466045,-0.311772,1.166312,-0.036207,-3.581719,-0.591458,-0.846011,buggy
1.902082,0.361733,2.875358,0.105212,-0.598195,0.507412,-0.035123,1.12758,0.838085,1.812816,-2.195548,buggy
-0.739146,0.158496,0.422544,0.426592,2.09639,0.722481,0.406352,-0.721403,-0.666407,-0.181129,0.113391,clean
4.888703,-3.675825,0.413985,-0.713943,1.013184,1.404765,-0.043674,-1.464975,-1.346092,-0.57827,-0.034595,clean
-1.80797,1.29892,0.377123,0.119854,-1.546066,-0.475983,-0.125448,-0.315155,0.074012,-0.038952,0.146307,clean
-0.659704,1.284721,1.470014,1.000004,-1.63718,-0.653327,0.083983,0.469188,0.582595,-0.503835,-0.233343,clean
-2.302017,0.533167,-0.537354,-0.042073,-0.275462,0.756891,-0.592564,-0.366067,0.323351,-0.374041,0.156706,clean
-2.502413,0.033096,0.148715,-0.618665,-0.832015,0.567712,-0.587205,-1.229301,0.112427,0.808705,0.271691,clean
-2.058402,-0.181302,-0.227258,-0.176216,0.689021,0.386853,0.214579,-0.60224,-1.444302,-0.464587,-1.059437,clean
-2.493673,1.039414,0.035054,-0.048452,-0.61323,-0.605667,-0.30474,-0.483882,-0.510258,-0.483363,0.021098,clean
-0.774886,-1.271428,1.059132,-0.245075,1.871795,0.532603,0.430266,1.034052,-0.640942,1.252632,-0.547108,clean
-0.53354,-1.778143,-0.849442,-0.777412,0.37662,-0.125518,0.196571,-0.437425,0.228727,0.082897,-0.235684,clean
-2.451446,0.99819,0.715792,-0.113224,-1.928477,-0.932535,-0.401409,0.10526,-0.044193,0.752798,0.055021,clean
5.367607,0.502541,-3.624323,3.029545,-0.407609,-0.271997,0.444624,0.180585,-0.741543,-0.334197,0.675897,clean
4.185928,-2.339688,2.260857,-0.250982,-0.843627,1.205936,0.391988,0.059828,0.321437,-0.042278,0.106775,clean
-2.026227,-1.303723,-2.469279,-0.836112,0.097165,1.638622,-0.335449,1.870694,0.847109,-0.055213,-0.581148,clean
-2.529393,0.91676,-0.169382,-0.118877,-0.686241,-0.26647,-0.482224,-0.802409,0.158103,-0.512869,0.450357,clean
-1.850423,0.438672,-0.661675,0.237472,-0.741449,1.135774,-0.494426,-0.21446,0.303898,-0.373322,-0.060254,clean
-1.482149,0.492105,0.224335,-0.014743,-0.024379,0.931418,0.308194,-1.247991,-0.261489,-0.124745,-0.281861,clean
-2.614974,0.913313,-0.406826,0.292841,0.289396,-1.025417,0.115079,-0.614215,-2.57995,-1.059497,-0.584832,clean
-3.413625,-0.404975,-2.301595,-2.344343,-0.034215,-0.219709,-0.892985,1.601546,1.578581,-1.505526,-0.586725,clean
0.518247,0.517648,1.149977,0.433494,0.303924,0.875066,-0.087288,-0.756365,-0.130777,-0.54604,-0.292196,clean
3.713147,1.481471,2.985933,1.250446,-0.841009,-2.693028,2.72378,-0.049476,2.854277,-1.77059,0.231444,clean
-2.420698,-1.244243,-2.528456,-1.289359,1.427961,-0.62172,0.273001,2.220624,-0.381097,-0.114639,0.272707,clean
2.576772,-1.57313,1.77847,0.58086,0.44622,1.070975,0.172606,-0.264499,-0.216279,-0.307976,0.174581,buggy
-2.332781,1.00834,0.772035,0.002446,-1.733879,-0.830868,-0.337156,0.065242,0.080442,0.428593,0.078457,clean
0.004752,0.575269,1.484577,0.500141,1.021355,0.443032,0.370874,-0.092937,-0.042642,-0.217956,0.632563,clean
-1.688701,0.088428,0.170273,0.268548,0.479901,0.420929,0.367154,-0.843134,-1.539863,-0.595394,-0.994082,clean
0.808308,-0.714987,-0.139889,0.969674,-3.471366,-1.639931,-0.745101,4.310736,-0.097641,-4.00677,1.606121,clean
1.711377,0.194591,1.530343,0.975607,-2.749368,1.558703,0.952661,-0.380601,0.729789,-0.35561,-1.408253,buggy
-2.212159,-0.512696,0.043233,-0.872646,-0.069502,0.951456,-0.238622,-1.09728,0.711436,0.428592,-0.346126,clean
-3.205477,0.820185,-0.420834,-0.655587,-0.975852,-0.85471,-0.763295,-0.765052,-0.839987,0.131574,0.578275,clean
-2.334278,0.663918,-0.640285,0.148076,0.131686,0.103732,-0.094735,-0.227421,-1.916632,-0.61951,-0.499137,clean
-2.641689,0.911202,-0.266318,0.080798,0.142848,-0.669858,-0.294745,-0.672813,-1.153828,-0.898923,-0.080146,clean
-0.737917,1.369293,1.215949,0.817028,-2.959073,-0.658396,0.466531,0.544852,0.250459,-0.232793,-0.196271,clean
-2.759714,0.643792,-0.742284,-0.699453,-0.574435,-0.219142,-0.561935,-0.4616,0.355179,-0.487295,0.198203,clean
-2.223892,0.90232,0.371765,0.240769,-0.916758,-0.450653,-0.448003,-0.362027,0.333068,-0.421148,0.082615,clean
-3.413625,-0.404975,-2.301595,-2.344343,-0.034215,-0.219709,-0.892985,1.601546,1.578581,-1.505526,-0.586725,clean
7.866102,-3.350208,2.051721,-0.070108,-1.033992,0.682178,-0.323058,-0.441081,0.363563,-0.439003,0.059915,clean
-1.118696,-0.447092,-0.010368,0.265927,1.752584,-2.443281,2.54925,-1.695123,0.242341,-0.249406,-1.327471,clean
-0.231016,0.543239,1.742313,0.323611,0.205063,0.621613,0.511084,0.183219,0.692039,0.895556,-0.096464,clean
1.76073,-0.698081,1.695661,0.59701,-0.255088,-0.787094,0.316547,0.154953,0.195526,0.673528,-0.729209,buggy
-1.46953,0.348849,0.693323,0.395928,-0.450814,-0.078841,0.782883,-0.464702,-2.454529,-0.070228,-1.321016,clean
-1.571909,-0.077064,-1.309203,-0.063347,0.963489,0.058101,0.009253,0.524902,0.021191,-0.28094,0.607558,clean
-1.07363,0.01309,2.120685,0.296773,0.787063,-0.865004,0.881437,1.495119,-2.289823,1.410677,-1.39234,clean
1.529364,0.474594,0.615964,1.504359,1.433945,1.012223,0.180995,1.352233,-0.067783,-0.531239,1.718548,clean
0.476919,0.029568,-2.217643,0.804174,-0.448204,2.029234,-0.344869,0.213814,0.559493,-0.241368,-0.420386,clean
5.972432,-0.001674,1.602135,0.284417,-0.906371,-0.025236,-0.284269,-2.376242,0.334593,-2.301188,1.087637,clean
-2.017788,0.072981,-0.829312,-0.204538,0.108248,1.113374,-0.342755,0.281129,0.356637,0.062902,0.370318,clean
-3.066502,0.129571,-0.901538,-1.015696,-0.53188,-0.505116,-0.429362,0.532891,-0.277797,-1.340377,-0.711709,clean
-1.59561,-0.008249,-1.075413,-0.004759,0.195423,1.365426,-0.402642,0.35223,0.476114,-0.157478,0.130793,clean
-2.183173,0.116521,0.224476,-0.245464,-0.237808,0.586882,-0.163078,-1.119277,-0.399544,0.222857,-0.155986,clean
-3.088302,0.836506,-0.570854,-0.519325,-0.876991,-0.678174,-0.628649,-0.791327,-0.688414,-0.027837,0.373477,clean
-1.276634,-0.344886,-0.011119,0.067009,1.533958,-2.028772,2.096885,-2.158681,1.511848,-0.008655,-0.563341,clean
0.407867,0.833602,1.386172,1.231231,-0.708803,0.442899,-0.05301,1.471072,0.494953,0.183338,-0.036864,clean
-3.102226,-1.266286,-3.525387,-3.340082,0.812523,0.430821,-1.142842,3.33064,2.263269,-0.445561,0.571016,clean
-1.303322,-0.578811,0.532837,-0.045185,0.975155,0.484101,0.582881,-0.038977,-1.586635,0.463183,-0.829658,clean
-2.080913,1.177252,0.10017,0.257912,-1.046646,-0.22565,-0.273149,-0.807744,0.193611,-0.588088,0.288751,clean
-0.431075,-0.064629,-1.75159,0.4781,-0.046676,1.764314,-0.477943,0.320592,0.537091,-0.246064,-0.185965,clean
-1.560898,1.178871,1.420469,0.438037,-2.235049,-1.011128,-0.125846,0.626613,0.192851,0.284593,-0.21093,clean
-0.966416,-1.169348,0.234417,-0.481622,1.581497,-0.023514,0.517576,0.171216,0.139662,0.881398,0.456306,clean
-0.277973,-0.01358,0.267661,0.72114,1.158574,0.782182,0.017526,1.573145,-0.056188,0.622133,0.105041,clean
-2.61556,-0.705976,-2.753439,-0.838583,0.147424,-2.509039,1.207977,0.033025,1.56098,-0.95908,-1.635717,clean
-2.107422,1.418049,-0.233828,0.045741,0.284774,-0.788033,0.110466,-0.717168,-1.925805,-1.098426,-0.152066,clean
-1.31849,-0.663456,0.334962,-0.328405,1.778925,0.552416,0.769364,0.105538,-1.692351,0.478169,-0.040866,clean
-1.929008,1.063243,0.870796,0.495012,-2.908752,-0.800716,-0.24412,-0.206391,0.029114,0.328898,0.086206,clean
-3.715072,0.876668,-0.721357,-1.378452,-1.994535,-1.370105,-1.317078,-1.078032,-1.426617,1.426676,1.275911,clean
-3.113919,0.923379,-0.538997,-0.415171,-0.806254,-0.937833,-0.505567,-0.844859,-1.509253,-0.012445,0.232346,clean
-2.666884,-0.377324,-0.682524,-0.927943,0.350391,0.527414,-0.337449,1.349505,0.315437,-0.44193,0.264097,clean
0.16766,0.084795,-2.006218,0.764617,-0.585998,2.02438,-0.206475,0.155824,0.585323,-0.308956,-0.480001,clean
-1.57499,-1.117252,-1.678151,-0.494766,0.181496,-0.277041,0.110359,1.913812,0.16323,0.135361,1.149578,clean
1.062156,-1.107488,1.454663,0.058803,1.863446,1.209584,0.104647,-0.102753,0.508452,0.39722,1.255647,clean
-3.325193,1.035709,-0.319608,-0.788782,-1.901147,-0.86914,-1.087345,-1.223788,-0.511064,0.919538,1.189795,clean
-2.372636,0.007816,-1.125014,-0.527842,-0.065873,0.723114,-0.391718,0.469784,-0.406151,0.283324,0.276901,clean
1.973969,-0.732425,0.709457,0.446445,0.223013,0.981949,0.559378,-1.001541,0.57778,-0.292671,0.721444,clean
-1.019662,0.071083,1.545235,0.25131,0.726099,0.199455,0.365897,0.358982,-0.185814,0.642231,0.219488,buggy
1.141099,-0.406489,2.710954,0.901292,0.141279,-1.237385,0.701148,1.511019,-0.584885,0.175567,0.085176,clean
-2.457376,0.20507,-0.53036,-0.157502,1.014225,0.200917,-0.067593,0.401307,-1.131526,-0.014965,0.421242,clean
-1.410626,-0.463836,0.965074,-0.35658,0.075067,0.59693,0.145968,-0.011228,-0.332824,1.434381,-0.508612,buggy
-2.223075,-0.308133,0.283992,-0.592608,0.660165,0.719907,-0.078867,-0.43771,0.388715,0.782104,0.700713,clean
4.21126,1.454788,-2.291845,2.350833,-0.342508,1.524275,0.52897,-0.196305,-0.594045,-0.794507,-0.935606,clean
0.652186,0.595537,2.401118,1.423013,-3.041609,0.591033,0.84874,0.598603,0.994166,0.971351,-2.581058,buggy
-0.918519,-1.090735,-0.093711,-0.559414,0.128757,1.575797,-0.016163,-0.703273,0.55203,0.105814,-0.231186,clean
-2.266673,-1.245168,-2.881444,-0.805494,1.431058,-2.767077,1.934806,0.907449,0.939798,-0.391927,-0.922646,clean
-2.416515,1.080113,0.244282,0.199797,-0.41457,-1.145171,0.01347,-0.233216,-1.961338,-0.333708,-0.59039,clean
-3.444453,-0.399214,-2.312218,-2.381785,-0.059783,-0.232656,-0.902487,1.621047,1.56777,-1.499029,-0.603149,clean
-1.30719,-0.055372,-1.317761,0.080388,0.101041,1.487284,-0.470297,0.389686,0.474701,-0.171209,0.009003,clean
-2.741749,0.974391,0.080419,-0.138056,-1.031526,-0.789409,-0.433335,-0.569985,-0.704349,-0.038829,0.262617,clean
-3.413625,-0.404975,-2.301595,-2.344343,-0.034215,-0.219709,-0.892985,1.601546,1.578581,-1.505526,-0.586725,clean
2.842994,-1.772064,1.756217,0.361995,1.070103,1.247032,0.226261,0.411615,0.580079,0.326959,1.080295,clean
-0.963876,-0.956753,1.362041,0.132824,1.581683,0.10636,0.784164,1.062133,-1.490436,1.168523,-0.693155,buggy
-2.516253,-0.651748,-0.508696,-1.109296,1.111096,0.026232,0.193504,0.146258,-1.598052,0.671103,-0.034482,clean
0.072225,0.913585,1.881652,0.46729,-0.560026,0.453926,-0.079933,-0.034148,0.748765,0.557178,-1.181759,buggy
3.410041,0.845799,-2.445769,2.131478,0.720221,0.149463,-0.18464,-0.098548,-0.555469,-0.356675,-0.080435,clean
-1.727793,1.130787,1.083795,0.373222,-2.246414,-0.80447,-0.166762,0.298883,0.241881,0.416675,-0.493185,buggy
-0.091373,0.042267,1.142939,0.54915,-0.468581,1.418739,0.454909,-0.849355,0.850604,-0.051756,-0.568802,clean
-0.40176,1.958695,1.626947,0.509985,-3.22667,-1.353119,0.854276,1.084282,-1.314057,0.181867,-0.895627,clean
7.935789,-1.575018,4.60765,1.167352,-2.816491,-2.737087,0.189464,3.076105,0.980537,-1.165449,1.050175,clean
-0.253341,-0.314836,1.186555,0.239206,1.866044,0.853952,0.255293,-0.115714,-0.101428,0.550579,0.401401,clean
38.359098,37.165058,-4.115147,-21.85201,-5.624122,6.928232,21.063154,2.525674,-2.27672,2.597768,2.55331,buggy
-2.114538,-0.486863,-2.133334,-0.636408,1.240801,-2.505195,1.475656,0.029556,1.544179,-0.309845,-0.216169,clean
