@relation 'CM1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-9'

@attribute 0.203LOC_TOTAL... numeric
@attribute -0.443NORMALIZED_CYLOMATIC_COMPLEXITY... numeric
@attribute -0.432ESSENTIAL_DENSITY... numeric
@attribute 0.521DESIGN_DENSITY... numeric
@attribute -0.52HALSTEAD_LEVEL... numeric
@attribute '0.72 PARAMETER_COUNT...' numeric
@attribute -0.439PERCENT_COMMENTS... numeric
@attribute 0.526PARAMETER_COUNT... numeric
@attribute class {buggy,clean}

@data
-1.282341,2.027911,-0.28029,-0.203382,0.081961,-0.572754,-0.173972,-0.163835,buggy
1.654651,0.19277,0.965046,0.292674,-0.074086,0.435835,-1.001015,-1.637312,clean
-1.807887,-1.72364,-3.078567,-0.364288,-1.599354,0.669433,0.827233,-0.016257,clean
-3.139149,-1.752132,1.965243,-0.813992,0.149462,1.08701,0.737202,-0.012714,clean
-1.440735,1.69888,-0.012118,-0.504014,0.000378,-1.093302,-0.495032,-0.468248,clean
-2.131121,-0.868965,1.432907,-1.186683,0.904023,0.263496,0.867052,-0.449497,clean
-1.470502,-0.786785,-2.062146,0.553929,0.444606,-0.350952,0.515322,0.70739,clean
-1.860244,1.369598,-0.126639,-0.187076,0.186685,-0.168186,0.266654,-0.103581,buggy
-1.482478,0.534477,0.173269,-1.533136,0.058807,0.729279,0.237662,-0.375891,clean
4.565873,-2.248516,-1.36673,-0.895728,4.514228,-1.404999,-3.712746,3.186688,buggy
-2.802676,1.023612,-0.608925,-0.674908,-1.221543,-0.15838,-0.041185,-0.078232,clean
1.589495,-0.937595,-0.390484,1.830617,0.063266,0.597622,0.2089,-0.456625,clean
-2.050426,1.776967,-0.301847,1.057442,0.163372,-0.621321,0.871822,0.05589,clean
5.173933,-1.8332,-2.068706,-0.529158,-0.2943,0.079829,-0.268543,-0.854952,clean
0.920413,1.935432,0.635038,0.197651,0.919129,-0.811923,-0.204553,-0.752264,buggy
-0.799759,2.877074,-2.246261,-0.103152,-0.232193,0.23977,0.401162,1.257959,clean
-2.216102,0.818944,-0.619951,-1.265022,-0.615679,1.362333,0.190222,0.356346,clean
-2.094923,0.195488,0.584687,-1.301987,-0.035182,0.178185,0.353059,-0.82119,clean
4.637084,-4.522402,-1.00519,1.286285,0.797564,-1.306951,-0.119752,-1.046549,clean
-0.365217,2.054317,0.665201,1.417604,1.024363,-0.487933,0.411804,-0.531868,clean
-1.998423,-3.020083,-1.030078,1.946422,0.617284,-0.705723,0.565511,0.139242,clean
-2.958746,-0.740373,1.93074,-0.666206,-1.07759,-0.18958,-1.308094,0.144588,clean
-3.470015,0.107928,1.186544,1.272129,-0.629913,-0.121099,0.32323,0.928176,clean
-0.62487,2.237264,-0.202101,0.651128,0.773845,-0.571767,1.088069,0.120707,buggy
-0.241463,-1.355351,-1.604691,-2.075106,1.590807,-0.102637,-1.46833,1.11989,clean
8.110184,1.350778,-2.052598,1.189665,1.256688,-1.059153,-1.663056,0.899105,clean
3.124659,-1.656991,-2.630684,1.32575,0.324027,-1.464367,0.438974,-0.276114,buggy
-3.616312,-1.067796,1.956954,0.360858,-0.554481,-0.848164,-0.791361,0.267277,clean
3.125191,1.775942,0.326638,-1.74477,0.619973,-1.223096,1.089562,-0.464739,clean
4.852241,0.35831,-3.833027,2.534112,0.293603,6.13844,1.752467,4.036455,clean
-3.2491,-0.162594,0.399987,-0.497716,-0.497575,-0.007938,0.453142,-0.00103,clean
-2.877251,-2.730326,-1.360101,0.774782,-0.894997,0.118005,1.506719,-0.17217,clean
4.421622,1.769398,1.360203,1.074806,1.519301,0.644081,-0.306982,-0.728468,clean
-0.390159,-1.47637,-2.129791,-1.816819,-1.221199,0.579111,0.65913,-0.771308,clean
-0.162033,-0.023175,1.660155,-0.759771,0.793499,0.847211,-0.385036,-0.495617,clean
-3.383446,-0.584924,1.899318,1.199522,0.02744,-0.702889,0.053799,0.295923,clean
-1.395913,1.738961,-0.961424,-1.134602,-0.649922,0.2968,-0.967839,-0.466348,clean
2.354018,-2.146887,-1.582744,-2.131414,-1.564103,1.067049,-0.563634,-1.657936,clean
6.284152,3.458913,0.715904,1.92458,1.656019,-0.185374,-0.269607,-0.692335,clean
10.292378,-1.106534,0.187861,-0.772482,-0.746535,0.024858,0.559085,-1.653262,clean
-1.368654,1.804202,0.414926,0.515946,0.614152,-0.786411,-0.005888,-0.186032,clean
1.161275,2.415754,0.349591,0.800776,0.704667,-0.079868,-1.241399,-0.690471,clean
-0.507812,-0.471761,-2.449476,1.952406,-0.773914,-1.307924,0.27846,-0.454753,clean
5.318688,-0.479917,-0.666391,-1.44446,0.072535,0.114276,0.159677,-1.183496,clean
-0.423827,0.220191,1.551514,-0.095829,1.19689,0.372124,0.889518,-0.266509,clean
-2.636,0.607716,1.185759,1.116339,0.066544,0.188362,0.179522,0.556651,clean
8.02258,0.022677,-0.581808,-0.444098,0.399037,-0.191247,0.093321,-0.503945,buggy
-1.725564,-2.697198,-2.484879,-0.185657,0.071096,-0.623666,1.205157,-0.319123,clean
-3.826151,-1.0913,1.345651,-0.996008,-2.197907,-0.390604,-1.650659,0.318893,clean
2.744473,2.38845,-0.674635,-1.966981,0.797501,-0.996139,0.589323,-0.067168,clean
-0.688722,1.62739,-0.045156,-0.957628,0.180539,-0.752229,-0.333337,-0.665124,clean
-1.341482,0.85025,1.427731,0.51855,0.324069,-0.419776,0.568503,-0.741005,clean
-3.309954,-0.142634,0.598944,0.179404,-0.375498,0.555345,1.208471,0.284114,clean
-3.599404,-2.181132,1.925674,-0.684412,0.362969,0.231149,0.780695,-0.100455,clean
-1.866033,-2.939286,0.620251,0.403471,0.279776,-0.425338,-0.376969,-0.287345,clean
7.34241,-0.669676,-1.072684,-2.140559,-0.908532,0.09189,-0.483851,-1.44337,buggy
-0.948452,1.043055,-1.13392,-2.14453,-0.326032,2.403804,0.129594,0.976653,clean
4.506525,1.632171,-0.79921,-0.332141,1.227765,-0.244098,-0.288519,0.638809,buggy
-2.408234,1.678254,-0.368451,0.806849,-0.129139,-0.624478,-0.126745,0.305263,clean
0.731175,1.099229,2.67361,2.624059,0.323452,0.82373,-1.061301,-1.399473,clean
-0.481868,-1.109084,3.127414,-0.078788,2.087156,-0.006428,0.774394,0.033042,clean
-3.310696,-0.33887,0.978614,0.485787,-0.602053,0.716278,0.815151,0.422159,clean
-2.969368,-3.358788,0.447293,0.03438,-0.546258,0.751511,1.154091,-0.228372,clean
-3.578501,-0.306792,1.609034,0.837787,-0.917301,-0.852678,-0.601236,0.398453,clean
-0.712341,-1.558163,-2.110849,-1.859769,-1.383425,0.613115,0.602251,-0.815141,clean
-3.111877,-2.043234,1.962234,-1.175249,0.598538,1.001712,0.991708,-0.095395,clean
-3.339228,0.412233,0.844846,0.83151,-0.921634,-0.537464,-0.397722,0.561559,clean
-2.2283,-0.515987,1.680671,-0.173016,0.165101,1.24202,0.458826,0.29203,clean
-3.337574,-0.092633,0.007194,-0.813051,-1.133326,0.732054,0.078331,0.562239,clean
-3.083559,-0.477434,1.895447,0.637393,-0.168237,0.234146,-0.034922,0.625186,buggy
-3.242646,0.004423,0.029073,-0.683824,-0.559718,0.345302,0.721792,0.134567,clean
-3.151629,-0.045385,0.067001,-0.927383,-0.470993,-0.114099,0.51827,-0.244651,clean
-0.809321,-0.570814,-2.984687,1.443157,-1.210745,-0.199946,0.067725,0.369587,clean
-1.410218,-0.903864,-1.174196,1.329043,-0.237827,-0.664594,1.243549,-0.136857,clean
-1.721288,1.10619,0.15072,-0.913586,0.308468,-0.752563,0.09312,-0.607043,clean
-2.754699,1.15666,0.060701,0.991301,-0.208206,-0.160658,0.131184,0.673543,clean
-3.988314,-0.732578,2.088173,0.891972,-2.212427,-0.089542,-0.312733,0.801675,clean
0.242384,-3.057552,-0.356638,2.912584,-0.791478,0.169994,0.816553,-0.89538,clean
-2.551477,-5.788929,-1.439396,0.374796,2.082121,-0.951998,-1.542813,1.268625,clean
5.099699,-0.934433,-1.93951,-1.773195,-1.599589,-0.521839,0.379585,-2.446561,clean
0.579321,2.308077,-0.301516,-0.495737,0.549276,-0.831591,-1.7939,-0.573514,clean
3.206889,-0.254545,-1.349471,0.181961,1.324638,-0.858082,-0.99465,-0.089347,clean
-2.711433,0.383893,1.424668,1.020136,0.250286,-0.184848,0.70215,0.123695,clean
0.127988,0.69844,2.489825,2.137126,0.813892,0.997177,-0.224141,-1.033422,clean
-2.457285,-1.616361,-1.980519,0.704894,-0.943069,-1.382721,0.699302,-0.692224,clean
-1.214511,2.124852,-0.442743,0.200792,0.379956,-0.91499,0.307032,-0.112628,buggy
2.061395,-0.407085,-1.934905,0.999422,-0.565765,-0.911011,0.044084,-0.83096,buggy
-1.199845,0.10192,-1.276797,1.579455,-0.232069,-0.804521,0.359608,-0.537047,buggy
-1.992676,1.954383,-1.226718,-0.291432,-0.258273,-0.64968,0.344946,0.255082,clean
-2.627885,0.6782,0.310365,-0.697858,-0.943595,-0.104192,-0.545354,-0.099819,clean
0.05258,0.78224,0.130782,-2.060444,0.158882,0.214256,0.926934,-0.81816,clean
-1.33657,0.167387,1.126439,-0.533752,0.165226,1.069648,0.241551,-0.435859,clean
-2.603442,1.34617,-0.153796,0.655942,-0.205684,-0.614986,0.052809,0.232881,clean
4.713905,-0.517462,-3.272046,1.963848,0.577788,-1.138971,-0.758262,-0.294538,clean
-1.543717,-1.44159,-0.032949,-2.151851,1.737597,-0.243527,-2.639805,0.379738,clean
-2.814334,-3.264834,-2.054462,1.13102,-0.042809,0.150692,-0.712621,1.640341,clean
-2.000186,1.523954,-0.278926,-0.412218,-0.702425,-0.265138,-1.703781,0.102024,clean
-2.822762,1.038947,0.26652,1.221934,-0.093171,-0.120042,0.374595,0.6754,clean
-2.474883,0.705458,0.233844,-0.320918,-0.831236,1.044131,0.23827,-0.048184,clean
1.917151,2.464828,-0.859225,-1.348565,0.613063,-0.269795,0.383181,0.017249,clean
-0.576931,1.014384,-0.103921,-1.901079,0.520144,-0.443283,0.309356,-0.383563,clean
-2.444253,1.678188,-0.425082,0.646145,-0.34051,-0.73705,-0.426098,0.291365,clean
0.214566,2.676809,-0.248661,0.574811,0.708336,-0.939385,-0.620574,-0.475766,clean
1.495871,1.158763,-0.176025,-1.784346,0.151385,1.651589,0.826,-0.176696,clean
-3.264329,-0.249894,0.989106,0.619039,-0.680922,0.751111,0.760091,0.458041,clean
7.252191,3.469579,0.403654,1.118223,1.151114,-0.291421,-1.018516,-0.696001,buggy
-3.362194,-6.214252,0.044522,0.052038,0.908874,-0.34026,-0.359788,0.510989,clean
-3.489891,-0.360151,0.770439,-0.086679,-1.111885,0.459141,0.203733,0.543904,clean
-2.085519,1.658413,-0.133981,0.254946,-0.253738,-0.149863,-0.118885,0.299303,buggy
-0.312099,1.269018,-0.142112,-1.579463,0.507909,-0.588425,0.276986,-0.812002,clean
-1.553614,0.85185,0.942767,-0.313093,1.06801,-0.572894,0.570413,0.129796,clean
-1.805372,-1.192368,-2.44772,0.893116,-1.08171,-1.045303,0.145049,-0.160125,clean
-0.664893,0.708109,0.216314,-1.568037,0.408552,-0.253044,-1.025438,-0.436761,clean
-3.485233,-0.262356,0.706055,0.144358,-0.556655,0.536945,1.103857,0.352056,clean
-2.469353,-3.5773,-1.199752,0.882357,0.402869,-0.591067,1.004956,-0.052675,clean
-0.324932,1.85553,0.073328,1.465963,0.388773,2.924073,0.623807,1.431086,buggy
-1.736561,1.832397,-0.643671,-0.222403,-0.116495,-0.214559,-0.012302,0.498639,clean
-3.074553,-1.258429,1.854389,-0.310181,0.52921,0.55475,0.751229,0.148488,clean
18.531549,-0.600104,-0.331211,-0.543793,-1.375168,-2.235115,-0.050724,-0.231731,buggy
-2.761069,0.749833,0.886095,1.606885,-0.240717,-0.174696,0.611623,0.099244,clean
-2.191032,-0.361978,0.849876,-1.513313,-0.004856,1.218517,1.142932,-0.510563,clean
-1.626823,-0.11096,1.550982,-0.28334,0.915567,0.091364,0.961305,-0.421448,clean
