@relation 'MW1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-9'

@attribute 0.217LOC_EXECUTABLE... numeric
@attribute 0.376CYCLOMATIC_DENSITY... numeric
@attribute 0.409DESIGN_DENSITY... numeric
@attribute 0.536PERCENT_COMMENTS... numeric
@attribute -0.437ESSENTIAL_DENSITY... numeric
@attribute 0.603LOC_CODE_AND_COMMENT... numeric
@attribute -0.574PARAMETER_COUNT... numeric
@attribute 0.722PARAMETER_COUNT... numeric
@attribute class {buggy,clean}

@data
-2.85867,2.34722,1.196476,0.636729,-2.236607,-1.783972,0.723628,-0.223516,clean
-5.015066,1.080563,0.703258,-1.010026,-0.163613,0.772712,0.387155,-0.568038,clean
3.440266,0.404326,2.059502,0.200413,0.144804,-0.491785,0.484612,-0.793986,clean
-3.854103,-0.022652,-1.601912,0.968753,1.063258,-0.023601,-1.270236,1.290239,clean
-3.919043,-0.017505,-1.655008,0.674246,0.597331,0.016431,0.106532,0.038372,clean
-3.555306,-0.820861,0.436577,0.122076,0.218894,-0.930354,-0.88624,1.60137,clean
1.021193,-1.590568,-2.031729,-1.352875,-0.275625,-0.28125,0.545457,-0.506704,clean
13.180409,3.280826,2.790065,1.053618,3.213689,-0.678818,0.433875,0.571587,clean
5.836305,1.040509,1.05241,0.445575,0.820169,-0.714832,0.343901,0.031502,clean
-3.685305,-0.425482,-0.036986,-0.92619,-0.485961,-0.674409,0.756647,-0.31676,clean
-3.897046,-0.099975,-0.920957,-1.003671,-0.037905,-0.64815,-0.044452,0.246981,clean
0.463584,-2.395179,0.067818,-0.908666,-0.975265,-0.27428,-0.179858,-0.933569,clean
0.328351,0.156488,-0.472152,-1.24109,0.701184,0.875341,-0.242743,-0.927395,clean
-2.146501,-0.696679,0.388817,-1.762133,-0.37928,0.080649,0.01314,-0.601489,clean
-2.016242,-2.359825,1.964491,4.732898,-2.454749,6.166478,3.867678,2.544599,clean
-1.835651,-1.536344,0.020754,-0.631094,-0.644845,-0.421184,0.347146,-0.564981,clean
-3.881388,-0.234026,-0.454092,1.33585,0.552448,0.700533,-1.361315,0.092754,clean
-1.891412,1.557974,0.969624,-2.059253,1.435577,0.547473,-0.364894,1.244716,clean
-1.75848,-1.473939,0.155954,-0.232503,-0.257546,0.083667,-0.17639,-1.203459,clean
-3.317755,0.248925,0.558604,-1.611202,-0.029601,0.005049,0.600053,-0.255008,clean
7.962468,-5.068101,-2.61156,-0.168049,-3.319893,-0.047688,1.104404,0.390944,clean
-4.439813,1.450118,-1.196827,-1.592672,0.150283,0.249837,0.793455,0.016088,clean
2.34752,-2.388678,0.286909,1.201709,0.108018,0.135439,0.041723,-1.749626,buggy
-2.529182,-1.722372,-0.122185,0.596435,-0.214285,-1.128955,-0.367618,0.649529,clean
-2.397223,-0.116339,0.540622,-1.809003,0.087224,0.13755,0.217399,-0.559799,clean
-4.688023,0.12561,0.733659,-1.091844,-0.314626,-0.463986,0.94014,-0.340454,clean
-1.773954,-1.475325,-0.413846,2.284241,1.1342,0.254685,-1.328251,-0.718429,clean
-2.836031,-1.446864,1.530102,0.209732,-0.744008,-0.820224,0.933694,-0.619174,clean
-3.572133,-0.924777,-0.704077,1.055043,0.429244,-0.314445,-0.883387,0.279586,clean
-5.040912,0.735185,1.382753,-0.703471,0.113322,0.347962,-0.416642,0.936566,clean
-2.674336,-0.760585,1.006283,-0.361559,0.004157,-0.240416,0.565419,-0.801854,clean
-1.171063,-2.127408,2.150642,0.156388,-0.561097,-0.558308,-0.802089,0.806709,clean
-0.765362,-1.601541,2.860838,-0.388304,-0.278934,-0.289701,-0.699974,1.012061,clean
-3.28201,0.368945,-2.314029,1.150582,1.70329,0.714456,-0.754173,0.374534,clean
1.035309,-2.980045,0.527736,0.138146,-0.820367,-1.192129,-0.035738,-0.176205,clean
-3.659074,0.378317,-0.672132,0.009851,1.241379,-0.085068,0.151321,1.06236,clean
-0.601628,0.488572,-0.912825,3.178246,-3.026126,-1.259496,-0.066409,-1.016965,clean
-2.886494,-0.667899,0.847777,-1.030272,-0.186752,-0.577928,0.980634,-0.280451,clean
-2.957798,0.972572,0.18766,-1.884801,0.638026,0.348629,0.64975,-0.228299,buggy
-3.948259,0.895804,1.335909,-1.832021,0.049572,0.437245,0.582973,-0.373117,clean
-0.104861,-0.259382,-2.285389,2.154682,-2.540361,-2.607165,-0.385054,0.954052,clean
-1.871342,-0.133192,0.100289,-2.431831,-0.489917,0.693985,-0.397158,-0.466882,clean
1.18778,-0.296135,0.810409,-0.539838,0.96778,0.365823,0.68476,-0.622779,clean
-2.561146,1.048285,-0.580921,-0.273995,0.359014,-0.85601,0.289734,0.373191,clean
2.29146,1.217088,0.441269,-0.308786,-0.350743,-1.216497,0.718791,-0.156682,clean
-3.590441,-0.835559,0.06992,-0.656231,-0.486205,-0.974458,0.858517,-0.43803,clean
-4.023926,-0.078577,-1.269164,-0.044455,0.632736,-0.694791,-0.137254,1.063961,clean
4.258392,10.702664,3.654515,0.554641,-4.002358,0.863466,-1.358912,-0.269155,clean
10.222775,3.409202,0.077281,0.205459,1.358291,-0.871899,1.57697,1.208371,clean
-3.790218,-0.597916,-0.456599,0.86534,0.350069,-0.025807,-0.90005,0.395071,clean
-0.884033,-1.444365,1.566022,-0.322682,0.293788,-0.720542,-0.404069,0.860943,clean
-2.75644,-0.583364,0.350785,0.318247,0.497738,0.215719,-0.83945,0.543554,clean
3.418389,0.983365,-1.680044,0.666887,0.618249,0.011079,1.255515,-0.199281,clean
1.162036,1.507335,-2.135475,-0.513145,1.18896,0.044331,0.59193,-0.59779,clean
5.934727,-2.38016,4.838427,0.490665,0.302466,0.018478,-1.07317,0.334372,buggy
4.603304,-2.153107,3.751566,0.4828,0.648624,0.058664,-1.615707,-0.111298,buggy
-3.887462,-0.633028,2.005316,-0.340539,-0.635343,-0.40409,0.939139,-0.453958,clean
-3.05936,1.065103,0.392952,0.645337,0.64007,-0.28473,-0.686136,0.505954,clean
-4.243685,-0.291091,0.12134,-0.124365,-0.163755,-0.192133,0.586859,-0.662315,clean
4.077319,-0.778997,-2.572253,-0.748317,0.943188,0.045954,0.838379,2.05922,clean
10.847732,-1.419545,1.068467,0.75919,-1.084809,-0.075567,0.598434,-0.857667,clean
-0.238367,1.807401,0.046969,0.618843,0.405867,-0.593599,0.637831,-0.732029,clean
-1.884022,1.1484,0.326141,0.189344,0.415353,0.131036,-0.157973,0.05974,clean
-3.899289,0.392688,0.239053,0.183497,0.58053,1.106343,0.040211,-1.147632,clean
7.021506,-1.686989,1.444119,-3.267611,-1.275114,1.360909,-3.045698,-0.882468,clean
-3.675914,0.212342,0.957553,-1.496818,0.025307,-0.08011,0.726999,-0.333511,clean
-2.222359,-1.130318,-0.604945,0.401888,0.77388,-0.409605,-1.528257,0.99381,clean
-2.50571,1.541229,-0.990545,1.060845,-2.937752,-2.076141,0.587252,-0.090278,clean
7.566522,0.212858,-1.069681,1.526782,-0.507874,-0.892342,0.159039,-1.351721,buggy
-0.19596,-1.484817,-0.183138,0.498428,0.360134,-0.109863,0.379821,-1.152159,buggy
-1.887604,1.19539,-1.782443,-0.674025,1.574354,0.946729,0.709404,-0.397019,clean
-3.48821,-0.95559,-1.059723,2.233567,0.913525,0.285682,-1.924044,0.445615,clean
5.840215,-1.684624,-2.888591,-0.579328,-0.176864,1.598021,-1.283358,-0.521581,clean
5.592952,-1.366813,0.00106,0.847339,0.482817,-0.066081,-0.808581,0.370889,clean
7.676334,6.007839,2.31132,-0.201355,-1.413581,-1.15149,1.75286,1.285362,clean
9.837921,1.8781,3.047468,-0.715127,1.259473,-0.37734,1.891043,0.438589,buggy
-2.684191,-1.603896,0.451289,0.26277,-0.557973,-1.033807,0.335574,0.150002,buggy
-4.476828,0.41379,-0.911744,0.268654,0.644617,0.0818,0.186492,0.079815,clean
1.14432,-3.170699,0.06314,1.313731,-0.792027,0.080309,-0.129958,0.847069,clean
2.414342,1.452772,-0.424036,-2.171267,1.884302,0.314647,1.652925,0.379178,clean
-1.330862,-1.687807,2.134333,0.696943,-0.342174,-0.03826,0.300702,-1.117117,clean
-1.238106,-1.537718,-0.34092,-0.351701,-0.227336,0.206334,-0.274498,-1.319944,clean
-4.944993,1.362477,0.916149,-1.850754,-0.128006,0.389439,-0.007283,0.492116,clean
-3.44077,-0.815557,1.34187,0.110059,-0.628867,-0.192542,0.67148,-0.596189,clean
4.410612,-2.500239,-0.242148,-2.493666,-1.959466,1.005146,-1.518243,-1.02836,clean
-1.197802,-1.948851,-0.375759,-0.431426,-1.282139,-1.215067,0.900623,0.973474,clean
-1.669738,2.80712,-1.364746,2.075523,-1.814433,-1.105403,-0.721138,-0.072461,clean
13.78461,0.808438,-2.400003,3.560815,-1.629136,-2.842143,1.328982,-0.455336,clean
4.71409,1.080476,-3.377311,-2.389109,-0.052822,1.529731,-0.215886,1.159861,clean
8.961239,2.013854,0.302935,0.321068,3.913057,-0.305459,2.054916,-0.711852,clean
0.724385,-1.953713,2.939902,-0.07995,-0.004179,-0.314628,-1.008786,0.580532,buggy
-1.476922,-0.90264,1.68325,0.8687,0.721238,0.38787,-0.812154,0.195246,clean
1.585378,-1.901147,-3.255484,1.42367,0.066473,0.567549,0.966367,-0.607174,clean
-1.426271,3.716145,-1.285954,0.977253,0.577138,2.785018,-1.774892,-1.952168,clean
2.806063,-0.936969,-1.770659,0.493534,-0.483433,-0.904772,0.376921,0.337639,clean
-4.864595,0.165015,1.139327,-0.902055,0.062851,-0.576117,-0.03809,1.098626,clean
-3.160505,-0.629615,0.077388,0.203703,-0.483452,0.142093,0.430413,-0.492451,buggy
3.655741,-2.177586,3.471548,-0.087293,0.010438,-0.379389,-0.321697,0.990667,clean
-0.325201,0.370616,-2.004334,0.086347,1.881687,0.740604,-0.110356,-0.189789,clean
-2.90491,4.595739,-1.378305,3.609984,-1.60825,0.744551,-1.883268,-1.080009,clean
6.482558,-0.279081,1.958385,-2.097129,0.718193,0.590044,-0.983125,-0.167478,buggy
7.595704,0.029762,-0.952653,-0.362893,-1.147762,-1.230654,1.433009,0.219707,clean
-0.807679,-1.976197,-0.015421,0.383877,-0.159746,-0.548603,-0.637397,0.675796,clean
1.414714,2.458035,-0.268961,0.980841,0.500676,-0.049708,0.481618,-0.728199,clean
-0.814287,-1.694779,2.209246,0.412853,0.163911,-0.061051,-1.168408,0.303673,clean
-2.796896,-0.671526,0.473974,-1.473684,-0.274434,-0.180158,0.296713,-0.560952,clean
9.824755,2.436706,0.816291,0.424499,2.829552,-1.361316,-0.511992,2.537003,buggy
3.083087,-3.633142,-1.037967,0.713619,-2.391043,-0.740051,1.321381,0.248119,clean
-4.056774,-0.222297,-1.418704,1.312505,1.138772,-0.22876,-0.953828,1.266176,clean
0.91482,0.763533,-0.019519,1.18723,-0.470597,0.255998,-0.015466,0.209837,clean
-0.043408,-2.101746,1.848973,0.361348,-0.052987,-0.207895,-1.290903,0.304695,clean
0.812413,-2.674849,3.433805,0.231187,-0.55871,-0.591925,-1.068715,0.560616,clean
6.562949,1.23145,2.231394,0.465448,0.665925,-0.212026,0.658645,-0.691883,buggy
-1.465133,-1.581073,-0.176802,-0.930753,-0.543834,-0.277795,0.047932,-0.784353,clean
-1.046207,0.868752,-2.03352,1.926252,0.357479,-0.041278,-1.176889,0.213142,clean
10.845544,-3.531995,-2.732022,-0.065702,-2.685382,-1.134686,0.731359,1.085085,clean
-4.678828,0.70952,-0.189035,-0.043915,0.315368,0.732455,-0.473231,-0.187321,clean
0.994889,0.418519,2.406975,0.269285,-0.190571,-1.072185,0.561637,0.411619,clean
-3.589336,0.530081,1.033794,-1.644178,0.016991,0.197755,0.592318,-0.347388,clean
-3.456879,-1.08517,1.673765,0.925251,-0.394835,-0.06388,0.580983,-1.006733,clean
-2.015227,-2.419149,1.981577,4.899123,-2.23435,6.041499,3.327654,3.224254,clean
-2.217118,-0.685275,-1.79939,1.530084,0.973383,0.393525,0.603422,-1.141447,clean
4.475822,-1.692141,-0.750645,0.854305,1.212273,0.195902,0.053717,-2.027026,clean
9.44028,0.764109,0.034136,2.339977,1.841239,0.504935,0.114944,-2.281908,buggy
-2.392373,-1.276149,-0.094188,1.639197,-0.574604,0.694491,0.1307,-1.017723,clean
3.351331,-2.433361,-1.311563,-2.072183,-1.339791,-0.245907,0.167127,0.974327,clean
2.387882,0.048166,-0.922846,0.918042,-3.416765,-2.783235,0.05526,0.795265,clean
-3.524858,-1.001396,0.764321,0.492852,-0.434854,-0.236624,0.590017,-0.778108,clean
5.704716,11.94447,4.175996,1.126817,-4.109388,1.169498,-1.794009,-0.647969,clean
-0.47121,11.375327,-1.482295,-0.55024,-3.359,1.414651,-1.743048,1.187027,clean
2.515782,1.400176,0.166833,0.163864,1.049343,-0.614322,1.481964,-0.236015,clean
-0.828246,-0.444945,-2.638388,-1.344839,-0.074819,0.722173,0.367777,-0.122302,clean
-0.314909,-2.048533,2.864325,0.262304,-0.117135,-0.300052,-1.099845,0.466855,clean
-1.900655,-1.475229,1.20648,-0.099083,0.073592,-0.83132,-0.341152,0.87539,clean
-1.4942,-0.600429,-2.206872,-1.490921,0.115374,-0.116656,0.16554,0.632883,clean
-0.972997,1.217477,-2.813257,1.144741,0.396247,0.020624,0.455552,-0.694756,clean
-3.142046,1.052635,0.231944,-1.881589,0.72146,0.341293,0.663621,-0.265786,clean
12.790397,-0.943523,1.559956,-2.409221,-0.022475,2.004383,-2.605609,-1.06401,buggy
-1.111281,1.296218,-1.825881,0.602299,0.549296,-0.588838,0.76923,-0.580588,clean
-4.01246,3.741462,-2.041671,2.18694,-1.55928,0.444013,-1.580504,-0.473327,clean
2.337949,0.094783,-0.000711,0.929345,3.438971,-0.147704,-2.30508,3.26413,clean
1.72848,-0.536621,-0.690041,1.718806,0.820305,0.056609,-0.585922,-0.900352,clean
8.125712,-0.950642,1.266155,0.365855,1.659569,0.599933,-0.383922,-1.116158,buggy
0.463559,0.600653,0.742048,-0.318444,2.303249,-0.462263,1.726321,0.616855,clean
-2.653478,-0.709286,-0.3296,-0.257985,0.565479,-0.469866,-0.575221,0.68866,clean
-0.286391,-2.006179,2.824203,-0.118433,-0.304173,-0.429878,-0.879852,0.779885,buggy
3.518915,-3.421222,-2.405557,0.180708,-1.022209,0.671801,-1.491146,-2.431794,buggy
-0.263637,-0.003466,0.39881,2.399219,-2.686206,-2.191082,0.369013,-0.874553,clean
5.545908,1.093822,-1.672855,-1.228284,1.640738,1.138199,1.343014,0.159234,clean
