@relation 'PC3-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-10'

@attribute 0.226NUM_OPERATORS... numeric
@attribute -0.384NORMALIZED_CYLOMATIC_COMPLEXITY... numeric
@attribute 0.395ESSENTIAL_DENSITY... numeric
@attribute -0.422MAINTENANCE_SEVERITY... numeric
@attribute -0.496DESIGN_DENSITY... numeric
@attribute 0.436HALSTEAD_LEVEL... numeric
@attribute 0.426NORMALIZED_CYLOMATIC_COMPLEXITY... numeric
@attribute -0.794PARAMETER_COUNT... numeric
@attribute 0.558LOC_CODE_AND_COMMENT... numeric
@attribute class {buggy,clean}

@data
-0.410181,-1.385219,-0.469859,1.37901,0.008603,-2.265933,0.497966,-0.434081,0.033415,clean
-0.45543,0.175299,2.212252,-1.559495,1.773983,1.082573,-1.095366,0.157197,0.42548,buggy
-2.021587,-0.78248,-1.189453,-0.029518,0.051939,-0.285206,0.025616,0.266297,-0.213827,clean
-1.644735,0.390652,-1.334043,0.43522,1.006112,-0.013949,-0.016125,0.462668,-0.715605,clean
-1.678525,-2.011438,0.945731,-1.414346,0.002558,0.298751,-0.63332,0.381239,1.054389,clean
0.761026,-1.584095,1.329775,0.291696,0.362992,-2.098579,-0.228819,-0.133872,-0.339581,clean
0.361408,6.093888,0.753166,0.816566,1.224464,2.420993,-0.29035,-0.165015,0.518041,buggy
-1.554535,0.574122,-1.440307,-0.465298,-1.631696,0.505939,-0.704265,0.231294,0.044874,clean
-0.333666,-2.480966,1.658532,-1.186167,1.014544,-0.743622,-0.438785,0.335916,0.289142,clean
1.884044,3.173313,-0.035021,1.437467,-0.041288,1.101781,1.039894,0.357497,-0.082135,clean
2.627095,3.213665,2.459863,0.907646,0.893229,0.721717,0.390895,-1.640636,0.926836,buggy
0.393623,-1.806323,-0.316774,1.825803,-0.419675,-1.296155,1.218462,0.0857,-0.26886,clean
-2.272403,-0.904846,-1.763186,-0.470079,-0.213821,0.21142,0.128149,-0.845323,-0.304343,clean
-0.26395,-0.657585,1.491257,-0.73309,-1.032457,0.684115,-0.582759,-1.275698,1.806512,clean
-2.341757,-1.003869,-1.565764,-0.161535,-0.713538,1.193972,0.548764,-1.716424,0.749359,clean
-2.041519,-1.032492,-1.931598,0.026496,0.374626,0.33193,0.744618,0.554378,-0.789981,clean
-0.459544,1.819317,-1.028864,0.051777,0.747087,-0.733815,-0.482154,0.769594,-0.8948,clean
2.25998,1.784457,1.57672,0.358114,-1.398835,0.520817,0.084321,0.232142,-0.486143,buggy
-1.034525,0.446467,-0.915554,0.787504,-0.357159,0.259445,0.26071,0.15798,0.100902,clean
-1.884247,-0.193891,-1.179072,-0.14093,-1.583097,0.244316,-0.528735,-0.408054,0.264827,clean
17.639641,-3.826369,4.43101,5.726417,-5.939564,2.062229,2.019635,-1.291448,-1.70015,clean
-1.04429,-1.34527,1.727228,-2.315999,1.088566,-0.654105,-1.816755,1.426715,-0.206819,clean
0.905802,3.234717,-0.172383,0.629605,-1.088183,0.169898,-0.35781,-0.730647,-0.109881,buggy
-1.417533,-1.564716,0.195845,-0.912255,0.639725,-0.596455,-0.363476,0.338836,0.088351,clean
-1.368161,-1.980873,0.617257,-0.483026,0.251298,-0.394208,-0.025742,0.555497,0.558705,clean
-1.688578,-0.678385,-1.100442,0.367695,0.415974,-1.141391,0.156349,-0.311796,-0.184681,clean
-1.074876,-0.888194,-0.816299,0.525232,0.265895,-2.364888,0.05031,-0.504337,-0.241917,clean
7.789017,-1.463303,3.129333,1.046098,-4.650866,2.062068,2.011458,-1.056136,-0.873977,clean
-1.38793,-2.892697,1.514834,-1.113767,0.481791,-0.341114,0.052737,-0.105239,1.178647,clean
0.620473,1.806698,1.217778,0.069675,-0.380779,1.152672,-0.122746,0.403336,1.430167,buggy
-0.54439,3.358117,-0.526148,1.094084,0.697773,1.813999,-0.099476,-0.101327,0.019585,clean
-2.282723,-0.544208,-1.866515,-0.333239,0.408181,0.821471,0.333144,-0.390773,-0.175368,clean
-1.565783,-2.879444,2.389336,-2.835247,2.424449,0.482323,-0.83149,1.620102,-1.479057,clean
2.071231,0.286843,1.240137,1.138214,-2.77002,-1.221275,-0.649606,0.842056,0.195716,clean
3.205948,-1.019046,0.880307,1.69228,-2.220797,0.981994,1.386749,1.039637,-0.549989,clean
0.293421,3.092383,-0.575558,0.683096,0.304048,0.689278,0.287536,-0.239804,0.328633,buggy
-0.753288,-0.369012,0.050984,-0.438775,1.44014,-1.016893,-0.098304,-1.09844,0.102186,clean
7.064136,-3.426592,3.372149,1.671646,-1.2465,-0.875994,0.670773,-0.978521,-0.728436,clean
-1.952668,-2.778651,1.240056,-2.194438,0.713302,2.044766,0.07572,1.303645,-0.130832,clean
-1.637736,-3.476695,1.181421,-1.322419,1.279745,-0.18272,0.730782,-0.361477,0.873323,clean
-1.076339,-1.957828,0.384518,-0.272074,0.599867,0.943204,0.95585,1.394185,-0.60401,buggy
0.705591,0.147229,1.824116,-0.588364,0.328197,0.370021,-0.292202,-0.630144,0.606203,clean
-1.890136,1.361424,-1.138727,0.202569,1.625427,1.433002,-0.009483,-1.08699,-0.242807,clean
-1.544757,1.297923,-1.157864,0.588004,-0.548014,1.036447,-0.347475,0.524883,0.507357,clean
-1.616912,-0.600307,-1.02759,0.540166,0.507859,-1.096375,0.124761,0.467323,-0.235381,clean
5.654341,0.133505,3.575781,1.413476,-4.641873,1.574005,0.661356,0.642142,0.351867,clean
-0.856424,-2.532968,2.964779,-2.424087,0.657469,2.310413,-0.611661,1.985634,-1.20049,clean
-0.93932,2.876457,-0.666367,0.583876,0.289948,1.52611,-0.329719,-0.879387,-0.037206,clean
0.931925,-0.132616,0.691631,1.093535,-2.365244,-0.68949,0.48193,1.087538,-0.123416,clean
-2.244352,-0.337341,-1.619522,-0.216625,0.513113,0.532494,0.10473,-1.099601,0.004976,clean
0.595577,0.58788,2.119173,-0.826547,1.127917,-0.696802,-1.091729,-0.930896,1.218275,clean
0.713679,-0.599426,0.538119,-0.321774,0.816115,-0.816417,-0.158742,0.193772,-0.049415,clean
2.040608,2.491007,2.22409,0.126184,1.025146,0.369179,-0.154577,-1.969878,0.406296,buggy
-2.027843,-0.879359,-1.82434,-0.012958,-1.50393,1.262219,0.612522,-0.890974,0.046125,clean
-1.432628,1.117731,-1.251479,0.98004,-0.099776,2.05637,0.403,0.04757,0.301526,clean
-0.574925,-0.993041,0.84816,-1.078492,-0.976821,-0.844294,-0.738341,-2.114277,0.312091,clean
-0.003337,-0.132223,-0.671815,2.211841,3.731043,0.671522,2.928524,-0.367908,2.061941,buggy
-2.346194,-0.436813,-2.249801,-0.775877,-1.340478,1.293669,-0.224701,-1.139449,0.063941,clean
-0.41449,-2.786163,2.385611,-0.453608,-0.062284,-0.684182,-0.25938,0.556028,0.811184,clean
1.485884,1.860475,0.790761,0.819765,0.726229,-0.165361,0.026261,1.177597,-0.12104,clean
-1.912898,0.022839,-1.339001,-0.111114,-1.24587,0.832283,-0.395077,0.099696,0.061633,clean
-0.748801,-1.108018,0.24246,0.018894,0.411122,-0.61069,-0.125805,1.419234,-0.543531,clean
3.58886,4.633107,1.306509,0.372535,0.955253,1.065482,0.812206,0.648809,0.684547,buggy
-2.508287,-2.980013,-1.239426,-0.722647,1.137906,2.284497,1.965855,0.82507,-1.220542,clean
-1.231915,-0.626453,-0.934352,0.695019,0.221107,-1.595715,0.036885,0.693608,-0.600913,clean
-0.9481,0.813922,-0.764472,1.263683,0.092631,0.714927,0.460225,-0.072567,0.45145,buggy
-0.920339,0.515634,-0.389937,0.978166,0.194273,0.114971,-0.170456,1.260473,-0.313814,buggy
-2.107819,-1.034722,-1.389371,-0.506925,-0.302973,-0.94711,-0.061041,-1.870395,0.020506,clean
-1.230989,-2.045721,1.54454,-1.002932,-0.399961,0.973883,-0.274064,0.209167,1.514262,clean
-2.168532,-0.2775,-1.85219,-0.428993,-1.19118,0.917973,-0.375414,-0.137649,0.026707,clean
-2.044192,-0.707007,-1.461176,-0.102936,0.083158,-0.089737,-0.00635,0.878547,-0.36768,clean
-0.154218,-0.682103,0.783922,0.749907,-0.831137,-0.306126,0.132734,-0.165612,0.792539,clean
-0.947543,2.172295,-0.73429,-0.025299,0.801917,0.08158,-0.717906,0.630827,-0.53113,clean
1.208973,0.563,0.091393,1.686026,-0.971467,-1.154148,0.469604,1.78329,-0.328478,clean
0.074797,0.164246,-1.113277,0.748425,0.697181,-1.541732,0.254836,1.363548,-0.89357,clean
-1.597025,-2.830212,0.34802,-0.654892,1.054725,-0.204999,0.929817,0.34168,0.361725,clean
0.425183,3.585501,-0.456271,0.533785,0.081631,0.831762,0.209277,-1.139688,0.339635,buggy
-2.082232,-1.174688,-1.245746,-0.26328,-0.043341,-1.033811,0.032099,-1.045124,0.025726,clean
-2.449482,-1.122009,-2.132476,-0.538297,-0.001503,0.937853,0.478008,-0.429843,-0.421602,clean
-1.709651,-0.71061,-1.064048,0.49855,-0.460116,-0.398315,0.146269,0.439576,-0.163497,clean
2.165241,-0.804291,1.507657,0.837443,-1.98305,-0.343363,0.196405,1.062267,0.307679,clean
-1.227643,0.174207,-1.072769,0.745237,-1.350238,0.41201,-0.098476,1.037551,-0.122844,clean
-0.999468,0.290764,-1.190686,-0.297089,-0.243228,-1.291636,-0.907032,1.529432,-0.03618,clean
-0.281004,-0.75616,-0.151711,0.103816,-0.16369,-0.912859,-0.076003,0.519383,-0.485377,clean
0.426576,2.251862,-0.112826,1.043391,-0.586402,-0.245492,-0.249719,0.273107,-0.621426,buggy
-1.344872,-5.832601,2.078199,-1.797603,2.653333,1.28104,2.894555,0.657656,-0.144557,clean
0.187567,3.279719,-0.236251,1.349972,0.832641,1.19835,0.486746,-0.540177,0.652272,clean
-0.891978,2.246477,-0.812685,0.538477,-0.258868,1.393107,-0.188286,0.239905,-0.527382,buggy
11.539629,-1.728057,2.30439,1.249937,-2.911445,0.591516,1.535693,-1.023908,-0.821163,clean
5.548488,-2.756336,3.295023,0.527105,-2.884633,0.882237,0.95201,-0.77708,-0.245753,clean
1.471811,3.877884,-0.064603,0.017095,0.152293,-0.835345,-0.078177,-1.652748,-0.567229,buggy
2.378136,-0.563104,3.001823,1.253476,1.192416,0.466538,0.28964,0.701222,0.777612,clean
-0.268716,1.582842,-0.651386,0.840336,0.284106,-0.371364,-0.151644,0.868522,-0.894821,clean
4.65844,3.247479,-1.218298,-1.712386,0.063232,-3.379695,0.420944,-1.233447,-0.718958,clean
-2.039021,-0.491839,-1.338934,-0.194042,-1.31194,0.172776,-0.405557,-0.474666,0.294152,clean
-1.272236,1.115719,-0.840013,0.763658,1.325268,0.328448,0.134457,0.457199,-0.362739,clean
-0.523337,0.029452,0.871634,-0.714002,-0.108604,-1.365736,-1.01141,-2.017995,0.873373,clean
11.805305,-9.763277,11.359677,3.131671,-6.609306,6.300962,7.047864,-2.242682,-2.110946,clean
1.474149,-1.222983,2.620262,-0.587152,0.859675,-0.435112,-0.376602,1.439354,-0.50913,buggy
-0.053417,2.649225,-0.1581,0.786538,-0.722873,-0.206593,-0.720373,-0.426914,0.206585,buggy
-1.425545,-1.339332,0.8986,-1.77772,0.449432,-0.994699,-1.423846,-0.167815,0.704014,clean
-1.417125,1.308656,-1.30353,0.421945,-0.671461,1.570631,-0.142658,0.299613,0.035905,clean
-1.769721,2.034459,-1.209567,0.173405,-0.055332,2.386807,-0.567776,-0.414766,-0.142174,clean
-1.158482,0.177076,0.745486,-0.992615,0.505446,1.114293,-0.861764,0.299152,0.528466,clean
0.833068,0.458849,1.084851,-0.637974,-0.328361,0.298413,-0.739331,1.340153,-0.086894,clean
-1.533161,-1.343089,0.356982,-1.318373,1.357066,0.089516,-0.364705,0.345563,-0.288099,clean
-2.258511,-0.956347,-1.488148,-0.156333,0.446534,0.24696,0.409044,-0.89217,-0.085939,clean
-0.240702,-1.395711,0.712696,0.416836,0.823427,-1.0574,0.055939,0.664429,-0.177064,clean
-0.232339,2.056437,-0.458232,0.670483,1.476251,-1.066395,-0.441799,-0.571947,0.648544,clean
-2.377696,-1.464597,-1.664038,-0.308707,0.154598,0.182952,0.600365,-0.806563,-0.202931,clean
-1.417141,1.353308,-0.77593,0.85345,0.792254,0.40378,-0.285728,-0.291115,0.100046,clean
-1.211174,0.35428,-0.438129,0.764073,1.047684,-0.034807,-0.017549,1.230687,-0.579633,clean
-1.696638,1.766528,-1.22645,0.204536,-0.435233,2.439557,-0.326167,-0.102507,0.336198,buggy
-0.696366,2.741924,-0.4703,0.827259,0.931914,0.399842,-0.517945,0.205906,-0.065549,clean
-1.888934,-1.514692,-1.261599,0.401154,0.407619,-0.478371,0.988974,0.300193,-0.450641,clean
-1.555497,1.935772,-0.909148,0.303125,0.081383,1.50524,-0.611031,-0.55494,0.510898,clean
-0.570463,0.374807,0.911642,-0.398779,1.421119,-0.362211,-0.581441,1.780381,-1.275321,clean
0.032288,1.07285,0.883901,0.123892,1.175719,0.887362,-0.188414,0.574581,0.286289,buggy
-1.316863,-0.701185,1.314606,-1.719878,0.515516,1.563695,-1.094044,0.865851,0.455314,clean
0.274329,3.987421,0.527213,1.83826,0.183453,1.748911,0.380574,-0.079005,-0.094577,clean
0.416774,0.723433,1.463553,-0.114341,-1.978155,-0.174852,-1.269189,0.979709,1.084517,clean
-0.496047,-0.812932,1.700361,-1.242837,-1.513322,0.228449,-1.502357,-0.130765,1.455022,clean
12.544878,4.71897,-5.054954,-6.060672,2.900631,-1.148921,8.080556,2.270264,4.945037,clean
-2.389218,-1.452503,-1.785212,-0.414561,0.007661,0.277495,0.574503,-0.866111,-0.179346,clean
-1.464876,0.389995,-1.275976,0.407736,-0.317899,0.263156,-0.085244,0.875253,-0.057823,clean
-1.647288,0.23684,0.391635,-0.41674,3.360107,1.283472,-0.283716,1.458667,-2.431122,clean
-2.142304,-0.614627,-1.545474,-0.289453,-1.252753,0.934869,0.052689,-0.730106,0.233481,clean
-1.950656,-0.665366,-1.291882,-0.266261,-0.061927,-0.97012,-0.308393,-0.30957,-0.11973,clean
-1.202029,-0.753595,-0.82076,0.839298,0.563595,-1.674472,0.191404,0.70535,-0.424768,clean
-1.266296,-2.865761,1.286031,-0.535856,0.09027,0.391488,0.481127,0.723217,0.704316,clean
0.15256,1.828098,-1.307667,-0.640329,0.259738,-1.151501,-0.048293,1.392111,-0.34362,buggy
-0.620271,-2.209388,1.930622,-1.703674,0.281692,-1.345283,-0.893754,-1.243522,0.714272,clean
-1.460146,-0.455568,-1.043246,0.367225,0.085207,-1.254169,-0.10009,0.597542,-0.492862,clean
-1.795924,0.269372,-1.408248,-0.162799,-1.317514,0.503429,-0.763335,0.923244,-0.002003,clean
-1.732825,-0.599265,-1.107957,0.658454,-0.172469,-0.053399,0.243195,0.996439,-0.18294,clean
0.011549,2.655025,2.012109,-0.344363,1.319514,0.760826,-1.116074,-2.304741,1.157393,buggy
2.340053,-3.122669,2.495887,0.440757,0.101299,-1.373074,0.493596,-0.370371,-0.395973,clean
-0.754423,1.536287,-1.011357,0.589243,0.022419,0.387138,0.016836,-0.026054,0.169877,clean
-1.254672,-1.448337,0.541126,-0.709164,-0.852342,0.08963,-0.396676,-0.257939,0.716401,clean
1.720088,-0.804775,2.049812,0.352424,-1.720876,-0.925541,-0.42897,0.226557,0.975902,clean
0.652551,-0.049625,-0.125538,1.497302,-0.57832,-2.563885,-0.314206,-0.174131,0.482324,clean
2.642195,2.561358,1.082829,2.900539,2.09336,-4.093346,-1.413612,0.9861,2.205206,clean
-2.365373,-1.661698,-1.672056,-0.433178,0.042964,0.009562,0.698333,-1.494482,-0.032837,clean
-1.855287,-0.746025,-1.45942,0.130717,0.499848,-0.495892,0.410252,-0.653318,-0.47671,clean
0.257084,0.543449,-0.514749,2.390379,3.907637,0.416526,2.471397,-0.257493,2.48412,buggy
-0.54954,2.030947,-0.593584,1.015489,-0.342012,0.79478,-0.186983,-0.017393,0.588957,clean
3.126951,-2.125547,3.114142,0.817313,-0.351725,-1.961242,-0.524626,0.679987,-0.146216,clean
-2.682493,-2.053407,-2.363954,-0.418366,-0.82981,2.567691,1.473696,-0.740863,0.244584,clean
0.283968,3.254098,-0.267396,0.820646,-0.402347,0.693061,-0.044705,-0.281902,0.253546,buggy
2.536413,-1.784808,2.832731,-1.137222,-2.635602,0.397216,-0.043497,-1.857417,0.899982,clean
-0.734396,-1.75384,-0.723727,1.123958,0.502063,-0.657578,1.520154,1.442283,-0.817882,clean
4.907844,-1.547265,4.089764,0.384268,-3.179668,0.866231,0.072016,-0.583166,0.169615,clean
2.57534,6.023478,1.217718,1.681169,1.922627,1.213151,0.619702,-0.733706,-0.80542,buggy
-0.773985,-0.441324,-0.606852,0.658746,0.339803,-2.753159,0.040389,-0.36732,-0.346924,clean
-1.851596,0.431037,-1.050069,0.261785,-0.588791,0.840744,-0.41703,0.025513,0.663407,clean
-1.289392,0.22577,1.941966,-1.880322,1.67515,1.184565,-1.819107,0.453893,0.229067,clean
4.394127,1.459875,1.978406,1.918054,-0.769522,-2.081983,-0.586086,1.326874,0.254449,clean
-1.578549,0.305633,-1.507187,-0.404351,0.011086,-0.358182,-0.528807,0.985457,-0.479525,clean
-1.715982,-1.632601,0.67517,-1.718547,0.636346,-0.23147,-0.993924,0.266482,0.522867,clean
0.00624,3.344166,0.322558,1.322113,-0.122121,0.005997,-0.319054,-1.398906,1.098059,clean
-0.689924,-0.267211,2.0762,-1.970658,1.245842,1.292045,-1.41515,1.253253,-0.257812,clean
3.378557,2.803137,0.612922,0.841514,1.202793,0.034404,0.517613,0.618589,-1.529055,clean
-2.457712,-1.779951,-1.965365,-0.497554,0.0862,0.673634,1.007533,-1.01066,-0.134035,clean
2.270442,-2.633937,3.244797,0.322337,-0.394101,-0.055992,0.305699,0.576463,0.267613,clean
-0.275002,-2.078229,0.452331,0.540596,-0.673105,-0.808574,0.861874,-0.568587,0.161498,clean
0.177181,3.518007,-0.138537,1.298921,0.710791,1.097541,0.013661,0.225315,-0.065774,clean
-1.055758,-1.585513,0.980894,-0.71565,-0.235441,-1.823513,-0.856983,-1.170449,0.929453,clean
3.298251,-2.314605,1.778975,1.126171,-0.355372,-3.086796,-0.011583,-0.75859,0.666552,clean
7.083567,2.617243,0.676393,1.440994,2.675309,0.207254,1.364694,-0.209775,-3.018702,buggy
-1.804595,0.533034,-1.262757,-0.077436,-1.476859,1.216289,-0.434543,0.002508,0.21372,buggy
0.891963,2.09163,-0.440357,0.626758,-1.55948,0.047389,0.566637,-1.308906,0.088035,clean
1.313762,0.464695,1.870382,0.456528,1.914635,0.388961,0.152793,0.254221,-1.137969,clean
-1.487999,2.397084,-0.799956,0.346962,0.218355,1.692931,-0.654383,-0.710956,0.532194,clean
0.210361,2.34375,-0.338164,0.319984,-1.357662,-0.814464,-1.168935,0.934703,0.112713,buggy
-1.954615,-0.731602,-1.042626,0.077896,-0.017603,-0.416922,-0.027182,0.363819,-0.210284,clean
7.810345,0.112344,3.2507,-0.925275,-3.995235,0.608219,0.356479,-0.522583,-0.063159,clean
-1.464086,1.429018,-1.279624,0.406989,1.233441,1.181481,0.231562,-0.117204,-0.84859,clean
-1.906703,0.955846,-1.198804,0.16717,-0.487043,1.406229,-0.544807,-0.439745,0.374861,clean
-0.559039,0.50134,-1.26312,0.773346,-0.018285,0.320571,0.436958,0.713098,-0.670561,buggy
-1.752136,0.804732,-1.189169,-0.037946,0.654867,-0.069725,-0.610341,-0.206929,-0.104767,clean
1.920438,3.018538,1.427079,0.032604,1.484257,-1.114788,-0.753141,-0.264075,-0.670684,clean
-1.189009,1.798335,-0.70449,0.022586,-1.541541,1.034486,-0.879262,0.056556,-0.050094,buggy
2.777007,-1.140629,2.438865,0.207367,0.282585,-2.156332,-0.801201,-0.076424,1.108604,clean
-2.925613,-1.338099,-3.515167,-1.10526,-0.061496,3.405445,1.105181,-0.872582,-0.781513,clean
-1.95904,0.787242,-1.260194,0.23814,1.23513,1.356127,0.056949,-0.052921,-0.232713,clean
-1.154312,3.051666,-0.278184,0.393721,0.546381,0.837038,-0.996503,-1.420562,0.487273,buggy
-0.213597,-1.343663,-1.178269,0.919616,0.712359,-1.620774,0.99943,-0.204178,-0.938591,buggy
-0.625885,-0.267146,0.676509,-0.589297,-0.87366,-0.745789,-1.266566,0.212493,0.084835,clean
-1.492083,0.810348,-0.568772,-0.224985,-0.408943,1.845962,-0.567952,1.163958,-1.309795,clean
0.781275,1.772282,1.970294,0.515587,-0.012352,1.346067,0.155927,1.262685,0.439826,clean
-1.47447,0.090407,-1.076846,-0.383242,-0.774072,-0.826946,-0.554297,-0.165187,-0.153465,clean
-1.445879,-0.512415,-1.384763,0.279255,-0.959184,-0.480828,0.117279,-0.355182,-0.207746,clean
-1.553715,0.226388,-1.117914,0.434417,0.47825,-0.382328,-0.043845,0.057911,-0.405625,clean
-1.929228,-2.613119,0.653896,-1.476411,-0.59235,1.605789,0.152163,0.053041,1.39021,clean
5.406453,-1.363098,5.151525,0.251417,-2.168313,-0.976813,-0.265817,-1.422909,1.694868,clean
-2.189485,-1.143589,-1.348423,-0.060214,0.110787,-0.185058,0.264431,0.166637,-0.226913,clean
-1.496137,-1.304515,0.21296,-0.934226,1.81106,-0.571117,-0.16903,1.073571,-2.690312,buggy
-2.296962,-1.075018,-1.746357,-0.224167,-1.11491,1.337078,0.418086,-0.176191,0.202981,clean
-2.563715,-2.346624,-2.025882,-0.558654,0.131086,0.808161,1.486622,-1.815202,0.044782,clean
-0.001807,-0.484613,1.224091,0.32711,0.758875,-1.525743,-0.885095,0.895797,1.321922,clean
-1.202607,-1.204662,-0.75352,1.092441,0.047511,-0.439337,1.179312,-0.246231,0.086455,clean
-0.475444,1.819395,-1.354575,-0.196289,-1.324689,0.726203,-0.060821,1.048152,0.47819,clean
-1.607334,0.243411,-0.842188,0.106293,-1.472804,-0.437548,-1.115847,0.630393,0.2945,clean
-1.618938,-2.608576,0.964923,-1.552457,1.008967,-0.363601,-0.162733,-0.438216,0.636502,clean
-0.798027,1.950479,-0.714947,0.87801,-0.674608,1.103182,-0.103897,-0.123406,0.458182,clean
-1.221144,0.954061,-1.453423,0.620455,-0.000435,1.24747,0.462448,-0.630509,-0.129607,clean
7.141718,1.7214,2.458055,3.667856,-1.467332,-2.297097,1.100086,0.703087,3.134922,clean
3.774468,2.79775,1.873107,-0.160254,-2.48055,0.088854,0.645475,2.177766,-0.546534,clean
