@relation data/M_multi_metrics_LC.csv-weka.filters.unsupervised.attribute.Remove-R1

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute LDHH_lcom numeric
@attribute LDHH_fanIn numeric
@attribute numberOfNonTrivialBugsFoundUntil: numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute WCHU_numberOfAttributes numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute WCHU_fanIn numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute CvsEntropy numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute WCHU_numberOfPrivateMethods numeric
@attribute WCHU_numberOfMethods numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute ck_oo_wmc numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute WCHU_wmc numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfLinesOfCode numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_numberOfMethods numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_lcom numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute ck_oo_rfc numeric
@attribute LDHH_wmc numeric
@attribute LDHH_numberOfAttributes numeric
@attribute LDHH_numberOfLinesOfCode numeric
@attribute WCHU_fanOut numeric
@attribute WCHU_lcom numeric
@attribute ck_oo_cbo numeric
@attribute WCHU_rfc numeric
@attribute ck_oo_numberOfAttributes numeric
@attribute numberOfHighPriorityBugsFoundUntil: numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute WCHU_numberOfPublicMethods numeric
@attribute LDHH_dit numeric
@attribute WCHU_cbo numeric
@attribute CvsLinEntropy numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute numberOfBugsFoundUntil: numeric
@attribute LDHH_fanOut numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute LDHH_rfc numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute LDHH_cbo numeric
@attribute WCHU_numberOfLinesOfCode numeric
@attribute CvsExpEntropy numeric
@attribute LDHH_numberOfMethods numeric
@attribute class {buggy,clean}

@data
0,0,0,1,0,0,0.005899,0,0,0,2.3444,0,0,0,0,0,0,1,0,0,0.074714,0,0,0,8,35,0,1,1,0,0,0,0,0,18,0,0,0.002986,0,0,8,1.01,0,0,0,0,0,0,0,0.010205,1.01,1,0,0.005149,0.003086,9,1,0,1.01,0.026201,0,clean
3,0.026839,0.02559,6,0,0,0.325199,0.000942,6.08,0,14.6136,0,1.03,2.05,0,0,0,42,0.025024,0,3.6437,0,0,2.16,10,140,0,15,2,12,0,0,105,0,75,0.031237,0,0.031043,1.01,2.6,21,3.25,4,0,4,0,1.02,0,6.07,0.12129,3.09,6,0.001313,0.010398,0.042867,39,11,0.030437,2.5,0.2146,0.031959,buggy
0,0,0.03915,3,0,0,0.142628,0,1.02,0,2.62836,0,0,0,0,0,0,64,0,0,0.206049,0,0.018412,1.22,14,174,2,24,2,5,0,0,276,1.01,123,0.00445,0,0.006336,1.01,0,16,1.06,4,0,4,0,0,0,2.03,0.065835,2.03,3,0.00604,0.03425,0.006784,58,19,0.045608,1.19,0.160434,0,buggy
1,0,0,1,0,0,0.00099,0,0,0,1.23854,0,0,0,0,0,0,16,0,0,0.145898,0,0,0,5,61,2,10,3,0,0,0,45,0,24,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0.051922,0,1,0,0,0,55,9,0,0,0.106899,0,clean
11,0.028205,0.015324,42,4.22,12.26,1.5636,0,3.04,0.028305,13.9297,0.009005,6.12,9.33,19,0,0,177,0.011996,11.4,3.64623,0,0,14.22,27,829,0,70,1,9,0,0,2415,0,263,0.072874,0.063482,0.077767,8.22,27.57,34,15.58,60,0,25,0,0,0,10.22,0.121367,2.02,42,0.050384,0.00831,0.075519,9,0,0.078846,21.58,0.318946,0.035753,buggy
0,0,0,2,0,0,0.037656,0,0,0,2.74289,0,0,0,0,0,0,7,0,0,0.069929,0,0,0,4,34,0,3,1,2,0,0,3,0,14,0,0,0,0,0,6,0,2,0,2,0,0,0,0,0.005624,3.03,2,0,0.010398,0,9,3,0,0,0.004366,0,clean
1,0.002659,0.071829,2,0,1.02,0.043051,0.002116,17.23,0.002525,4.67638,0,1.01,2.03,0,12,0,24,0.003977,1.02,0.132192,6.07,0,3.1,1,89,0,16,1,45,0.007722,0,120,0,37,0.006209,0.003767,0.005928,0,2.42,46,3.11,3,0,3,0,2.02,0,17.23,0.014539,3.06,2,0,0.010398,0.006236,18,15,0.070423,3.32,0.029605,0.003498,clean
0,0,0,1,0,0,0.000966,0,0,0,1.17486,0,0,0,1,0,0,18,0,0,0.033753,0,0,0,1,51,0,12,1,5,0,0,66,0,16,0,0,0,0,0,6,0,5,0,4,0,0,0,0,0.003618,2.02,1,0,0.00831,0,9,9,0,0,0.005051,0,clean
0,0,0,1,0,0,0.000669,0,0,0,1.17515,0,0,0,0,0,0,3,0,0,0.040252,0,0,0,1,9,0,3,2,4,0,0,3,0,4,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0.006345,1.01,1,0,0.027761,0,11,3,0,0,0.020379,0,clean
0,0,0,1,0,0,0.000382,0,0,0,0.60098,0,0,0,0,1,0,17,0,0,0.021936,0,0,0,5,60,0,9,1,1,0,0,36,0,27,0,0,0,0,0,6,0,5,0,5,0,0,0,0,0.003885,0,1,0,0,0,24,9,0,0,0.014134,0,clean
0,0,0,1,0,0,0.005397,0,0,0,2.88097,0,0,0,0,1,0,15,0,0,0.187772,0,0,0,2,50,0,8,1,1,0,0,28,0,18,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0.055174,3.03,1,0,0.010398,0,15,7,0,0,0.108062,0,clean
0,0.030581,0.004721,3,0,0,0.111712,0.004774,2.02,0,5.76219,0,0,3.09,0,4,0,31,0,0,0.275178,2.02,0,3.16,10,116,2,16,2,2,0.034341,0,120,0,69,0.035044,0,0.034732,1.04,3.99,12,3.4,0,0,0,0,2.04,0,2.06,0.066004,2.03,3,0.002985,0.004949,0.035119,39,11,0.004994,3.58,0.131628,0.035941,buggy
4,0,0.006004,6,0,1.01,0.59608,0,1.01,0.000783,16.8263,0,0,0,0,0,0,33,0,1.01,0.612866,0,0,2.02,9,226,0,10,1,4,0,0,45,0,84,0.031237,0.000696,0.031625,5.07,0,11,3.1,8,0,8,0,0,0,6.08,0.118878,4.12,6,0.011488,0.016886,0.02074,18,6,0.018034,3.11,0.263269,0,buggy
0,0,0,3,0,0,0.049671,0,0,0,4.74253,0,0,0,0,0,0,6,0,0,0.29526,0,0,0,1,27,1,2,3,1,0,0,1,0,7,0,0,0.017307,0,0,2,1.01,9,0,7,0,0,0,0,0.088184,3.04,3,0,0.010279,0.019225,16,2,0,1.01,0.209,0,clean
0,0,0,1,0,0,0.001587,0,0,0,0.788836,0,0,0,0,0,0,16,0,0,0.038216,0,0,0,3,55,0,4,1,3,0,0,6,0,13,0,0,0,0,0,6,0,1,0,1,0,0,0,0,0.010028,0,1,0,0,0,9,0,0,0,0.039402,0,buggy
0,0,0.003077,1,0,0,0.055234,0.001637,2.08,0,3.28866,0,0,0,0,0,0,17,0,0,0.087698,0,0,0,5,69,0,14,1,9,0,0,91,0,34,0,0,0,0,0,14,0,10,0,10,0,1.02,0,2.08,0.007742,2.04,1,0,0.00831,0,18,12,0.004036,0,0.005271,0,clean
0,0,0,0,0,0,0.019939,0,0,0,2.42975,0,0,0,0,6,0,1,0,0,0.060687,0,0,0,1,3,0,1,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.004481,3.03,0,0,0.010398,0,11,1,0,0,0.001622,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.003039,0,2,16,1,2,2,0,0,0,1,1.01,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4.04,0,0,0.012964,0,19,1,0,0,0,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,15,0,3,2,0,0,0,3,0,10,0,0,0,2.02,0,4,0,3,0,2,0,0,0,2.02,0,3.06,0,0.005716,0.010398,0,15,3,0.005158,0,0,0,clean
1,0.041616,0.15358,34,0,6.14,1.82971,0.04775,37.8,0.008209,31.8654,0,1.01,11.23,0,6,0,48,0.001785,5.16,1.03245,1.01,0,12.52,16,214,0,50,1,138,0.002354,0,1225,0,124,0.048024,0.018145,0.049685,6.14,20.73,153,13.82,5,0,3,0,8.13,0,37.87,0.166162,3.03,34,0.010245,0.010398,0.050254,9,39,0.157389,15.31,0.362861,0.049404,buggy
2,0.026057,0.03915,2,0,1.01,0.072629,0.029129,1.01,0.027692,3.59553,0,1.01,1.02,3,0,0,58,0.025024,1.01,0.286809,0,0,1.05,9,276,0,17,2,1,0,0,136,0,118,0.030266,0.027312,0.047316,1.01,1.35,10,1.13,17,0,14,0,1.01,0,1.02,0.095982,0,2,0.03059,0,0.030608,13,15,0.037887,2.03,0.255201,0.031012,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,26,0,3,2,1,0,0,3,0,12,0,0,0,0,0,6,0,32,0,32,0,0,0,0,0,3.06,0,0,0.010398,0,15,2,0,0,0,0,clean
2,0,0,0,0,0,0.000992,0,0,0,3.12296,0,0,0,0,0,0,12,0,0,0.08187,0,0,0,5,71,0,10,1,0,0,0,45,0,29,0,0,0,2.02,0,5,0,3,0,3,0,0,0,2.02,0.006907,3.03,0,0.00542,0.010398,0,9,8,0.005015,0,0.004015,0,clean
0,0,0,1,0,0,0.001536,0,0,0,1.33267,0,0,0,0,0,0,1,0,0,0.041671,0,0,0,0,3,0,1,1,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.005445,4.05,1,0,0.035501,0,27,1,0,0,0.012747,0,clean
1,0,0.001697,1,0,0,0.000966,0,1.01,0,1.17486,0,0,0,0,0,0,10,0,0,0.033753,0,0,0,4,60,0,3,1,2,0,0,3,0,22,0,0,0,0,0,6,0,1,0,1,0,0,0,1.01,0.003618,2.02,1,0,0.00831,0,9,2,0.001401,0,0.005051,0,clean
0,0,0,2,0,0,0.00895,0,0,0,2.35699,0,0,0,0,0,0,6,0,0,0.140911,0,0,0,0,21,0,5,2,4,0,0,10,0,9,0,0,0.017307,0,0,4,1.04,2,0,2,0,0,0,0,0.04406,0,2,0,0,0.019225,13,5,0,1.02,0.148302,0,clean
0,0,0,1,0,0,0.025941,0,0,0,3.66829,0,0,0,0,0,0,1,0,0,0.206585,0,0,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0.000525,0,0,0,0,0,0,0,0,0,0,0,0.056403,7.14,1,0,0.041644,0,27,1,0,1.01,0.108521,0,clean
1,0,0.03915,4,0,0,0.076567,0,1.01,0,7.57455,0,0,0,7,0,0,24,0,0,3.51032,0,0,1.01,16,141,0,6,2,2,0,0,15,0,68,0.000971,0,0.031043,4.05,0,18,3.07,7,0,0,0,0,0,5.06,0.124305,3.09,4,0.025383,0.010398,0.021315,39,5,0.057499,2.05,0.243378,0,clean
0,0,0,1,0,0,0.000518,0,0,0,0.792859,0,0,0,3,0,0,3,0,0,0.042456,0,0,0,1,16,0,3,2,1,0,0,3,0,6,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0.012267,0,1,0,0,0,11,3,0,0,0.045793,0,clean
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,3,289,0,18,1,1,0,0,153,0,143,0,0,0,1.01,0,4,0,5,0,5,0,0,0,1.01,0,3.03,0,0.001313,0.010398,0,9,2,0.00123,0,0,0,clean
1,0,0,2,0,0,0.003372,0,0,0,1.74444,0,0,0,1,0,0,17,0,0,0.050338,0,0,0,10,73,2,7,2,0,0,0,21,0,41,0,0,0,1.01,0,10,1.01,7,0,4,0,0,0,1.01,0.005455,1.02,2,0.00273,0.003161,0.001985,39,6,0.002185,0,0.007886,0,clean
0,0.002881,0.049168,1,0,0,0.014283,0.003231,5.11,0,2.81758,0,0,1.01,0,16,0,2,0,0,0.082125,10.14,0,1.02,1,6,0,3,1,17,0.048622,0,3,0,5,0.002933,0,0.002887,1.01,1.02,18,1.03,0,0,0,0,1.01,0,5.12,0.009597,3.06,1,0.003144,0.010398,0.002984,18,3,0.048794,1.06,0.021542,0.003334,clean
0,0,0,1,0,0,0.013807,0,0,0,3.28866,0,0,0,0,0,0,3,0,0,0.087698,0,0,0,3,10,2,3,2,0,0,0,3,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.007742,2.03,1,0,0.004949,0,39,2,0,0,0.005271,0,clean
15,0,0,1,0,0,0.000833,0,0,0,1.35264,0,0,0,0,0,0,171,0,0,0.101164,0,0,0,1,907,6,16,2,0,0,0,120,0,138,0,0,0,0,0,1,0,14,0,14,0,0,0,0,0.035057,0,1,0,0,0,35,1,0,0,0.099579,0,clean
2,0,0,2,0,0,0.007304,0,0,0,3.6711,0,0,0,3,0,0,36,0,0,0.178239,0,0,1.01,9,143,0,13,2,2,0,0,78,0,58,0.001252,0,0.001105,1.02,0,11,0,7,0,0,0,0,0,1.02,0.047325,2.03,2,0.004723,0.008128,0,21,11,0.004507,1.02,0.155845,0,clean
0,0.000782,0.045286,5,0,2.02,0.071058,0.000942,5.07,0,9.15338,0,0,1.01,1,9,0,8,0,0,0.239519,4.06,0,2.05,3,29,0,3,1,10,0.005731,0,3,0,12,0.003829,0.003704,0.003464,1.01,1.03,13,3.03,3,0,0,0,1.01,0,6.08,0.020832,3.03,5,0.001077,0.010398,0.003976,9,3,0.045517,2.12,0.021985,0.000947,buggy
0,0,0,0,0,1.01,0.007627,0,0,0.013591,1.25878,0,0,0,0,0,0,10,0,1.01,0.027544,0,0,1.01,4,29,1,4,3,1,0,0,6,0,12,0.014478,0.012527,0,2.02,0,5,1.05,2,0,2,0,0,0,2.02,0.001304,5.05,0,0.02301,0.024375,0.019225,16,4,0.017274,0,0.000009,0,clean
0,0,0.001933,0,1.02,0,0,0,1.01,0.000783,0,0.000661,0,0,0,0,0,2,0,1.02,0,0,0,0,2,7,0,2,1,2,0,0,1,0,4,0,0,0,1.01,0,4,1.01,2,0,2,0,0,0,2.02,0,3.03,0,0.001313,0.010398,0.001035,10,2,0.003146,0,0,0,clean
0,0.020997,0.026081,4,0,2.03,0.126545,0.015802,8.16,0,5.34192,0,0,2.05,0,3,0,60,0,0,0.341011,0,0,4.12,3,182,0,22,2,13,0,0,231,0,57,0.065335,0.024495,0.0649,0,2.95,16,2.06,16,0,0,0,2.05,0,8.16,0.103812,6.12,4,0,0.028459,0.030449,41,20,0.028749,4.31,0.279462,0.025336,clean
0,0,0,3,0,0,0.011624,0,0,0,4.63934,0,0,0,0,0,0,18,0,0,0.293469,0,0,0,10,86,0,3,1,1,0,0,3,0,46,0,0,0,1.01,0,11,0,2,0,2,0,0,0,1.01,0.088269,2.02,3,0.003733,0.00831,0,9,3,0.003525,0,0.209899,0,clean
5,0,0,2,0,0,0.041144,0,0,0,6.26048,0,0,0,0,0,0,30,0,0,0.261606,0,0,0,11,165,0,18,1,6,0,0,153,0,84,0,0,0.000909,2.03,0,16,1.01,7,0,6,0,0,0,2.03,0.058524,3.09,2,0.00283,0.010398,0.000989,39,13,0.002494,1.01,0.107361,0,clean
0,0,0.016243,0,0,0,0,0,3.05,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,2,16,0,2,1,6,0,0,1,0,6,0,0,0,0,0,8,0,2,0,0,0,0,0,3.05,0,3.03,0,0,0.010398,0,10,2,0.016563,0,0,0,clean
2,0,0,1,0,0,0.000669,0,0,0,1.17515,0,0,0,0,0,0,10,0,0,0.040252,0,0,0,3,62,0,6,2,2,0,0,15,0,13,0,0,0,0,0,4,0,7,0,6,0,0,0,0,0.006345,1.01,1,0,0.027761,0,11,4,0,0,0.020379,0,clean
1,0,0,0,0,0,0.016903,0,0,0,3.0742,0,0,0,0,0,0,24,0,0,0.073134,0,0,0,3,79,0,7,3,1,0,1.01,21,0,28,0,0,0,1.01,0,4,0,3,0,3,0,0,0.00406,1.01,0.00472,4.04,0,0.003144,0.013377,0,17,6,0.003648,0,0.001173,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,35,0,3,2,0,0,0,3,0,15,0,0,0,2.02,0,5,0,2,0,1,0,0,0,2.02,0,3.06,0,0.005716,0.010398,0,15,3,0.005158,0,0,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,20,1,2,3,2,0,0,1,0,8,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,clean
0,0,0.006004,5,0,0,0.036064,0,1.01,0,1.91372,0,0,0,0,0,0,6,0,0,0.057878,0,0.000843,0,1,20,6,6,3,1,0,1.01,15,1.02,7,0,0,0,0,0,2,0,2,0,0,0,0,0.002169,1.01,0.007017,3.05,5,0,0.007774,0,30,5,0.005699,0,0.013855,0,clean
0,0,0,1,0,0,0.000669,0,0,0,1.17515,0,0,0,0,0,0,42,0,0,0.040252,0,0,1.04,0,686,0,11,1,1,0,0,55,0,36,0.030266,0,0.03001,0,0,1,0,1,0,0,0,0,0,0,0.006345,0,1,0,0,0,9,11,0,1.23,0.020379,0,clean
1,0,0.099097,5,0,0,0.350981,0,22.48,0,11.5269,0,0,0,1,2,0,18,0,0,3.50814,1.01,0,1.05,8,61,0,9,3,57,0.001153,0,36,0,30,0.002933,0,0.002887,1.03,0,65,1.11,2,0,1,0,0,0,23.51,0.08423,3.06,5,0.003144,0.010398,0.002984,37,8,0.105894,1.12,0.113609,0,clean
4,0.004928,0.004468,20,2.02,4.06,0.377512,0.005591,3.04,0.003271,18.3422,0.021974,3.08,4.12,2,0,0,66,0.003651,2.04,0.642115,0,0,11.37,12,319,0,14,1,5,0,0,91,0,130,0.046014,0.031147,0.050325,3.07,5.46,17,12.91,11,0,9,0,4.12,0,5.1,0.114049,3.03,20,0.007815,0.010398,0.049213,9,4,0.011154,14.96,0.303306,0.00615,buggy
0,0.026057,0.03915,0,1.01,1.01,0,0.029129,1.03,0,0,0.020901,0,1.06,5,0,0,7,0,0,0,0,0,1.06,0,29,0,7,1,4,0,0,21,0,7,0.030266,0.027312,0.03001,0,1.21,4,1.06,5,0,0,0,1.06,0,1.03,0,0,0,0,0,0.030608,9,6,0.037887,1.23,0,0.031012,clean
0,0.001673,0.007014,0,1.01,1.01,0.003102,0.001929,5.12,0,1.45008,0.001195,0,2.04,1,0,0,46,0,0,0.034425,0,0,3.24,10,214,0,10,1,12,0,0,45,0,105,0.003167,0.000655,0.003163,6.1,2.3,20,6.81,1,0,0,0,2.04,0,8.2,0.002148,3.03,0,0.016634,0.010398,0.013598,9,10,0.023147,4.23,0.000188,0.001924,clean
2,0.002291,0.005992,1,0,0,0.041688,0.002879,4.07,0.003209,2.94062,0,0,1.01,0,15,0,25,0,1.01,0.084171,2.02,0,1.01,0,90,0,12,1,33,0.003762,0,66,0,23,0.002842,0,0.002857,0,1.11,33,1.01,3,0,2,0,1.01,0,4.07,0.009286,3.03,1,0,0.010398,0.002903,9,8,0.006073,1.08,0.017857,0.002744,clean
0,0,0,1,0,0,0.001677,0,0,0,1.18716,0,0,0,0,0,0,61,0,0,0.048688,0,0,0,8,270,9,13,2,1,0,0,78,0,67,0,0,0,0,0,9,0,5,0,2,0,0,0,0,0.010376,0,1,0,0,0,54,8,0,0,0.041747,0,clean
0,0,0,2,0,0,0.029338,0,0,0,3.90708,0,0,0,2,0,0,3,0,0,0.215128,0,0,0,0,10,0,3,1,3,0,0,3,0,3,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0.057708,3.06,2,0,0.010398,0,18,3,0,0,0.11138,0,clean
3,0,0,2,0,0,0.033445,0,0,0,3.4997,0,0,0,0,0,0,32,0,0,0.177749,0,0,1.02,3,141,1,8,3,1,0,0,28,0,66,0.014478,0,0.017307,1.01,0,4,1.11,10,0,7,0,0,0,1.01,0.048758,1.01,2,0.020279,0.01201,0.019225,16,5,0.015089,1.13,0.16716,0,clean
14,0.037802,0.075068,18,4.05,7.09,0.865223,0.035706,16.34,0.028889,23.6331,0.000524,1.04,9.31,16,5,0,290,0.000803,2.02,0.797407,4.04,0.007058,13.73,27,1009,38,73,1,46,0.004056,0,2628,2.02,345,0.039118,0.034024,0.069775,8.09,26.83,73,12.86,42,0,24,0,7.17,0,20.37,0.13696,3.03,18,0.048602,0.010398,0.050082,9,42,0.059696,16.59,0.298367,0.047173,buggy
0,0.001478,0.00639,0,0,0,0.098875,0.001757,2.02,0,3.22194,0,0,1.01,0,0,0,3,0,0,0.071184,0,0,1.02,2,12,0,3,2,4,0,0,3,0,8,0.001616,0,0.004511,2.02,1.02,6,2.05,0,0,0,0,1.01,0,4.04,0.003488,3.06,0,0.005716,0.010398,0.004888,15,3,0.011969,2.09,0.000036,0.001805,clean
0,0,0,1,0,0,0.011152,0,0,0,3.9126,0,0,0,0,0,0,11,0,0,0.210955,0,0,0,5,48,1,8,2,0,0,0,28,0,40,0,0,0,2.02,0,5,0,4,0,4,0,0,0,2.02,0.056379,3.06,1,0.00542,0.010398,0,30,7,0.005015,0,0.108084,0,clean
