@relation data/M_multi_metrics_PDE.csv-weka.filters.unsupervised.attribute.Remove-R1

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute LDHH_lcom numeric
@attribute LDHH_fanIn numeric
@attribute numberOfNonTrivialBugsFoundUntil: numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute WCHU_numberOfAttributes numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute WCHU_fanIn numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute CvsEntropy numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute WCHU_numberOfPrivateMethods numeric
@attribute WCHU_numberOfMethods numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute ck_oo_wmc numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute WCHU_wmc numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfLinesOfCode numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_numberOfMethods numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_lcom numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute ck_oo_rfc numeric
@attribute LDHH_wmc numeric
@attribute LDHH_numberOfAttributes numeric
@attribute LDHH_numberOfLinesOfCode numeric
@attribute WCHU_fanOut numeric
@attribute WCHU_lcom numeric
@attribute ck_oo_cbo numeric
@attribute WCHU_rfc numeric
@attribute ck_oo_numberOfAttributes numeric
@attribute numberOfHighPriorityBugsFoundUntil: numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute WCHU_numberOfPublicMethods numeric
@attribute LDHH_dit numeric
@attribute WCHU_cbo numeric
@attribute CvsLinEntropy numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute numberOfBugsFoundUntil: numeric
@attribute LDHH_fanOut numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute LDHH_rfc numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute LDHH_cbo numeric
@attribute WCHU_numberOfLinesOfCode numeric
@attribute CvsExpEntropy numeric
@attribute LDHH_numberOfMethods numeric
@attribute class {buggy,clean}

@data
3,0.002198,0.007532,4,0,0,0.065148,0.005421,2.02,0,10.3576,0,3.04,1.02,0,0,0,25,0.00923,0,0.309082,0,0,3.12,8,84,0,5,1,3,0,0,10,0,43,0.007089,0,0.009261,2.03,1.07,11,2.19,0,0,0,0,2.02,0,4.05,0.039084,1.01,7,0.003032,0.001646,0.003138,6,2,0.010892,4.38,0.104285,0.002496,clean
2,0,0,2,0,0,0.037414,0,0,0,7.67578,0,0,0,0,0,0,44,0,0,0.227349,0,0,2.02,13,105,0,4,1,1,0,0,6,0,56,0.003935,0,0.0059,0,0,14,2.02,1,0,1,0,0,0,0,0.027823,1.01,3,0,0.001646,0.001798,6,2,0,2.12,0.066976,0,clean
3,0,0,0,0,0,0.005482,0,0,0,4.68802,0,0,0,0,0,0,17,0,0,0.13759,0,0,0,7,70,2,12,1,3,0,0,66,0,47,0,0,0.004532,0,0,10,0,2,0,2,0,0,0,0,0.016333,1.01,0,0,0.001646,0,9,9,0,1.01,0.037315,0,clean
2,0.003487,0,4,0,1.01,0.048885,0,0,0.001571,8.77144,0,3.04,3.04,0,0,0,14,0.002921,1.01,0.249935,0,0,3.09,5,70,0,5,1,1,0,2.02,10,0,29,0.004032,0.001292,0.005004,3.05,3.17,6,3.21,2,0,2,0,0,0.002205,3.05,0.027205,2.06,5,0.004897,0.002769,0.003981,0,3,0.005458,4.64,0.048936,0.003851,clean
1,0,0,4,0,0,0.051834,0,0,0,9.50905,0,0,0,0,0,0,19,0,0,0.315169,0,0,1.03,6,85,0,7,2,1,0,0,21,0,42,0.004689,0,0.020734,0,0,7,3.06,4,0,4,0,0,0,0,0.04983,0,4,0,0,0.014411,8,5,0,4.21,0.153264,0,clean
0,0,0,0,0,0,0.006935,0,0,0,5.99576,0,0,0,1,0,0,4,0,0,0.176426,0,0,0,5,19,1,2,3,1,0,0,1,0,12,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0.020821,1.01,1,0,0.001646,0,13,1,0,0,0.044566,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,22,0,5,2,2,0,0,10,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,5,0,0,0,0,clean
0,0,0,0,0,0,0.00015,0,0,0,1.76682,0,0,0,1,0,0,4,0,0,0.061715,0,0,0,2,11,0,4,1,2,0,0,6,0,6,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0.010097,0,1,0,0,0,9,4,0,0,0.033928,0,clean
4,0.000725,0,2,0,2.06,0.025564,0,0,0.000752,8.67717,0,1.01,1.01,0,0,0,24,0.000784,1.01,0.231637,0,0.001986,1.01,13,121,0,14,3,1,0,0,91,1.01,68,0.000785,0.001659,0.008038,2.02,1.14,14,3.17,2,1,2,1,0,0,2.02,0.022577,3.04,2,0.002692,0.005131,0.003263,21,10,0.002212,4.45,0.042604,0.000779,clean
0,0,0,0,0,0,0.014477,0,0,0,5.2122,0,0,0,0,2,0,13,0,0,0.169698,0,0,1.02,7,39,2,4,2,0,0,0,6,0,32,0.003981,0,0.007921,1.01,0,7,1.06,0,0,0,0,0,0,1.01,0.024863,0,2,0.003322,0,0.003688,7,0,0.004127,2.1,0.074601,0,clean
1,0,0,1,0,0,0.007237,0,0,0,6.44121,0,0,0,0,0,0,3,0,0,0.172314,0,0,0,1,10,0,3,1,3,0,0,3,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.016937,1.01,1,0,0.001646,0,6,2,0,0,0.034547,0,clean
0,0,0,3,0,0,0.012155,0,0,0,10.2202,0,0,0,0,0,0,5,0,0,0.254429,0,0,0,4,34,0,4,2,1,0,0,6,0,15,0,0,0,0,0,5,2.03,3,0,2,0,0,0,0,0.020681,0,3,0,0,0.001643,8,4,0,0,0.034434,0,clean
7,0.004463,0,3,0,1.01,0.083804,0.001685,0,0.000775,13.1504,0,4.06,4.08,0,0,0,24,0.004526,1.01,0.354994,0,0.001986,5.16,14,191,0,16,3,1,0,0,120,1.01,89,0.006755,0.000565,0.01565,3.04,5.09,15,6.41,7,0,7,0,1.02,0,3.04,0.034195,3.04,6,0.004393,0.005131,0.008608,21,7,0.004491,9.42,0.052516,0.004849,clean
3,0.000819,0.00094,11,0,1.05,0.061121,0.000702,1.01,0.000754,13.1737,0,0,1.04,0,0,0,28,0,1.05,0.320958,0,0.001577,3.05,6,162,7,15,2,1,0,0,105,2.22,51,0.002358,0.000366,0.007193,4.06,1.5,7,4.19,5,0,5,1,1.02,0,3.05,0.024189,2.08,11,0.002965,0.00117,0.002958,20,3,0.002157,4.76,0.034569,0.000822,buggy
1,0,0,1,0,0,0.000249,0,0,0,1.76682,0,0,0,0,0,0,3,0,0,0.061715,0,0,0,1,14,0,3,3,1,0,0,3,0,8,0,0,0,0,0,2,0,5,0,5,0,0,0,0,0.010097,1.01,1,0,0.001646,0,23,2,0,0,0.033928,0,clean
2,0,0.00145,1,0,0,0.002616,0,2.02,0,5.98276,0,0,0,0,0,0,14,0,0,0.159804,0,0,0,3,48,0,4,1,2,0,0,6,0,24,0,0,0.004997,0,0,5,0,0,0,0,0,0,0,2.02,0.015881,1.01,1,0,0.001646,0,6,2,0.001521,1.03,0.034432,0,clean
16,0.005426,0.001776,13,0,4.05,0.222613,0.003041,2.02,0.003266,27.4268,0,7.14,6.17,0,0,0,92,0.006036,4.04,0.691779,0,0.001986,9.92,27,432,2,33,5,2,0,0,528,1.01,239,0.008982,0.00317,0.020425,9.31,10.08,29,17.35,3,0,2,1,3.03,0,10.32,0.055587,5.37,15,0.009181,0.01045,0.016511,73,9,0.010475,19.65,0.061541,0.005694,clean
1,0,0,4,0,0,0.011871,0,0,0,12.307,0,0,0,0,0,0,13,0,0,0.302588,0,0,1.02,4,58,0,5,1,0,0,0,10,0,32,0.00075,0,0.006347,1.01,0,4,3.06,1,0,1,0,0,0,1.01,0.02344,1.01,4,0.00063,0.001646,0.002308,6,4,0.000848,3.13,0.03461,0,clean
0,0.006093,0,12,0,2.02,0.127435,0.006397,0,0.002294,14.5398,0,0,4.04,0,0,0,12,0,2.02,0.402685,0,0.000669,5.08,8,123,0,8,4,1,0,0,28,1.01,42,0.007693,0.001557,0.0188,5.08,4.22,9,8.21,5,0,5,0,4.04,0,5.08,0.040422,7.21,19,0.00843,0.010813,0.011838,32,8,0.008162,11.68,0.057045,0.006538,clean
6,0.004357,0,6,0,1.01,0.090617,0.002385,0,0.001438,20.0741,0,4.1,4.16,0,0,0,19,0.004545,1.01,0.516704,0,0.001986,4.35,18,142,0,14,3,1,0,0,91,1.01,79,0.004849,0.00145,0.017801,4.22,5.32,19,11.2,3,0,3,0,2.06,0,4.22,0.044543,3.04,7,0.004687,0.005131,0.012828,21,7,0.004721,11.71,0.061821,0.004788,clean
7,0.005501,0,4,0,0,0.089486,0.00443,0,0,5.8145,0,1.02,1.02,0,0,0,80,0.003473,0,0.328955,0,0,3.17,9,292,0,15,1,1,0,0,105,0,101,0.031014,0,0.037125,1.03,1.27,9,2.25,2,0,0,1,1.01,0,1.03,0.090302,0,6,0.006834,0,0.024364,6,3,0.006785,3.66,0.256859,0.005735,clean
3,0.003607,0.001037,3,0,3.16,0.095102,0.003458,1.01,0.002361,12.6913,0,1.03,3.17,0,0,0,83,0.000761,2.08,0.333497,0,0.001447,3.74,5,170,5,22,3,2,0,0,231,2.04,86,0.00386,0.003534,0.009696,6.08,5.21,7,3.74,18,0,10,0,3.14,0,6.09,0.0303,5.17,4,0.011946,0.006822,0.003706,44,19,0.012529,6.82,0.044621,0.003852,clean
