@relation PC3

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute class {buggy,clean}

@data
2,5,1,0,0,8,3,0.23,4,2,1,0.33,12,1,0,13,1,18.54,16.14,4839.01,0.1,63,0.06,268.83,299.56,0.33,2,4,11,0.19,30,33,13,14,16,0,13,clean
1,22,5,2,1,32,13,0.29,16,2,10,0.77,54,8,0.58,43,2,41.66,36.87,56634.51,0.51,256,0.03,3146.36,1536,0.62,8,16,43,0.27,89,167,35,29,48,6.52,45,clean
1,3,0,0,0,4,2,0.4,2,2,1,0.5,6,1,0,5,3,10.75,5,268.87,0.02,15,0.2,14.94,53.77,0.5,1,2,6,0.29,5,10,4,8,7,0,5,clean
0,3,1,0,0,4,2,0.5,2,2,2,1,6,1,0,4,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,0.5,1,2,6,0.4,3,6,3,6,5,0,4,clean
1,13,2,0,0,22,7,0.5,10,2.2,2,0.29,24,1,0,14,0,29.59,14.55,6259.35,0.14,82,0.07,347.74,430.33,0.14,6,11,19,0.44,40,42,22,16,16,0,14,clean
8,3,0,0,0,4,2,0.13,2,2,1,0.5,7,1,0,16,0,39.81,13.88,7671.65,0.18,119,0.07,426.2,552.62,0.5,1,2,7,0.08,59,60,17,8,25,0,16,clean
31,9,4,5,21,16,5,0.16,8,2,4,0.8,26,1,0,26,0,50.19,15.29,11739.22,0.26,136,0.07,652.18,767.56,0.2,4,8,23,0.06,65,71,34,16,84,50,31,clean
1,36,2,1,0,56,21,0.42,28,2,6,0.29,77,9,0.4,49,4,35.67,65.77,154273.13,0.78,384,0.02,8570.73,2345.67,0.43,14,28,58,0.4,171,213,39,30,52,2,50,clean
45,69,2,4,38,118,35,0.29,50,2.36,4,0.11,123,3,0.06,117,0,126.88,26.71,90551.52,1.13,497,0.04,5030.64,3389.63,0.09,34,59,90,0.17,221,276,91,22,205,26.42,121,buggy
4,3,1,0,0,4,2,0.33,2,2,1,0.5,7,1,0,6,1,11.53,11.25,1458.65,0.04,30,0.09,81.04,129.66,0.5,1,2,7,0.18,15,15,8,12,11,0,6,clean
5,3,3,1,5,4,2,0.2,2,2,2,1,8,1,0,9,1,19.66,7.15,1004.96,0.05,32,0.14,55.83,140.55,0.5,1,2,8,0.1,13,19,10,11,21,40,10,clean
4,17,1,0,0,32,9,0.38,16,2,1,0.11,35,1,0,24,2,35.36,17.72,11106.15,0.21,129,0.06,617.01,626.68,0.11,8,16,28,0.31,58,71,18,11,29,0,24,buggy
2,5,2,1,3,8,3,0.21,4,2,1,0.33,12,1,0,13,1,18.95,10.29,2007.31,0.07,42,0.1,111.52,195.04,0.33,2,4,11,0.15,19,23,12,13,20,23.53,14,clean
0,5,2,0,0,8,3,0.5,4,2,3,1,10,3,1,6,1,13.67,8,875.14,0.04,28,0.13,48.62,109.39,1,2,4,9,0.43,8,20,5,10,7,0,6,clean
3,45,5,8,1,68,26,0.31,32,2.13,19,0.73,104,23,0.88,75,4,52.16,53.78,150849.96,0.93,425,0.02,8380.54,2804.96,0.88,18,34,80,0.27,167,258,59,38,96,10.71,83,clean
0,3,2,0,0,4,2,0.33,2,2,2,1,8,1,0,6,1,17.47,5.14,462.13,0.03,23,0.19,25.67,89.86,0.5,1,2,8,0.29,9,14,7,8,7,0,6,clean
0,3,0,0,0,4,2,0.5,2,2,1,0.5,5,1,0,4,3,11.39,3.5,139.52,0.01,12,0.29,7.75,39.86,0.5,1,2,5,0.4,3,9,3,7,5,0,4,clean
15,7,5,4,6,12,4,0.18,6,2,4,1,16,1,0,18,1,45.88,9.11,3805.17,0.14,77,0.11,211.4,417.82,0.25,3,6,14,0.09,34,43,28,15,44,35.71,22,clean
3,3,2,0,0,4,2,0.17,2,2,2,1,8,1,0,12,1,19.16,6.19,733.44,0.04,29,0.16,40.75,118.54,0.5,1,2,8,0.13,11,18,8,9,16,0,12,clean
2,3,6,2,3,4,2,0.14,2,2,2,1,10,1,0,12,1,31.35,10.31,3334.36,0.11,68,0.1,185.24,323.33,0.5,1,2,10,0.1,30,38,16,11,20,29.41,14,clean
1,3,0,3,3,4,2,0.2,2,2,1,0.5,6,1,0,7,1,14.49,36.4,19192.65,0.18,115,0.03,1066.26,527.27,0.5,1,2,6,0.13,52,63,10,14,15,46.15,10,clean
3,13,5,0,0,24,7,0.41,12,2,6,0.86,32,6,0.83,17,1,27.29,21.05,12094.31,0.19,112,0.05,671.91,574.48,0.86,6,12,27,0.33,50,62,19,16,21,0,17,clean
26,17,10,3,35,34,9,0.3,14,2.43,6,0.67,38,3,0.25,27,1,67.59,11.15,8408.78,0.25,131,0.09,467.15,753.89,0.33,10,17,31,0.1,58,73,39,15,92,58.46,30,buggy
0,3,2,0,0,4,2,0.17,2,2,2,1,9,1,0,12,3,16.73,11,2024,0.06,46,0.09,112.44,184,0.5,1,2,9,0.15,22,24,8,8,13,0,12,clean
0,9,2,1,0,14,5,0.31,6,2.33,3,0.6,15,5,1,15,1,19.64,19.69,7612.12,0.13,76,0.05,422.9,386.65,1,4,7,12,0.29,35,41,16,18,17,6.25,16,clean
20,9,8,6,10,14,5,0.12,6,2.33,4,0.8,23,3,0.5,35,1,82.63,16.32,22024.66,0.45,224,0.06,1223.59,1349.01,0.6,4,7,20,0.07,100,124,49,16,72,31.37,41,clean
4,5,1,0,0,8,3,0.43,4,2,1,0.33,12,1,0,7,2,13.18,14,2582.68,0.06,42,0.07,143.48,184.48,0.33,2,4,11,0.25,21,21,9,12,12,0,7,clean
4,39,1,0,3,76,20,0.39,38,2,2,0.1,65,1,0,51,2,71.48,12.37,10946.28,0.29,153,0.08,608.13,884.55,0.05,19,38,47,0.34,66,87,40,15,59,5.56,51,clean
0,3,0,0,0,4,2,0.67,2,2,1,0.5,6,1,0,3,2,5,6,180,0.01,10,0.17,10,30,0.5,1,2,6,0.5,4,6,2,6,4,0,3,clean
4,5,1,0,0,8,3,0.27,4,2,2,0.67,11,1,0,11,0,22.64,5.73,742.59,0.04,30,0.17,41.25,129.66,0.33,2,4,10,0.19,14,16,11,9,16,0,11,clean
13,9,3,1,0,16,5,0.2,8,2,2,0.4,20,1,0,24,2,26.39,18.43,8961.02,0.16,92,0.05,497.83,486.26,0.2,4,8,17,0.13,43,49,21,18,39,4,25,clean
19,5,4,3,12,8,3,0.18,4,2,3,1,17,1,0,14,2,28.72,14.88,6354.23,0.14,82,0.07,353.01,427.18,0.33,2,4,16,0.06,35,47,20,17,49,51.72,17,clean
20,15,3,8,11,28,8,0.18,14,2,3,0.38,32,1,0,37,0,56.27,20,22506.86,0.38,189,0.05,1250.38,1125.34,0.13,7,14,26,0.1,84,105,42,20,77,33.93,45,clean
4,11,4,0,3,18,6,0.25,8,2.25,4,0.67,22,4,0.6,24,2,29.2,19.5,11102.33,0.19,111,0.05,616.8,569.35,0.67,5,9,18,0.19,52,59,20,15,32,11.11,24,clean
19,59,3,0,29,116,30,0.14,58,2,3,0.1,110,1,0,208,4,242.69,36.29,319607.72,2.94,1190,0.03,17755.98,8807.05,0.03,29,58,82,0.12,573,617,150,19,257,12.24,208,clean
1,3,0,0,0,4,2,0.29,2,2,1,0.5,6,1,0,7,3,8.26,12.1,1210,0.03,25,0.08,67.22,100,0.5,1,2,6,0.22,11,14,5,11,9,0,7,clean
5,33,4,0,0,62,17,0.52,30,2.07,10,0.59,77,10,0.56,33,2,90.42,13,15281.13,0.39,199,0.08,848.95,1175.47,0.59,16,31,62,0.44,94,105,47,13,39,0,33,clean
1,3,1,0,0,4,2,0.25,2,2,1,0.5,7,1,0,8,1,13.4,5.25,369.2,0.02,18,0.19,20.51,70.32,0.5,1,2,7,0.2,7,11,6,9,10,0,8,clean
16,25,7,9,14,36,14,0.19,16,2.25,7,0.5,49,5,0.31,65,0,62.32,19.01,22519.97,0.39,192,0.05,1251.11,1184.63,0.36,10,18,37,0.13,81,111,49,23,105,26.14,74,clean
6,7,4,1,12,12,4,0.12,6,2,4,1,17,1,0,32,1,44.39,13.19,7722.51,0.2,106,0.08,429.03,585.5,0.25,3,6,15,0.08,45,61,29,17,52,28.89,33,clean
1,11,1,1,0,16,6,0.29,6,2.67,2,0.33,17,6,1,20,3,21.74,20.19,8859.53,0.15,87,0.05,492.2,438.86,1,5,8,13,0.26,38,49,16,17,23,4.76,21,clean
1,17,0,0,0,26,9,0.47,10,2.6,1,0.11,29,9,1,19,3,19.04,26.67,13541.31,0.17,99,0.04,752.29,507.8,1,8,13,22,0.43,40,59,15,20,21,0,19,clean
11,9,0,0,1,14,5,0.24,6,2.33,1,0.2,16,4,0.75,21,1,18.5,21.54,8579.94,0.13,82,0.05,476.66,398.35,0.8,4,7,13,0.15,35,47,13,16,34,4.55,21,clean
2,7,3,2,0,10,4,0.2,4,2.5,3,0.75,15,3,0.67,18,0,25.11,14,4921.77,0.12,68,0.07,273.43,351.55,0.75,3,5,13,0.17,28,40,18,18,23,10,20,clean
1,3,0,0,0,4,2,0.29,2,2,1,0.5,6,1,0,7,2,8.22,9,666.08,0.02,20,0.11,37,74.01,0.5,1,2,6,0.22,8,12,4,9,9,0,7,clean
9,9,1,5,12,10,5,0.29,2,5,2,0.4,14,5,1,12,1,24.99,11.61,3366.63,0.1,61,0.09,187.04,290.05,1,4,5,11,0.21,25,36,14,13,24,58.62,17,buggy
5,49,0,0,0,56,25,0.48,16,3.5,1,0.04,65,25,1,52,4,31.64,38.62,47183.65,0.41,249,0.03,2621.31,1221.82,1,20,28,42,0.43,101,148,17,13,58,0,52,clean
3,3,12,0,2,4,2,0.05,2,2,2,1,53,1,0,42,0,100.54,28.52,81768.15,0.96,471,0.04,4542.68,2867.19,0.5,1,2,53,0.04,220,251,54,14,48,4.55,42,clean
16,19,6,5,12,24,11,0.28,10,2.4,9,0.82,37,3,0.2,34,2,38.45,22.91,20177.56,0.29,151,0.04,1120.98,880.77,0.27,7,12,28,0.16,63,88,33,24,68,33.33,39,clean
1,11,0,0,0,16,6,0.55,6,2.67,1,0.17,19,5,0.8,11,3,8.91,22.4,4472.22,0.07,47,0.04,248.46,199.65,0.83,5,8,15,0.46,16,31,5,14,13,0,11,clean
7,7,4,2,2,16,4,0.21,8,2,4,1,17,1,0,17,1,20.9,18.5,7152.97,0.13,76,0.05,397.39,386.65,0.25,4,8,15,0.11,37,39,17,17,38,19.05,19,clean
33,29,7,9,20,52,15,0.25,24,2.17,8,0.53,65,3,0.14,52,0,80.65,25.1,50799.32,0.67,306,0.04,2822.18,2024.1,0.2,14,26,52,0.13,139,167,72,26,115,35.8,61,clean
28,7,3,4,14,10,4,0.2,4,2.5,2,0.5,14,3,0.67,16,0,40.48,11.25,5123.16,0.15,85,0.09,284.62,455.39,0.75,3,5,12,0.05,39,46,26,15,78,52.94,20,buggy
0,5,6,1,0,8,3,0.15,4,2,2,0.67,21,1,0,19,0,32.45,13.89,6264.19,0.15,91,0.07,348.01,450.83,0.33,2,4,20,0.14,44,47,19,12,21,5,20,clean
6,5,1,0,1,6,3,0.25,2,3,2,0.67,9,3,1,12,0,20.31,10.77,2355.5,0.07,46,0.09,130.86,218.72,1,2,3,8,0.15,20,26,13,14,20,7.69,12,clean
2,25,0,13,0,48,13,0.87,24,2,1,0.08,49,1,0,2,1,102.19,7.18,5262.9,0.24,136,0.14,292.38,733.36,0.08,12,24,38,0.72,61,75,34,8,18,86.67,15,buggy
8,3,4,0,0,4,2,0.14,2,2,1,0.5,11,1,0,14,0,41.25,14.67,8873.33,0.2,121,0.07,492.96,605,0.5,1,2,11,0.09,56,65,21,11,23,0,14,buggy
0,5,3,0,0,8,3,0.38,4,2,3,1,15,1,0,8,0,17.66,11.5,2336,0.07,47,0.09,129.78,203.13,0.33,2,4,14,0.33,23,24,10,10,9,0,8,clean
5,3,2,0,0,4,2,0.14,2,2,2,1,9,1,0,14,2,25.22,9.21,2138.11,0.08,50,0.11,118.78,232.19,0.5,1,2,9,0.1,17,33,12,13,20,0,14,clean
2,15,0,0,0,24,8,0.73,10,2.4,1,0.13,25,7,0.86,11,3,11.15,24,6421.58,0.09,60,0.04,356.75,267.57,0.88,7,12,19,0.57,18,42,6,16,14,0,11,clean
1,9,1,0,0,16,5,0.28,8,2,1,0.2,22,1,0,18,1,11.47,28,8990.21,0.11,72,0.04,499.46,321.08,0.2,4,8,19,0.25,32,40,8,14,20,0,18,clean
14,9,2,2,11,16,5,0.19,8,2,2,0.4,18,1,0,24,2,36.88,24.87,22810.72,0.31,168,0.04,1267.26,917.18,0.2,4,8,15,0.1,79,89,27,17,52,35.14,26,clean
3,31,6,0,0,56,16,0.39,26,2.15,12,0.75,63,12,0.73,41,2,42.81,30.67,40261.54,0.44,218,0.03,2236.75,1312.88,0.75,15,28,49,0.36,92,126,39,26,45,0,41,clean
1,1,0,0,4,4,1,0.13,2,2,1,1,1,1,0,8,0,13.96,6,502.57,0.03,22,0.17,27.92,83.76,1,1,2,2,0.07,9,13,6,8,14,33.33,8,clean
11,5,1,2,8,10,3,0.25,4,2.5,2,0.67,10,1,0,10,1,18.53,11.67,2522.57,0.07,46,0.09,140.14,216.22,0.33,3,5,9,0.09,20,26,12,14,32,50,12,clean
10,3,2,1,1,4,2,0.11,2,2,1,0.5,7,1,0,17,0,58.95,6.3,2339.72,0.12,73,0.16,129.97,371.38,0.5,1,2,7,0.07,35,38,25,9,30,10.53,18,buggy
0,5,2,0,0,8,3,0.3,4,2,3,1,11,1,0,10,0,25.87,9,2095.13,0.08,53,0.11,116.4,232.79,0.33,2,4,10,0.27,24,29,12,9,11,0,10,clean
14,35,3,0,0,68,18,0.46,34,2,1,0.06,103,1,0,39,1,162.87,24.2,95404.28,1.31,600,0.04,5300.24,3941.91,0.06,17,34,87,0.33,239,361,79,16,54,0,39,buggy
1,7,1,0,0,12,4,0.67,6,2,2,0.5,14,4,1,6,1,10.28,10,1027.99,0.03,27,0.1,57.11,102.8,1,3,6,12,0.5,8,19,4,10,8,0,6,clean
8,7,2,1,4,12,4,0.12,6,2,3,0.75,29,1,0,33,1,85.6,21.6,39935.53,0.62,307,0.05,2218.64,1848.87,0.25,3,6,27,0.09,144,163,50,15,47,13.16,34,buggy
7,7,4,0,3,4,5,0.14,2,2,5,1,14,1,0,35,1,46.83,12.27,7046.59,0.19,104,0.08,391.48,574.45,0.2,1,2,11,0.11,46,58,30,16,46,7.89,35,clean
4,5,4,0,0,6,3,0.25,2,3,2,0.67,11,3,1,12,3,27.43,7.86,1693.16,0.07,47,0.13,94.06,215.49,1,2,3,10,0.18,22,25,14,10,17,0,12,clean
2,19,3,0,0,36,10,0.42,18,2,4,0.4,40,4,0.33,24,4,43.97,13.19,7652.73,0.19,109,0.08,425.15,580.09,0.4,9,18,32,0.37,49,60,26,14,27,0,24,clean
9,11,9,0,5,18,6,0.19,8,2.25,6,1,27,3,0.4,32,0,44,22.29,21860.16,0.33,160,0.04,1214.45,980.69,0.5,5,9,23,0.13,71,89,43,27,47,13.51,32,clean
8,5,5,0,19,6,3,0.2,2,3,1,0.33,13,1,0,15,1,28.04,10.32,2988.73,0.1,59,0.1,166.04,289.51,0.33,2,3,12,0.07,27,32,17,13,43,55.88,15,clean
2,11,4,1,0,20,6,0.33,10,2,5,0.83,26,3,0.4,17,2,36.89,9.89,3605.18,0.12,70,0.1,200.29,364.66,0.5,5,10,22,0.29,29,41,22,15,21,5.56,18,clean
0,3,1,0,2,4,2,0.25,2,2,2,1,5,1,0,8,1,13.45,3.6,174.36,0.02,14,0.28,9.69,48.43,0.5,1,2,5,0.18,6,8,5,6,11,20,8,clean
4,5,3,0,0,8,3,0.3,4,2,3,1,11,1,0,10,0,23.58,8.57,1732.45,0.07,43,0.12,96.25,202.12,0.33,2,4,10,0.2,20,23,14,12,15,0,10,clean
3,37,3,0,0,56,19,0.7,20,2.8,3,0.16,62,17,0.89,27,2,28.02,46.1,59529.74,0.43,238,0.02,3307.21,1291.45,0.89,18,28,45,0.61,88,150,21,22,31,0,27,clean
5,7,0,0,0,10,4,0.31,4,2.5,1,0.25,12,4,1,13,2,17.83,10.4,1928.85,0.06,41,0.1,107.16,185.47,1,3,5,10,0.21,16,25,10,13,19,0,13,clean
2,3,0,0,0,4,2,0.13,2,2,1,0.5,5,1,0,16,2,25.68,12.5,4011.84,0.11,70,0.08,222.88,320.95,0.5,1,2,5,0.11,25,45,12,12,19,0,16,clean
2,3,1,0,0,4,2,0.33,2,2,2,1,5,1,0,6,0,9.88,5.25,272.43,0.02,15,0.19,15.14,51.89,0.5,1,2,5,0.22,6,9,4,7,9,0,6,clean
7,9,1,2,0,14,5,0.56,6,2.33,2,0.4,14,4,0.75,7,0,13.09,18.67,4559.75,0.08,54,0.05,253.32,244.27,0.8,4,7,11,0.29,24,30,9,14,17,22.22,9,clean
1,13,0,0,0,20,7,0.54,8,2.5,1,0.14,21,7,1,13,1,10.33,21.25,4666.84,0.07,50,0.05,259.26,219.62,1,6,10,16,0.47,17,33,6,15,15,0,13,clean
12,7,0,0,19,10,4,0.07,4,2.5,1,0.25,11,1,0,59,4,98.29,21.87,47030.93,0.72,357,0.05,2612.83,2149.99,0.25,3,5,9,0.04,175,182,52,13,91,24.36,59,clean
1,13,1,0,0,20,7,0.7,8,2.5,3,0.43,22,1,0,10,1,13.71,21.6,6396.36,0.1,63,0.05,355.35,296.13,0.14,6,10,17,0.58,27,36,10,16,12,0,10,clean
4,3,3,1,1,4,2,0.2,2,2,2,1,7,1,0,9,1,20.81,7.5,1170.6,0.05,35,0.13,65.03,156.08,0.5,1,2,7,0.13,15,20,11,11,16,18.18,10,clean
6,3,0,0,1,4,2,0.17,2,2,1,0.5,7,1,0,12,0,29.04,8.92,2312.39,0.09,59,0.11,128.47,259.14,0.5,1,2,7,0.1,29,30,13,8,20,7.69,12,clean
7,5,2,2,4,8,3,0.3,4,2,3,1,11,1,0,8,1,17.81,11.08,2188.05,0.07,42,0.09,121.56,197.42,0.33,2,4,10,0.14,19,23,12,14,22,42.86,10,clean
8,3,2,2,0,4,2,0.2,2,2,2,1,7,1,0,8,2,24.6,7.5,1383.58,0.06,42,0.13,76.87,184.48,0.5,1,2,7,0.11,20,22,12,9,19,20,10,clean
1,13,1,0,0,22,7,0.41,10,2.2,6,0.86,24,6,0.83,17,3,44.6,12.75,7250.82,0.19,110,0.08,402.82,568.69,0.86,6,11,19,0.37,51,59,24,12,19,0,17,clean
0,3,0,0,0,4,2,0.4,2,2,1,0.5,5,1,0,5,3,10.75,4,172.08,0.01,12,0.25,9.56,43.02,0.5,1,2,5,0.33,4,8,4,8,6,0,5,clean
12,5,3,2,8,8,3,0.23,4,2,2,0.67,13,1,0,11,2,31.59,11.45,4145.3,0.12,68,0.09,230.29,361.89,0.33,2,4,12,0.09,28,40,22,18,34,47.62,13,clean
