@relation 'zxing1.6_golden-weka.filters.unsupervised.attribute.Remove-R1-2,54-weka.filters.unsupervised.attribute.Remove-R12,15,20,24,31-32,37-40,45-weka.filters.unsupervised.attribute.Remove-R9-20,34-35-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R27-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-6'

@attribute 0.228SumCyclomatic... numeric
@attribute -0.321AvgCyclomaticStrict... numeric
@attribute -0.598RatioCommentToCode... numeric
@attribute 0.588RatioCommentToCode... numeric
@attribute -0.581AvgLineBlank... numeric
@attribute class {buggy,clean}

@data
-0.918627,-1.274232,-0.037173,-2.381208,-1.39282,clean
-1.447226,-0.614749,-0.014978,-0.403764,0.102653,clean
2.842971,4.139139,0.783799,-0.316127,-2.102995,clean
1.370256,3.004229,-0.092121,-0.134749,-1.863949,clean
-2.699043,-0.159786,0.29135,-0.164591,0.363702,clean
-2.856638,0.136851,0.279681,-0.035511,0.30922,clean
-2.259773,0.493505,-0.305522,0.160471,-0.00238,clean
-2.127687,0.455438,0.398449,-0.037843,0.203669,clean
0.032129,1.577236,0.118735,0.523796,0.207324,buggy
0.79397,2.143375,-1.790189,0.112603,0.113083,clean
-2.921351,-0.224372,0.216874,-0.306369,0.18697,clean
4.277944,3.13712,0.18668,-1.576243,-1.413871,clean
0.010619,-2.184013,-0.248235,-0.333032,-0.184283,buggy
-2.297626,-0.090989,-0.256551,-0.079694,-0.01141,clean
4.951368,2.760297,1.81383,-0.017641,-0.1346,buggy
-0.839601,0.872518,0.392623,-0.25295,0.08135,buggy
-0.850514,-0.546555,0.586085,0.239124,0.663161,clean
0.34807,-0.21691,-0.813421,-1.9705,-2.742086,clean
3.677799,2.731718,1.023187,0.929779,0.204893,buggy
3.253382,4.185103,-0.231523,-0.386755,-0.873843,buggy
-1.540303,-1.214785,0.335806,-0.202552,-0.119324,clean
-2.734802,0.216455,0.317951,-0.035455,0.373123,clean
-1.784295,0.295602,0.441658,0.002723,0.446616,buggy
4.956021,3.960693,1.42951,-0.574172,-0.762322,buggy
-1.662546,-0.041023,-0.68623,-0.520685,-0.316798,buggy
-2.149029,0.308311,0.091559,-0.296378,0.023282,buggy
-3.014639,0.25086,-2.056516,1.992986,-0.613684,clean
-0.829993,1.005966,0.646655,-0.002589,-0.00828,buggy
-2.852202,-0.169441,0.1983,-0.376991,0.234213,clean
1.136623,-2.560462,1.262683,1.634664,1.780924,clean
-1.52541,-1.127313,0.512888,0.264649,0.750275,clean
-2.987211,0.040329,0.243936,-0.070068,0.328832,buggy
0.081825,-2.283659,-0.304457,-0.598426,-0.281789,buggy
1.620751,2.56192,1.140356,0.132149,-0.187558,clean
4.855809,-2.465313,-0.533613,0.697891,0.494127,buggy
-1.586897,0.587158,0.608724,0.312773,0.194685,clean
3.087397,0.899318,1.101496,-0.140064,0.266661,buggy
-2.550639,0.137243,0.303593,-0.263548,0.159597,buggy
1.783711,-5.620592,-0.837924,0.642985,1.298542,clean
-3.068109,-0.182337,0.21441,-0.187222,0.291595,clean
-2.143577,0.689185,0.38922,0.00845,0.171139,clean
-2.536702,0.036675,0.366325,-0.017799,0.302677,clean
-0.253243,-0.156733,0.558011,-0.390603,-0.565513,clean
16.203999,-0.391662,1.191986,3.00321,1.952487,buggy
-2.46444,-0.882897,-0.187766,0.035754,0.366673,clean
-0.732648,-0.97703,0.467977,-0.520663,0.267712,clean
-1.160113,-1.491763,0.158798,0.161631,0.676529,clean
13.799998,3.588906,4.593865,3.982444,-0.587712,clean
-2.921351,-0.224372,0.216874,-0.306369,0.18697,buggy
-2.422092,0.31634,0.348,-0.178785,0.1308,buggy
-2.865513,0.131337,0.277063,-0.029218,0.305911,clean
-1.654542,0.663233,0.354848,-0.462087,0.102867,buggy
0.836145,0.93496,1.058548,0.455225,0.235578,clean
11.199402,-6.098522,-3.974132,-1.38236,-2.828622,clean
0.584437,0.559272,0.487082,-0.370324,-0.637497,buggy
-1.576638,0.950153,-0.776262,0.95051,-0.154849,clean
9.095367,-6.299353,1.235002,1.908887,1.570242,clean
-1.814489,-0.141709,0.029884,-0.79118,-0.63047,buggy
-1.180655,-1.132804,0.414884,0.107992,0.627724,clean
-0.435754,-1.152083,-0.694763,0.239161,1.063866,clean
-1.998534,0.486885,0.292966,-0.442899,0.158909,buggy
-1.883523,0.559261,0.222773,0.044111,0.2173,clean
-2.695818,-0.050259,0.25081,-0.329587,0.165901,buggy
-2.530626,-0.221635,-0.107265,-0.282622,-0.592769,clean
-3.068109,-0.182337,0.21441,-0.187222,0.291595,clean
-3.068109,-0.182337,0.21441,-0.187222,0.291595,clean
-2.558068,0.360319,0.356046,0.024489,0.244814,clean
-1.882847,-0.575556,0.075492,-0.862152,-1.300456,clean
-0.750628,-1.481734,0.085308,-1.133382,-1.830146,clean
-2.990698,0.041881,0.237314,-0.058424,0.304829,clean
-2.934048,0.072139,0.283073,0.004508,0.325196,clean
-2.426468,0.381664,0.369155,-0.074445,0.209411,clean
-2.213626,0.632029,0.407461,0.061892,0.154903,clean
-1.707321,0.463686,0.320842,-0.594916,0.05803,buggy
-1.661439,0.699726,0.548518,0.01739,0.142104,buggy
-2.151905,-1.043871,-0.093488,-0.332592,0.194501,clean
-1.799811,0.430945,0.226651,-0.403153,-0.708317,clean
-3.214867,-0.140302,0.211946,-0.068075,0.396221,clean
-3.199379,-0.124391,0.213986,-0.06109,0.362335,clean
-2.998148,0.037847,0.241776,-0.039034,0.277118,clean
0.927733,0.628139,0.249002,-0.287267,-0.486294,buggy
-2.548376,0.291865,0.333085,-0.1143,0.229311,clean
0.234421,-0.716609,0.717379,0.261189,0.753615,clean
-1.93908,-0.493201,-0.658166,-0.241112,0.032019,buggy
-0.290826,1.980376,-0.447233,0.241751,-0.379476,clean
-2.753991,0.273595,-0.52829,0.646518,-0.041313,clean
-1.479261,0.825411,-0.146895,0.376403,0.095588,buggy
3.660676,-0.863005,-0.186387,-0.585787,-0.445765,buggy
1.858278,-5.173532,0.463695,0.056983,1.251401,clean
3.481825,1.411506,-0.13864,-3.637128,-0.842716,clean
-0.089287,0.019499,0.435798,-0.42048,0.02822,clean
-2.9264,0.154682,0.304673,0.126534,0.352197,buggy
-1.54897,0.963205,-0.567827,0.76378,-0.11018,clean
0.1442,-2.570219,0.12514,0.506032,0.315535,clean
1.227236,-2.419932,0.78876,1.29868,1.405899,clean
-3.048435,-0.162938,0.214047,-0.183754,0.259795,clean
-1.988471,0.092204,0.015816,0.052046,0.084538,clean
-2.479056,-0.19154,0.166664,0.007288,0.262999,clean
-2.251832,0.138358,0.28473,-0.508069,0.030418,clean
-3.048435,-0.162938,0.214047,-0.183754,0.259795,clean
-1.528314,-0.042779,0.187609,-0.877257,-1.59609,clean
-1.949312,0.415826,-0.752858,0.797229,-0.022681,buggy
-3.072295,-0.185824,0.216814,-0.183705,0.28951,clean
-3.20849,-0.135122,0.225839,-0.057596,0.374504,clean
-1.326406,-0.53557,-0.576292,-1.205723,-1.137677,clean
-2.921351,-0.224372,0.216874,-0.306369,0.18697,buggy
-0.877584,-0.367086,0.243316,-0.857127,-0.66863,clean
6.160737,-2.620164,-0.038878,-0.413715,-0.035304,clean
15.108065,4.002298,0.386836,1.215002,0.304665,buggy
6.630453,-0.766066,0.32009,1.021642,1.458161,buggy
1.481947,0.301166,0.690913,1.278566,0.920441,clean
-0.734205,1.63929,0.210333,-0.054965,-0.094286,buggy
2.413393,0.915737,0.799185,-0.318334,0.098383,clean
17.473282,0.441523,-1.841782,-0.088893,1.262607,buggy
-2.869224,-0.02452,0.235465,-0.19062,0.25432,buggy
-2.796329,-0.371595,-0.202009,-0.232735,0.064365,buggy
-2.551021,-0.286059,-0.168952,-0.052237,0.208975,clean
-0.081922,-1.049871,0.269034,-0.605519,-0.424042,clean
5.097376,3.435738,1.308246,0.140517,-0.419763,clean
2.579403,1.864557,0.276966,-0.751146,-0.037074,buggy
1.16879,1.485796,-0.107195,-1.14981,-0.791302,clean
4.054975,-0.379628,0.092618,-0.616656,-0.653761,clean
-1.874078,0.450336,0.348358,-0.043447,0.351749,buggy
-2.494481,-0.154768,-0.252109,0.482564,0.188636,clean
-1.148767,-0.872811,-0.325587,1.246598,0.580985,clean
-3.140985,-0.160254,0.216169,-0.126649,0.341799,clean
-3.140985,-0.160254,0.216169,-0.126649,0.341799,clean
1.910948,2.100734,-1.485766,-2.903754,0.777431,clean
10.68069,-2.887852,0.112972,1.611569,-0.922398,clean
-0.682468,-1.043301,0.264108,-0.719856,-1.042522,clean
3.115259,-1.446443,1.16642,0.526528,1.115712,buggy
-2.571734,0.418367,-0.65803,0.764264,-0.072305,clean
-2.936411,0.342005,-2.45726,2.310137,-0.7891,clean
-1.578932,0.808112,0.530706,0.143825,0.101846,buggy
-1.705368,0.68826,0.420839,0.109189,0.038723,buggy
0.31617,1.726424,0.963606,0.218514,-0.048377,clean
-1.793589,-0.000015,-0.690967,-0.189953,-0.879416,clean
-3.277782,1.379675,-0.620737,-0.671686,0.235798,buggy
-3.04972,-0.016316,0.238404,-0.068829,0.40023,clean
0.588149,-0.518862,0.168034,-0.542933,0.073948,buggy
4.714383,0.27276,0.311487,-0.745087,-0.442907,buggy
-3.20849,-0.135122,0.225839,-0.057596,0.374504,clean
2.885824,-1.634203,0.788242,0.758449,1.088524,buggy
-3.20849,-0.135122,0.225839,-0.057596,0.374504,clean
-3.20849,-0.135122,0.225839,-0.057596,0.374504,clean
-2.162741,0.40624,0.449458,0.060073,0.266424,clean
-0.050102,-0.912311,-0.102847,0.13183,0.352453,clean
-0.310246,-1.944264,0.449389,0.025939,0.065413,clean
-2.217298,0.7029,-0.75579,0.880984,-0.155164,clean
-3.933009,0.789629,0.081233,-0.34198,0.08205,clean
-1.403448,0.630794,-0.830045,0.151303,-0.214961,buggy
-3.135837,-0.155107,0.2154,-0.122398,0.325922,clean
-1.692508,0.674725,0.552512,0.03793,0.139291,buggy
-0.663116,0.080918,0.301212,0.128245,0.183551,clean
0.020261,-1.028418,0.415011,-0.400563,0.308406,buggy
-2.819307,-0.391844,-0.231509,-0.20092,0.07832,clean
-1.189975,-1.469664,0.101403,0.321243,0.698956,clean
-1.78678,-1.043911,0.458468,0.303074,0.763306,clean
-2.034268,0.125963,0.361782,-0.206277,0.201672,clean
10.665602,0.821523,1.951131,1.639748,1.537576,buggy
1.390934,-3.290722,0.462832,-0.628252,-1.155258,clean
0.871967,0.669365,-0.496254,0.147391,0.761145,buggy
-2.161784,0.303154,0.376027,0.005234,0.420249,buggy
-0.802331,-0.150919,0.458034,-0.242299,0.25663,buggy
2.507087,1.304698,1.084289,-0.715607,-1.097589,clean
7.198808,-1.629415,-0.645748,1.190881,0.838311,clean
-1.645551,0.543029,0.378587,-0.128531,0.291359,buggy
-2.636432,0.313449,0.316133,-0.018114,0.21412,clean
0.150758,-0.832533,0.769541,0.167101,0.664998,clean
-1.629534,-0.54393,0.324792,-0.413514,0.247792,clean
-1.48815,0.957571,0.213572,0.034694,-0.088748,clean
-0.937786,0.726747,0.127659,0.072748,0.056173,clean
-2.188711,0.571142,0.407189,-0.074805,0.12883,clean
-2.54727,0.374204,0.353064,0.034249,0.209704,clean
-1.956806,-0.126499,-0.099288,-0.109211,0.141392,buggy
1.911242,2.873192,0.465887,-1.483135,-0.727196,clean
-1.600451,0.442921,0.422495,0.056544,0.383136,buggy
11.593215,1.240514,0.446678,0.570574,0.337683,clean
-2.83956,-0.23717,0.210845,-0.377305,0.143159,clean
16.594842,4.233396,2.911851,0.165591,-2.010922,clean
-3.072295,-0.185824,0.216814,-0.183705,0.28951,buggy
-2.56026,-0.100925,0.206369,-0.49348,0.143314,buggy
-1.472334,-0.198989,0.473617,0.480212,0.545534,clean
-3.20849,-0.135122,0.225839,-0.057596,0.374504,clean
10.818372,2.306117,3.090106,1.397306,1.192994,buggy
-0.579211,-0.766965,0.555133,-0.239813,0.349991,clean
-1.445145,-0.985838,0.477209,0.046678,0.577913,clean
0.915032,-0.912043,1.030626,0.599041,0.911981,clean
-3.20849,-0.135122,0.225839,-0.057596,0.374504,clean
-2.75936,-0.019542,0.249396,-0.26828,0.202313,buggy
-1.769359,0.846628,-0.721901,0.891515,-0.146208,clean
-2.71719,0.238885,0.318045,-0.007245,0.292917,clean
-3.04972,-0.016316,0.238404,-0.068829,0.40023,clean
-0.648385,1.165322,0.697183,-0.105213,-0.043816,clean
-2.921351,-0.224372,0.216874,-0.306369,0.18697,buggy
3.955392,3.134646,-0.594218,0.419514,0.110974,clean
-3.072295,-0.185824,0.216814,-0.183705,0.28951,clean
0.796404,-1.7314,0.217274,-0.516168,-0.220508,buggy
-2.78894,0.209605,0.148203,0.086027,0.166442,clean
3.984063,2.736882,-1.612578,1.040001,0.294066,buggy
13.594467,8.743186,1.609799,-1.048588,-1.296403,buggy
-0.170732,1.283418,0.089815,0.309066,-0.149757,clean
-1.215797,1.013388,-0.571671,0.560346,-0.456989,buggy
0.09121,0.551256,0.947049,0.205393,0.399168,clean
0.116501,0.435175,-0.210318,0.731566,0.312791,clean
-2.859009,0.482139,-3.780779,3.493495,-1.328186,clean
-2.844415,0.152216,0.28378,-0.012653,0.249708,clean
-2.389243,0.413943,0.370374,-0.088734,0.19213,clean
-0.91248,-0.378503,-0.417912,-0.251678,-0.044911,clean
-2.432102,0.812901,-3.20298,2.224111,-0.703425,clean
-2.596469,0.82943,-5.949187,5.274128,-2.167744,clean
-2.257339,1.12959,-6.049148,4.985651,-2.115003,clean
-2.589579,0.397445,0.090407,-0.196247,0.165196,clean
1.143768,0.031594,-0.03677,-0.659682,-0.849061,buggy
-2.112937,0.401292,0.348287,-0.159811,0.139813,clean
-2.729094,0.238044,0.303014,0.017718,0.248504,clean
1.857705,-0.172148,0.199318,-0.381118,-0.322674,buggy
-2.523999,0.809709,-4.284981,3.709637,-1.605953,buggy
-1.226328,1.297225,-2.389981,2.099236,-0.395093,clean
-3.057044,0.187966,-1.52743,1.555705,-0.43883,clean
-1.003823,0.905165,0.107613,0.192013,0.012084,clean
-2.392731,0.415494,0.363752,-0.077089,0.168127,clean
-3.166787,0.066218,-1.161009,1.246185,-0.199043,clean
-0.112191,-1.213331,0.385377,-0.294196,-0.288558,buggy
-2.497309,0.280473,0.217535,-0.292176,0.18709,buggy
-2.06143,0.437315,0.291026,-0.408886,0.163605,buggy
-0.857122,-1.739137,0.480408,0.746567,0.941803,clean
-0.407519,0.376634,0.566396,-0.259046,0.184356,clean
-1.092329,-0.160403,0.522152,-0.326075,0.225277,clean
1.929938,-2.455933,0.928603,0.235691,0.984786,buggy
-3.072295,-0.185824,0.216814,-0.183705,0.28951,buggy
-3.048435,-0.162938,0.214047,-0.183754,0.259795,clean
-2.141058,0.15689,0.2236,0.06623,0.312578,clean
-2.856638,0.136851,0.279681,-0.035511,0.30922,clean
-3.072295,-0.185824,0.216814,-0.183705,0.28951,clean
-3.048435,-0.162938,0.214047,-0.183754,0.259795,clean
-1.501855,-0.39091,0.427955,-0.281169,0.27637,clean
-3.048435,-0.162938,0.214047,-0.183754,0.259795,clean
-3.048435,-0.162938,0.214047,-0.183754,0.259795,clean
2.96533,2.240672,-1.016496,-2.417005,-3.407468,buggy
-2.935083,-0.000006,0.260896,-0.104241,0.261001,clean
0.715416,0.565878,0.399922,-0.044898,0.129108,buggy
1.129078,-3.058093,0.841841,0.442627,1.224723,buggy
10.068266,-0.041391,2.090556,0.699725,0.429828,buggy
-3.048435,-0.162938,0.214047,-0.183754,0.259795,clean
-3.072295,-0.185824,0.216814,-0.183705,0.28951,clean
-3.048435,-0.162938,0.214047,-0.183754,0.259795,clean
-3.048435,-0.162938,0.214047,-0.183754,0.259795,clean
-0.17673,-1.859571,0.490817,-0.086248,0.634256,clean
-1.339249,-0.210564,0.464798,-0.048643,0.239516,clean
-0.038173,1.355081,0.209795,-1.001466,-0.142026,clean
-3.048435,-0.162938,0.214047,-0.183754,0.259795,clean
-3.048435,-0.162938,0.214047,-0.183754,0.259795,clean
-3.072295,-0.185824,0.216814,-0.183705,0.28951,clean
-3.072295,-0.185824,0.216814,-0.183705,0.28951,buggy
2.636444,-0.477219,1.062418,-2.535512,-1.277221,clean
-3.072295,-0.185824,0.216814,-0.183705,0.28951,buggy
-3.072295,-0.185824,0.216814,-0.183705,0.28951,clean
-2.197952,-0.332733,-0.077569,-0.358474,0.011279,clean
-0.805724,-0.43659,-5.32358,1.034101,-1.685576,clean
5.622216,1.969527,1.493068,1.048026,0.555122,clean
0.054987,-0.797198,0.457197,0.03367,-0.284667,clean
0.70821,-0.245026,-1.07069,-0.763415,-1.014997,clean
1.592802,-1.41403,-0.799806,-0.029736,-1.084243,clean
2.382552,-3.619762,0.613821,1.889708,1.931864,buggy
-2.769002,-0.025269,0.237561,-0.262886,0.198404,clean
-2.921351,-0.224372,0.216874,-0.306369,0.18697,buggy
-2.921351,-0.224372,0.216874,-0.306369,0.18697,buggy
-2.278105,-0.472047,0.048146,-0.24686,-0.408513,clean
-3.200581,-0.127969,0.215586,-0.069959,0.385114,clean
-3.200581,-0.127969,0.215586,-0.069959,0.385114,clean
-0.126628,1.340558,-0.633947,1.028929,0.070527,clean
-0.563998,0.208133,0.723072,-0.289981,0.060371,clean
4.454779,3.331774,1.364833,0.376824,-0.097341,buggy
5.540026,-1.23361,0.376001,1.189758,1.562542,clean
10.285843,5.684278,-2.104691,1.036909,1.668779,clean
-2.856638,0.136851,0.279681,-0.035511,0.30922,clean
4.612809,-1.828412,1.463672,0.651103,0.386999,clean
1.682988,-1.159899,0.831525,-0.251081,-0.233327,clean
-1.73393,-0.128908,-0.160244,-0.264756,0.032289,clean
14.11806,5.967278,-11.869156,-7.284371,9.541252,clean
1.902212,-1.243911,-0.492696,0.200798,-0.288975,buggy
0.614969,-2.762322,-1.300569,-0.74366,-0.364996,clean
3.079294,-2.276771,-0.492439,0.282186,-0.596438,buggy
0.664024,-0.616849,-1.590838,0.273492,-0.811354,buggy
-2.663556,0.290017,0.320959,-0.002192,0.21821,clean
-2.144431,0.350646,0.104027,0.345044,0.189175,clean
1.409899,2.293215,-0.072202,-0.463268,-0.285036,clean
-2.374898,-0.41501,-0.205285,0.059203,0.263438,buggy
-0.940241,0.718547,0.546628,-0.255707,0.140162,clean
-1.711997,0.224609,0.36562,-0.421963,0.089813,clean
-0.722669,-1.500433,0.284798,-0.720925,-0.306377,buggy
5.862506,1.309381,-2.775355,-0.322394,-2.266679,clean
-2.361254,-0.788106,0.249863,-0.253853,0.333785,clean
-2.459346,-0.704422,0.260202,-0.136994,0.390439,clean
-3.072295,-0.185824,0.216814,-0.183705,0.28951,clean
-2.160494,-0.592355,0.21808,-1.059385,-0.223956,clean
7.734394,4.907232,-2.473409,-3.334018,-0.565747,clean
-1.568758,-1.500872,0.317946,-0.432125,0.350961,clean
5.078946,-1.953388,-0.863012,-0.155767,-1.665944,buggy
-3.072295,-0.185824,0.216814,-0.183705,0.28951,clean
-3.072295,-0.185824,0.216814,-0.183705,0.28951,buggy
1.566917,-0.527605,0.487836,-0.392198,-0.697389,clean
3.761588,-0.081552,1.189074,0.153184,-0.156853,clean
10.933923,3.296245,-2.522034,0.752693,0.226604,clean
2.43595,-2.175502,-0.956314,-2.995654,-1.699843,clean
1.439404,-2.366267,-0.757049,0.099752,0.507571,buggy
-2.344675,0.528372,0.389421,0.023436,0.19481,clean
6.90291,3.435101,-0.666205,-0.148127,-0.385025,buggy
6.442995,1.594514,-0.777076,-1.169089,-1.67475,buggy
-2.792862,-0.048154,0.240329,-0.262838,0.228119,clean
-0.702249,0.967178,0.839609,0.315522,0.191489,clean
-2.921351,-0.224372,0.216874,-0.306369,0.18697,buggy
-2.921351,-0.224372,0.216874,-0.306369,0.18697,clean
-2.921351,-0.224372,0.216874,-0.306369,0.18697,clean
-2.81729,0.175648,0.278955,-0.028574,0.245619,clean
-2.710577,0.249283,0.317467,0.006032,0.255722,clean
-1.691328,0.086449,0.362572,0.122055,0.309723,clean
2.237093,2.704328,0.48325,-1.492546,-1.756845,clean
-2.031244,0.106213,-0.233763,-0.174252,-0.100498,clean
-0.49456,-1.690933,-1.266134,-2.049744,-3.08535,clean
-0.714243,0.183505,-2.452003,0.767513,-1.263029,clean
-2.332019,-0.152634,0.281008,-0.203156,0.226586,clean
2.368622,0.585369,0.254701,-1.631468,-1.630086,clean
